representative_id,exercise_name_ko,taxonomy_review_status,review_required_codes,content_description_required_present,content_description_resolution,safety_rule_required_present,safety_rule_resolution,content_review_status,safety_review_status,unresolved_review_required_codes,source_ids
REX-000011,글루트 브리지,TAXONOMY_APPROVED,EXERCISE_FAMILY_BOUNDARY_REVIEW|HUMAN_REPRESENTATIVE_SELECTION_REVIEW|BEGINNER_SUITABILITY_REVIEW,false,NOT_PRESENT,false,NOT_PRESENT,GENERATED_CONTENT_REVIEW_REQUIRED,DOMAIN_REVIEW_REQUIRED,BEGINNER_SUITABILITY_REVIEW|EXERCISE_FAMILY_BOUNDARY_REVIEW|HUMAN_REPRESENTATIVE_SELECTION_REVIEW,gymvisual:3013
REX-000012,풀업,TAXONOMY_APPROVED,EXERCISE_FAMILY_BOUNDARY_REVIEW|HUMAN_REPRESENTATIVE_SELECTION_REVIEW|BEGINNER_SUITABILITY_REVIEW,false,NOT_PRESENT,false,NOT_PRESENT,GENERATED_CONTENT_REVIEW_REQUIRED,DOMAIN_REVIEW_REQUIRED,BEGINNER_SUITABILITY_REVIEW|EXERCISE_FAMILY_BOUNDARY_REVIEW|HUMAN_REPRESENTATIVE_SELECTION_REVIEW,gymvisual:0140
REX-000013,리버스 크런치,TAXONOMY_APPROVED,EXERCISE_FAMILY_BOUNDARY_REVIEW|HUMAN_REPRESENTATIVE_SELECTION_REVIEW|BEGINNER_SUITABILITY_REVIEW,false,NOT_PRESENT,false,NOT_PRESENT,GENERATED_CONTENT_REVIEW_REQUIRED,DOMAIN_REVIEW_REQUIRED,BEGINNER_SUITABILITY_REVIEW|EXERCISE_FAMILY_BOUNDARY_REVIEW|HUMAN_REPRESENTATIVE_SELECTION_REVIEW,gymvisual:0242|gymvisual:0807|gymvisual:0872|gymvisual:0873|gymvisual:2206
REX-000014,러시안 트위스트,TAXONOMY_APPROVED,EXERCISE_FAMILY_BOUNDARY_REVIEW|HUMAN_REPRESENTATIVE_SELECTION_REVIEW|BEGINNER_SUITABILITY_REVIEW,false,NOT_PRESENT,false,NOT_PRESENT,GENERATED_CONTENT_REVIEW_REQUIRED,DOMAIN_REVIEW_REQUIRED,BEGINNER_SUITABILITY_REVIEW|EXERCISE_FAMILY_BOUNDARY_REVIEW|HUMAN_REPRESENTATIVE_SELECTION_REVIEW,gymvisual:0211|gymvisual:0687|gymvisual:0845|gymvisual:0846|gymvisual:2371
REX-000015,스플릿 스쿼트,TAXONOMY_APPROVED,EXERCISE_FAMILY_BOUNDARY_REVIEW|HUMAN_REPRESENTATIVE_SELECTION_REVIEW|BEGINNER_SUITABILITY_REVIEW|BEGINNER_SUITABILITY_REVIEW_REQUIRED|DOMAIN_SAFETY_REVIEW_REQUIRED|EXECUTION_DOSAGE_REVIEW_REQUIRED|EXERCISE_TAXONOMY_MAPPING_REQUIRED|INSTRUCTION_CONTENT_REVIEW_REQUIRED|KOREAN_LOCALIZATION_REVIEW_REQUIRED|MEDIA_RIGHTS_REVIEW_REQUIRED|SOURCE_LICENSE_REVIEW_REQUIRED,false,NOT_PRESENT,false,NOT_PRESENT,GENERATED_CONTENT_REVIEW_REQUIRED,DOMAIN_REVIEW_REQUIRED,BEGINNER_SUITABILITY_REVIEW|BEGINNER_SUITABILITY_REVIEW_REQUIRED|DOMAIN_SAFETY_REVIEW_REQUIRED|EXECUTION_DOSAGE_REVIEW_REQUIRED|EXERCISE_FAMILY_BOUNDARY_REVIEW|EXERCISE_TAXONOMY_MAPPING_REQUIRED|HUMAN_REPRESENTATIVE_SELECTION_REVIEW|INSTRUCTION_CONTENT_REVIEW_REQUIRED|KOREAN_LOCALIZATION_REVIEW_REQUIRED|MEDIA_RIGHTS_REVIEW_REQUIRED|SOURCE_LICENSE_REVIEW_REQUIRED,gymvisual:2368|wger:1706
REX-000016,스탠딩 카프 레이즈,TAXONOMY_APPROVED,EXERCISE_FAMILY_BOUNDARY_REVIEW|HUMAN_REPRESENTATIVE_SELECTION_REVIEW|BEGINNER_SUITABILITY_REVIEW,false,NOT_PRESENT,false,NOT_PRESENT,GENERATED_CONTENT_REVIEW_REQUIRED,DOMAIN_REVIEW_REQUIRED,BEGINNER_SUITABILITY_REVIEW|EXERCISE_FAMILY_BOUNDARY_REVIEW|HUMAN_REPRESENTATIVE_SELECTION_REVIEW,gymvisual:0409|gymvisual:0999|gymvisual:1369|gymvisual:1373|gymvisual:1386|gymvisual:1387
REX-000017,버터플라이 스트레칭,TAXONOMY_APPROVED,ALTERNATIVE_RELATION_REVIEW_REQUIRED|BEGINNER_SUITABILITY_REVIEW_REQUIRED|DOMAIN_SAFETY_REVIEW_REQUIRED|EXECUTION_DOSAGE_REVIEW_REQUIRED|LOAD_PROFILE_REVIEW_REQUIRED|MEDIA_RIGHTS_REVIEW_REQUIRED,false,NOT_PRESENT,false,NOT_PRESENT,GENERATED_CONTENT_REVIEW_REQUIRED,DOMAIN_REVIEW_REQUIRED,ALTERNATIVE_RELATION_REVIEW_REQUIRED|BEGINNER_SUITABILITY_REVIEW_REQUIRED|DOMAIN_SAFETY_REVIEW_REQUIRED|EXECUTION_DOSAGE_REVIEW_REQUIRED|LOAD_PROFILE_REVIEW_REQUIRED|MEDIA_RIGHTS_REVIEW_REQUIRED,gymvisual:1494
REX-000018,케이블 플라이,TAXONOMY_APPROVED,EXERCISE_FAMILY_BOUNDARY_REVIEW|HUMAN_REPRESENTATIVE_SELECTION_REVIEW|BEGINNER_SUITABILITY_REVIEW,false,NOT_PRESENT,false,NOT_PRESENT,GENERATED_CONTENT_REVIEW_REQUIRED,DOMAIN_REVIEW_REQUIRED,BEGINNER_SUITABILITY_REVIEW|EXERCISE_FAMILY_BOUNDARY_REVIEW|HUMAN_REPRESENTATIVE_SELECTION_REVIEW,gymvisual:0158|gymvisual:0170|gymvisual:0171|gymvisual:0185|gymvisual:0227|gymvisual:1262
REX-000019,케이블 트라이셉스 푸시다운,TAXONOMY_APPROVED,EXERCISE_FAMILY_BOUNDARY_REVIEW|HUMAN_REPRESENTATIVE_SELECTION_REVIEW|BEGINNER_SUITABILITY_REVIEW,false,NOT_PRESENT,false,NOT_PRESENT,GENERATED_CONTENT_REVIEW_REQUIRED,DOMAIN_REVIEW_REQUIRED,BEGINNER_SUITABILITY_REVIEW|EXERCISE_FAMILY_BOUNDARY_REVIEW|HUMAN_REPRESENTATIVE_SELECTION_REVIEW,gymvisual:0201
REX-000020,의자 다리 스트레칭,TAXONOMY_APPROVED,ALTERNATIVE_RELATION_REVIEW_REQUIRED|BEGINNER_SUITABILITY_REVIEW_REQUIRED|DOMAIN_SAFETY_REVIEW_REQUIRED|EXECUTION_DOSAGE_REVIEW_REQUIRED|LOAD_PROFILE_REVIEW_REQUIRED|MEDIA_RIGHTS_REVIEW_REQUIRED,false,NOT_PRESENT,false,NOT_PRESENT,GENERATED_CONTENT_REVIEW_REQUIRED,DOMAIN_REVIEW_REQUIRED,ALTERNATIVE_RELATION_REVIEW_REQUIRED|BEGINNER_SUITABILITY_REVIEW_REQUIRED|DOMAIN_SAFETY_REVIEW_REQUIRED|EXECUTION_DOSAGE_REVIEW_REQUIRED|LOAD_PROFILE_REVIEW_REQUIRED|MEDIA_RIGHTS_REVIEW_REQUIRED,gymvisual:1548
REX-000021,가슴·어깨 앞면 스트레칭,TAXONOMY_APPROVED,ALTERNATIVE_RELATION_REVIEW_REQUIRED|BEGINNER_SUITABILITY_REVIEW_REQUIRED|DOMAIN_SAFETY_REVIEW_REQUIRED|EXECUTION_DOSAGE_REVIEW_REQUIRED|LOAD_PROFILE_REVIEW_REQUIRED|MEDIA_RIGHTS_REVIEW_REQUIRED,false,NOT_PRESENT,false,NOT_PRESENT,GENERATED_CONTENT_REVIEW_REQUIRED,DOMAIN_REVIEW_REQUIRED,ALTERNATIVE_RELATION_REVIEW_REQUIRED|BEGINNER_SUITABILITY_REVIEW_REQUIRED|DOMAIN_SAFETY_REVIEW_REQUIRED|EXECUTION_DOSAGE_REVIEW_REQUIRED|LOAD_PROFILE_REVIEW_REQUIRED|MEDIA_RIGHTS_REVIEW_REQUIRED,gymvisual:1271
REX-000022,클로즈 그립 푸시업,TAXONOMY_APPROVED,EXERCISE_FAMILY_BOUNDARY_REVIEW|HUMAN_REPRESENTATIVE_SELECTION_REVIEW|BEGINNER_SUITABILITY_REVIEW,false,NOT_PRESENT,false,NOT_PRESENT,GENERATED_CONTENT_REVIEW_REQUIRED,DOMAIN_REVIEW_REQUIRED,BEGINNER_SUITABILITY_REVIEW|EXERCISE_FAMILY_BOUNDARY_REVIEW|HUMAN_REPRESENTATIVE_SELECTION_REVIEW,gymvisual:0259
REX-000023,사이드 크런치,TAXONOMY_APPROVED,,false,NOT_PRESENT,false,NOT_PRESENT,GENERATED_CONTENT_REVIEW_REQUIRED,DOMAIN_REVIEW_REQUIRED,,gymvisual:0691
REX-000024,데드버그,TAXONOMY_APPROVED,EXERCISE_FAMILY_BOUNDARY_REVIEW|HUMAN_REPRESENTATIVE_SELECTION_REVIEW|BEGINNER_SUITABILITY_REVIEW,false,NOT_PRESENT,false,NOT_PRESENT,GENERATED_CONTENT_REVIEW_REQUIRED,DOMAIN_REVIEW_REQUIRED,BEGINNER_SUITABILITY_REVIEW|EXERCISE_FAMILY_BOUNDARY_REVIEW|HUMAN_REPRESENTATIVE_SELECTION_REVIEW,gymvisual:0276
REX-000025,고블릿 스쿼트,TAXONOMY_APPROVED,EXERCISE_FAMILY_BOUNDARY_REVIEW|HUMAN_REPRESENTATIVE_SELECTION_REVIEW|BEGINNER_SUITABILITY_REVIEW|BEGINNER_SUITABILITY_REVIEW_REQUIRED|DOMAIN_SAFETY_REVIEW_REQUIRED|EXECUTION_DOSAGE_REVIEW_REQUIRED|EXERCISE_TAXONOMY_MAPPING_REQUIRED|INSTRUCTION_CONTENT_REVIEW_REQUIRED|KOREAN_LOCALIZATION_REVIEW_REQUIRED|MEDIA_RIGHTS_REVIEW_REQUIRED|SOURCE_LICENSE_REVIEW_REQUIRED,false,NOT_PRESENT,false,NOT_PRESENT,GENERATED_CONTENT_REVIEW_REQUIRED,DOMAIN_REVIEW_REQUIRED,BEGINNER_SUITABILITY_REVIEW|BEGINNER_SUITABILITY_REVIEW_REQUIRED|DOMAIN_SAFETY_REVIEW_REQUIRED|EXECUTION_DOSAGE_REVIEW_REQUIRED|EXERCISE_FAMILY_BOUNDARY_REVIEW|EXERCISE_TAXONOMY_MAPPING_REQUIRED|HUMAN_REPRESENTATIVE_SELECTION_REVIEW|INSTRUCTION_CONTENT_REVIEW_REQUIRED|KOREAN_LOCALIZATION_REVIEW_REQUIRED|MEDIA_RIGHTS_REVIEW_REQUIRED|SOURCE_LICENSE_REVIEW_REQUIRED,gymvisual:1760|wger:203
REX-000026,레터럴 레이즈,TAXONOMY_APPROVED,EXERCISE_FAMILY_BOUNDARY_REVIEW|HUMAN_REPRESENTATIVE_SELECTION_REVIEW|BEGINNER_SUITABILITY_REVIEW,false,NOT_PRESENT,false,NOT_PRESENT,GENERATED_CONTENT_REVIEW_REQUIRED,DOMAIN_REVIEW_REQUIRED,BEGINNER_SUITABILITY_REVIEW|EXERCISE_FAMILY_BOUNDARY_REVIEW|HUMAN_REPRESENTATIVE_SELECTION_REVIEW,gymvisual:0334|gymvisual:0977
REX-000027,프리처 컬,TAXONOMY_APPROVED,EXERCISE_FAMILY_BOUNDARY_REVIEW|HUMAN_REPRESENTATIVE_SELECTION_REVIEW|BEGINNER_SUITABILITY_REVIEW,false,NOT_PRESENT,false,NOT_PRESENT,GENERATED_CONTENT_REVIEW_REQUIRED,DOMAIN_REVIEW_REQUIRED,BEGINNER_SUITABILITY_REVIEW|EXERCISE_FAMILY_BOUNDARY_REVIEW|HUMAN_REPRESENTATIVE_SELECTION_REVIEW,gymvisual:0372|gymvisual:0402|gymvisual:0428|gymvisual:1646|gymvisual:1647|gymvisual:2293
REX-000028,리어 델트 플라이,TAXONOMY_APPROVED,EXERCISE_FAMILY_BOUNDARY_REVIEW|HUMAN_REPRESENTATIVE_SELECTION_REVIEW|BEGINNER_SUITABILITY_REVIEW,false,NOT_PRESENT,false,NOT_PRESENT,GENERATED_CONTENT_REVIEW_REQUIRED,DOMAIN_REVIEW_REQUIRED,BEGINNER_SUITABILITY_REVIEW|EXERCISE_FAMILY_BOUNDARY_REVIEW|HUMAN_REPRESENTATIVE_SELECTION_REVIEW,gymvisual:0326|gymvisual:0348|gymvisual:0378|gymvisual:0379|gymvisual:0380
REX-000029,슈러그,TAXONOMY_APPROVED,EXERCISE_FAMILY_BOUNDARY_REVIEW|HUMAN_REPRESENTATIVE_SELECTION_REVIEW|BEGINNER_SUITABILITY_REVIEW,false,NOT_PRESENT,false,NOT_PRESENT,GENERATED_CONTENT_REVIEW_REQUIRED,DOMAIN_REVIEW_REQUIRED,BEGINNER_SUITABILITY_REVIEW|EXERCISE_FAMILY_BOUNDARY_REVIEW|HUMAN_REPRESENTATIVE_SELECTION_REVIEW,gymvisual:0220|gymvisual:0304|gymvisual:0305|gymvisual:0329|gymvisual:0406|gymvisual:1018
REX-000030,덤벨 바이셉스 컬,TAXONOMY_APPROVED,EXERCISE_FAMILY_BOUNDARY_REVIEW|HUMAN_REPRESENTATIVE_SELECTION_REVIEW|BEGINNER_SUITABILITY_REVIEW,false,NOT_PRESENT,false,NOT_PRESENT,GENERATED_CONTENT_REVIEW_REQUIRED,DOMAIN_REVIEW_REQUIRED,BEGINNER_SUITABILITY_REVIEW|EXERCISE_FAMILY_BOUNDARY_REVIEW|HUMAN_REPRESENTATIVE_SELECTION_REVIEW,gymvisual:0416
REX-000031,덤벨 스텝업 런지,TAXONOMY_APPROVED,EXERCISE_FAMILY_BOUNDARY_REVIEW|HUMAN_REPRESENTATIVE_SELECTION_REVIEW|BEGINNER_SUITABILITY_REVIEW,false,NOT_PRESENT,false,NOT_PRESENT,GENERATED_CONTENT_REVIEW_REQUIRED,DOMAIN_REVIEW_REQUIRED,BEGINNER_SUITABILITY_REVIEW|EXERCISE_FAMILY_BOUNDARY_REVIEW|HUMAN_REPRESENTATIVE_SELECTION_REVIEW,gymvisual:2796
REX-000032,다이내믹 가슴 스트레칭,TAXONOMY_APPROVED,ALTERNATIVE_RELATION_REVIEW_REQUIRED|BEGINNER_SUITABILITY_REVIEW_REQUIRED|DOMAIN_SAFETY_REVIEW_REQUIRED|EXECUTION_DOSAGE_REVIEW_REQUIRED|LOAD_PROFILE_REVIEW_REQUIRED|MEDIA_RIGHTS_REVIEW_REQUIRED,false,NOT_PRESENT,false,NOT_PRESENT,GENERATED_CONTENT_REVIEW_REQUIRED,DOMAIN_REVIEW_REQUIRED,ALTERNATIVE_RELATION_REVIEW_REQUIRED|BEGINNER_SUITABILITY_REVIEW_REQUIRED|DOMAIN_SAFETY_REVIEW_REQUIRED|EXECUTION_DOSAGE_REVIEW_REQUIRED|LOAD_PROFILE_REVIEW_REQUIRED|MEDIA_RIGHTS_REVIEW_REQUIRED,gymvisual:1167
REX-000033,짐볼 고관절 굴근 스트레칭,TAXONOMY_APPROVED,ALTERNATIVE_RELATION_REVIEW_REQUIRED|BEGINNER_SUITABILITY_REVIEW_REQUIRED|DOMAIN_SAFETY_REVIEW_REQUIRED|EXECUTION_DOSAGE_REVIEW_REQUIRED|LOAD_PROFILE_REVIEW_REQUIRED|MEDIA_RIGHTS_REVIEW_REQUIRED,false,NOT_PRESENT,false,NOT_PRESENT,GENERATED_CONTENT_REVIEW_REQUIRED,DOMAIN_REVIEW_REQUIRED,ALTERNATIVE_RELATION_REVIEW_REQUIRED|BEGINNER_SUITABILITY_REVIEW_REQUIRED|DOMAIN_SAFETY_REVIEW_REQUIRED|EXECUTION_DOSAGE_REVIEW_REQUIRED|LOAD_PROFILE_REVIEW_REQUIRED|MEDIA_RIGHTS_REVIEW_REQUIRED,gymvisual:1559
REX-000034,햄스트링 스트레칭,TAXONOMY_APPROVED,ALTERNATIVE_RELATION_REVIEW_REQUIRED|BEGINNER_SUITABILITY_REVIEW_REQUIRED|DOMAIN_SAFETY_REVIEW_REQUIRED|EXECUTION_DOSAGE_REVIEW_REQUIRED|LOAD_PROFILE_REVIEW_REQUIRED|MEDIA_RIGHTS_REVIEW_REQUIRED,false,NOT_PRESENT,false,NOT_PRESENT,GENERATED_CONTENT_REVIEW_REQUIRED,DOMAIN_REVIEW_REQUIRED,ALTERNATIVE_RELATION_REVIEW_REQUIRED|BEGINNER_SUITABILITY_REVIEW_REQUIRED|DOMAIN_SAFETY_REVIEW_REQUIRED|EXECUTION_DOSAGE_REVIEW_REQUIRED|LOAD_PROFILE_REVIEW_REQUIRED|MEDIA_RIGHTS_REVIEW_REQUIRED,gymvisual:1511
REX-000035,손 악력 쥐기,TAXONOMY_APPROVED,EXERCISE_FAMILY_BOUNDARY_REVIEW|HUMAN_REPRESENTATIVE_SELECTION_REVIEW|BEGINNER_SUITABILITY_REVIEW,false,NOT_PRESENT,false,NOT_PRESENT,GENERATED_CONTENT_REVIEW_REQUIRED,DOMAIN_REVIEW_REQUIRED,BEGINNER_SUITABILITY_REVIEW|EXERCISE_FAMILY_BOUNDARY_REVIEW|HUMAN_REPRESENTATIVE_SELECTION_REVIEW,gymvisual:0854
REX-000036,고관절 굴근·대퇴사두근 스트레칭,TAXONOMY_APPROVED,ALTERNATIVE_RELATION_REVIEW_REQUIRED|BEGINNER_SUITABILITY_REVIEW_REQUIRED|DOMAIN_SAFETY_REVIEW_REQUIRED|EXECUTION_DOSAGE_REVIEW_REQUIRED|LOAD_PROFILE_REVIEW_REQUIRED|MEDIA_RIGHTS_REVIEW_REQUIRED,false,NOT_PRESENT,false,NOT_PRESENT,GENERATED_CONTENT_REVIEW_REQUIRED,DOMAIN_REVIEW_REQUIRED,ALTERNATIVE_RELATION_REVIEW_REQUIRED|BEGINNER_SUITABILITY_REVIEW_REQUIRED|DOMAIN_SAFETY_REVIEW_REQUIRED|EXECUTION_DOSAGE_REVIEW_REQUIRED|LOAD_PROFILE_REVIEW_REQUIRED|MEDIA_RIGHTS_REVIEW_REQUIRED,gymvisual:1564
REX-000037,인클라인 Y 레이즈,TAXONOMY_APPROVED,EXERCISE_FAMILY_BOUNDARY_REVIEW|HUMAN_REPRESENTATIVE_SELECTION_REVIEW|BEGINNER_SUITABILITY_REVIEW,false,NOT_PRESENT,false,NOT_PRESENT,GENERATED_CONTENT_REVIEW_REQUIRED,DOMAIN_REVIEW_REQUIRED,BEGINNER_SUITABILITY_REVIEW|EXERCISE_FAMILY_BOUNDARY_REVIEW|HUMAN_REPRESENTATIVE_SELECTION_REVIEW,gymvisual:3541
