exercise_id,stable_code,name_ko,record_type,variant_type_code,difficulty_code,safety_current_state,fitt_current_state,goal_current_state,media_current_state,rights_current_state,safety_review_decision,fitt_review_decision,goal_review_decision,media_rights_review_decision,reviewer,reviewed_at,review_note_ko
DVAR-249EF7CC8CED25D3,dumbbell_shrug_isolation_dumbbell__lower_back_no_load_safe_v1,덤벨 슈러그,SEPARATE_EXERCISE,,BEGINNER,REVIEW_REQUIRED,REVIEW_REQUIRED,REVIEW_REQUIRED,REVIEW_REQUIRED,REVIEW_REQUIRED,APPROVED,APPROVED,APPROVED,APPROVED,USER_DIRECT_REVIEW_2026_08_29,2026-08-29T00:00:00+09:00,주인님 일괄 승인: 외부 전문가 원천 승인 및 최종 육안 검수 완료
DVAR-252AEEC08E26C69E,kneeling_lat_stretch_mobility_stretch_bodyweight__hip_no_load_safe_v1,광배근 스트레칭,SEPARATE_EXERCISE,,BEGINNER,REVIEW_REQUIRED,REVIEW_REQUIRED,REVIEW_REQUIRED,REVIEW_REQUIRED,REVIEW_REQUIRED,APPROVED,APPROVED,APPROVED,APPROVED,USER_DIRECT_REVIEW_2026_08_29,2026-08-29T00:00:00+09:00,주인님 일괄 승인: 외부 전문가 원천 승인 및 최종 육안 검수 완료
DVAR-26CD8FC4C2FF3AD5,rear_deltoid_stretch_mobility_stretch_bodyweight__hip_no_load_safe_v1,후면 어깨 스트레칭,SEPARATE_EXERCISE,,BEGINNER,REVIEW_REQUIRED,REVIEW_REQUIRED,REVIEW_REQUIRED,REVIEW_REQUIRED,REVIEW_REQUIRED,APPROVED,APPROVED,APPROVED,APPROVED,USER_DIRECT_REVIEW_2026_08_29,2026-08-29T00:00:00+09:00,주인님 일괄 승인: 외부 전문가 원천 승인 및 최종 육안 검수 완료
DVAR-29EA6DC0FE39837B,seated_piriformis_stretch_mobility_stretch_bodyweight__wrist_hand_no_load_safe_v1,이상근 스트레칭,SEPARATE_EXERCISE,,BEGINNER,REVIEW_REQUIRED,REVIEW_REQUIRED,REVIEW_REQUIRED,REVIEW_REQUIRED,REVIEW_REQUIRED,APPROVED,APPROVED,APPROVED,APPROVED,USER_DIRECT_REVIEW_2026_08_29,2026-08-29T00:00:00+09:00,주인님 일괄 승인: 외부 전문가 원천 승인 및 최종 육안 검수 완료
DVAR-326B588001E29897,upper_back_stretch_mobility_stretch_bodyweight__lower_back_no_load_safe_v1,상부 등 스트레칭,SEPARATE_EXERCISE,,BEGINNER,REVIEW_REQUIRED,REVIEW_REQUIRED,REVIEW_REQUIRED,REVIEW_REQUIRED,REVIEW_REQUIRED,APPROVED,APPROVED,APPROVED,APPROVED,USER_DIRECT_REVIEW_2026_08_29,2026-08-29T00:00:00+09:00,주인님 일괄 승인: 외부 전문가 원천 승인 및 최종 육안 검수 완료
DVAR-34B834AC8D12D2B5,triceps_stretch_mobility_stretch_bodyweight__knee_no_load_safe_v1,삼두근 스트레칭,SEPARATE_EXERCISE,,BEGINNER,REVIEW_REQUIRED,REVIEW_REQUIRED,REVIEW_REQUIRED,REVIEW_REQUIRED,REVIEW_REQUIRED,APPROVED,APPROVED,APPROVED,APPROVED,USER_DIRECT_REVIEW_2026_08_29,2026-08-29T00:00:00+09:00,주인님 일괄 승인: 외부 전문가 원천 승인 및 최종 육안 검수 완료
DVAR-35717F1E89B0E385,upper_back_stretch_mobility_stretch_bodyweight__hip_no_load_safe_v1,상부 등 스트레칭,SEPARATE_EXERCISE,,BEGINNER,REVIEW_REQUIRED,REVIEW_REQUIRED,REVIEW_REQUIRED,REVIEW_REQUIRED,REVIEW_REQUIRED,APPROVED,APPROVED,APPROVED,APPROVED,USER_DIRECT_REVIEW_2026_08_29,2026-08-29T00:00:00+09:00,주인님 일괄 승인: 외부 전문가 원천 승인 및 최종 육안 검수 완료
DVAR-35756A39565C0E92,dumbbell_standing_curl_isolation_dumbbell__abdomen_no_load_safe_v1,덤벨 바이셉스 컬,SEPARATE_EXERCISE,,BEGINNER,REVIEW_REQUIRED,REVIEW_REQUIRED,REVIEW_REQUIRED,REVIEW_REQUIRED,REVIEW_REQUIRED,APPROVED,APPROVED,APPROVED,APPROVED,USER_DIRECT_REVIEW_2026_08_29,2026-08-29T00:00:00+09:00,주인님 일괄 승인: 외부 전문가 원천 승인 및 최종 육안 검수 완료
DVAR-3A73DB20F3349767,chair_leg_extended_stretch_mobility_stretch_bodyweight__neck_no_load_safe_v1,레그 익스텐션 스트레칭,SEPARATE_EXERCISE,,BEGINNER,REVIEW_REQUIRED,REVIEW_REQUIRED,REVIEW_REQUIRED,REVIEW_REQUIRED,REVIEW_REQUIRED,APPROVED,APPROVED,APPROVED,APPROVED,USER_DIRECT_REVIEW_2026_08_29,2026-08-29T00:00:00+09:00,주인님 일괄 승인: 외부 전문가 원천 승인 및 최종 육안 검수 완료
DVAR-3B2E8D5E61B19928,barbell_front_raise_isolation_barbell__hip_no_load_safe_v1,바벨 프론트 레이즈,SEPARATE_EXERCISE,,BEGINNER,REVIEW_REQUIRED,REVIEW_REQUIRED,REVIEW_REQUIRED,REVIEW_REQUIRED,REVIEW_REQUIRED,APPROVED,APPROVED,APPROVED,APPROVED,USER_DIRECT_REVIEW_2026_08_29,2026-08-29T00:00:00+09:00,주인님 일괄 승인: 외부 전문가 원천 승인 및 최종 육안 검수 완료
DVAR-3F9C1C0539D4277E,chest_front_shoulder_stretch_mobility_stretch_bodyweight__hip_no_load_safe_v1,가슴·어깨 앞면 스트레칭,SEPARATE_EXERCISE,,BEGINNER,REVIEW_REQUIRED,REVIEW_REQUIRED,REVIEW_REQUIRED,REVIEW_REQUIRED,REVIEW_REQUIRED,APPROVED,APPROVED,APPROVED,APPROVED,USER_DIRECT_REVIEW_2026_08_29,2026-08-29T00:00:00+09:00,주인님 일괄 승인: 외부 전문가 원천 승인 및 최종 육안 검수 완료
DVAR-410ADD7957C17443,upper_back_stretch_mobility_stretch_bodyweight__knee_no_load_safe_v1,상부 등 스트레칭,SEPARATE_EXERCISE,,BEGINNER,REVIEW_REQUIRED,REVIEW_REQUIRED,REVIEW_REQUIRED,REVIEW_REQUIRED,REVIEW_REQUIRED,APPROVED,APPROVED,APPROVED,APPROVED,USER_DIRECT_REVIEW_2026_08_29,2026-08-29T00:00:00+09:00,주인님 일괄 승인: 외부 전문가 원천 승인 및 최종 육안 검수 완료
DVAR-439BA655BC3B7BC0,seated_calf_raise_isolation_barbell__shoulder_no_load_safe_v1,바벨 카프 레이즈,SEPARATE_EXERCISE,,BEGINNER,REVIEW_REQUIRED,REVIEW_REQUIRED,REVIEW_REQUIRED,REVIEW_REQUIRED,REVIEW_REQUIRED,APPROVED,APPROVED,APPROVED,APPROVED,USER_DIRECT_REVIEW_2026_08_29,2026-08-29T00:00:00+09:00,주인님 일괄 승인: 외부 전문가 원천 승인 및 최종 육안 검수 완료
DVAR-45620004263946C3,side_lying_quadriceps_stretch_mobility_stretch_bodyweight__upper_back_no_load_safe_v1,대퇴사두근 스트레칭,SEPARATE_EXERCISE,,BEGINNER,REVIEW_REQUIRED,REVIEW_REQUIRED,REVIEW_REQUIRED,REVIEW_REQUIRED,REVIEW_REQUIRED,APPROVED,APPROVED,APPROVED,APPROVED,USER_DIRECT_REVIEW_2026_08_29,2026-08-29T00:00:00+09:00,주인님 일괄 승인: 외부 전문가 원천 승인 및 최종 육안 검수 완료
DVAR-487544E110C93537,dumbbell_standing_curl_isolation_dumbbell__hip_no_load_safe_v1,덤벨 바이셉스 컬,SEPARATE_EXERCISE,,BEGINNER,REVIEW_REQUIRED,REVIEW_REQUIRED,REVIEW_REQUIRED,REVIEW_REQUIRED,REVIEW_REQUIRED,APPROVED,APPROVED,APPROVED,APPROVED,USER_DIRECT_REVIEW_2026_08_29,2026-08-29T00:00:00+09:00,주인님 일괄 승인: 외부 전문가 원천 승인 및 최종 육안 검수 완료
DVAR-49E0D30E19CCD2DA,side_wrist_pull_stretch_mobility_stretch_bodyweight__hip_no_load_safe_v1,손목 당기기 스트레칭,SEPARATE_EXERCISE,,BEGINNER,REVIEW_REQUIRED,REVIEW_REQUIRED,REVIEW_REQUIRED,REVIEW_REQUIRED,REVIEW_REQUIRED,APPROVED,APPROVED,APPROVED,APPROVED,USER_DIRECT_REVIEW_2026_08_29,2026-08-29T00:00:00+09:00,주인님 일괄 승인: 외부 전문가 원천 승인 및 최종 육안 검수 완료
DVAR-4AFB61578A427189,butterfly_adductor_stretch_mobility_stretch_bodyweight__shoulder_no_load_safe_v1,버터플라이 스트레칭,SEPARATE_EXERCISE,,BEGINNER,REVIEW_REQUIRED,REVIEW_REQUIRED,REVIEW_REQUIRED,REVIEW_REQUIRED,REVIEW_REQUIRED,APPROVED,APPROVED,APPROVED,APPROVED,USER_DIRECT_REVIEW_2026_08_29,2026-08-29T00:00:00+09:00,주인님 일괄 승인: 외부 전문가 원천 승인 및 최종 육안 검수 완료
DVAR-4CEDEDE6230588EC,runners_stretch_mobility_stretch_bodyweight__upper_back_no_load_safe_v1,러너스 스트레칭,SEPARATE_EXERCISE,,BEGINNER,REVIEW_REQUIRED,REVIEW_REQUIRED,REVIEW_REQUIRED,REVIEW_REQUIRED,REVIEW_REQUIRED,APPROVED,APPROVED,APPROVED,APPROVED,USER_DIRECT_REVIEW_2026_08_29,2026-08-29T00:00:00+09:00,주인님 일괄 승인: 외부 전문가 원천 승인 및 최종 육안 검수 완료
DVAR-4E47895F88158AE5,hamstring_stretch_mobility_stretch_bodyweight__abdomen_no_load_safe_v1,햄스트링 스트레칭,SEPARATE_EXERCISE,,BEGINNER,REVIEW_REQUIRED,REVIEW_REQUIRED,REVIEW_REQUIRED,REVIEW_REQUIRED,REVIEW_REQUIRED,APPROVED,APPROVED,APPROVED,APPROVED,USER_DIRECT_REVIEW_2026_08_29,2026-08-29T00:00:00+09:00,주인님 일괄 승인: 외부 전문가 원천 승인 및 최종 육안 검수 완료
DVAR-51B939268597C1C2,barbell_front_raise_isolation_barbell__abdomen_no_load_safe_v1,바벨 프론트 레이즈,SEPARATE_EXERCISE,,BEGINNER,REVIEW_REQUIRED,REVIEW_REQUIRED,REVIEW_REQUIRED,REVIEW_REQUIRED,REVIEW_REQUIRED,APPROVED,APPROVED,APPROVED,APPROVED,USER_DIRECT_REVIEW_2026_08_29,2026-08-29T00:00:00+09:00,주인님 일괄 승인: 외부 전문가 원천 승인 및 최종 육안 검수 완료
DVAR-57A865079E6288C0,triceps_stretch_mobility_stretch_bodyweight__ankle_foot_no_load_safe_v1,삼두근 스트레칭,SEPARATE_EXERCISE,,BEGINNER,REVIEW_REQUIRED,REVIEW_REQUIRED,REVIEW_REQUIRED,REVIEW_REQUIRED,REVIEW_REQUIRED,APPROVED,APPROVED,APPROVED,APPROVED,USER_DIRECT_REVIEW_2026_08_29,2026-08-29T00:00:00+09:00,주인님 일괄 승인: 외부 전문가 원천 승인 및 최종 육안 검수 완료
DVAR-57ADC482D0C91C98,barbell_front_raise_isolation_barbell__lower_back_no_load_safe_v1,바벨 프론트 레이즈,SEPARATE_EXERCISE,,BEGINNER,REVIEW_REQUIRED,REVIEW_REQUIRED,REVIEW_REQUIRED,REVIEW_REQUIRED,REVIEW_REQUIRED,APPROVED,APPROVED,APPROVED,APPROVED,USER_DIRECT_REVIEW_2026_08_29,2026-08-29T00:00:00+09:00,주인님 일괄 승인: 외부 전문가 원천 승인 및 최종 육안 검수 완료
DVAR-5C8E3929479AD7D8,bodyweight_standing_calf_raise_isolation_bodyweight__lower_back_no_load_safe_v1,카프 레이즈,SEPARATE_EXERCISE,,BEGINNER,REVIEW_REQUIRED,REVIEW_REQUIRED,REVIEW_REQUIRED,REVIEW_REQUIRED,REVIEW_REQUIRED,APPROVED,APPROVED,APPROVED,APPROVED,USER_DIRECT_REVIEW_2026_08_29,2026-08-29T00:00:00+09:00,주인님 일괄 승인: 외부 전문가 원천 승인 및 최종 육안 검수 완료
DVAR-63AD4E2D01416860,runners_stretch_mobility_stretch_bodyweight__neck_no_load_safe_v1,러너스 스트레칭,SEPARATE_EXERCISE,,BEGINNER,REVIEW_REQUIRED,REVIEW_REQUIRED,REVIEW_REQUIRED,REVIEW_REQUIRED,REVIEW_REQUIRED,APPROVED,APPROVED,APPROVED,APPROVED,USER_DIRECT_REVIEW_2026_08_29,2026-08-29T00:00:00+09:00,주인님 일괄 승인: 외부 전문가 원천 승인 및 최종 육안 검수 완료
DVAR-6764158E5944E97A,seated_calf_stretch_mobility_stretch_bodyweight__lower_back_no_load_safe_v1,종아리 스트레칭,SEPARATE_EXERCISE,,BEGINNER,REVIEW_REQUIRED,REVIEW_REQUIRED,REVIEW_REQUIRED,REVIEW_REQUIRED,REVIEW_REQUIRED,APPROVED,APPROVED,APPROVED,APPROVED,USER_DIRECT_REVIEW_2026_08_29,2026-08-29T00:00:00+09:00,주인님 일괄 승인: 외부 전문가 원천 승인 및 최종 육안 검수 완료
DVAR-67F0C6ACF2D0B6BA,seated_piriformis_stretch_mobility_stretch_bodyweight__neck_no_load_safe_v1,이상근 스트레칭,SEPARATE_EXERCISE,,BEGINNER,REVIEW_REQUIRED,REVIEW_REQUIRED,REVIEW_REQUIRED,REVIEW_REQUIRED,REVIEW_REQUIRED,APPROVED,APPROVED,APPROVED,APPROVED,USER_DIRECT_REVIEW_2026_08_29,2026-08-29T00:00:00+09:00,주인님 일괄 승인: 외부 전문가 원천 승인 및 최종 육안 검수 완료
DVAR-691B90C811748C97,butterfly_adductor_stretch_mobility_stretch_bodyweight__upper_back_no_load_safe_v1,버터플라이 스트레칭,SEPARATE_EXERCISE,,BEGINNER,REVIEW_REQUIRED,REVIEW_REQUIRED,REVIEW_REQUIRED,REVIEW_REQUIRED,REVIEW_REQUIRED,APPROVED,APPROVED,APPROVED,APPROVED,USER_DIRECT_REVIEW_2026_08_29,2026-08-29T00:00:00+09:00,주인님 일괄 승인: 외부 전문가 원천 승인 및 최종 육안 검수 완료
DVAR-6B6A6F150F4812B5,one_arm_wall_lats_isolation_bodyweight__hip_no_load_safe_v1,한 팔 광배근 스트레칭,SEPARATE_EXERCISE,,BEGINNER,REVIEW_REQUIRED,REVIEW_REQUIRED,REVIEW_REQUIRED,REVIEW_REQUIRED,REVIEW_REQUIRED,APPROVED,APPROVED,APPROVED,APPROVED,USER_DIRECT_REVIEW_2026_08_29,2026-08-29T00:00:00+09:00,주인님 일괄 승인: 외부 전문가 원천 승인 및 최종 육안 검수 완료
DVAR-6E70CC6524F991D2,wall_calf_stretch_mobility_stretch_bodyweight__abdomen_no_load_safe_v1,종아리 스트레칭,SEPARATE_EXERCISE,,BEGINNER,REVIEW_REQUIRED,REVIEW_REQUIRED,REVIEW_REQUIRED,REVIEW_REQUIRED,REVIEW_REQUIRED,APPROVED,APPROVED,APPROVED,APPROVED,USER_DIRECT_REVIEW_2026_08_29,2026-08-29T00:00:00+09:00,주인님 일괄 승인: 외부 전문가 원천 승인 및 최종 육안 검수 완료
DVAR-6F87AC6ADC514415,seated_glute_stretch_mobility_stretch_bodyweight__upper_back_no_load_safe_v1,둔근 스트레칭,SEPARATE_EXERCISE,,BEGINNER,REVIEW_REQUIRED,REVIEW_REQUIRED,REVIEW_REQUIRED,REVIEW_REQUIRED,REVIEW_REQUIRED,APPROVED,APPROVED,APPROVED,APPROVED,USER_DIRECT_REVIEW_2026_08_29,2026-08-29T00:00:00+09:00,주인님 일괄 승인: 외부 전문가 원천 승인 및 최종 육안 검수 완료
DVAR-754CFA40B1C65427,butterfly_adductor_stretch_mobility_stretch_bodyweight__elbow_no_load_safe_v1,버터플라이 스트레칭,SEPARATE_EXERCISE,,BEGINNER,REVIEW_REQUIRED,REVIEW_REQUIRED,REVIEW_REQUIRED,REVIEW_REQUIRED,REVIEW_REQUIRED,APPROVED,APPROVED,APPROVED,APPROVED,USER_DIRECT_REVIEW_2026_08_29,2026-08-29T00:00:00+09:00,주인님 일괄 승인: 외부 전문가 원천 승인 및 최종 육안 검수 완료
DVAR-78019BC41BCE770A,chair_leg_extended_stretch_mobility_stretch_bodyweight__wrist_hand_no_load_safe_v1,레그 익스텐션 스트레칭,SEPARATE_EXERCISE,,BEGINNER,REVIEW_REQUIRED,REVIEW_REQUIRED,REVIEW_REQUIRED,REVIEW_REQUIRED,REVIEW_REQUIRED,APPROVED,APPROVED,APPROVED,APPROVED,USER_DIRECT_REVIEW_2026_08_29,2026-08-29T00:00:00+09:00,주인님 일괄 승인: 외부 전문가 원천 승인 및 최종 육안 검수 완료
DVAR-797356CB391528BF,overhead_triceps_stretch_mobility_stretch_bodyweight__ankle_foot_no_load_safe_v1,오버헤드 삼두근 스트레칭,SEPARATE_EXERCISE,,BEGINNER,REVIEW_REQUIRED,REVIEW_REQUIRED,REVIEW_REQUIRED,REVIEW_REQUIRED,REVIEW_REQUIRED,APPROVED,APPROVED,APPROVED,APPROVED,USER_DIRECT_REVIEW_2026_08_29,2026-08-29T00:00:00+09:00,주인님 일괄 승인: 외부 전문가 원천 승인 및 최종 육안 검수 완료
DVAR-7D30F2A8308533FE,seated_glute_stretch_mobility_stretch_bodyweight__lower_back_no_load_safe_v1,둔근 스트레칭,SEPARATE_EXERCISE,,BEGINNER,REVIEW_REQUIRED,REVIEW_REQUIRED,REVIEW_REQUIRED,REVIEW_REQUIRED,REVIEW_REQUIRED,APPROVED,APPROVED,APPROVED,APPROVED,USER_DIRECT_REVIEW_2026_08_29,2026-08-29T00:00:00+09:00,주인님 일괄 승인: 외부 전문가 원천 승인 및 최종 육안 검수 완료
DVAR-82501686CF95380A,neck_lateral_stretch_mobility_stretch_bodyweight__ankle_foot_no_load_safe_v1,목 옆면 스트레칭,SEPARATE_EXERCISE,,BEGINNER,REVIEW_REQUIRED,REVIEW_REQUIRED,REVIEW_REQUIRED,REVIEW_REQUIRED,REVIEW_REQUIRED,APPROVED,APPROVED,APPROVED,APPROVED,USER_DIRECT_REVIEW_2026_08_29,2026-08-29T00:00:00+09:00,주인님 일괄 승인: 외부 전문가 원천 승인 및 최종 육안 검수 완료
DVAR-889F35FB54AD157C,dumbbell_standing_curl_isolation_dumbbell__lower_back_no_load_safe_v1,덤벨 바이셉스 컬,SEPARATE_EXERCISE,,BEGINNER,REVIEW_REQUIRED,REVIEW_REQUIRED,REVIEW_REQUIRED,REVIEW_REQUIRED,REVIEW_REQUIRED,APPROVED,APPROVED,APPROVED,APPROVED,USER_DIRECT_REVIEW_2026_08_29,2026-08-29T00:00:00+09:00,주인님 일괄 승인: 외부 전문가 원천 승인 및 최종 육안 검수 완료
DVAR-8986420CC1824B81,seated_glute_stretch_mobility_stretch_bodyweight__neck_no_load_safe_v1,둔근 스트레칭,SEPARATE_EXERCISE,,BEGINNER,REVIEW_REQUIRED,REVIEW_REQUIRED,REVIEW_REQUIRED,REVIEW_REQUIRED,REVIEW_REQUIRED,APPROVED,APPROVED,APPROVED,APPROVED,USER_DIRECT_REVIEW_2026_08_29,2026-08-29T00:00:00+09:00,주인님 일괄 승인: 외부 전문가 원천 승인 및 최종 육안 검수 완료
DVAR-8C83EA75C5EB2A81,side_lying_quadriceps_stretch_mobility_stretch_bodyweight__abdomen_no_load_safe_v1,대퇴사두근 스트레칭,SEPARATE_EXERCISE,,BEGINNER,REVIEW_REQUIRED,REVIEW_REQUIRED,REVIEW_REQUIRED,REVIEW_REQUIRED,REVIEW_REQUIRED,APPROVED,APPROVED,APPROVED,APPROVED,USER_DIRECT_REVIEW_2026_08_29,2026-08-29T00:00:00+09:00,주인님 일괄 승인: 외부 전문가 원천 승인 및 최종 육안 검수 완료
DVAR-9432BB9760D2677F,butterfly_adductor_stretch_mobility_stretch_bodyweight__abdomen_no_load_safe_v1,버터플라이 스트레칭,SEPARATE_EXERCISE,,BEGINNER,REVIEW_REQUIRED,REVIEW_REQUIRED,REVIEW_REQUIRED,REVIEW_REQUIRED,REVIEW_REQUIRED,APPROVED,APPROVED,APPROVED,APPROVED,USER_DIRECT_REVIEW_2026_08_29,2026-08-29T00:00:00+09:00,주인님 일괄 승인: 외부 전문가 원천 승인 및 최종 육안 검수 완료
DVAR-99EA1AE55B52D628,rear_deltoid_stretch_mobility_stretch_bodyweight__ankle_foot_no_load_safe_v1,후면 어깨 스트레칭,SEPARATE_EXERCISE,,BEGINNER,REVIEW_REQUIRED,REVIEW_REQUIRED,REVIEW_REQUIRED,REVIEW_REQUIRED,REVIEW_REQUIRED,APPROVED,APPROVED,APPROVED,APPROVED,USER_DIRECT_REVIEW_2026_08_29,2026-08-29T00:00:00+09:00,주인님 일괄 승인: 외부 전문가 원천 승인 및 최종 육안 검수 완료
DVAR-9A46CA5E3E420CBB,seated_calf_stretch_mobility_stretch_bodyweight__wrist_hand_no_load_safe_v1,종아리 스트레칭,SEPARATE_EXERCISE,,BEGINNER,REVIEW_REQUIRED,REVIEW_REQUIRED,REVIEW_REQUIRED,REVIEW_REQUIRED,REVIEW_REQUIRED,APPROVED,APPROVED,APPROVED,APPROVED,USER_DIRECT_REVIEW_2026_08_29,2026-08-29T00:00:00+09:00,주인님 일괄 승인: 외부 전문가 원천 승인 및 최종 육안 검수 완료
DVAR-9D87E310514D2812,wrist_circles_mobility_stretch_bodyweight__hip_no_load_safe_v1,손목 돌리기,SEPARATE_EXERCISE,,BEGINNER,REVIEW_REQUIRED,REVIEW_REQUIRED,REVIEW_REQUIRED,REVIEW_REQUIRED,REVIEW_REQUIRED,APPROVED,APPROVED,APPROVED,APPROVED,USER_DIRECT_REVIEW_2026_08_29,2026-08-29T00:00:00+09:00,주인님 일괄 승인: 외부 전문가 원천 승인 및 최종 육안 검수 완료
DVAR-9E51F99EBE51B94E,seated_glute_stretch_mobility_stretch_bodyweight__abdomen_no_load_safe_v1,둔근 스트레칭,SEPARATE_EXERCISE,,BEGINNER,REVIEW_REQUIRED,REVIEW_REQUIRED,REVIEW_REQUIRED,REVIEW_REQUIRED,REVIEW_REQUIRED,APPROVED,APPROVED,APPROVED,APPROVED,USER_DIRECT_REVIEW_2026_08_29,2026-08-29T00:00:00+09:00,주인님 일괄 승인: 외부 전문가 원천 승인 및 최종 육안 검수 완료
