exercise_id,exercise_stable_code,source_system,source_id,fitt_template_id,review_status_code,review_method_code,approval_record_code,reviewed_at
NEX-000130,hamstring_stretch_mobility_stretch_bodyweight,gymvisual,1511,FITT-MOBILITY-V1,DOMAIN_APPROVED,IDENTITY_REGISTRY_EXACT_JOIN,V2-0-7-FITT-IDENTITY-MAPPING-APPROVAL-2026-09-08-R01,2026-09-08T00:00:00+09:00
NEX-000092,hand_grip_squeeze_isolation_household_weight,gymvisual,0854,FITT-ISOLATION-STRENGTH-V1,DOMAIN_APPROVED,IDENTITY_REGISTRY_EXACT_JOIN,V2-0-7-FITT-IDENTITY-MAPPING-APPROVAL-2026-09-08-R01,2026-09-08T00:00:00+09:00
NEX-000134,intermediate_hip_flexor_and_quad_stretch,gymvisual,1564,FITT-MOBILITY-V1,DOMAIN_APPROVED,IDENTITY_REGISTRY_EXACT_JOIN,V2-0-7-FITT-IDENTITY-MAPPING-APPROVAL-2026-09-08-R01,2026-09-08T00:00:00+09:00
NEX-000067,inverted_row_horizontal_pull_bodyweight,gymvisual,0499,FITT-COMPOUND-PULL-V1,DOMAIN_APPROVED,IDENTITY_REGISTRY_EXACT_JOIN,V2-0-7-FITT-IDENTITY-MAPPING-APPROVAL-2026-09-08-R01,2026-09-08T00:00:00+09:00
NEX-000111,kneeling_lat_stretch_mobility_stretch_bodyweight,gymvisual,1346,FITT-MOBILITY-V1,DOMAIN_APPROVED,IDENTITY_REGISTRY_EXACT_JOIN,V2-0-7-FITT-IDENTITY-MAPPING-APPROVAL-2026-09-08-R01,2026-09-08T00:00:00+09:00
NEX-000020,lat_pulldown_vertical_pull_cable_machine,gymvisual,0198,FITT-COMPOUND-PULL-V1,DOMAIN_APPROVED,IDENTITY_REGISTRY_EXACT_JOIN,V2-0-7-FITT-IDENTITY-MAPPING-APPROVAL-2026-09-08-R01,2026-09-08T00:00:00+09:00
NEX-000069,lever_leg_extension,gymvisual,0585,FITT-ISOLATION-STRENGTH-V1,DOMAIN_APPROVED,IDENTITY_REGISTRY_EXACT_JOIN,V2-0-7-FITT-IDENTITY-MAPPING-APPROVAL-2026-09-08-R01,2026-09-08T00:00:00+09:00
NEX-000112,lower_back_curl_core_brace_bodyweight,gymvisual,1352,FITT-MOBILITY-V1,DOMAIN_APPROVED,IDENTITY_REGISTRY_EXACT_JOIN,V2-0-7-FITT-IDENTITY-MAPPING-APPROVAL-2026-09-08-R01,2026-09-08T00:00:00+09:00
NEX-000125,neck_lateral_stretch_mobility_stretch_bodyweight,gymvisual,1403,FITT-MOBILITY-V1,DOMAIN_APPROVED,IDENTITY_REGISTRY_EXACT_JOIN,V2-0-7-FITT-IDENTITY-MAPPING-APPROVAL-2026-09-08-R01,2026-09-08T00:00:00+09:00
NEX-000113,one_arm_wall_lats_isolation_bodyweight,gymvisual,1355,FITT-COMPOUND-PULL-V1,DOMAIN_APPROVED,IDENTITY_REGISTRY_EXACT_JOIN,V2-0-7-FITT-IDENTITY-MAPPING-APPROVAL-2026-09-08-R01,2026-09-08T00:00:00+09:00
NEX-000121,one_leg_donkey_calf_raise_isolation_bodyweight,gymvisual,1386,FITT-ISOLATION-STRENGTH-V1,DOMAIN_APPROVED,IDENTITY_REGISTRY_EXACT_JOIN,V2-0-7-FITT-IDENTITY-MAPPING-APPROVAL-2026-09-08-R01,2026-09-08T00:00:00+09:00
NEX-000008,overhead_triceps_extension_isolation_barbell,gymvisual,0109,FITT-ISOLATION-STRENGTH-V1,DOMAIN_APPROVED,IDENTITY_REGISTRY_EXACT_JOIN,V2-0-7-FITT-IDENTITY-MAPPING-APPROVAL-2026-09-08-R01,2026-09-08T00:00:00+09:00
NEX-000073,overhead_triceps_stretch_mobility_stretch_bodyweight,gymvisual,0643,FITT-MOBILITY-V1,DOMAIN_APPROVED,IDENTITY_REGISTRY_EXACT_JOIN,V2-0-7-FITT-IDENTITY-MAPPING-APPROVAL-2026-09-08-R01,2026-09-08T00:00:00+09:00
NEX-000123,peroneals_stretch,gymvisual,1388,FITT-MOBILITY-V1,DOMAIN_APPROVED,IDENTITY_REGISTRY_EXACT_JOIN,V2-0-7-FITT-IDENTITY-MAPPING-APPROVAL-2026-09-08-R01,2026-09-08T00:00:00+09:00
NEX-000074,push_up_horizontal_push_bodyweight,gymvisual,0662,FITT-BODYWEIGHT-BEGINNER-V1,DOMAIN_APPROVED,IDENTITY_REGISTRY_EXACT_JOIN,V2-0-7-FITT-IDENTITY-MAPPING-APPROVAL-2026-09-08-R01,2026-09-08T00:00:00+09:00
NEX-000131,quadruped_quadriceps_stretch_mobility_stretch_bodyweight,gymvisual,1512,FITT-MOBILITY-V1,DOMAIN_APPROVED,IDENTITY_REGISTRY_EXACT_JOIN,V2-0-7-FITT-IDENTITY-MAPPING-APPROVAL-2026-09-08-R01,2026-09-08T00:00:00+09:00
NEX-000075,rear_deltoid_stretch_mobility_stretch_bodyweight,gymvisual,0669,FITT-MOBILITY-V1,DOMAIN_APPROVED,IDENTITY_REGISTRY_EXACT_JOIN,V2-0-7-FITT-IDENTITY-MAPPING-APPROVAL-2026-09-08-R01,2026-09-08T00:00:00+09:00
NEX-000160,resistance_band_leg_extension,gymvisual,3007,FITT-ISOLATION-STRENGTH-V1,DOMAIN_APPROVED,IDENTITY_REGISTRY_EXACT_JOIN,V2-0-7-FITT-IDENTITY-MAPPING-APPROVAL-2026-09-08-R01,2026-09-08T00:00:00+09:00
NEX-000103,reverse_calf_raise_isolation_resistance_band,gymvisual,1000,FITT-ISOLATION-STRENGTH-V1,DOMAIN_APPROVED,IDENTITY_REGISTRY_EXACT_JOIN,V2-0-7-FITT-IDENTITY-MAPPING-APPROVAL-2026-09-08-R01,2026-09-08T00:00:00+09:00
NEX-000006,reverse_wrist_curl_isolation_barbell,gymvisual,0082,FITT-ISOLATION-STRENGTH-V1,DOMAIN_APPROVED,IDENTITY_REGISTRY_EXACT_JOIN,V2-0-7-FITT-IDENTITY-MAPPING-APPROVAL-2026-09-08-R01,2026-09-08T00:00:00+09:00
NEX-000147,roller_back_stretch,gymvisual,2208,FITT-MOBILITY-V1,DOMAIN_APPROVED,IDENTITY_REGISTRY_EXACT_JOIN,V2-0-7-FITT-IDENTITY-MAPPING-APPROVAL-2026-09-08-R01,2026-09-08T00:00:00+09:00
NEX-000145,roller_hip_stretch,gymvisual,2202,FITT-MOBILITY-V1,DOMAIN_APPROVED,IDENTITY_REGISTRY_EXACT_JOIN,V2-0-7-FITT-IDENTITY-MAPPING-APPROVAL-2026-09-08-R01,2026-09-08T00:00:00+09:00
NEX-000136,runners_stretch_mobility_stretch_bodyweight,gymvisual,1585,FITT-MOBILITY-V1,DOMAIN_APPROVED,IDENTITY_REGISTRY_EXACT_JOIN,V2-0-7-FITT-IDENTITY-MAPPING-APPROVAL-2026-09-08-R01,2026-09-08T00:00:00+09:00
NEX-000078,scapular_pull_up_vertical_pull_bodyweight_pull_up_bar,gymvisual,0688,FITT-COMPOUND-PULL-V1,DOMAIN_APPROVED,IDENTITY_REGISTRY_EXACT_JOIN,V2-0-7-FITT-IDENTITY-MAPPING-APPROVAL-2026-09-08-R01,2026-09-08T00:00:00+09:00
NEX-000093,seated_cable_row_horizontal_pull_cable_machine,gymvisual,0861,FITT-COMPOUND-PULL-V1,DOMAIN_APPROVED,IDENTITY_REGISTRY_EXACT_JOIN,V2-0-7-FITT-IDENTITY-MAPPING-APPROVAL-2026-09-08-R01,2026-09-08T00:00:00+09:00
NEX-000007,seated_calf_raise_isolation_barbell,gymvisual,0088,FITT-ISOLATION-STRENGTH-V1,DOMAIN_APPROVED,IDENTITY_REGISTRY_EXACT_JOIN,V2-0-7-FITT-IDENTITY-MAPPING-APPROVAL-2026-09-08-R01,2026-09-08T00:00:00+09:00
NEX-000124,seated_calf_stretch_mobility_stretch_bodyweight,gymvisual,1390,FITT-MOBILITY-V1,DOMAIN_APPROVED,IDENTITY_REGISTRY_EXACT_JOIN,V2-0-7-FITT-IDENTITY-MAPPING-APPROVAL-2026-09-08-R01,2026-09-08T00:00:00+09:00
NEX-000126,seated_glute_stretch_mobility_stretch_bodyweight,gymvisual,1424,FITT-MOBILITY-V1,DOMAIN_APPROVED,IDENTITY_REGISTRY_EXACT_JOIN,V2-0-7-FITT-IDENTITY-MAPPING-APPROVAL-2026-09-08-R01,2026-09-08T00:00:00+09:00
NEX-000071,seated_leg_curl_knee_flexion_machine,gymvisual,0599,FITT-ISOLATION-STRENGTH-V1,DOMAIN_APPROVED,IDENTITY_REGISTRY_EXACT_JOIN,V2-0-7-FITT-IDENTITY-MAPPING-APPROVAL-2026-09-08-R01,2026-09-08T00:00:00+09:00
NEX-000079,seated_lower_back_stretch_mobility_stretch_bodyweight,gymvisual,0690,FITT-MOBILITY-V1,DOMAIN_APPROVED,IDENTITY_REGISTRY_EXACT_JOIN,V2-0-7-FITT-IDENTITY-MAPPING-APPROVAL-2026-09-08-R01,2026-09-08T00:00:00+09:00
NEX-000157,seated_piriformis_stretch_mobility_stretch_bodyweight,gymvisual,2567,FITT-MOBILITY-V1,DOMAIN_APPROVED,IDENTITY_REGISTRY_EXACT_JOIN,V2-0-7-FITT-IDENTITY-MAPPING-APPROVAL-2026-09-08-R01,2026-09-08T00:00:00+09:00
NEX-000056,seated_shoulder_press_vertical_push_dumbbell,gymvisual,0405,FITT-COMPOUND-PUSH-V1,DOMAIN_APPROVED,IDENTITY_REGISTRY_EXACT_JOIN,V2-0-7-FITT-IDENTITY-MAPPING-APPROVAL-2026-09-08-R01,2026-09-08T00:00:00+09:00
NEX-000080,seated_side_crunch_wall,gymvisual,0691,FITT-CORE-STABILITY-V1,DOMAIN_APPROVED,IDENTITY_REGISTRY_EXACT_JOIN,V2-0-7-FITT-IDENTITY-MAPPING-APPROVAL-2026-09-08-R01,2026-09-08T00:00:00+09:00
NEX-000137,seated_wide_angle_stretch_mobility_stretch_bodyweight,gymvisual,1587,FITT-MOBILITY-V1,DOMAIN_APPROVED,IDENTITY_REGISTRY_EXACT_JOIN,V2-0-7-FITT-IDENTITY-MAPPING-APPROVAL-2026-09-08-R01,2026-09-08T00:00:00+09:00
NEX-000169,short_stride_run,gymvisual,3656,FITT-CARDIO-V1,DOMAIN_APPROVED,IDENTITY_REGISTRY_EXACT_JOIN,V2-0-7-FITT-IDENTITY-MAPPING-APPROVAL-2026-09-08-R01,2026-09-08T00:00:00+09:00
NEX-000072,side_lying_quadriceps_stretch_mobility_stretch_bodyweight,gymvisual,0613,FITT-MOBILITY-V1,DOMAIN_APPROVED,IDENTITY_REGISTRY_EXACT_JOIN,V2-0-7-FITT-IDENTITY-MAPPING-APPROVAL-2026-09-08-R01,2026-09-08T00:00:00+09:00
NEX-000084,side_wrist_pull_stretch_mobility_stretch_bodyweight,gymvisual,0721,FITT-MOBILITY-V1,DOMAIN_APPROVED,IDENTITY_REGISTRY_EXACT_JOIN,V2-0-7-FITT-IDENTITY-MAPPING-APPROVAL-2026-09-08-R01,2026-09-08T00:00:00+09:00
NEX-000085,smith_reverse_calf_raises_isolation_machine,gymvisual,0763,FITT-ISOLATION-STRENGTH-V1,DOMAIN_APPROVED,IDENTITY_REGISTRY_EXACT_JOIN,V2-0-7-FITT-IDENTITY-MAPPING-APPROVAL-2026-09-08-R01,2026-09-08T00:00:00+09:00
NEX-000114,spine_stretch_mobility_stretch_bodyweight,gymvisual,1363,FITT-MOBILITY-V1,DOMAIN_APPROVED,IDENTITY_REGISTRY_EXACT_JOIN,V2-0-7-FITT-IDENTITY-MAPPING-APPROVAL-2026-09-08-R01,2026-09-08T00:00:00+09:00
NEX-000086,standing_lateral_stretch_mobility_stretch_bodyweight,gymvisual,0794,FITT-MOBILITY-V1,DOMAIN_APPROVED,IDENTITY_REGISTRY_EXACT_JOIN,V2-0-7-FITT-IDENTITY-MAPPING-APPROVAL-2026-09-08-R01,2026-09-08T00:00:00+09:00
NEX-000089,triceps_stretch_mobility_stretch_bodyweight,gymvisual,0817,FITT-MOBILITY-V1,DOMAIN_APPROVED,IDENTITY_REGISTRY_EXACT_JOIN,V2-0-7-FITT-IDENTITY-MAPPING-APPROVAL-2026-09-08-R01,2026-09-08T00:00:00+09:00
NEX-000115,upper_back_stretch_mobility_stretch_bodyweight,gymvisual,1365,FITT-MOBILITY-V1,DOMAIN_APPROVED,IDENTITY_REGISTRY_EXACT_JOIN,V2-0-7-FITT-IDENTITY-MAPPING-APPROVAL-2026-09-08-R01,2026-09-08T00:00:00+09:00
NEX-000144,walk_elliptical_cross_trainer,gymvisual,2141,FITT-CARDIO-V1,DOMAIN_APPROVED,IDENTITY_REGISTRY_EXACT_JOIN,V2-0-7-FITT-IDENTITY-MAPPING-APPROVAL-2026-09-08-R01,2026-09-08T00:00:00+09:00
NEX-000128,walking_lunge,gymvisual,1460,FITT-COMPOUND-LUNGE-V1,DOMAIN_APPROVED,IDENTITY_REGISTRY_EXACT_JOIN,V2-0-7-FITT-IDENTITY-MAPPING-APPROVAL-2026-09-08-R01,2026-09-08T00:00:00+09:00
NEX-000119,wall_calf_stretch_mobility_stretch_bodyweight,gymvisual,1377,FITT-MOBILITY-V1,DOMAIN_APPROVED,IDENTITY_REGISTRY_EXACT_JOIN,V2-0-7-FITT-IDENTITY-MAPPING-APPROVAL-2026-09-08-R01,2026-09-08T00:00:00+09:00
NEX-000139,world_greatest_stretch_mobility_stretch_bodyweight,gymvisual,1604,FITT-MOBILITY-V1,DOMAIN_APPROVED,IDENTITY_REGISTRY_EXACT_JOIN,V2-0-7-FITT-IDENTITY-MAPPING-APPROVAL-2026-09-08-R01,2026-09-08T00:00:00+09:00
NEX-000127,wrist_circles_mobility_stretch_bodyweight,gymvisual,1428,FITT-MOBILITY-V1,DOMAIN_APPROVED,IDENTITY_REGISTRY_EXACT_JOIN,V2-0-7-FITT-IDENTITY-MAPPING-APPROVAL-2026-09-08-R01,2026-09-08T00:00:00+09:00
NEX-000010,wrist_curl_isolation_barbell,gymvisual,0126,FITT-ISOLATION-STRENGTH-V1,DOMAIN_APPROVED,IDENTITY_REGISTRY_EXACT_JOIN,V2-0-7-FITT-IDENTITY-MAPPING-APPROVAL-2026-09-08-R01,2026-09-08T00:00:00+09:00
