representative_exercise_id,stable_code,name_ko,name_en,source_name,source_name_en,exercise_family_code,primary_movement_pattern_code,training_type_code,body_focus_code,target_muscle_status,primary_body_area_codes,secondary_body_area_codes,body_area_status,equipment_codes,location_codes,setup_condition_ko,difficulty_code,beginner_suitable,recovery_eligible,difficulty_status,fitt_template_id,timing_mode_code,fitt_default_sets,fitt_default_reps,fitt_default_work_seconds,fitt_default_rest_seconds,fitt_default_transition_seconds,default_seconds_per_rep,default_work_seconds,default_rest_seconds,default_transition_seconds,instruction_summary_ko,form_cues_ko,instruction_content_version,review_status_code,source_track,source_identity,fitt_intensity_level,fitt_status,met_value,met_intensity_level,met_source,met_status,nex_exercise_ids,nex_exercise_count,taxonomy_review_status,taxonomy_reviewer,taxonomy_reviewed_at,catalog_status
REX-000011,bodyweight_glute_bridge_hip_dominant_bodyweight,글루트 브리지,low glute bridge on floor,low glute bridge on floor,low glute bridge on floor,BODYWEIGHT_GLUTE_BRIDGE,HIP_DOMINANT,STRENGTH,GLUTES,APPROVED,"[""HIP""]","[""KNEE"",""LOWER_BACK""]",APPROVED,BODYWEIGHT,HOME|GYM,,BEGINNER,true,false,APPROVED,FITT-BODYWEIGHT-BEGINNER-V1,REPS,2,8-15,,60,,4,,90,15,글루트 브리지 운동은 엉덩이를 뒤로 보내며 엉덩이를 사용하는 운동입니다.,"[""발을 편하게 두고 기구나 주변을 안정적으로 준비한다."", ""엉덩이를 뒤로 보내며 상체를 천천히 기울인다."", ""등과 목을 편안히 두고 엉덩이로 힘을 낸다."", ""천천히 시작 자세로 돌아온다.""]",representative-content-v0.1.0,DOMAIN_APPROVED,gymvisual,3013,LIGHT_MODERATE,APPROVED,5,MODERATE,ADULT_COMPENDIUM_2024;activity_code=02052;url=https://pacompendium.com/;domain_approval=DATA_OWNER_APPROVAL;reviewed_at=2026-08-24T00:00:00+09:00;approval_scope=ALL_MET_MAPPINGS,DOMAIN_APPROVED,"[""NEX-000162""]",1,TAXONOMY_APPROVED,DOMAIN_EXPERT_REVIEW,2026-08-21T00:00:00+09:00,FINAL_CATALOG_PENDING_MEDIA_RIGHTS
REX-000012,bodyweight_pull_up_biceps_vertical_pull_bodyweight_pull_up_bar,풀업,biceps pull-up,biceps pull-up,biceps pull-up,BODYWEIGHT_PULL_UP_BICEPS,VERTICAL_PULL,STRENGTH,BICEPS,APPROVED,"[""ELBOW""]","[""UPPER_BACK"",""WRIST_HAND""]",APPROVED,BODYWEIGHT|PULL_UP_BAR,HOME|GYM,,INTERMEDIATE,false,false,APPROVED,FITT-COMPOUND-PULL-V1,REPS,3,8-12,,90,,4,,90,15,풀업 운동은 팔꿈치를 아래로 당기며 팔 앞쪽을 사용하는 운동입니다.,"[""손잡이를 안정적으로 잡고 몸을 준비한다."", ""어깨를 내린 채 팔꿈치를 아래로 당긴다."", ""조절할 수 있는 범위까지만 당긴다."", ""팔을 천천히 펴며 시작 위치로 돌아온다.""]",representative-content-v0.1.0,DOMAIN_APPROVED,gymvisual,0140,MODERATE,APPROVED,6.5,VIGOROUS,ADULT_COMPENDIUM_2024;activity_code=02057;url=https://pacompendium.com/;domain_approval=DATA_OWNER_APPROVAL;reviewed_at=2026-08-24T00:00:00+09:00;approval_scope=ALL_MET_MAPPINGS,DOMAIN_APPROVED,"[""NEX-000011""]",1,TAXONOMY_APPROVED,DOMAIN_EXPERT_REVIEW,2026-08-21T00:00:00+09:00,FINAL_CATALOG_PENDING_MEDIA_RIGHTS
REX-000013,bodyweight_reverse_crunch_core_brace_bodyweight,리버스 크런치,reverse crunch,reverse crunch,reverse crunch,BODYWEIGHT_REVERSE_CRUNCH,CORE_BRACE,STRENGTH,CORE,APPROVED,"[""ABDOMEN""]","[""LOWER_BACK""]",APPROVED,BODYWEIGHT,HOME|GYM,,BEGINNER,false,false,APPROVED,FITT-CORE-STABILITY-V1,DURATION,2-3,,30-45,45-60,,,30,90,15,리버스 크런치 운동은 몸통을 유지하며 몸통 주변에 힘을 쓰는 운동입니다.,"[""안내된 시작 자세를 안정적으로 잡는다."", ""배 주변에 가볍게 힘을 주고 숨을 쉰다."", ""몸통이 흔들리지 않는 범위에서 팔이나 다리를 움직인다."", ""천천히 시작 자세로 돌아온다.""]",representative-content-v0.1.0,DOMAIN_APPROVED,gymvisual,0872,LIGHT_MODERATE,APPROVED,3,LIGHT,ADULT_COMPENDIUM_2024;activity_code=02056;url=https://pacompendium.com/;domain_approval=DATA_OWNER_APPROVAL;reviewed_at=2026-08-24T00:00:00+09:00;approval_scope=ALL_MET_MAPPINGS,DOMAIN_APPROVED,"[""NEX-000027"", ""NEX-000088"", ""NEX-000094"", ""NEX-000095"", ""NEX-000146""]",5,TAXONOMY_APPROVED,DOMAIN_EXPERT_REVIEW,2026-08-21T00:00:00+09:00,FINAL_CATALOG_PENDING_MEDIA_RIGHTS
REX-000014,bodyweight_russian_twist_core_brace_bodyweight,러시안 트위스트,russian twist,russian twist,russian twist,BODYWEIGHT_RUSSIAN_TWIST,CORE_BRACE,STRENGTH,CORE,APPROVED,"[""ABDOMEN""]","[""LOWER_BACK""]",APPROVED,BODYWEIGHT,HOME|GYM,,INTERMEDIATE,false,false,APPROVED,FITT-CORE-STABILITY-V1,DURATION,2-3,,30-45,45-60,,,30,90,15,러시안 트위스트 운동은 몸통을 유지하며 몸통 주변에 힘을 쓰는 운동입니다.,"[""안내된 시작 자세를 안정적으로 잡는다."", ""배 주변에 가볍게 힘을 주고 숨을 쉰다."", ""몸통이 흔들리지 않는 범위에서 팔이나 다리를 움직인다."", ""천천히 시작 자세로 돌아온다.""]",representative-content-v0.1.0,DOMAIN_APPROVED,gymvisual,0687,LIGHT_MODERATE,APPROVED,5,MODERATE,ADULT_COMPENDIUM_2024;activity_code=02052;url=https://pacompendium.com/;domain_approval=DATA_OWNER_APPROVAL;reviewed_at=2026-08-24T00:00:00+09:00;approval_scope=ALL_MET_MAPPINGS,DOMAIN_APPROVED,"[""NEX-000023"", ""NEX-000077"", ""NEX-000090"", ""NEX-000091"", ""NEX-000155""]",5,TAXONOMY_APPROVED,DOMAIN_EXPERT_REVIEW,2026-08-21T00:00:00+09:00,FINAL_CATALOG_PENDING_MEDIA_RIGHTS
REX-000015,bodyweight_split_squat_knee_dominant_bodyweight,스플릿 스쿼트,split squats,split squats,split squats,BODYWEIGHT_SPLIT_SQUAT,KNEE_DOMINANT,STRENGTH,QUADRICEPS,APPROVED,"[""KNEE"",""HIP""]","[""ANKLE_FOOT""]",APPROVED,BODYWEIGHT,HOME|GYM,,INTERMEDIATE,false,false,APPROVED,FITT-COMPOUND-LUNGE-V1,REPS,3,8-12,,90,,4,,90,15,스플릿 스쿼트 운동은 다리를 굽혔다 펴며 허벅지 앞쪽을 사용하는 운동입니다.,"[""발을 편하게 벌리고 양발에 무게를 나눈다."", ""엉덩이를 뒤로 보내며 무릎을 천천히 굽힌다."", ""발바닥을 바닥에 두고 편한 범위까지만 내려간다."", ""발로 바닥을 밀며 천천히 시작 자세로 돌아온다.""]",representative-content-v0.1.0,DOMAIN_APPROVED,gymvisual,2368,MODERATE,APPROVED,5,MODERATE,ADULT_COMPENDIUM_2024;activity_code=02052;url=https://pacompendium.com/;domain_approval=DATA_OWNER_APPROVAL;reviewed_at=2026-08-24T00:00:00+09:00;approval_scope=ALL_MET_MAPPINGS,DOMAIN_APPROVED,"[""NEX-000154"", ""NEX-000195""]",2,TAXONOMY_APPROVED,DOMAIN_EXPERT_REVIEW,2026-08-21T00:00:00+09:00,FINAL_CATALOG_PENDING_MEDIA_RIGHTS
REX-000016,bodyweight_standing_calf_raise_isolation_bodyweight,스탠딩 카프 레이즈,bodyweight standing calf raise,bodyweight standing calf raise,bodyweight standing calf raise,BODYWEIGHT_STANDING_CALF_RAISE,ISOLATION,STRENGTH,CALVES,APPROVED,"[""ANKLE_FOOT""]","[""KNEE""]",APPROVED,BODYWEIGHT,HOME|GYM,,BEGINNER,true,false,APPROVED,FITT-BODYWEIGHT-BEGINNER-V1,REPS,2,8-15,,60,,4,,90,15,스탠딩 카프 레이즈 운동은 다른 부위의 움직임을 줄이고 종아리를 집중해 사용하는 운동입니다.,"[""시작 자세와 기구를 안정적으로 준비한다."", ""안내된 부위를 중심으로 천천히 움직인다."", ""끝 범위에서 힘을 잠시 유지한다."", ""반동 없이 시작 자세로 돌아온다.""]",representative-content-v0.1.0,DOMAIN_APPROVED,gymvisual,1373,LIGHT_MODERATE,APPROVED,3.5,LIGHT,ADULT_COMPENDIUM_2024;activity_code=02054;url=https://pacompendium.com/;domain_approval=DATA_OWNER_APPROVAL;reviewed_at=2026-08-24T00:00:00+09:00;approval_scope=ALL_MET_MAPPINGS,DOMAIN_APPROVED,"[""NEX-000058"", ""NEX-000102"", ""NEX-000117"", ""NEX-000118"", ""NEX-000121"", ""NEX-000122""]",6,TAXONOMY_APPROVED,DOMAIN_EXPERT_REVIEW,2026-08-21T00:00:00+09:00,FINAL_CATALOG_PENDING_MEDIA_RIGHTS
REX-000017,butterfly_adductor_stretch_mobility_stretch_bodyweight,버터플라이 스트레칭,butterfly yoga pose,butterfly yoga pose,butterfly yoga pose,BUTTERFLY_ADDUCTOR_STRETCH,MOBILITY_STRETCH,MOBILITY,MOBILITY,APPROVED,"[""HIP""]","[""KNEE""]",APPROVED,BODYWEIGHT,HOME|GYM,,BEGINNER,false,true,APPROVED,FITT-MOBILITY-V1,DURATION,,,30-60,,15-30,,30,30,15,버터플라이 스트레칭 운동은 고관절 주변을 천천히 움직이며 범위를 확인하는 스트레칭입니다.,"[""편안한 시작 자세를 잡고 주변 공간을 확인한다."", ""숨을 고르게 쉬며 안내된 방향으로 천천히 움직인다."", ""당김이 느껴지는 범위에서 잠시 멈춘다."", ""반동 없이 시작 자세로 천천히 돌아온다.""]",representative-content-v0.1.0,DOMAIN_APPROVED,gymvisual,1494,LIGHT,APPROVED,2.3,LIGHT,ADULT_COMPENDIUM_2024;activity_code=02175;url=https://pacompendium.com/;domain_approval=DATA_OWNER_APPROVAL;reviewed_at=2026-08-24T00:00:00+09:00;approval_scope=ALL_MET_MAPPINGS,DOMAIN_APPROVED,"[""NEX-000129""]",1,TAXONOMY_APPROVED,DOMAIN_EXPERT_REVIEW,2026-08-21T00:00:00+09:00,FINAL_CATALOG_PENDING_MEDIA_RIGHTS
REX-000018,cable_fly_isolation_cable_machine,케이블 플라이,cable standing fly,cable standing fly,cable standing fly,CABLE_FLY,ISOLATION,STRENGTH,CHEST,APPROVED,"[""CHEST""]","[""SHOULDER""]",APPROVED,CABLE_MACHINE,GYM,,BEGINNER,false,false,APPROVED,FITT-ISOLATION-STRENGTH-V1,REPS,3,10-15,,60-90,,4,,90,15,케이블 플라이 운동은 다른 부위의 움직임을 줄이고 가슴을 집중해 사용하는 운동입니다.,"[""시작 자세와 기구를 안정적으로 준비한다."", ""안내된 부위를 중심으로 천천히 움직인다."", ""끝 범위에서 힘을 잠시 유지한다."", ""반동 없이 시작 자세로 돌아온다.""]",representative-content-v0.1.0,DOMAIN_APPROVED,gymvisual,0227,MODERATE,APPROVED,3.5,LIGHT,ADULT_COMPENDIUM_2024;activity_code=02054;url=https://pacompendium.com/;domain_approval=DATA_OWNER_APPROVAL;reviewed_at=2026-08-24T00:00:00+09:00;approval_scope=ALL_MET_MAPPINGS,DOMAIN_APPROVED,"[""NEX-000012"", ""NEX-000016"", ""NEX-000017"", ""NEX-000019"", ""NEX-000026"", ""NEX-000109""]",6,TAXONOMY_APPROVED,DOMAIN_EXPERT_REVIEW,2026-08-21T00:00:00+09:00,FINAL_CATALOG_PENDING_MEDIA_RIGHTS
REX-000019,cable_triceps_pushdown_isolation_cable_machine,케이블 트라이셉스 푸시다운,cable pushdown,cable pushdown,cable pushdown,CABLE_TRICEPS_PUSHDOWN,ISOLATION,STRENGTH,TRICEPS,APPROVED,"[""ELBOW""]","[""SHOULDER""]",APPROVED,CABLE_MACHINE,GYM,,BEGINNER,true,false,APPROVED,FITT-ISOLATION-STRENGTH-V1,REPS,3,10-15,,60-90,,4,,90,15,케이블 트라이셉스 푸시다운 운동은 다른 부위의 움직임을 줄이고 팔 뒤쪽을 집중해 사용하는 운동입니다.,"[""시작 자세와 기구를 안정적으로 준비한다."", ""안내된 부위를 중심으로 천천히 움직인다."", ""끝 범위에서 힘을 잠시 유지한다."", ""반동 없이 시작 자세로 돌아온다.""]",representative-content-v0.1.0,DOMAIN_APPROVED,gymvisual,0201,MODERATE,APPROVED,5,MODERATE,ADULT_COMPENDIUM_2024;activity_code=02052;url=https://pacompendium.com/;domain_approval=DATA_OWNER_APPROVAL;reviewed_at=2026-08-24T00:00:00+09:00;approval_scope=ALL_MET_MAPPINGS,DOMAIN_APPROVED,"[""NEX-000021""]",1,TAXONOMY_APPROVED,DOMAIN_EXPERT_REVIEW,2026-08-21T00:00:00+09:00,FINAL_CATALOG_PENDING_MEDIA_RIGHTS
REX-000020,chair_leg_extended_stretch_mobility_stretch_bodyweight,시티드 레그 익스텐션 스트레칭,chair leg extended stretch,chair leg extended stretch,chair leg extended stretch,CHAIR_LEG_EXTENDED_STRETCH,MOBILITY_STRETCH,MOBILITY,MOBILITY,APPROVED,"[""KNEE""]","[""HIP""]",APPROVED,BODYWEIGHT,HOME|GYM,안정적인 지지물(벤치 또는 의자 등)을 준비한다.,BEGINNER,false,true,APPROVED,FITT-MOBILITY-V1,DURATION,,,30-60,,15-30,,30,30,15,의자 다리 스트레칭 운동은 무릎 주변을 천천히 움직이며 범위를 확인하는 스트레칭입니다.,"[""편안한 시작 자세를 잡고 주변 공간을 확인한다."", ""숨을 고르게 쉬며 안내된 방향으로 천천히 움직인다."", ""당김이 느껴지는 범위에서 잠시 멈춘다."", ""반동 없이 시작 자세로 천천히 돌아온다.""]",representative-content-v0.1.0,DOMAIN_APPROVED,gymvisual,1548,LIGHT,APPROVED,2.3,LIGHT,ADULT_COMPENDIUM_2024;activity_code=02101;url=https://pacompendium.com/;domain_approval=DATA_OWNER_APPROVAL;reviewed_at=2026-08-24T00:00:00+09:00;approval_scope=ALL_MET_MAPPINGS,DOMAIN_APPROVED,"[""NEX-000132""]",1,TAXONOMY_APPROVED,DOMAIN_EXPERT_REVIEW,2026-08-21T00:00:00+09:00,FINAL_CATALOG_PENDING_MEDIA_RIGHTS
REX-000021,chest_front_shoulder_stretch_mobility_stretch_bodyweight,가슴·어깨 앞면 스트레칭,chest and front of shoulder stretch,chest and front of shoulder stretch,chest and front of shoulder stretch,CHEST_FRONT_SHOULDER_STRETCH,MOBILITY_STRETCH,MOBILITY,MOBILITY,APPROVED,"[""CHEST"",""SHOULDER""]","[""UPPER_BACK""]",APPROVED,BODYWEIGHT,HOME|GYM,,BEGINNER,false,true,APPROVED,FITT-MOBILITY-V1,DURATION,,,30-60,,15-30,,30,30,15,가슴·어깨 앞면 스트레칭 운동은 가슴·어깨 주변을 천천히 움직이며 범위를 확인하는 스트레칭입니다.,"[""편안한 시작 자세를 잡고 주변 공간을 확인한다."", ""숨을 고르게 쉬며 안내된 방향으로 천천히 움직인다."", ""당김이 느껴지는 범위에서 잠시 멈춘다."", ""반동 없이 시작 자세로 천천히 돌아온다.""]",representative-content-v0.1.0,DOMAIN_APPROVED,gymvisual,1271,LIGHT,APPROVED,2.3,LIGHT,ADULT_COMPENDIUM_2024;activity_code=02101;url=https://pacompendium.com/;domain_approval=DATA_OWNER_APPROVAL;reviewed_at=2026-08-24T00:00:00+09:00;approval_scope=ALL_MET_MAPPINGS,DOMAIN_APPROVED,"[""NEX-000110""]",1,TAXONOMY_APPROVED,DOMAIN_EXPERT_REVIEW,2026-08-21T00:00:00+09:00,FINAL_CATALOG_PENDING_MEDIA_RIGHTS
REX-000022,close_grip_push_up_horizontal_push_bodyweight,클로즈 그립 푸시업,close-grip push-up,close-grip push-up,close-grip push-up,CLOSE_GRIP_PUSH_UP,HORIZONTAL_PUSH,STRENGTH,TRICEPS,APPROVED,"[""ELBOW"",""CHEST""]","[""SHOULDER"",""ABDOMEN""]",APPROVED,BODYWEIGHT,HOME|GYM,,BEGINNER,false,false,APPROVED,FITT-COMPOUND-PUSH-V1,REPS,3,8-12,,90,,4,,90,15,클로즈 그립 푸시업 운동은 팔을 앞으로 밀어 팔 뒤쪽을 사용하는 운동입니다.,"[""손과 발 또는 기구를 안정적으로 준비한다."", ""어깨가 으쓱하지 않게 팔을 천천히 밀어낸다."", ""팔꿈치를 조절할 수 있는 범위에서 굽힌다."", ""천천히 처음 위치로 돌아온다.""]",representative-content-v0.1.0,DOMAIN_APPROVED,gymvisual,0259,MODERATE,APPROVED,5,MODERATE,ADULT_COMPENDIUM_2024;activity_code=02052;url=https://pacompendium.com/;domain_approval=DATA_OWNER_APPROVAL;reviewed_at=2026-08-24T00:00:00+09:00;approval_scope=ALL_MET_MAPPINGS,DOMAIN_APPROVED,"[""NEX-000028""]",1,TAXONOMY_APPROVED,DOMAIN_EXPERT_REVIEW,2026-08-21T00:00:00+09:00,FINAL_CATALOG_PENDING_MEDIA_RIGHTS
REX-000023,crunch_variant_core_brace_bodyweight,사이드 크런치,seated side crunch (wall),seated side crunch (wall),seated side crunch (wall),CRUNCH_VARIANT,CORE_BRACE,STRENGTH,CORE,APPROVED,"[""ABDOMEN""]","[""LOWER_BACK""]",APPROVED,BODYWEIGHT,HOME|GYM,,BEGINNER,false,false,APPROVED,FITT-CORE-STABILITY-V1,DURATION,2-3,,30-45,45-60,,,30,90,15,사이드 크런치 운동은 몸통을 유지하며 몸통 주변에 힘을 쓰는 운동입니다.,"[""안내된 시작 자세를 안정적으로 잡는다."", ""배 주변에 가볍게 힘을 주고 숨을 쉰다."", ""몸통이 흔들리지 않는 범위에서 팔이나 다리를 움직인다."", ""천천히 시작 자세로 돌아온다.""]",representative-content-v0.1.0,DOMAIN_APPROVED,gymvisual,0691,LIGHT_MODERATE,APPROVED,3.8,MODERATE,ADULT_COMPENDIUM_2024;activity_code=02022;url=https://pacompendium.com/;domain_approval=DATA_OWNER_APPROVAL;reviewed_at=2026-08-24T00:00:00+09:00;approval_scope=ALL_MET_MAPPINGS,DOMAIN_APPROVED,"[""NEX-000080""]",1,TAXONOMY_APPROVED,DOMAIN_EXPERT_REVIEW,2026-08-21T00:00:00+09:00,FINAL_CATALOG_PENDING_MEDIA_RIGHTS
REX-000024,dead_bug_core_brace_bodyweight,데드버그,dead bug,dead bug,dead bug,DEAD_BUG,CORE_BRACE,STRENGTH,CORE,APPROVED,"[""ABDOMEN""]","[""LOWER_BACK""]",APPROVED,BODYWEIGHT,HOME|GYM,,BEGINNER,true,false,APPROVED,FITT-CORE-STABILITY-V1,DURATION,2-3,,30-45,45-60,,,30,90,15,데드버그 운동은 몸통을 유지하며 몸통 주변에 힘을 쓰는 운동입니다.,"[""안내된 시작 자세를 안정적으로 잡는다."", ""배 주변에 가볍게 힘을 주고 숨을 쉰다."", ""몸통이 흔들리지 않는 범위에서 팔이나 다리를 움직인다."", ""천천히 시작 자세로 돌아온다.""]",representative-content-v0.1.0,DOMAIN_APPROVED,gymvisual,0276,LIGHT_MODERATE,APPROVED,5,MODERATE,ADULT_COMPENDIUM_2024;activity_code=02052;url=https://pacompendium.com/;domain_approval=DATA_OWNER_APPROVAL;reviewed_at=2026-08-24T00:00:00+09:00;approval_scope=ALL_MET_MAPPINGS,DOMAIN_APPROVED,"[""NEX-000030""]",1,TAXONOMY_APPROVED,DOMAIN_EXPERT_REVIEW,2026-08-21T00:00:00+09:00,FINAL_CATALOG_PENDING_MEDIA_RIGHTS
REX-000025,dumbbell_goblet_squat_knee_dominant_dumbbell,고블릿 스쿼트,dumbbell goblet squat,dumbbell goblet squat,dumbbell goblet squat,DUMBBELL_GOBLET_SQUAT,KNEE_DOMINANT,STRENGTH,QUADRICEPS,APPROVED,"[""KNEE"",""HIP""]","[""ANKLE_FOOT""]",APPROVED,DUMBBELL,HOME|GYM,,BEGINNER,false,false,APPROVED,FITT-COMPOUND-SQUAT-V1,REPS,3,8-12,,90,,4,,90,15,고블릿 스쿼트 운동은 다리를 굽혔다 펴며 허벅지 앞쪽을 사용하는 운동입니다.,"[""발을 편하게 벌리고 양발에 무게를 나눈다."", ""엉덩이를 뒤로 보내며 무릎을 천천히 굽힌다."", ""발바닥을 바닥에 두고 편한 범위까지만 내려간다."", ""발로 바닥을 밀며 천천히 시작 자세로 돌아온다.""]",representative-content-v0.1.0,DOMAIN_APPROVED,gymvisual,1760,MODERATE,APPROVED,5,MODERATE,ADULT_COMPENDIUM_2024;activity_code=02052;url=https://pacompendium.com/;domain_approval=DATA_OWNER_APPROVAL;reviewed_at=2026-08-24T00:00:00+09:00;approval_scope=ALL_MET_MAPPINGS,DOMAIN_APPROVED,"[""NEX-000142"", ""NEX-000201""]",2,TAXONOMY_APPROVED,DOMAIN_EXPERT_REVIEW,2026-08-21T00:00:00+09:00,FINAL_CATALOG_PENDING_MEDIA_RIGHTS
REX-000026,dumbbell_lateral_raise_isolation_dumbbell,레터럴 레이즈,dumbbell lateral raise,dumbbell lateral raise,dumbbell lateral raise,DUMBBELL_LATERAL_RAISE,ISOLATION,STRENGTH,SHOULDERS,APPROVED,"[""SHOULDER""]","[""ELBOW""]",APPROVED,DUMBBELL,HOME|GYM,,BEGINNER,true,false,APPROVED,FITT-ISOLATION-STRENGTH-V1,REPS,3,10-15,,60-90,,4,,90,15,레터럴 레이즈 운동은 다른 부위의 움직임을 줄이고 어깨를 집중해 사용하는 운동입니다.,"[""시작 자세와 기구를 안정적으로 준비한다."", ""안내된 부위를 중심으로 천천히 움직인다."", ""끝 범위에서 힘을 잠시 유지한다."", ""반동 없이 시작 자세로 돌아온다.""]",representative-content-v0.1.0,DOMAIN_APPROVED,gymvisual,0334,MODERATE,APPROVED,3.5,LIGHT,ADULT_COMPENDIUM_2024;activity_code=02054;url=https://pacompendium.com/;domain_approval=DATA_OWNER_APPROVAL;reviewed_at=2026-08-24T00:00:00+09:00;approval_scope=ALL_MET_MAPPINGS,DOMAIN_APPROVED,"[""NEX-000039"", ""NEX-000097""]",2,TAXONOMY_APPROVED,DOMAIN_EXPERT_REVIEW,2026-08-21T00:00:00+09:00,FINAL_CATALOG_PENDING_MEDIA_RIGHTS
REX-000027,dumbbell_preacher_curl_isolation_dumbbell,프리처 컬,dumbbell preacher curl,dumbbell preacher curl,dumbbell preacher curl,DUMBBELL_PREACHER_CURL,ISOLATION,STRENGTH,BICEPS,APPROVED,"[""ELBOW""]","[""WRIST_HAND""]",APPROVED,DUMBBELL,HOME|GYM,안정적인 지지물(벤치 또는 의자 등)을 준비한다.,BEGINNER,false,false,APPROVED,FITT-ISOLATION-STRENGTH-V1,REPS,3,10-15,,60-90,,4,,90,15,프리처 컬 운동은 다른 부위의 움직임을 줄이고 팔 앞쪽을 집중해 사용하는 운동입니다.,"[""시작 자세와 기구를 안정적으로 준비한다."", ""안내된 부위를 중심으로 천천히 움직인다."", ""끝 범위에서 힘을 잠시 유지한다."", ""반동 없이 시작 자세로 돌아온다.""]",representative-content-v0.1.0,DOMAIN_APPROVED,gymvisual,0372,MODERATE,APPROVED,3.5,LIGHT,ADULT_COMPENDIUM_2024;activity_code=02054;url=https://pacompendium.com/;domain_approval=DATA_OWNER_APPROVAL;reviewed_at=2026-08-24T00:00:00+09:00;approval_scope=ALL_MET_MAPPINGS,DOMAIN_APPROVED,"[""NEX-000047"", ""NEX-000054"", ""NEX-000060"", ""NEX-000140"", ""NEX-000141"", ""NEX-000149""]",6,TAXONOMY_APPROVED,DOMAIN_EXPERT_REVIEW,2026-08-21T00:00:00+09:00,FINAL_CATALOG_PENDING_MEDIA_RIGHTS
REX-000028,dumbbell_rear_fly_isolation_dumbbell,리어 델트 플라이,dumbbell rear fly,dumbbell rear fly,dumbbell rear fly,DUMBBELL_REAR_FLY,ISOLATION,STRENGTH,SHOULDERS,APPROVED,"[""SHOULDER""]","[""UPPER_BACK""]",APPROVED,DUMBBELL,HOME|GYM,,BEGINNER,false,false,APPROVED,FITT-ISOLATION-STRENGTH-V1,REPS,3,10-15,,60-90,,4,,90,15,리어 델트 플라이 운동은 다른 부위의 움직임을 줄이고 어깨를 집중해 사용하는 운동입니다.,"[""시작 자세와 기구를 안정적으로 준비한다."", ""안내된 부위를 중심으로 천천히 움직인다."", ""끝 범위에서 힘을 잠시 유지한다."", ""반동 없이 시작 자세로 돌아온다.""]",representative-content-v0.1.0,DOMAIN_APPROVED,gymvisual,0378,MODERATE,APPROVED,3.5,LIGHT,ADULT_COMPENDIUM_2024;activity_code=02054;url=https://pacompendium.com/;domain_approval=DATA_OWNER_APPROVAL;reviewed_at=2026-08-24T00:00:00+09:00;approval_scope=ALL_MET_MAPPINGS,DOMAIN_APPROVED,"[""NEX-000037"", ""NEX-000042"", ""NEX-000048"", ""NEX-000049"", ""NEX-000050""]",5,TAXONOMY_APPROVED,DOMAIN_EXPERT_REVIEW,2026-08-21T00:00:00+09:00,FINAL_CATALOG_PENDING_MEDIA_RIGHTS
REX-000029,dumbbell_shrug_isolation_dumbbell,슈러그,dumbbell shrug,dumbbell shrug,dumbbell shrug,DUMBBELL_SHRUG,ISOLATION,STRENGTH,BACK,APPROVED,"[""UPPER_BACK""]","[""SHOULDER""]",APPROVED,DUMBBELL,HOME|GYM,,BEGINNER,true,false,APPROVED,FITT-ISOLATION-STRENGTH-V1,REPS,3,10-15,,60-90,,4,,90,15,슈러그 운동은 다른 부위의 움직임을 줄이고 등을 집중해 사용하는 운동입니다.,"[""시작 자세와 기구를 안정적으로 준비한다."", ""안내된 부위를 중심으로 천천히 움직인다."", ""끝 범위에서 힘을 잠시 유지한다."", ""반동 없이 시작 자세로 돌아온다.""]",representative-content-v0.1.0,DOMAIN_APPROVED,gymvisual,0406,MODERATE,APPROVED,3.5,LIGHT,ADULT_COMPENDIUM_2024;activity_code=02054;url=https://pacompendium.com/;domain_approval=DATA_OWNER_APPROVAL;reviewed_at=2026-08-24T00:00:00+09:00;approval_scope=ALL_MET_MAPPINGS,DOMAIN_APPROVED,"[""NEX-000025"", ""NEX-000033"", ""NEX-000034"", ""NEX-000038"", ""NEX-000057"", ""NEX-000106""]",6,TAXONOMY_APPROVED,DOMAIN_EXPERT_REVIEW,2026-08-21T00:00:00+09:00,FINAL_CATALOG_PENDING_MEDIA_RIGHTS
REX-000030,dumbbell_standing_curl_isolation_dumbbell,덤벨 바이셉스 컬,dumbbell standing biceps curl,dumbbell standing biceps curl,dumbbell standing biceps curl,DUMBBELL_STANDING_CURL,ISOLATION,STRENGTH,BICEPS,APPROVED,"[""ELBOW""]","[""WRIST_HAND""]",APPROVED,DUMBBELL,HOME|GYM,,BEGINNER,true,false,APPROVED,FITT-ISOLATION-STRENGTH-V1,REPS,3,10-15,,60-90,,4,,90,15,덤벨 바이셉스 컬 운동은 다른 부위의 움직임을 줄이고 팔 앞쪽을 집중해 사용하는 운동입니다.,"[""시작 자세와 기구를 안정적으로 준비한다."", ""안내된 부위를 중심으로 천천히 움직인다."", ""끝 범위에서 힘을 잠시 유지한다."", ""반동 없이 시작 자세로 돌아온다.""]",representative-content-v0.1.0,DOMAIN_APPROVED,gymvisual,0416,MODERATE,APPROVED,3.5,LIGHT,ADULT_COMPENDIUM_2024;activity_code=02054;url=https://pacompendium.com/;domain_approval=DATA_OWNER_APPROVAL;reviewed_at=2026-08-24T00:00:00+09:00;approval_scope=ALL_MET_MAPPINGS,DOMAIN_APPROVED,"[""NEX-000059""]",1,TAXONOMY_APPROVED,DOMAIN_EXPERT_REVIEW,2026-08-21T00:00:00+09:00,FINAL_CATALOG_PENDING_MEDIA_RIGHTS
