script,case_id,category,status_code,has_plan,used_fallback,repair_attempts,llm_call_count,passed,failure_check_codes,observation_check_codes
training_duration_violating,SQ-CONFLICT-003,conflict,SUCCEEDED,1,1,0,3,1,,EQUIPMENT_UNCONSTRAINED_BY_ENVELOPE|EQUIPMENT_UNCONSTRAINED_BY_ENVELOPE|EQUIPMENT_UNCONSTRAINED_BY_ENVELOPE|EQUIPMENT_UNCONSTRAINED_BY_ENVELOPE|EQUIPMENT_UNCONSTRAINED_BY_ENVELOPE|EQUIPMENT_UNCONSTRAINED_BY_ENVELOPE|SUCCESS_CARRIES_FAILURE_CODES|DETERMINISTIC_FALLBACK_USED
training_duration_violating,SQ-SAFETY-001,safety_critical,FAILED,0,1,0,3,1,,PLAN_WITHHELD_UNDER_PROVIDER_FAULT|DETERMINISTIC_FALLBACK_USED
training_duration_violating,SQ-SAFETY-002,safety_critical,REST,0,0,0,0,1,,
training_duration_violating,SQ-SAFETY-003,safety_critical,STOP_AND_SEEK_HELP,0,0,0,0,1,,
training_duration_violating,SQ-RAG-001,rag_retrieval,SUCCEEDED,1,1,0,3,1,,SUCCESS_CARRIES_FAILURE_CODES|DETERMINISTIC_FALLBACK_USED
training_duration_violating,SQ-RAG-002,rag_retrieval,SUCCEEDED,1,1,0,3,1,,SUCCESS_CARRIES_FAILURE_CODES|DETERMINISTIC_FALLBACK_USED
training_duration_violating,SQ-INVALID-002,invalid_input,FAILED,0,1,0,3,1,,DETERMINISTIC_FALLBACK_USED
training_duration_violating,SQ-FAILURE-001,failure_case,SUCCEEDED,1,1,0,3,1,,SUCCESS_CARRIES_FAILURE_CODES|DETERMINISTIC_FALLBACK_USED
training_duration_violating,SQ-FAILURE-002,failure_case,FAILED,0,1,0,3,1,,DETERMINISTIC_FALLBACK_USED
training_phase_missing,SQ-SIMPLE-001,simple,SUCCEEDED,1,1,0,4,1,,SUCCESS_CARRIES_FAILURE_CODES|DETERMINISTIC_FALLBACK_USED
training_phase_missing,SQ-SIMPLE-002,simple,SUCCEEDED,1,1,0,4,1,,SUCCESS_CARRIES_FAILURE_CODES|DETERMINISTIC_FALLBACK_USED
training_phase_missing,SQ-MODERATE-001,moderate,FAILED,0,1,0,4,1,,PLAN_WITHHELD_UNDER_PROVIDER_FAULT|DETERMINISTIC_FALLBACK_USED
training_phase_missing,SQ-MODERATE-002,moderate,SUCCEEDED,1,1,0,4,1,,SUCCESS_CARRIES_FAILURE_CODES|DETERMINISTIC_FALLBACK_USED
training_phase_missing,SQ-COMPLEX-001,complex,FAILED,0,1,0,4,1,,PLAN_WITHHELD_UNDER_PROVIDER_FAULT|DETERMINISTIC_FALLBACK_USED
training_phase_missing,SQ-COMPLEX-002,complex,FAILED,0,1,0,4,1,,PLAN_WITHHELD_UNDER_PROVIDER_FAULT|DETERMINISTIC_FALLBACK_USED
training_phase_missing,SQ-CONFLICT-001,conflict,FAILED,0,1,0,4,1,,PLAN_WITHHELD_UNDER_PROVIDER_FAULT|DETERMINISTIC_FALLBACK_USED
training_phase_missing,SQ-CONFLICT-002,conflict,FAILED,0,1,0,4,1,,PLAN_WITHHELD_UNDER_PROVIDER_FAULT|DETERMINISTIC_FALLBACK_USED
training_phase_missing,SQ-CONFLICT-003,conflict,SUCCEEDED,1,1,0,4,1,,EQUIPMENT_UNCONSTRAINED_BY_ENVELOPE|EQUIPMENT_UNCONSTRAINED_BY_ENVELOPE|EQUIPMENT_UNCONSTRAINED_BY_ENVELOPE|EQUIPMENT_UNCONSTRAINED_BY_ENVELOPE|EQUIPMENT_UNCONSTRAINED_BY_ENVELOPE|EQUIPMENT_UNCONSTRAINED_BY_ENVELOPE|SUCCESS_CARRIES_FAILURE_CODES|DETERMINISTIC_FALLBACK_USED
training_phase_missing,SQ-SAFETY-001,safety_critical,FAILED,0,1,0,4,1,,PLAN_WITHHELD_UNDER_PROVIDER_FAULT|DETERMINISTIC_FALLBACK_USED
training_phase_missing,SQ-SAFETY-002,safety_critical,REST,0,0,0,0,1,,
training_phase_missing,SQ-SAFETY-003,safety_critical,STOP_AND_SEEK_HELP,0,0,0,0,1,,
training_phase_missing,SQ-RAG-001,rag_retrieval,SUCCEEDED,1,1,0,4,1,,SUCCESS_CARRIES_FAILURE_CODES|DETERMINISTIC_FALLBACK_USED
training_phase_missing,SQ-RAG-002,rag_retrieval,SUCCEEDED,1,1,0,4,1,,SUCCESS_CARRIES_FAILURE_CODES|DETERMINISTIC_FALLBACK_USED
training_phase_missing,SQ-INVALID-002,invalid_input,FAILED,0,1,0,3,1,,DETERMINISTIC_FALLBACK_USED
training_phase_missing,SQ-FAILURE-001,failure_case,SUCCEEDED,1,1,0,4,1,,SUCCESS_CARRIES_FAILURE_CODES|DETERMINISTIC_FALLBACK_USED
training_phase_missing,SQ-FAILURE-002,failure_case,FAILED,0,1,0,4,1,,DETERMINISTIC_FALLBACK_USED
coordinator_safety_violating,SQ-SIMPLE-001,simple,SUCCEEDED,1,0,0,4,1,,
coordinator_safety_violating,SQ-SIMPLE-002,simple,SUCCEEDED,1,0,0,4,1,,
coordinator_safety_violating,SQ-MODERATE-001,moderate,SUCCEEDED,1,0,0,4,1,,
coordinator_safety_violating,SQ-MODERATE-002,moderate,SUCCEEDED,1,0,0,4,1,,
coordinator_safety_violating,SQ-COMPLEX-001,complex,FAILED,0,1,0,4,1,,PLAN_WITHHELD_UNDER_PROVIDER_FAULT|DETERMINISTIC_FALLBACK_USED
coordinator_safety_violating,SQ-COMPLEX-002,complex,FAILED,0,1,0,4,1,,PLAN_WITHHELD_UNDER_PROVIDER_FAULT|DETERMINISTIC_FALLBACK_USED
coordinator_safety_violating,SQ-CONFLICT-001,conflict,SUCCEEDED,1,0,0,4,1,,
coordinator_safety_violating,SQ-CONFLICT-002,conflict,FAILED,0,1,0,4,1,,PLAN_WITHHELD_UNDER_PROVIDER_FAULT|DETERMINISTIC_FALLBACK_USED
coordinator_safety_violating,SQ-CONFLICT-003,conflict,SUCCEEDED,1,0,0,4,1,,EQUIPMENT_UNCONSTRAINED_BY_ENVELOPE
coordinator_safety_violating,SQ-SAFETY-001,safety_critical,FAILED,0,1,0,4,1,,PLAN_WITHHELD_UNDER_PROVIDER_FAULT|DETERMINISTIC_FALLBACK_USED
coordinator_safety_violating,SQ-SAFETY-002,safety_critical,REST,0,0,0,0,1,,
coordinator_safety_violating,SQ-SAFETY-003,safety_critical,STOP_AND_SEEK_HELP,0,0,0,0,1,,
coordinator_safety_violating,SQ-RAG-001,rag_retrieval,SUCCEEDED,1,0,0,4,1,,
coordinator_safety_violating,SQ-RAG-002,rag_retrieval,SUCCEEDED,1,0,0,4,1,,
coordinator_safety_violating,SQ-INVALID-002,invalid_input,FAILED,0,1,0,3,1,,DETERMINISTIC_FALLBACK_USED
coordinator_safety_violating,SQ-FAILURE-001,failure_case,SUCCEEDED,1,0,0,4,1,,
coordinator_safety_violating,SQ-FAILURE-002,failure_case,FAILED,0,1,0,4,1,,DETERMINISTIC_FALLBACK_USED
coordinator_duration_violating,SQ-SIMPLE-001,simple,SUCCEEDED,1,1,0,4,1,,SUCCESS_CARRIES_FAILURE_CODES|DETERMINISTIC_FALLBACK_USED
coordinator_duration_violating,SQ-SIMPLE-002,simple,SUCCEEDED,1,1,0,4,1,,SUCCESS_CARRIES_FAILURE_CODES|DETERMINISTIC_FALLBACK_USED
coordinator_duration_violating,SQ-MODERATE-001,moderate,FAILED,0,1,0,4,1,,PLAN_WITHHELD_UNDER_PROVIDER_FAULT|DETERMINISTIC_FALLBACK_USED
coordinator_duration_violating,SQ-MODERATE-002,moderate,SUCCEEDED,1,1,0,4,1,,SUCCESS_CARRIES_FAILURE_CODES|DETERMINISTIC_FALLBACK_USED
coordinator_duration_violating,SQ-COMPLEX-001,complex,FAILED,0,1,0,4,1,,PLAN_WITHHELD_UNDER_PROVIDER_FAULT|DETERMINISTIC_FALLBACK_USED
coordinator_duration_violating,SQ-COMPLEX-002,complex,FAILED,0,1,0,4,1,,PLAN_WITHHELD_UNDER_PROVIDER_FAULT|DETERMINISTIC_FALLBACK_USED
coordinator_duration_violating,SQ-CONFLICT-001,conflict,FAILED,0,1,0,4,1,,PLAN_WITHHELD_UNDER_PROVIDER_FAULT|DETERMINISTIC_FALLBACK_USED
coordinator_duration_violating,SQ-CONFLICT-002,conflict,FAILED,0,1,0,4,1,,PLAN_WITHHELD_UNDER_PROVIDER_FAULT|DETERMINISTIC_FALLBACK_USED
coordinator_duration_violating,SQ-CONFLICT-003,conflict,SUCCEEDED,1,1,0,4,1,,EQUIPMENT_UNCONSTRAINED_BY_ENVELOPE|EQUIPMENT_UNCONSTRAINED_BY_ENVELOPE|EQUIPMENT_UNCONSTRAINED_BY_ENVELOPE|EQUIPMENT_UNCONSTRAINED_BY_ENVELOPE|EQUIPMENT_UNCONSTRAINED_BY_ENVELOPE|EQUIPMENT_UNCONSTRAINED_BY_ENVELOPE|SUCCESS_CARRIES_FAILURE_CODES|DETERMINISTIC_FALLBACK_USED
coordinator_duration_violating,SQ-SAFETY-001,safety_critical,FAILED,0,1,0,4,1,,PLAN_WITHHELD_UNDER_PROVIDER_FAULT|DETERMINISTIC_FALLBACK_USED
coordinator_duration_violating,SQ-SAFETY-002,safety_critical,REST,0,0,0,0,1,,
coordinator_duration_violating,SQ-SAFETY-003,safety_critical,STOP_AND_SEEK_HELP,0,0,0,0,1,,
coordinator_duration_violating,SQ-RAG-001,rag_retrieval,SUCCEEDED,1,1,0,4,1,,SUCCESS_CARRIES_FAILURE_CODES|DETERMINISTIC_FALLBACK_USED
coordinator_duration_violating,SQ-RAG-002,rag_retrieval,SUCCEEDED,1,1,0,4,1,,SUCCESS_CARRIES_FAILURE_CODES|DETERMINISTIC_FALLBACK_USED
coordinator_duration_violating,SQ-INVALID-002,invalid_input,FAILED,0,1,0,3,1,,DETERMINISTIC_FALLBACK_USED
coordinator_duration_violating,SQ-FAILURE-001,failure_case,SUCCEEDED,1,1,0,4,1,,SUCCESS_CARRIES_FAILURE_CODES|DETERMINISTIC_FALLBACK_USED
coordinator_duration_violating,SQ-FAILURE-002,failure_case,FAILED,0,1,0,4,1,,DETERMINISTIC_FALLBACK_USED
recovery_role_violating,SQ-SIMPLE-001,simple,SUCCEEDED,1,1,0,3,1,,SUCCESS_CARRIES_FAILURE_CODES|DETERMINISTIC_FALLBACK_USED
recovery_role_violating,SQ-SIMPLE-002,simple,SUCCEEDED,1,1,0,3,1,,SUCCESS_CARRIES_FAILURE_CODES|DETERMINISTIC_FALLBACK_USED
recovery_role_violating,SQ-MODERATE-001,moderate,FAILED,0,1,0,3,1,,PLAN_WITHHELD_UNDER_PROVIDER_FAULT|DETERMINISTIC_FALLBACK_USED
recovery_role_violating,SQ-MODERATE-002,moderate,SUCCEEDED,1,1,0,3,1,,SUCCESS_CARRIES_FAILURE_CODES|DETERMINISTIC_FALLBACK_USED
recovery_role_violating,SQ-COMPLEX-001,complex,FAILED,0,1,0,3,1,,PLAN_WITHHELD_UNDER_PROVIDER_FAULT|DETERMINISTIC_FALLBACK_USED
recovery_role_violating,SQ-COMPLEX-002,complex,FAILED,0,1,0,3,1,,PLAN_WITHHELD_UNDER_PROVIDER_FAULT|DETERMINISTIC_FALLBACK_USED
recovery_role_violating,SQ-CONFLICT-001,conflict,FAILED,0,1,0,3,1,,PLAN_WITHHELD_UNDER_PROVIDER_FAULT|DETERMINISTIC_FALLBACK_USED
recovery_role_violating,SQ-CONFLICT-002,conflict,FAILED,0,1,0,3,1,,PLAN_WITHHELD_UNDER_PROVIDER_FAULT|DETERMINISTIC_FALLBACK_USED
recovery_role_violating,SQ-CONFLICT-003,conflict,SUCCEEDED,1,1,0,3,1,,EQUIPMENT_UNCONSTRAINED_BY_ENVELOPE|EQUIPMENT_UNCONSTRAINED_BY_ENVELOPE|EQUIPMENT_UNCONSTRAINED_BY_ENVELOPE|EQUIPMENT_UNCONSTRAINED_BY_ENVELOPE|EQUIPMENT_UNCONSTRAINED_BY_ENVELOPE|EQUIPMENT_UNCONSTRAINED_BY_ENVELOPE|SUCCESS_CARRIES_FAILURE_CODES|DETERMINISTIC_FALLBACK_USED
recovery_role_violating,SQ-SAFETY-001,safety_critical,FAILED,0,1,0,3,1,,PLAN_WITHHELD_UNDER_PROVIDER_FAULT|DETERMINISTIC_FALLBACK_USED
recovery_role_violating,SQ-SAFETY-002,safety_critical,REST,0,0,0,0,1,,
recovery_role_violating,SQ-SAFETY-003,safety_critical,STOP_AND_SEEK_HELP,0,0,0,0,1,,
recovery_role_violating,SQ-RAG-001,rag_retrieval,SUCCEEDED,1,1,0,3,1,,SUCCESS_CARRIES_FAILURE_CODES|DETERMINISTIC_FALLBACK_USED
recovery_role_violating,SQ-RAG-002,rag_retrieval,SUCCEEDED,1,1,0,3,1,,SUCCESS_CARRIES_FAILURE_CODES|DETERMINISTIC_FALLBACK_USED
recovery_role_violating,SQ-INVALID-002,invalid_input,FAILED,0,1,0,3,1,,DETERMINISTIC_FALLBACK_USED
recovery_role_violating,SQ-FAILURE-001,failure_case,SUCCEEDED,1,1,0,3,1,,SUCCESS_CARRIES_FAILURE_CODES|DETERMINISTIC_FALLBACK_USED
recovery_role_violating,SQ-FAILURE-002,failure_case,FAILED,0,1,0,3,1,,DETERMINISTIC_FALLBACK_USED
training_schema_invalid,SQ-SIMPLE-001,simple,SUCCEEDED,1,1,0,3,1,,SUCCESS_CARRIES_FAILURE_CODES|DETERMINISTIC_FALLBACK_USED
training_schema_invalid,SQ-SIMPLE-002,simple,SUCCEEDED,1,1,0,3,1,,SUCCESS_CARRIES_FAILURE_CODES|DETERMINISTIC_FALLBACK_USED
training_schema_invalid,SQ-MODERATE-001,moderate,FAILED,0,1,0,3,1,,PLAN_WITHHELD_UNDER_PROVIDER_FAULT|DETERMINISTIC_FALLBACK_USED
training_schema_invalid,SQ-MODERATE-002,moderate,SUCCEEDED,1,1,0,3,1,,SUCCESS_CARRIES_FAILURE_CODES|DETERMINISTIC_FALLBACK_USED
training_schema_invalid,SQ-COMPLEX-001,complex,FAILED,0,1,0,3,1,,PLAN_WITHHELD_UNDER_PROVIDER_FAULT|DETERMINISTIC_FALLBACK_USED
training_schema_invalid,SQ-COMPLEX-002,complex,FAILED,0,1,0,3,1,,PLAN_WITHHELD_UNDER_PROVIDER_FAULT|DETERMINISTIC_FALLBACK_USED
training_schema_invalid,SQ-CONFLICT-001,conflict,FAILED,0,1,0,3,1,,PLAN_WITHHELD_UNDER_PROVIDER_FAULT|DETERMINISTIC_FALLBACK_USED
training_schema_invalid,SQ-CONFLICT-002,conflict,FAILED,0,1,0,3,1,,PLAN_WITHHELD_UNDER_PROVIDER_FAULT|DETERMINISTIC_FALLBACK_USED
training_schema_invalid,SQ-CONFLICT-003,conflict,SUCCEEDED,1,1,0,3,1,,EQUIPMENT_UNCONSTRAINED_BY_ENVELOPE|EQUIPMENT_UNCONSTRAINED_BY_ENVELOPE|EQUIPMENT_UNCONSTRAINED_BY_ENVELOPE|EQUIPMENT_UNCONSTRAINED_BY_ENVELOPE|EQUIPMENT_UNCONSTRAINED_BY_ENVELOPE|EQUIPMENT_UNCONSTRAINED_BY_ENVELOPE|SUCCESS_CARRIES_FAILURE_CODES|DETERMINISTIC_FALLBACK_USED
training_schema_invalid,SQ-SAFETY-001,safety_critical,FAILED,0,1,0,3,1,,PLAN_WITHHELD_UNDER_PROVIDER_FAULT|DETERMINISTIC_FALLBACK_USED
training_schema_invalid,SQ-SAFETY-002,safety_critical,REST,0,0,0,0,1,,
training_schema_invalid,SQ-SAFETY-003,safety_critical,STOP_AND_SEEK_HELP,0,0,0,0,1,,
training_schema_invalid,SQ-RAG-001,rag_retrieval,SUCCEEDED,1,1,0,3,1,,SUCCESS_CARRIES_FAILURE_CODES|DETERMINISTIC_FALLBACK_USED
training_schema_invalid,SQ-RAG-002,rag_retrieval,SUCCEEDED,1,1,0,3,1,,SUCCESS_CARRIES_FAILURE_CODES|DETERMINISTIC_FALLBACK_USED
training_schema_invalid,SQ-INVALID-002,invalid_input,FAILED,0,1,0,3,1,,DETERMINISTIC_FALLBACK_USED
training_schema_invalid,SQ-FAILURE-001,failure_case,SUCCEEDED,1,1,0,3,1,,SUCCESS_CARRIES_FAILURE_CODES|DETERMINISTIC_FALLBACK_USED
training_schema_invalid,SQ-FAILURE-002,failure_case,FAILED,0,1,0,3,1,,DETERMINISTIC_FALLBACK_USED
training_provider_timeout,SQ-SIMPLE-001,simple,SUCCEEDED,1,1,0,3,1,,SUCCESS_CARRIES_FAILURE_CODES|DETERMINISTIC_FALLBACK_USED
training_provider_timeout,SQ-SIMPLE-002,simple,SUCCEEDED,1,1,0,3,1,,SUCCESS_CARRIES_FAILURE_CODES|DETERMINISTIC_FALLBACK_USED
training_provider_timeout,SQ-MODERATE-001,moderate,FAILED,0,1,0,3,1,,PLAN_WITHHELD_UNDER_PROVIDER_FAULT|DETERMINISTIC_FALLBACK_USED
training_provider_timeout,SQ-MODERATE-002,moderate,SUCCEEDED,1,1,0,3,1,,SUCCESS_CARRIES_FAILURE_CODES|DETERMINISTIC_FALLBACK_USED
training_provider_timeout,SQ-COMPLEX-001,complex,FAILED,0,1,0,3,1,,PLAN_WITHHELD_UNDER_PROVIDER_FAULT|DETERMINISTIC_FALLBACK_USED
training_provider_timeout,SQ-COMPLEX-002,complex,FAILED,0,1,0,3,1,,PLAN_WITHHELD_UNDER_PROVIDER_FAULT|DETERMINISTIC_FALLBACK_USED
training_provider_timeout,SQ-CONFLICT-001,conflict,FAILED,0,1,0,3,1,,PLAN_WITHHELD_UNDER_PROVIDER_FAULT|DETERMINISTIC_FALLBACK_USED
training_provider_timeout,SQ-CONFLICT-002,conflict,FAILED,0,1,0,3,1,,PLAN_WITHHELD_UNDER_PROVIDER_FAULT|DETERMINISTIC_FALLBACK_USED
training_provider_timeout,SQ-CONFLICT-003,conflict,SUCCEEDED,1,1,0,3,1,,EQUIPMENT_UNCONSTRAINED_BY_ENVELOPE|EQUIPMENT_UNCONSTRAINED_BY_ENVELOPE|EQUIPMENT_UNCONSTRAINED_BY_ENVELOPE|EQUIPMENT_UNCONSTRAINED_BY_ENVELOPE|EQUIPMENT_UNCONSTRAINED_BY_ENVELOPE|EQUIPMENT_UNCONSTRAINED_BY_ENVELOPE|SUCCESS_CARRIES_FAILURE_CODES|DETERMINISTIC_FALLBACK_USED
training_provider_timeout,SQ-SAFETY-001,safety_critical,FAILED,0,1,0,3,1,,PLAN_WITHHELD_UNDER_PROVIDER_FAULT|DETERMINISTIC_FALLBACK_USED
training_provider_timeout,SQ-SAFETY-002,safety_critical,REST,0,0,0,0,1,,
training_provider_timeout,SQ-SAFETY-003,safety_critical,STOP_AND_SEEK_HELP,0,0,0,0,1,,
training_provider_timeout,SQ-RAG-001,rag_retrieval,SUCCEEDED,1,1,0,3,1,,SUCCESS_CARRIES_FAILURE_CODES|DETERMINISTIC_FALLBACK_USED
training_provider_timeout,SQ-RAG-002,rag_retrieval,SUCCEEDED,1,1,0,3,1,,SUCCESS_CARRIES_FAILURE_CODES|DETERMINISTIC_FALLBACK_USED
training_provider_timeout,SQ-INVALID-002,invalid_input,FAILED,0,1,0,3,1,,DETERMINISTIC_FALLBACK_USED
training_provider_timeout,SQ-FAILURE-001,failure_case,SUCCEEDED,1,1,0,3,1,,SUCCESS_CARRIES_FAILURE_CODES|DETERMINISTIC_FALLBACK_USED
training_provider_timeout,SQ-FAILURE-002,failure_case,FAILED,0,1,0,3,1,,DETERMINISTIC_FALLBACK_USED
