record_type,catalog_version_code,stable_code,representative_exercise_id,name_ko,name_en,training_type_code,body_focus_code,primary_movement_pattern_code,difficulty_code,difficulty_status,timing_mode_code,default_seconds_per_rep,default_work_seconds,default_rest_seconds,default_transition_seconds,equipment_codes,location_codes,primary_body_area_codes,secondary_body_area_codes,recovery_eligible,instruction_summary_ko,form_cues_ko,instruction_content_version,review_status_code,source_track,source_identity,production_eligible,allowed_experience_level_codes,fitt_template_ids_by_experience,fitt_mapping_exception_code,fitt_mapping_note,mapping_source_exercise_id,v1_exercise_ids,artifact_review_status_code,review_required,source_catalog_version_code,v1_exercise_id,v1_exercise_name_ko,v1_name_en,v1_source_name_en,v1_training_type_code,v1_body_focus_code,v1_primary_body_area_codes,v1_secondary_body_area_codes,v1_target_body_area_codes,v1_timing_mode_code,v1_default_sets,v1_default_reps,v1_default_work_seconds,v1_default_rest_seconds,v1_default_transition_seconds,v1_intensity_level,exercise_stable_code,source_review_status_code,alias_only
EXERCISE,exercise-catalog-v2.0.2-draft,bodyweight_glute_bridge_hip_dominant_bodyweight,REX-000011,글루트 브리지,low glute bridge on floor,STRENGTH,GLUTES,HIP_DOMINANT,BEGINNER,APPROVED,REPS,4,,90,15,"[""BODYWEIGHT""]","[""HOME"",""GYM""]","[""HIP""]","[""KNEE"",""LOWER_BACK""]",false,글루트 브리지 운동은 엉덩이를 뒤로 보내며 엉덩이를 사용하는 운동입니다.,"[""발을 편하게 두고 기구나 주변을 안정적으로 준비한다."",""엉덩이를 뒤로 보내며 상체를 천천히 기울인다."",""등과 목을 편안히 두고 엉덩이로 힘을 낸다."",""천천히 시작 자세로 돌아온다.""]",representative-content-v0.1.0,DOMAIN_APPROVED,gymvisual,3013,false,"[""BEGINNER"",""INTERMEDIATE""]","{""INTERMEDIATE"":""FITT-COMPOUND-HINGE-INTERMEDIATE-V1"",""BEGINNER"":""FITT-COMPOUND-HINGE-V1""}",NONE,다관절 저항운동 패턴 전용 복합 템플릿 적용.,NEX-000162,"[""NEX-000162""]",REVIEW_REQUIRED,true,,,,,,,,,,,,,,,,,,,,
EXERCISE,exercise-catalog-v2.0.2-draft,bodyweight_pull_up_biceps_vertical_pull_bodyweight_pull_up_bar,REX-000012,풀업,biceps pull-up,STRENGTH,BICEPS,VERTICAL_PULL,INTERMEDIATE,APPROVED,REPS,4,,90,15,"[""BODYWEIGHT"",""PULL_UP_BAR""]","[""HOME"",""GYM""]","[""ELBOW""]","[""UPPER_BACK"",""WRIST_HAND""]",false,풀업 운동은 팔꿈치를 아래로 당기며 팔 앞쪽을 사용하는 운동입니다.,"[""손잡이를 안정적으로 잡고 몸을 준비한다."",""어깨를 내린 채 팔꿈치를 아래로 당긴다."",""조절할 수 있는 범위까지만 당긴다."",""팔을 천천히 펴며 시작 위치로 돌아온다.""]",representative-content-v0.1.0,DOMAIN_APPROVED,gymvisual,0140,false,"[""INTERMEDIATE""]","{""INTERMEDIATE"":""FITT-COMPOUND-PULL-INTERMEDIATE-V1""}",NONE,다관절 저항운동 패턴 전용 복합 템플릿 적용.,NEX-000011,"[""NEX-000011""]",REVIEW_REQUIRED,true,,,,,,,,,,,,,,,,,,,,
EXERCISE,exercise-catalog-v2.0.2-draft,bodyweight_reverse_crunch_core_brace_bodyweight,REX-000013,리버스 크런치,reverse crunch,STRENGTH,CORE,CORE_BRACE,BEGINNER,APPROVED,DURATION,,30,90,15,"[""BODYWEIGHT""]","[""HOME"",""GYM""]","[""ABDOMEN""]","[""LOWER_BACK""]",false,리버스 크런치 운동은 몸통을 유지하며 몸통 주변에 힘을 쓰는 운동입니다.,"[""안내된 시작 자세를 안정적으로 잡는다."",""배 주변에 가볍게 힘을 주고 숨을 쉰다."",""몸통이 흔들리지 않는 범위에서 팔이나 다리를 움직인다."",""천천히 시작 자세로 돌아온다.""]",representative-content-v0.1.0,DOMAIN_APPROVED,gymvisual,0872,false,"[""BEGINNER"",""INTERMEDIATE""]","{""INTERMEDIATE"":""FITT-CORE-DYNAMIC-INTERMEDIATE-V1"",""BEGINNER"":""FITT-CORE-DYNAMIC-V1""}",NONE,동적 코어 운동에 REPS 단위 템플릿 적용.,NEX-000027,"[""NEX-000027"",""NEX-000088"",""NEX-000094"",""NEX-000095"",""NEX-000146""]",REVIEW_REQUIRED,true,,,,,,,,,,,,,,,,,,,,
EXERCISE,exercise-catalog-v2.0.2-draft,bodyweight_russian_twist_core_brace_bodyweight,REX-000014,러시안 트위스트,russian twist,STRENGTH,CORE,CORE_BRACE,INTERMEDIATE,APPROVED,DURATION,,30,90,15,"[""BODYWEIGHT""]","[""HOME"",""GYM""]","[""ABDOMEN""]","[""LOWER_BACK""]",false,러시안 트위스트 운동은 몸통을 유지하며 몸통 주변에 힘을 쓰는 운동입니다.,"[""안내된 시작 자세를 안정적으로 잡는다."",""배 주변에 가볍게 힘을 주고 숨을 쉰다."",""몸통이 흔들리지 않는 범위에서 팔이나 다리를 움직인다."",""천천히 시작 자세로 돌아온다.""]",representative-content-v0.1.0,DOMAIN_APPROVED,gymvisual,0687,false,"[""INTERMEDIATE""]","{""INTERMEDIATE"":""FITT-CORE-DYNAMIC-INTERMEDIATE-V1""}",NONE,동적 코어 운동에 REPS 단위 템플릿 적용.,NEX-000023,"[""NEX-000023"",""NEX-000077"",""NEX-000090"",""NEX-000091"",""NEX-000155""]",REVIEW_REQUIRED,true,,,,,,,,,,,,,,,,,,,,
EXERCISE,exercise-catalog-v2.0.2-draft,bodyweight_split_squat_knee_dominant_bodyweight,REX-000015,스플릿 스쿼트,split squats,STRENGTH,QUADRICEPS,KNEE_DOMINANT,INTERMEDIATE,APPROVED,REPS,4,,90,15,"[""BODYWEIGHT""]","[""HOME"",""GYM""]","[""KNEE"",""HIP""]","[""ANKLE_FOOT""]",false,스플릿 스쿼트 운동은 다리를 굽혔다 펴며 허벅지 앞쪽을 사용하는 운동입니다.,"[""발을 편하게 벌리고 양발에 무게를 나눈다."",""엉덩이를 뒤로 보내며 무릎을 천천히 굽힌다."",""발바닥을 바닥에 두고 편한 범위까지만 내려간다."",""발로 바닥을 밀며 천천히 시작 자세로 돌아온다.""]",representative-content-v0.1.0,DOMAIN_APPROVED,gymvisual,2368,false,"[""INTERMEDIATE""]","{""INTERMEDIATE"":""FITT-COMPOUND-LUNGE-INTERMEDIATE-V1""}",NONE,다관절 저항운동 패턴 전용 복합 템플릿 적용.,NEX-000154,"[""NEX-000154"",""NEX-000195""]",REVIEW_REQUIRED,true,,,,,,,,,,,,,,,,,,,,
EXERCISE,exercise-catalog-v2.0.2-draft,bodyweight_standing_calf_raise_isolation_bodyweight,REX-000016,스탠딩 카프 레이즈,bodyweight standing calf raise,STRENGTH,CALVES,ISOLATION,BEGINNER,APPROVED,REPS,4,,90,15,"[""BODYWEIGHT""]","[""HOME"",""GYM""]","[""ANKLE_FOOT""]","[""KNEE""]",false,스탠딩 카프 레이즈 운동은 다른 부위의 움직임을 줄이고 종아리를 집중해 사용하는 운동입니다.,"[""시작 자세와 기구를 안정적으로 준비한다."",""안내된 부위를 중심으로 천천히 움직인다."",""끝 범위에서 힘을 잠시 유지한다."",""반동 없이 시작 자세로 돌아온다.""]",representative-content-v0.1.0,DOMAIN_APPROVED,gymvisual,1373,false,"[""BEGINNER"",""INTERMEDIATE""]","{""INTERMEDIATE"":""FITT-ISOLATION-STRENGTH-INTERMEDIATE-V1"",""BEGINNER"":""FITT-ISOLATION-STRENGTH-V1""}",NONE,단일관절 또는 고립 저항운동 특성으로 ISOLATION_STRENGTH 템플릿 적용.,NEX-000058,"[""NEX-000058"",""NEX-000102"",""NEX-000117"",""NEX-000118"",""NEX-000121"",""NEX-000122""]",REVIEW_REQUIRED,true,,,,,,,,,,,,,,,,,,,,
EXERCISE,exercise-catalog-v2.0.2-draft,butterfly_adductor_stretch_mobility_stretch_bodyweight,REX-000017,버터플라이 스트레칭,butterfly yoga pose,MOBILITY,MOBILITY,MOBILITY_STRETCH,BEGINNER,APPROVED,DURATION,,30,30,15,"[""BODYWEIGHT""]","[""HOME"",""GYM""]","[""HIP""]","[""KNEE""]",true,버터플라이 스트레칭 운동은 고관절 주변을 천천히 움직이며 범위를 확인하는 스트레칭입니다.,"[""편안한 시작 자세를 잡고 주변 공간을 확인한다."",""숨을 고르게 쉬며 안내된 방향으로 천천히 움직인다."",""당김이 느껴지는 범위에서 잠시 멈춘다."",""반동 없이 시작 자세로 천천히 돌아온다.""]",representative-content-v0.1.0,DOMAIN_APPROVED,gymvisual,1494,false,"[""BEGINNER"",""INTERMEDIATE""]","{""INTERMEDIATE"":""FITT-MOBILITY-INTERMEDIATE-V1"",""BEGINNER"":""FITT-MOBILITY-V1""}",NONE,패턴 전용 FITT 템플릿 적용.,NEX-000129,"[""NEX-000129""]",REVIEW_REQUIRED,true,,,,,,,,,,,,,,,,,,,,
EXERCISE,exercise-catalog-v2.0.2-draft,cable_fly_isolation_cable_machine,REX-000018,케이블 플라이,cable standing fly,STRENGTH,CHEST,ISOLATION,BEGINNER,APPROVED,REPS,4,,90,15,"[""CABLE_MACHINE""]","[""GYM""]","[""CHEST""]","[""SHOULDER""]",false,케이블 플라이 운동은 다른 부위의 움직임을 줄이고 가슴을 집중해 사용하는 운동입니다.,"[""시작 자세와 기구를 안정적으로 준비한다."",""안내된 부위를 중심으로 천천히 움직인다."",""끝 범위에서 힘을 잠시 유지한다."",""반동 없이 시작 자세로 돌아온다.""]",representative-content-v0.1.0,DOMAIN_APPROVED,gymvisual,0227,false,"[""BEGINNER"",""INTERMEDIATE""]","{""INTERMEDIATE"":""FITT-ISOLATION-STRENGTH-INTERMEDIATE-V1"",""BEGINNER"":""FITT-ISOLATION-STRENGTH-V1""}",NONE,단일관절 또는 고립 저항운동 특성으로 ISOLATION_STRENGTH 템플릿 적용.,NEX-000012,"[""NEX-000012"",""NEX-000016"",""NEX-000017"",""NEX-000019"",""NEX-000026"",""NEX-000109""]",REVIEW_REQUIRED,true,,,,,,,,,,,,,,,,,,,,
EXERCISE,exercise-catalog-v2.0.2-draft,cable_triceps_pushdown_isolation_cable_machine,REX-000019,케이블 트라이셉스 푸시다운,cable pushdown,STRENGTH,TRICEPS,ISOLATION,BEGINNER,APPROVED,REPS,4,,90,15,"[""CABLE_MACHINE""]","[""GYM""]","[""ELBOW""]","[""SHOULDER""]",false,케이블 트라이셉스 푸시다운 운동은 다른 부위의 움직임을 줄이고 팔 뒤쪽을 집중해 사용하는 운동입니다.,"[""시작 자세와 기구를 안정적으로 준비한다."",""안내된 부위를 중심으로 천천히 움직인다."",""끝 범위에서 힘을 잠시 유지한다."",""반동 없이 시작 자세로 돌아온다.""]",representative-content-v0.1.0,DOMAIN_APPROVED,gymvisual,0201,false,"[""BEGINNER"",""INTERMEDIATE""]","{""INTERMEDIATE"":""FITT-ISOLATION-STRENGTH-INTERMEDIATE-V1"",""BEGINNER"":""FITT-ISOLATION-STRENGTH-V1""}",NONE,단일관절 또는 고립 저항운동 특성으로 ISOLATION_STRENGTH 템플릿 적용.,NEX-000021,"[""NEX-000021""]",REVIEW_REQUIRED,true,,,,,,,,,,,,,,,,,,,,
EXERCISE,exercise-catalog-v2.0.2-draft,cardio_cycling_stationary_bike,REX-000067,실내 자전거,stationary bike run v. 3,CARDIO,CARDIO,CYCLING,BEGINNER,APPROVED,DURATION,,60,60,15,"[""STATIONARY_BIKE""]","[""GYM""]","[""KNEE"",""HIP""]","[""ANKLE_FOOT""]",false,실내 자전거 운동은 고정된 자전거 페달을 일정한 리듬으로 밟는 유산소 운동입니다.,"[""안장과 손잡이 위치를 편하게 맞춘다."",""페달에 발을 안정적으로 올리고 천천히 시작한다."",""상체를 편안히 유지하며 일정한 리듬으로 페달을 밟는다."",""저항과 속도를 낮추며 천천히 마무리한다.""]",representative-content-v0.1.0,DOMAIN_APPROVED,gymvisual,2138,false,"[""BEGINNER"",""INTERMEDIATE""]","{""INTERMEDIATE"":""FITT-CARDIO-INTERMEDIATE-V1"",""BEGINNER"":""FITT-CARDIO-V1""}",NONE,패턴 전용 FITT 템플릿 적용.,NEX-000143,"[""NEX-000143""]",REVIEW_REQUIRED,true,,,,,,,,,,,,,,,,,,,,
EXERCISE,exercise-catalog-v2.0.2-draft,cardio_elliptical_elliptical_machine,REX-000072,일립티컬,walk elliptical cross trainer,CARDIO,CARDIO,ELLIPTICAL,BEGINNER,APPROVED,DURATION,,60,60,15,"[""ELLIPTICAL_MACHINE""]","[""GYM""]","[""KNEE"",""HIP""]","[""ANKLE_FOOT""]",false,일립티컬 운동은 발판과 손잡이를 함께 사용해 일정한 리듬으로 움직이는 유산소 운동입니다.,"[""발판과 손잡이를 확인하고 양발을 안정적으로 올린다."",""천천히 페달을 움직이며 편한 리듬을 찾는다."",""시선을 앞에 두고 손잡이는 가볍게 잡는다."",""속도와 저항을 낮추며 발판에서 안전하게 내린다.""]",representative-content-v0.1.0,DOMAIN_APPROVED,gymvisual,2141,false,"[""BEGINNER"",""INTERMEDIATE""]","{""INTERMEDIATE"":""FITT-CARDIO-INTERMEDIATE-V1"",""BEGINNER"":""FITT-CARDIO-V1""}",NONE,패턴 전용 FITT 템플릿 적용.,NEX-000144,"[""NEX-000144""]",REVIEW_REQUIRED,true,,,,,,,,,,,,,,,,,,,,
EXERCISE,exercise-catalog-v2.0.2-draft,cardio_gait_bodyweight,REX-000056,앞뒤 스텝,back and forth step,CARDIO,CARDIO,GAIT,BEGINNER,APPROVED,DURATION,,60,60,15,"[""BODYWEIGHT""]","[""HOME""]","[""ANKLE_FOOT"",""KNEE""]","[""HIP""]",false,앞뒤 스텝 운동은 일정한 리듬으로 몸을 움직이는 유산소 운동입니다.,"[""주변 공간과 발을 디딜 곳을 확인한다."",""천천히 시작해 편안한 리듬을 찾는다."",""시선을 앞에 두고 발을 안정적으로 디딘다."",""속도와 움직임을 낮추며 마무리한다.""]",representative-content-v0.1.0,DOMAIN_APPROVED,gymvisual,3672,false,"[""BEGINNER"",""INTERMEDIATE""]","{""INTERMEDIATE"":""FITT-CARDIO-INTERMEDIATE-V1"",""BEGINNER"":""FITT-CARDIO-V1""}",NONE,패턴 전용 FITT 템플릿 적용.,NEX-000171,"[""NEX-000171""]",REVIEW_REQUIRED,true,,,,,,,,,,,,,,,,,,,,
EXERCISE,exercise-catalog-v2.0.2-draft,cardio_gait_bodyweight_rex_000058,REX-000058,하이니,high knee against wall,CARDIO,CARDIO,GAIT,BEGINNER,APPROVED,DURATION,,60,60,15,"[""BODYWEIGHT""]","[""HOME""]","[""KNEE"",""HIP""]","[""ANKLE_FOOT""]",false,하이니 운동은 일정한 리듬으로 몸을 움직이는 유산소 운동입니다.,"[""주변 공간과 발을 디딜 곳을 확인한다."",""천천히 시작해 편안한 리듬을 찾는다."",""시선을 앞에 두고 발을 안정적으로 디딘다."",""속도와 움직임을 낮추며 마무리한다.""]",representative-content-v0.1.0,DOMAIN_APPROVED,gymvisual,3636,false,"[""BEGINNER"",""INTERMEDIATE""]","{""INTERMEDIATE"":""FITT-CARDIO-INTERMEDIATE-V1"",""BEGINNER"":""FITT-CARDIO-V1""}",NONE,패턴 전용 FITT 템플릿 적용.,NEX-000168,"[""NEX-000168""]",REVIEW_REQUIRED,true,,,,,,,,,,,,,,,,,,,,
