review_item_id,item_type_code,family_code,representative_exercise_id,exercise_id,context_code,review_status_code,severity_code,reason_code,note_ko,production_eligible,user_review_decision_code,user_review_status
CTX-0028,CONTEXT_DEFAULT_UNAVAILABLE,HIP_FLEXOR_QUADRICEPS_STRETCH,REX-000036,,HOME,DOMAIN_APPROVED,BLOCKER,LOCATION_NOT_DECLARED,동일 family 내부에 해당 context에서 사용할 대표/Variant 후보가 없다.,false,USER_DIRECT_REVIEW_2026_08_29,COMPLETED
CTX-0034,CONTEXT_DEFAULT_UNAVAILABLE,PERONEAL_STRETCH,REX-000050,,HOME,DOMAIN_APPROVED,BLOCKER,LOCATION_NOT_DECLARED,동일 family 내부에 해당 context에서 사용할 대표/Variant 후보가 없다.,false,USER_DIRECT_REVIEW_2026_08_29,COMPLETED
CTX-0040,VARIANT_CONTEXT_DEFAULT,SEATED_CALF_RAISE,REX-000080,VEX-000055,HOME,DOMAIN_APPROVED,REVIEW,DEFAULT_VARIANT_RELATION_REVIEW_REQUIRED,Context 적합성 때문에 Variant를 1순위로 두었지만 관계·안전·FITT 검수 전에는 운영 사용하지 않는다.,false,USER_DIRECT_REVIEW_2026_08_29,COMPLETED
CTX-0043,CONTEXT_DEFAULT_UNAVAILABLE,STANDING_HAMSTRING_CALF_STRAP_STRETCH,REX-000094,,HOME,DOMAIN_APPROVED,BLOCKER,LOCATION_NOT_DECLARED,동일 family 내부에 해당 context에서 사용할 대표/Variant 후보가 없다.,false,USER_DIRECT_REVIEW_2026_08_29,COMPLETED
CTX-0049,VARIANT_MAPPING_PENDING,BARBELL_FRONT_RAISE,REX-000005,VEX-000004,,DOMAIN_APPROVED,BLOCKER,VARIANT_SAFETY_FITT_REVIEW_REQUIRED,Variant row는 관계·안전·FITT 상태가 REVIEW_REQUIRED라 운영 기본 후보로 승격하지 않는다.,false,USER_DIRECT_REVIEW_2026_08_29,COMPLETED
CTX-0050,VARIANT_MAPPING_PENDING,BARBELL_FRONT_RAISE,REX-000005,VEX-000005,,DOMAIN_APPROVED,BLOCKER,VARIANT_SAFETY_FITT_REVIEW_REQUIRED,Variant row는 관계·안전·FITT 상태가 REVIEW_REQUIRED라 운영 기본 후보로 승격하지 않는다.,false,USER_DIRECT_REVIEW_2026_08_29,COMPLETED
CTX-0051,VARIANT_MAPPING_PENDING,BARBELL_FRONT_RAISE,REX-000005,VEX-000006,,DOMAIN_APPROVED,BLOCKER,VARIANT_SAFETY_FITT_REVIEW_REQUIRED,Variant row는 관계·안전·FITT 상태가 REVIEW_REQUIRED라 운영 기본 후보로 승격하지 않는다.,false,USER_DIRECT_REVIEW_2026_08_29,COMPLETED
CTX-0052,VARIANT_MAPPING_PENDING,BARBELL_FRONT_RAISE,REX-000005,VEX-000007,,DOMAIN_APPROVED,BLOCKER,VARIANT_SAFETY_FITT_REVIEW_REQUIRED,Variant row는 관계·안전·FITT 상태가 REVIEW_REQUIRED라 운영 기본 후보로 승격하지 않는다.,false,USER_DIRECT_REVIEW_2026_08_29,COMPLETED
CTX-0071,VARIANT_MAPPING_PENDING,BODYWEIGHT_STANDING_CALF_RAISE,REX-000016,VEX-000026,,DOMAIN_APPROVED,BLOCKER,VARIANT_SAFETY_FITT_REVIEW_REQUIRED,Variant row는 관계·안전·FITT 상태가 REVIEW_REQUIRED라 운영 기본 후보로 승격하지 않는다.,false,USER_DIRECT_REVIEW_2026_08_29,COMPLETED
CTX-0072,VARIANT_MAPPING_PENDING,BODYWEIGHT_STANDING_CALF_RAISE,REX-000016,VEX-000027,,DOMAIN_APPROVED,BLOCKER,VARIANT_SAFETY_FITT_REVIEW_REQUIRED,Variant row는 관계·안전·FITT 상태가 REVIEW_REQUIRED라 운영 기본 후보로 승격하지 않는다.,false,USER_DIRECT_REVIEW_2026_08_29,COMPLETED
CTX-0073,VARIANT_MAPPING_PENDING,BODYWEIGHT_STANDING_CALF_RAISE,REX-000016,VEX-000028,,DOMAIN_APPROVED,BLOCKER,VARIANT_SAFETY_FITT_REVIEW_REQUIRED,Variant row는 관계·안전·FITT 상태가 REVIEW_REQUIRED라 운영 기본 후보로 승격하지 않는다.,false,USER_DIRECT_REVIEW_2026_08_29,COMPLETED
CTX-0082,VARIANT_MAPPING_PENDING,DUMBBELL_SHRUG,REX-000029,VEX-000037,,DOMAIN_APPROVED,BLOCKER,VARIANT_SAFETY_FITT_REVIEW_REQUIRED,Variant row는 관계·안전·FITT 상태가 REVIEW_REQUIRED라 운영 기본 후보로 승격하지 않는다.,false,USER_DIRECT_REVIEW_2026_08_29,COMPLETED
CTX-0083,VARIANT_MAPPING_PENDING,DUMBBELL_SHRUG,REX-000029,VEX-000038,,DOMAIN_APPROVED,BLOCKER,VARIANT_SAFETY_FITT_REVIEW_REQUIRED,Variant row는 관계·안전·FITT 상태가 REVIEW_REQUIRED라 운영 기본 후보로 승격하지 않는다.,false,USER_DIRECT_REVIEW_2026_08_29,COMPLETED
CTX-0084,VARIANT_MAPPING_PENDING,DUMBBELL_SHRUG,REX-000029,VEX-000039,,DOMAIN_APPROVED,BLOCKER,VARIANT_SAFETY_FITT_REVIEW_REQUIRED,Variant row는 관계·안전·FITT 상태가 REVIEW_REQUIRED라 운영 기본 후보로 승격하지 않는다.,false,USER_DIRECT_REVIEW_2026_08_29,COMPLETED
CTX-0085,VARIANT_MAPPING_PENDING,DUMBBELL_SHRUG,REX-000029,VEX-000040,,DOMAIN_APPROVED,BLOCKER,VARIANT_SAFETY_FITT_REVIEW_REQUIRED,Variant row는 관계·안전·FITT 상태가 REVIEW_REQUIRED라 운영 기본 후보로 승격하지 않는다.,false,USER_DIRECT_REVIEW_2026_08_29,COMPLETED
CTX-0086,VARIANT_MAPPING_PENDING,DUMBBELL_SHRUG,REX-000029,VEX-000041,,DOMAIN_APPROVED,BLOCKER,VARIANT_SAFETY_FITT_REVIEW_REQUIRED,Variant row는 관계·안전·FITT 상태가 REVIEW_REQUIRED라 운영 기본 후보로 승격하지 않는다.,false,USER_DIRECT_REVIEW_2026_08_29,COMPLETED
CTX-0090,VARIANT_MAPPING_PENDING,NECK_LATERAL_STRETCH,REX-000045,VEX-000045,,DOMAIN_APPROVED,BLOCKER,VARIANT_SAFETY_FITT_REVIEW_REQUIRED,Variant row는 관계·안전·FITT 상태가 REVIEW_REQUIRED라 운영 기본 후보로 승격하지 않는다.,false,USER_DIRECT_REVIEW_2026_08_29,COMPLETED
CTX-0099,VARIANT_MAPPING_PENDING,SEATED_CALF_RAISE,REX-000080,VEX-000054,,DOMAIN_APPROVED,BLOCKER,VARIANT_SAFETY_FITT_REVIEW_REQUIRED,Variant row는 관계·안전·FITT 상태가 REVIEW_REQUIRED라 운영 기본 후보로 승격하지 않는다.,false,USER_DIRECT_REVIEW_2026_08_29,COMPLETED
CTX-0100,VARIANT_MAPPING_PENDING,SEATED_CALF_RAISE,REX-000080,VEX-000055,,DOMAIN_APPROVED,BLOCKER,VARIANT_SAFETY_FITT_REVIEW_REQUIRED,Variant row는 관계·안전·FITT 상태가 REVIEW_REQUIRED라 운영 기본 후보로 승격하지 않는다.,false,USER_DIRECT_REVIEW_2026_08_29,COMPLETED
