catalog_version_code,selection_policy_version,family_code,representative_exercise_id,representative_exercise_ids,context_code,default_exercise_id,priority_rank,default_record_type,default_variant_type_code,default_name_ko,default_equipment_codes,fallback_candidates,context_default_status_code,review_status_code,review_reason_codes,production_eligible,decision_note_ko
exercise-catalog-v2.0.2-final,v2.0.2-context-defaults-coverage-v1.0.0,BARBELL_PULLOVER,REX-000006,"[""REX-000006""]",GYM,REX-000006,1,REPRESENTATIVE,,풀오버,"[""BARBELL""]","[{""candidate_exercise_id"":""REX-000105"",""priority_rank"":2,""record_type"":""VARIANT"",""variant_type_code"":""PRIMARY_VARIANT"",""name_ko"":""케이블 라잉 익스텐션 풀오버"",""stable_code"":""cable_lying_extension_pullover_with_rope_attachment_isolation_cable_machine"",""equipment_codes"":[""CABLE_MACHINE"",""STRETCH_STRAP""],""difficulty_code"":""INTERMEDIATE"",""review_status_code"":""REVIEW_REQUIRED""},{""candidate_exercise_id"":""VEX-000008"",""priority_rank"":3,""record_type"":""VARIANT"",""variant_type_code"":""PRIMARY_VARIANT"",""name_ko"":""바벨 디클라인 와이드그립 풀오버"",""stable_code"":""barbell_decline_wide_grip_pullover_isolation_barbell"",""equipment_codes"":[""BARBELL""],""difficulty_code"":""INTERMEDIATE"",""review_status_code"":""REVIEW_REQUIRED""}]",COVERED_DRAFT,DOMAIN_APPROVED,[],false,대표운동을 1순위로 유지하고 같은 family의 Variant를 fallback으로 둔다.
exercise-catalog-v2.0.2-final,v2.0.2-context-defaults-coverage-v1.0.0,BARBELL_PULLOVER,REX-000006,"[""REX-000006""]",HOME,,,,,,[],[],UNAVAILABLE,REVIEW_REQUIRED,"[""LOCATION_NOT_DECLARED""]",false,context default를 확정하지 않고 review/blocker로 남긴다.
exercise-catalog-v2.0.2-final,v2.0.2-context-defaults-coverage-v1.0.0,BARBELL_STRAIGHT_LEG_DEADLIFT,REX-000007,"[""REX-000007""]",GYM,REX-000007,1,REPRESENTATIVE,,루마니안 데드리프트,"[""BARBELL""]","[{""candidate_exercise_id"":""VEX-000009"",""priority_rank"":2,""record_type"":""VARIANT"",""variant_type_code"":""PRIMARY_VARIANT"",""name_ko"":""덤벨 스티프 레그 데드리프트"",""stable_code"":""dumbbell_stiff_leg_deadlift_hip_dominant_dumbbell"",""equipment_codes"":[""DUMBBELL""],""difficulty_code"":""INTERMEDIATE"",""review_status_code"":""REVIEW_REQUIRED""},{""candidate_exercise_id"":""VEX-000010"",""priority_rank"":3,""record_type"":""VARIANT"",""variant_type_code"":""PRIMARY_VARIANT"",""name_ko"":""덤벨 스트레이트 레그 데드리프트"",""stable_code"":""dumbbell_straight_leg_deadlift_hip_dominant_dumbbell"",""equipment_codes"":[""DUMBBELL""],""difficulty_code"":""INTERMEDIATE"",""review_status_code"":""REVIEW_REQUIRED""},{""candidate_exercise_id"":""VEX-000011"",""priority_rank"":4,""record_type"":""VARIANT"",""variant_type_code"":""PRIMARY_VARIANT"",""name_ko"":""밴드 스티프 레그 데드리프트"",""stable_code"":""band_stiff_leg_deadlift_hip_dominant_resistance_band"",""equipment_codes"":[""RESISTANCE_BAND""],""difficulty_code"":""INTERMEDIATE"",""review_status_code"":""REVIEW_REQUIRED""},{""candidate_exercise_id"":""VEX-000012"",""priority_rank"":5,""record_type"":""VARIANT"",""variant_type_code"":""PRIMARY_VARIANT"",""name_ko"":""밴드 스트레이트 등 스티프 레그 데드리프트"",""stable_code"":""band_straight_back_stiff_leg_deadlift_hip_dominant_resistance_band"",""equipment_codes"":[""RESISTANCE_BAND""],""difficulty_code"":""INTERMEDIATE"",""review_status_code"":""REVIEW_REQUIRED""},{""candidate_exercise_id"":""VEX-000013"",""priority_rank"":6,""record_type"":""VARIANT"",""variant_type_code"":""PRIMARY_VARIANT"",""name_ko"":""덤벨 루마니안 데드리프트"",""stable_code"":""dumbbell_romanian_deadlift_hip_dominant_dumbbell"",""equipment_codes"":[""DUMBBELL""],""difficulty_code"":""INTERMEDIATE"",""review_status_code"":""REVIEW_REQUIRED""},{""candidate_exercise_id"":""VEX-000014"",""priority_rank"":7,""record_type"":""VARIANT"",""variant_type_code"":""PRIMARY_VARIANT"",""name_ko"":""루마니안 데드리프트"",""stable_code"":""romanian_deadlift_hip_dominant_barbell"",""equipment_codes"":[""BARBELL""],""difficulty_code"":""INTERMEDIATE"",""review_status_code"":""REVIEW_REQUIRED""}]",COVERED_DRAFT,DOMAIN_APPROVED,[],false,대표운동을 1순위로 유지하고 같은 family의 Variant를 fallback으로 둔다.
exercise-catalog-v2.0.2-final,v2.0.2-context-defaults-coverage-v1.0.0,BARBELL_STRAIGHT_LEG_DEADLIFT,REX-000007,"[""REX-000007""]",HOME,VEX-000009,1,VARIANT,PRIMARY_VARIANT,덤벨 스티프 레그 데드리프트,"[""DUMBBELL""]","[{""candidate_exercise_id"":""VEX-000010"",""priority_rank"":2,""record_type"":""VARIANT"",""variant_type_code"":""PRIMARY_VARIANT"",""name_ko"":""덤벨 스트레이트 레그 데드리프트"",""stable_code"":""dumbbell_straight_leg_deadlift_hip_dominant_dumbbell"",""equipment_codes"":[""DUMBBELL""],""difficulty_code"":""INTERMEDIATE"",""review_status_code"":""REVIEW_REQUIRED""},{""candidate_exercise_id"":""VEX-000011"",""priority_rank"":3,""record_type"":""VARIANT"",""variant_type_code"":""PRIMARY_VARIANT"",""name_ko"":""밴드 스티프 레그 데드리프트"",""stable_code"":""band_stiff_leg_deadlift_hip_dominant_resistance_band"",""equipment_codes"":[""RESISTANCE_BAND""],""difficulty_code"":""INTERMEDIATE"",""review_status_code"":""REVIEW_REQUIRED""},{""candidate_exercise_id"":""VEX-000012"",""priority_rank"":4,""record_type"":""VARIANT"",""variant_type_code"":""PRIMARY_VARIANT"",""name_ko"":""밴드 스트레이트 등 스티프 레그 데드리프트"",""stable_code"":""band_straight_back_stiff_leg_deadlift_hip_dominant_resistance_band"",""equipment_codes"":[""RESISTANCE_BAND""],""difficulty_code"":""INTERMEDIATE"",""review_status_code"":""REVIEW_REQUIRED""}]",REVIEW_REQUIRED,REVIEW_REQUIRED,"[""DEFAULT_VARIANT_RELATION_REVIEW_REQUIRED""]",false,대표운동이 context에 없으므로 같은 family의 Variant를 1순위로 두되 운영 승격은 보류한다.
exercise-catalog-v2.0.2-final,v2.0.2-context-defaults-coverage-v1.0.0,BODYWEIGHT_BACK_EXTENSION,REX-000008,"[""REX-000008""]",GYM,REX-000008,1,REPRESENTATIVE,,백 익스텐션,"[""BODYWEIGHT""]",[],COVERED_DRAFT,DOMAIN_APPROVED,[],false,대표운동을 1순위로 유지하고 같은 family의 Variant를 fallback으로 둔다.
exercise-catalog-v2.0.2-final,v2.0.2-context-defaults-coverage-v1.0.0,BODYWEIGHT_BACK_EXTENSION,REX-000008,"[""REX-000008""]",HOME,REX-000008,1,REPRESENTATIVE,,백 익스텐션,"[""BODYWEIGHT""]",[],COVERED_DRAFT,DOMAIN_APPROVED,[],false,대표운동을 1순위로 유지하고 같은 family의 Variant를 fallback으로 둔다.
exercise-catalog-v2.0.2-final,v2.0.2-context-defaults-coverage-v1.0.0,BODYWEIGHT_CRUNCH,REX-000009,"[""REX-000009""]",GYM,REX-000009,1,REPRESENTATIVE,,크런치,"[""BODYWEIGHT""]","[{""candidate_exercise_id"":""VEX-000015"",""priority_rank"":2,""record_type"":""VARIANT"",""variant_type_code"":""PRIMARY_VARIANT"",""name_ko"":""디클라인 크런치"",""stable_code"":""decline_crunch_core_brace_bodyweight"",""equipment_codes"":[""BODYWEIGHT""],""difficulty_code"":""INTERMEDIATE"",""review_status_code"":""REVIEW_REQUIRED""}]",COVERED_DRAFT,DOMAIN_APPROVED,[],false,대표운동을 1순위로 유지하고 같은 family의 Variant를 fallback으로 둔다.
exercise-catalog-v2.0.2-final,v2.0.2-context-defaults-coverage-v1.0.0,BODYWEIGHT_CRUNCH,REX-000009,"[""REX-000009""]",HOME,REX-000009,1,REPRESENTATIVE,,크런치,"[""BODYWEIGHT""]","[{""candidate_exercise_id"":""VEX-000015"",""priority_rank"":2,""record_type"":""VARIANT"",""variant_type_code"":""PRIMARY_VARIANT"",""name_ko"":""디클라인 크런치"",""stable_code"":""decline_crunch_core_brace_bodyweight"",""equipment_codes"":[""BODYWEIGHT""],""difficulty_code"":""INTERMEDIATE"",""review_status_code"":""REVIEW_REQUIRED""}]",COVERED_DRAFT,DOMAIN_APPROVED,[],false,대표운동을 1순위로 유지하고 같은 family의 Variant를 fallback으로 둔다.
exercise-catalog-v2.0.2-final,v2.0.2-context-defaults-coverage-v1.0.0,BODYWEIGHT_FORWARD_LUNGE,REX-000010,"[""REX-000010""]",GYM,REX-000010,1,REPRESENTATIVE,,포워드 런지,"[""BODYWEIGHT""]","[{""candidate_exercise_id"":""VEX-000016"",""priority_rank"":2,""record_type"":""VARIANT"",""variant_type_code"":""PRIMARY_VARIANT"",""name_ko"":""덤벨 런지"",""stable_code"":""dumbbell_lunge_knee_dominant_dumbbell"",""equipment_codes"":[""DUMBBELL""],""difficulty_code"":""INTERMEDIATE"",""review_status_code"":""REVIEW_REQUIRED""},{""candidate_exercise_id"":""VEX-000017"",""priority_rank"":3,""record_type"":""VARIANT"",""variant_type_code"":""PRIMARY_VARIANT"",""name_ko"":""덤벨 런지"",""stable_code"":""dumbbell_rear_lunge_knee_dominant_dumbbell"",""equipment_codes"":[""DUMBBELL""],""difficulty_code"":""INTERMEDIATE"",""review_status_code"":""REVIEW_REQUIRED""},{""candidate_exercise_id"":""VEX-000018"",""priority_rank"":4,""record_type"":""VARIANT"",""variant_type_code"":""PRIMARY_VARIANT"",""name_ko"":""워킹 런지"",""stable_code"":""walking_lunge_knee_dominant_bodyweight"",""equipment_codes"":[""BODYWEIGHT""],""difficulty_code"":""INTERMEDIATE"",""review_status_code"":""REVIEW_REQUIRED""},{""candidate_exercise_id"":""VEX-000019"",""priority_rank"":5,""record_type"":""VARIANT"",""variant_type_code"":""PRIMARY_VARIANT"",""name_ko"":""덤벨 크로스 런지"",""stable_code"":""dumbbell_contralateral_forward_lunge_knee_dominant_dumbbell"",""equipment_codes"":[""DUMBBELL""],""difficulty_code"":""INTERMEDIATE"",""review_status_code"":""REVIEW_REQUIRED""}]",COVERED_DRAFT,DOMAIN_APPROVED,[],false,대표운동을 1순위로 유지하고 같은 family의 Variant를 fallback으로 둔다.
exercise-catalog-v2.0.2-final,v2.0.2-context-defaults-coverage-v1.0.0,BODYWEIGHT_FORWARD_LUNGE,REX-000010,"[""REX-000010""]",HOME,REX-000010,1,REPRESENTATIVE,,포워드 런지,"[""BODYWEIGHT""]","[{""candidate_exercise_id"":""VEX-000016"",""priority_rank"":2,""record_type"":""VARIANT"",""variant_type_code"":""PRIMARY_VARIANT"",""name_ko"":""덤벨 런지"",""stable_code"":""dumbbell_lunge_knee_dominant_dumbbell"",""equipment_codes"":[""DUMBBELL""],""difficulty_code"":""INTERMEDIATE"",""review_status_code"":""REVIEW_REQUIRED""},{""candidate_exercise_id"":""VEX-000017"",""priority_rank"":3,""record_type"":""VARIANT"",""variant_type_code"":""PRIMARY_VARIANT"",""name_ko"":""덤벨 런지"",""stable_code"":""dumbbell_rear_lunge_knee_dominant_dumbbell"",""equipment_codes"":[""DUMBBELL""],""difficulty_code"":""INTERMEDIATE"",""review_status_code"":""REVIEW_REQUIRED""},{""candidate_exercise_id"":""VEX-000018"",""priority_rank"":4,""record_type"":""VARIANT"",""variant_type_code"":""PRIMARY_VARIANT"",""name_ko"":""워킹 런지"",""stable_code"":""walking_lunge_knee_dominant_bodyweight"",""equipment_codes"":[""BODYWEIGHT""],""difficulty_code"":""INTERMEDIATE"",""review_status_code"":""REVIEW_REQUIRED""},{""candidate_exercise_id"":""VEX-000019"",""priority_rank"":5,""record_type"":""VARIANT"",""variant_type_code"":""PRIMARY_VARIANT"",""name_ko"":""덤벨 크로스 런지"",""stable_code"":""dumbbell_contralateral_forward_lunge_knee_dominant_dumbbell"",""equipment_codes"":[""DUMBBELL""],""difficulty_code"":""INTERMEDIATE"",""review_status_code"":""REVIEW_REQUIRED""}]",COVERED_DRAFT,DOMAIN_APPROVED,[],false,대표운동을 1순위로 유지하고 같은 family의 Variant를 fallback으로 둔다.
exercise-catalog-v2.0.2-final,v2.0.2-context-defaults-coverage-v1.0.0,BODYWEIGHT_GLUTE_BRIDGE,REX-000011,"[""REX-000011""]",GYM,REX-000011,1,REPRESENTATIVE,,글루트 브리지,"[""BODYWEIGHT""]",[],COVERED_DRAFT,DOMAIN_APPROVED,[],false,대표운동을 1순위로 유지하고 같은 family의 Variant를 fallback으로 둔다.
exercise-catalog-v2.0.2-final,v2.0.2-context-defaults-coverage-v1.0.0,BODYWEIGHT_GLUTE_BRIDGE,REX-000011,"[""REX-000011""]",HOME,REX-000011,1,REPRESENTATIVE,,글루트 브리지,"[""BODYWEIGHT""]",[],COVERED_DRAFT,DOMAIN_APPROVED,[],false,대표운동을 1순위로 유지하고 같은 family의 Variant를 fallback으로 둔다.
exercise-catalog-v2.0.2-final,v2.0.2-context-defaults-coverage-v1.0.0,BODYWEIGHT_PULL_UP_BICEPS,REX-000012,"[""REX-000012""]",GYM,REX-000012,1,REPRESENTATIVE,,풀업,"[""BODYWEIGHT"",""PULL_UP_BAR""]",[],COVERED_DRAFT,DOMAIN_APPROVED,[],false,대표운동을 1순위로 유지하고 같은 family의 Variant를 fallback으로 둔다.
exercise-catalog-v2.0.2-final,v2.0.2-context-defaults-coverage-v1.0.0,BODYWEIGHT_PULL_UP_BICEPS,REX-000012,"[""REX-000012""]",HOME,,,,,,[],[],UNAVAILABLE,REVIEW_REQUIRED,"[""LOCATION_NOT_DECLARED""]",false,context default를 확정하지 않고 review/blocker로 남긴다.
exercise-catalog-v2.0.2-final,v2.0.2-context-defaults-coverage-v1.0.0,BODYWEIGHT_REVERSE_CRUNCH,REX-000013,"[""REX-000013""]",GYM,REX-000013,1,REPRESENTATIVE,,리버스 크런치,"[""BODYWEIGHT""]","[{""candidate_exercise_id"":""VEX-000020"",""priority_rank"":2,""record_type"":""VARIANT"",""variant_type_code"":""PRIMARY_VARIANT"",""name_ko"":""케이블 턱 리버스 크런치"",""stable_code"":""cable_tuck_reverse_crunch_core_brace_cable_machine"",""equipment_codes"":[""CABLE_MACHINE""],""difficulty_code"":""INTERMEDIATE"",""review_status_code"":""REVIEW_REQUIRED""},{""candidate_exercise_id"":""VEX-000021"",""priority_rank"":3,""record_type"":""VARIANT"",""variant_type_code"":""PRIMARY_VARIANT"",""name_ko"":""서스펜디드 리버스 크런치"",""stable_code"":""suspended_reverse_crunch_core_brace_bodyweight_stretch_strap"",""equipment_codes"":[""BODYWEIGHT"",""STRETCH_STRAP""],""difficulty_code"":""INTERMEDIATE"",""review_status_code"":""REVIEW_REQUIRED""},{""candidate_exercise_id"":""VEX-000022"",""priority_rank"":4,""record_type"":""VARIANT"",""variant_type_code"":""PRIMARY_VARIANT"",""name_ko"":""케이블 리버스 크런치"",""stable_code"":""cable_reverse_crunch_core_brace_cable_machine"",""equipment_codes"":[""CABLE_MACHINE""],""difficulty_code"":""INTERMEDIATE"",""review_status_code"":""REVIEW_REQUIRED""},{""candidate_exercise_id"":""VEX-000023"",""priority_rank"":5,""record_type"":""VARIANT"",""variant_type_code"":""PRIMARY_VARIANT"",""name_ko"":""폼롤러 리버스 크런치"",""stable_code"":""roller_reverse_crunch_core_brace_foam_roller"",""equipment_codes"":[""FOAM_ROLLER""],""difficulty_code"":""INTERMEDIATE"",""review_status_code"":""REVIEW_REQUIRED""}]",COVERED_DRAFT,DOMAIN_APPROVED,[],false,대표운동을 1순위로 유지하고 같은 family의 Variant를 fallback으로 둔다.
exercise-catalog-v2.0.2-final,v2.0.2-context-defaults-coverage-v1.0.0,BODYWEIGHT_REVERSE_CRUNCH,REX-000013,"[""REX-000013""]",HOME,REX-000013,1,REPRESENTATIVE,,리버스 크런치,"[""BODYWEIGHT""]","[{""candidate_exercise_id"":""VEX-000023"",""priority_rank"":2,""record_type"":""VARIANT"",""variant_type_code"":""PRIMARY_VARIANT"",""name_ko"":""폼롤러 리버스 크런치"",""stable_code"":""roller_reverse_crunch_core_brace_foam_roller"",""equipment_codes"":[""FOAM_ROLLER""],""difficulty_code"":""INTERMEDIATE"",""review_status_code"":""REVIEW_REQUIRED""}]",COVERED_DRAFT,DOMAIN_APPROVED,[],false,대표운동을 1순위로 유지하고 같은 family의 Variant를 fallback으로 둔다.
exercise-catalog-v2.0.2-final,v2.0.2-context-defaults-coverage-v1.0.0,BODYWEIGHT_RUSSIAN_TWIST,REX-000014,"[""REX-000014""]",GYM,REX-000014,1,REPRESENTATIVE,,러시안 트위스트,"[""BODYWEIGHT""]","[{""candidate_exercise_id"":""VEX-000024"",""priority_rank"":2,""record_type"":""VARIANT"",""variant_type_code"":""PRIMARY_VARIANT"",""name_ko"":""중량 러시안 트위스트(바닥 터치)"",""stable_code"":""weighted_russian_twist_core_brace_household_weight"",""equipment_codes"":[""HOUSEHOLD_WEIGHT""],""difficulty_code"":""INTERMEDIATE"",""review_status_code"":""REVIEW_REQUIRED""},{""candidate_exercise_id"":""VEX-000025"",""priority_rank"":3,""record_type"":""VARIANT"",""variant_type_code"":""PRIMARY_VARIANT"",""name_ko"":""중량 러시안 트위스트"",""stable_code"":""weighted_russian_twist_v_2_core_brace_household_weight"",""equipment_codes"":[""HOUSEHOLD_WEIGHT""],""difficulty_code"":""INTERMEDIATE"",""review_status_code"":""REVIEW_REQUIRED""}]",COVERED_DRAFT,DOMAIN_APPROVED,[],false,대표운동을 1순위로 유지하고 같은 family의 Variant를 fallback으로 둔다.
exercise-catalog-v2.0.2-final,v2.0.2-context-defaults-coverage-v1.0.0,BODYWEIGHT_RUSSIAN_TWIST,REX-000014,"[""REX-000014""]",HOME,REX-000014,1,REPRESENTATIVE,,러시안 트위스트,"[""BODYWEIGHT""]",[],COVERED_DRAFT,DOMAIN_APPROVED,[],false,대표운동을 1순위로 유지하고 같은 family의 Variant를 fallback으로 둔다.
exercise-catalog-v2.0.2-final,v2.0.2-context-defaults-coverage-v1.0.0,BODYWEIGHT_SPLIT_SQUAT,REX-000015,"[""REX-000015""]",GYM,REX-000015,1,REPRESENTATIVE,,스플릿 스쿼트,"[""BODYWEIGHT""]",[],COVERED_DRAFT,DOMAIN_APPROVED,[],false,대표운동을 1순위로 유지하고 같은 family의 Variant를 fallback으로 둔다.
exercise-catalog-v2.0.2-final,v2.0.2-context-defaults-coverage-v1.0.0,BODYWEIGHT_SPLIT_SQUAT,REX-000015,"[""REX-000015""]",HOME,REX-000015,1,REPRESENTATIVE,,스플릿 스쿼트,"[""BODYWEIGHT""]",[],COVERED_DRAFT,DOMAIN_APPROVED,[],false,대표운동을 1순위로 유지하고 같은 family의 Variant를 fallback으로 둔다.
