source_record_type,source_record_id,source_track,source_identity,source_key,source_name_ko,source_name_en,source_stable_code,final_stable_code,final_representative_exercise_id,mapping_status,active_canonical,decision_source,decision_code,review_pair_id,mapping_note_ko,active_legacy_alias_row
EXERCISE,REX-000029,gymvisual,0406,gymvisual:0406,슈러그,dumbbell shrug,dumbbell_shrug_isolation_dumbbell,dumbbell_shrug_isolation_dumbbell,REX-000029,RETAINED_CANONICAL,true,EXISTING_CANONICAL,RETAINED_CANONICAL,,기존 canonical stable code 유지,
EXERCISE,REX-000030,gymvisual,0416,gymvisual:0416,덤벨 바이셉스 컬,dumbbell standing biceps curl,dumbbell_standing_curl_isolation_dumbbell,dumbbell_standing_curl_isolation_dumbbell,REX-000030,RETAINED_CANONICAL,true,EXISTING_CANONICAL,RETAINED_CANONICAL,,기존 canonical stable code 유지,
EXERCISE,REX-000031,gymvisual,2796,gymvisual:2796,덤벨 스텝업 런지,dumbbell step-up lunge,dumbbell_step_up_lunge_knee_dominant_dumbbell_step_box,dumbbell_step_up_lunge_knee_dominant_dumbbell_step_box,REX-000031,RETAINED_CANONICAL,true,EXISTING_CANONICAL,RETAINED_CANONICAL,,기존 canonical stable code 유지,
EXERCISE,REX-000032,gymvisual,1167,gymvisual:1167,다이내믹 가슴 스트레칭,dynamic chest stretch (male),dynamic_chest_stretch_mobility_stretch_bodyweight,dynamic_chest_stretch_mobility_stretch_bodyweight,REX-000032,RETAINED_CANONICAL,true,EXISTING_CANONICAL,RETAINED_CANONICAL,,기존 canonical stable code 유지,
EXERCISE,REX-000033,gymvisual,1559,gymvisual:1559,짐볼 고관절 스트레칭,exercise ball hip flexor stretch,exercise_ball_hip_flexor_stretch_mobility_stretch_stability_ball,exercise_ball_hip_flexor_stretch_mobility_stretch_stability_ball,REX-000033,RETAINED_CANONICAL,true,EXISTING_CANONICAL,RETAINED_CANONICAL,,기존 canonical stable code 유지,
EXERCISE,REX-000034,gymvisual,1511,gymvisual:1511,햄스트링 스트레칭,hamstring stretch,hamstring_stretch_mobility_stretch_bodyweight,hamstring_stretch_mobility_stretch_bodyweight,REX-000034,RETAINED_CANONICAL,true,EXISTING_CANONICAL,RETAINED_CANONICAL,,기존 canonical stable code 유지,
EXERCISE,REX-000035,gymvisual,0854,gymvisual:0854,손 악력 쥐기,weighted standing hand squeeze,hand_grip_squeeze_isolation_household_weight,hand_grip_squeeze_isolation_household_weight,REX-000035,RETAINED_CANONICAL,true,EXISTING_CANONICAL,RETAINED_CANONICAL,,기존 canonical stable code 유지,
EXERCISE,REX-000036,gymvisual,1564,gymvisual:1564,고관절 굴근·대퇴사두근 스트레칭,intermediate hip flexor and quad stretch,hip_flexor_quadriceps_stretch_mobility_stretch_stretch_strap,hip_flexor_quadriceps_stretch_mobility_stretch_stretch_strap,REX-000036,RETAINED_CANONICAL,true,EXISTING_CANONICAL,RETAINED_CANONICAL,,기존 canonical stable code 유지,
EXERCISE,REX-000037,gymvisual,3541,gymvisual:3541,인클라인 Y 레이즈,dumbbell incline y-raise,incline_y_raise_isolation_dumbbell,incline_y_raise_isolation_dumbbell,REX-000037,RETAINED_CANONICAL,true,EXISTING_CANONICAL,RETAINED_CANONICAL,,기존 canonical stable code 유지,
EXERCISE,REX-000038,gymvisual,0499,gymvisual:0499,인버티드 로우,inverted row,inverted_row_horizontal_pull_bodyweight,inverted_row_horizontal_pull_bodyweight,REX-000038,RETAINED_CANONICAL,true,EXISTING_CANONICAL,RETAINED_CANONICAL,,기존 canonical stable code 유지,
EXERCISE,REX-000039,gymvisual,1346,gymvisual:1346,무릎 꿇고 광배근 스트레칭,kneeling lat stretch,kneeling_lat_stretch_mobility_stretch_bodyweight,kneeling_lat_stretch_mobility_stretch_bodyweight,REX-000039,RETAINED_CANONICAL,true,EXISTING_CANONICAL,RETAINED_CANONICAL,,기존 canonical stable code 유지,
EXERCISE,REX-000040,gymvisual,0198,gymvisual:0198,랫풀다운,cable pulldown,lat_pulldown_vertical_pull_cable_machine,lat_pulldown_vertical_pull_cable_machine,REX-000040,RETAINED_CANONICAL,true,EXISTING_CANONICAL,RETAINED_CANONICAL,,기존 canonical stable code 유지,
EXERCISE,REX-000042,gymvisual,1576,gymvisual:1576,누워서 햄스트링 스트레칭,leg up hamstring stretch,leg_up_hamstring_stretch_mobility_stretch_bodyweight,hamstring_stretch_mobility_stretch_bodyweight,REX-000034,MERGED_SAME_EXERCISE,false,USER_DIRECT_REVIEW,SAME_EXERCISE,ERP-20260827-00450,1511 햄스트링 스트레칭으로 통합된 retired stable code,
EXERCISE,REX-000043,gymvisual,1352,gymvisual:1352,로어 백 컬,lower back curl,lower_back_curl_core_brace_bodyweight,lower_back_curl_core_brace_bodyweight,REX-000043,RETAINED_CANONICAL,true,EXISTING_CANONICAL,RETAINED_CANONICAL,,기존 canonical stable code 유지,
EXERCISE,REX-000044,gymvisual,0585,gymvisual:0585,레그 익스텐션,lever leg extension,machine_leg_extension_isolation_machine,machine_leg_extension_isolation_machine,REX-000044,RETAINED_CANONICAL,true,EXISTING_CANONICAL,RETAINED_CANONICAL,,기존 canonical stable code 유지,
EXERCISE,REX-000045,gymvisual,1403,gymvisual:1403,목 옆면 스트레칭,neck side stretch,neck_lateral_stretch_mobility_stretch_bodyweight,neck_lateral_stretch_mobility_stretch_bodyweight,REX-000045,RETAINED_CANONICAL,true,EXISTING_CANONICAL,RETAINED_CANONICAL,,기존 canonical stable code 유지,
EXERCISE,REX-000046,gymvisual,1355,gymvisual:1355,벽 짚고 한 팔 광배근 스트레칭,one arm against wall,one_arm_wall_lats_isolation_bodyweight,one_arm_wall_lats_isolation_bodyweight,REX-000046,RETAINED_CANONICAL,true,EXISTING_CANONICAL,RETAINED_CANONICAL,,기존 canonical stable code 유지,
EXERCISE,REX-000047,gymvisual,0109,gymvisual:0109,오버헤드 트라이셉스 익스텐션,barbell standing overhead triceps extension,overhead_triceps_extension_isolation_barbell,overhead_triceps_extension_isolation_barbell,REX-000047,RETAINED_CANONICAL,true,EXISTING_CANONICAL,RETAINED_CANONICAL,,기존 canonical stable code 유지,
EXERCISE,REX-000048,gymvisual,0643,gymvisual:0643,오버헤드 삼두근 스트레칭,overhead triceps stretch,overhead_triceps_stretch_mobility_stretch_bodyweight,overhead_triceps_stretch_mobility_stretch_bodyweight,REX-000048,RETAINED_CANONICAL,true,EXISTING_CANONICAL,RETAINED_CANONICAL,,기존 canonical stable code 유지,
EXERCISE,REX-000050,gymvisual,1388,gymvisual:1388,종아리 바깥쪽 스트레칭,peroneals stretch,peroneal_stretch_mobility_stretch_stretch_strap,peroneal_stretch_mobility_stretch_stretch_strap,REX-000050,RETAINED_CANONICAL,true,EXISTING_CANONICAL,RETAINED_CANONICAL,,기존 canonical stable code 유지,
EXERCISE,REX-000051,gymvisual,0464,gymvisual:0464,플랭크 로테이션,front plank with twist,plank_rotation_core_brace_bodyweight,plank_rotation_core_brace_bodyweight,REX-000051,RETAINED_CANONICAL,true,EXISTING_CANONICAL,RETAINED_CANONICAL,,기존 canonical stable code 유지,
EXERCISE,REX-000052,gymvisual,0662,gymvisual:0662,푸시업,push-up,push_up_horizontal_push_bodyweight,push_up_horizontal_push_bodyweight,REX-000052,RETAINED_CANONICAL,true,EXISTING_CANONICAL,RETAINED_CANONICAL,,기존 canonical stable code 유지,
EXERCISE,REX-000053,gymvisual,0669,gymvisual:0669,후면 어깨 스트레칭,rear deltoid stretch,rear_deltoid_stretch_mobility_stretch_bodyweight,rear_deltoid_stretch_mobility_stretch_bodyweight,REX-000053,RETAINED_CANONICAL,true,EXISTING_CANONICAL,RETAINED_CANONICAL,,기존 canonical stable code 유지,
EXERCISE,REX-000054,gymvisual,1000,gymvisual:1000,리버스 카프 레이즈,band single leg reverse calf raise,reverse_calf_raise_isolation_resistance_band,reverse_calf_raise_isolation_resistance_band,REX-000054,RETAINED_CANONICAL,true,EXISTING_CANONICAL,RETAINED_CANONICAL,,기존 canonical stable code 유지,
EXERCISE,REX-000055,gymvisual,0082,gymvisual:0082,리버스 리스트 컬,barbell reverse wrist curl,reverse_wrist_curl_isolation_barbell,reverse_wrist_curl_isolation_barbell,REX-000055,RETAINED_CANONICAL,true,EXISTING_CANONICAL,RETAINED_CANONICAL,,기존 canonical stable code 유지,
EXERCISE,REX-000056,gymvisual,3672,gymvisual:3672,앞뒤 스텝,back and forth step,cardio_gait_bodyweight,cardio_gait_bodyweight,REX-000056,RETAINED_CANONICAL,true,EXISTING_CANONICAL,RETAINED_CANONICAL,,기존 canonical stable code 유지,
EXERCISE,REX-000058,gymvisual,3636,gymvisual:3636,하이니,high knee against wall,cardio_gait_bodyweight_rex_000058,cardio_gait_bodyweight_rex_000058,REX-000058,RETAINED_CANONICAL,true,EXISTING_CANONICAL,RETAINED_CANONICAL,,기존 canonical stable code 유지,
EXERCISE,REX-000059,gymvisual,3224,gymvisual:3224,점핑잭,jack jump (male),cardio_jump_plyometric_bodyweight,cardio_jump_plyometric_bodyweight,REX-000059,RETAINED_CANONICAL,true,EXISTING_CANONICAL,RETAINED_CANONICAL,,기존 canonical stable code 유지,
EXERCISE,REX-000060,gymvisual,2612,gymvisual:2612,줄넘기,jump rope,cardio_jump_plyometric_jump_rope,cardio_jump_plyometric_jump_rope,REX-000060,RETAINED_CANONICAL,true,EXISTING_CANONICAL,RETAINED_CANONICAL,,기존 canonical stable code 유지,
EXERCISE,REX-000062,gymvisual,0685,gymvisual:0685,달리기,run,cardio_gait_bodyweight_rex_000062,cardio_gait_bodyweight_rex_000062,REX-000062,RETAINED_CANONICAL,true,EXISTING_CANONICAL,RETAINED_CANONICAL,,기존 canonical stable code 유지,
EXERCISE,REX-000065,gymvisual,3656,gymvisual:3656,짧은 보폭 달리기,short stride run,cardio_gait_bodyweight_rex_000065,cardio_gait_bodyweight_rex_000065,REX-000065,RETAINED_CANONICAL,true,EXISTING_CANONICAL,RETAINED_CANONICAL,,기존 canonical stable code 유지,
EXERCISE,REX-000067,gymvisual,2138,gymvisual:2138,실내 자전거,stationary bike run v. 3,cardio_cycling_stationary_bike,cardio_cycling_stationary_bike,REX-000067,RETAINED_CANONICAL,true,EXISTING_CANONICAL,RETAINED_CANONICAL,,기존 canonical stable code 유지,
EXERCISE,REX-000070,gymvisual,3666,gymvisual:3666,경사 트레드밀 걷기,walking on incline treadmill,cardio_gait_machine,cardio_gait_machine,REX-000070,RETAINED_CANONICAL,true,EXISTING_CANONICAL,RETAINED_CANONICAL,,기존 canonical stable code 유지,
EXERCISE,REX-000071,gymvisual,2311,gymvisual:2311,스텝밀,walking on stepmill,cardio_gait_machine_rex_000071,cardio_gait_machine_rex_000071,REX-000071,RETAINED_CANONICAL,true,EXISTING_CANONICAL,RETAINED_CANONICAL,,기존 canonical stable code 유지,
EXERCISE,REX-000072,gymvisual,2141,gymvisual:2141,일립티컬,walk elliptical cross trainer,cardio_elliptical_elliptical_machine,cardio_elliptical_elliptical_machine,REX-000072,RETAINED_CANONICAL,true,EXISTING_CANONICAL,RETAINED_CANONICAL,,기존 canonical stable code 유지,
EXERCISE,REX-000073,gymvisual,2208,gymvisual:2208,롤러 등 스트레칭,roller back stretch,roller_back_stretch_mobility_stretch_foam_roller,roller_back_stretch_mobility_stretch_foam_roller,REX-000073,RETAINED_CANONICAL,true,EXISTING_CANONICAL,RETAINED_CANONICAL,,기존 canonical stable code 유지,
EXERCISE,REX-000074,gymvisual,2202,gymvisual:2202,롤러 둔근 스트레칭,roller hip stretch,roller_hip_stretch_mobility_stretch_foam_roller,roller_hip_stretch_mobility_stretch_foam_roller,REX-000074,RETAINED_CANONICAL,true,EXISTING_CANONICAL,RETAINED_CANONICAL,,기존 canonical stable code 유지,
EXERCISE,REX-000077,gymvisual,1585,gymvisual:1585,러너스 스트레칭,runners stretch,runners_stretch_mobility_stretch_bodyweight,runners_stretch_mobility_stretch_bodyweight,REX-000077,RETAINED_CANONICAL,true,EXISTING_CANONICAL,RETAINED_CANONICAL,,기존 canonical stable code 유지,
EXERCISE,REX-000078,gymvisual,0688,gymvisual:0688,스캐풀라 풀업,scapular pull-up,scapular_pull_up_vertical_pull_bodyweight_pull_up_bar,scapular_pull_up_vertical_pull_bodyweight_pull_up_bar,REX-000078,RETAINED_CANONICAL,true,EXISTING_CANONICAL,RETAINED_CANONICAL,,기존 canonical stable code 유지,
EXERCISE,REX-000079,gymvisual,0861,gymvisual:0861,시티드 케이블 로우,cable seated row,seated_cable_row_horizontal_pull_cable_machine,seated_cable_row_horizontal_pull_cable_machine,REX-000079,RETAINED_CANONICAL,true,EXISTING_CANONICAL,RETAINED_CANONICAL,,기존 canonical stable code 유지,
EXERCISE,REX-000080,gymvisual,0088,gymvisual:0088,시티드 카프 레이즈,barbell seated calf raise,seated_calf_raise_isolation_barbell,seated_calf_raise_isolation_barbell,REX-000080,RETAINED_CANONICAL,true,EXISTING_CANONICAL,RETAINED_CANONICAL,,기존 canonical stable code 유지,
EXERCISE,REX-000081,gymvisual,1390,gymvisual:1390,앉아서 종아리 스트레칭,seated calf stretch (male),seated_calf_stretch_mobility_stretch_bodyweight,seated_calf_stretch_mobility_stretch_bodyweight,REX-000081,RETAINED_CANONICAL,true,EXISTING_CANONICAL,RETAINED_CANONICAL,,기존 canonical stable code 유지,
EXERCISE,REX-000082,gymvisual,1424,gymvisual:1424,앉아서 둔근 스트레칭,seated glute stretch,seated_glute_stretch_mobility_stretch_bodyweight,seated_glute_stretch_mobility_stretch_bodyweight,REX-000082,RETAINED_CANONICAL,true,EXISTING_CANONICAL,RETAINED_CANONICAL,,기존 canonical stable code 유지,
EXERCISE,REX-000083,gymvisual,0599,gymvisual:0599,레그 컬,lever seated leg curl,seated_leg_curl_knee_flexion_machine,seated_leg_curl_knee_flexion_machine,REX-000083,RETAINED_CANONICAL,true,EXISTING_CANONICAL,RETAINED_CANONICAL,,기존 canonical stable code 유지,
EXERCISE,REX-000084,gymvisual,0690,gymvisual:0690,앉아서 허리 스트레칭,seated lower back stretch,seated_lower_back_stretch_mobility_stretch_bodyweight,seated_lower_back_stretch_mobility_stretch_bodyweight,REX-000084,RETAINED_CANONICAL,true,EXISTING_CANONICAL,RETAINED_CANONICAL,,기존 canonical stable code 유지,
EXERCISE,REX-000085,gymvisual,2567,gymvisual:2567,앉아서 이상근 스트레칭,seated piriformis stretch,seated_piriformis_stretch_mobility_stretch_bodyweight,seated_piriformis_stretch_mobility_stretch_bodyweight,REX-000085,RETAINED_CANONICAL,true,EXISTING_CANONICAL,RETAINED_CANONICAL,,기존 canonical stable code 유지,
EXERCISE,REX-000086,gymvisual,0405,gymvisual:0405,숄더 프레스,dumbbell seated shoulder press,seated_shoulder_press_vertical_push_dumbbell,seated_shoulder_press_vertical_push_dumbbell,REX-000086,RETAINED_CANONICAL,true,EXISTING_CANONICAL,RETAINED_CANONICAL,,기존 canonical stable code 유지,
EXERCISE,REX-000087,gymvisual,1587,gymvisual:1587,시티드 와이드 앵글 스트레칭,seated wide angle pose sequence,seated_wide_angle_stretch_mobility_stretch_bodyweight,seated_wide_angle_stretch_mobility_stretch_bodyweight,REX-000087,RETAINED_CANONICAL,true,EXISTING_CANONICAL,RETAINED_CANONICAL,,기존 canonical stable code 유지,
EXERCISE,REX-000088,gymvisual,0613,gymvisual:0613,옆으로 누워 대퇴사두근 스트레칭,lying (side) quads stretch,side_lying_quadriceps_stretch_mobility_stretch_bodyweight,side_lying_quadriceps_stretch_mobility_stretch_bodyweight,REX-000088,RETAINED_CANONICAL,true,EXISTING_CANONICAL,RETAINED_CANONICAL,,기존 canonical stable code 유지,
EXERCISE,REX-000089,gymvisual,0721,gymvisual:0721,손목 당기기 스트레칭,side wrist pull stretch,side_wrist_pull_stretch_mobility_stretch_bodyweight,side_wrist_pull_stretch_mobility_stretch_bodyweight,REX-000089,RETAINED_CANONICAL,true,EXISTING_CANONICAL,RETAINED_CANONICAL,,기존 canonical stable code 유지,
EXERCISE,REX-000091,gymvisual,1363,gymvisual:1363,척추 스트레칭,spine stretch,spine_stretch_mobility_stretch_bodyweight,spine_stretch_mobility_stretch_bodyweight,REX-000091,RETAINED_CANONICAL,true,EXISTING_CANONICAL,RETAINED_CANONICAL,,기존 canonical stable code 유지,
EXERCISE,REX-000092,gymvisual,2329,gymvisual:2329,척추 비틀기,spine twist,spine_twist_mobility_stretch_bodyweight,spine_twist_mobility_stretch_bodyweight,REX-000092,RETAINED_CANONICAL,true,EXISTING_CANONICAL,RETAINED_CANONICAL,,기존 canonical stable code 유지,
EXERCISE,REX-000094,gymvisual,1599,gymvisual:1599,스트랩 햄스트링·종아리 스트레칭,standing hamstring and calf stretch with strap,standing_hamstring_calf_strap_stretch_mobility_stretch_stretch_strap,standing_hamstring_calf_strap_stretch_mobility_stretch_stretch_strap,REX-000094,RETAINED_CANONICAL,true,EXISTING_CANONICAL,RETAINED_CANONICAL,,기존 canonical stable code 유지,
EXERCISE,REX-000095,gymvisual,0794,gymvisual:0794,서서 옆구리 스트레칭,standing lateral stretch,standing_lateral_stretch_mobility_stretch_bodyweight,standing_lateral_stretch_mobility_stretch_bodyweight,REX-000095,RETAINED_CANONICAL,true,EXISTING_CANONICAL,RETAINED_CANONICAL,,기존 canonical stable code 유지,
EXERCISE,REX-000096,gymvisual,0817,gymvisual:0817,삼두근 스트레칭,triceps stretch,triceps_stretch_mobility_stretch_bodyweight,triceps_stretch_mobility_stretch_bodyweight,REX-000096,RETAINED_CANONICAL,true,EXISTING_CANONICAL,RETAINED_CANONICAL,,기존 canonical stable code 유지,
EXERCISE,REX-000098,gymvisual,1365,gymvisual:1365,상부 등 스트레칭,upper back stretch,upper_back_stretch_mobility_stretch_bodyweight,upper_back_stretch_mobility_stretch_bodyweight,REX-000098,RETAINED_CANONICAL,true,EXISTING_CANONICAL,RETAINED_CANONICAL,,기존 canonical stable code 유지,
EXERCISE,REX-000099,gymvisual,1377,gymvisual:1377,벽 짚고 종아리 스트레칭,calf stretch with hands against wall,wall_calf_stretch_mobility_stretch_bodyweight,wall_calf_stretch_mobility_stretch_bodyweight,REX-000099,RETAINED_CANONICAL,true,EXISTING_CANONICAL,RETAINED_CANONICAL,,기존 canonical stable code 유지,
EXERCISE,REX-000100,gymvisual,1604,gymvisual:1604,월드 그레이티스트 스트레칭,world greatest stretch,world_greatest_stretch_mobility_stretch_bodyweight,world_greatest_stretch_mobility_stretch_bodyweight,REX-000100,RETAINED_CANONICAL,true,EXISTING_CANONICAL,RETAINED_CANONICAL,,기존 canonical stable code 유지,
EXERCISE,REX-000101,gymvisual,1428,gymvisual:1428,손목 돌리기,wrist circles,wrist_circles_mobility_stretch_bodyweight,wrist_circles_mobility_stretch_bodyweight,REX-000101,RETAINED_CANONICAL,true,EXISTING_CANONICAL,RETAINED_CANONICAL,,기존 canonical stable code 유지,
EXERCISE,REX-000102,gymvisual,0126,gymvisual:0126,리스트 컬,barbell wrist curl,wrist_curl_isolation_barbell,wrist_curl_isolation_barbell,REX-000102,RETAINED_CANONICAL,true,EXISTING_CANONICAL,RETAINED_CANONICAL,,기존 canonical stable code 유지,
