candidate_pair_id,candidate_relation_code,relation_status,decision_source,review_status_code,production_eligible,left_record_id,right_record_id,left_source_key,right_source_key,left_final_stable_code,right_final_stable_code,left_name_ko,right_name_ko,note_ko
ERP-20260827-00016,PRIMARY_VARIANT,VARIANT_CANDIDATE,AUTO_RULE,REVIEW_REQUIRED,False,NEX-000031,REX-000009,v1:NEX-000031,gymvisual:0274,bodyweight_crunch_core_brace_bodyweight,bodyweight_crunch_core_brace_bodyweight,디클라인 크런치,크런치,대표-Variant 후보로 보관하며 canonical 병합은 하지 않는다.
ERP-20260827-00017,PRIMARY_VARIANT,VARIANT_CANDIDATE,AUTO_RULE,REVIEW_REQUIRED,False,REX-000009,REX-000013,gymvisual:0274,gymvisual:0872,bodyweight_crunch_core_brace_bodyweight,bodyweight_reverse_crunch_core_brace_bodyweight,크런치,리버스 크런치,대표-Variant 후보로 보관하며 canonical 병합은 하지 않는다.
ERP-20260827-00018,PRIMARY_VARIANT,VARIANT_CANDIDATE,AUTO_RULE,REVIEW_REQUIRED,False,NEX-000041,REX-000010,v1:NEX-000041,gymvisual:3470,bodyweight_forward_lunge_knee_dominant_bodyweight,bodyweight_forward_lunge_knee_dominant_bodyweight,덤벨 런지,포워드 런지,대표-Variant 후보로 보관하며 canonical 병합은 하지 않는다.
ERP-20260827-00019,PRIMARY_VARIANT,VARIANT_CANDIDATE,AUTO_RULE,REVIEW_REQUIRED,False,NEX-000051,REX-000010,v1:NEX-000051,gymvisual:3470,bodyweight_forward_lunge_knee_dominant_bodyweight,bodyweight_forward_lunge_knee_dominant_bodyweight,덤벨 런지,포워드 런지,대표-Variant 후보로 보관하며 canonical 병합은 하지 않는다.
ERP-20260827-00020,PRIMARY_VARIANT,VARIANT_CANDIDATE,AUTO_RULE,REVIEW_REQUIRED,False,NEX-000128,REX-000010,v1:NEX-000128,gymvisual:3470,bodyweight_forward_lunge_knee_dominant_bodyweight,bodyweight_forward_lunge_knee_dominant_bodyweight,워킹 런지,포워드 런지,대표-Variant 후보로 보관하며 canonical 병합은 하지 않는다.
ERP-20260827-00021,PRIMARY_VARIANT,VARIANT_CANDIDATE,AUTO_RULE,REVIEW_REQUIRED,False,NEX-000167,REX-000010,v1:NEX-000167,gymvisual:3470,bodyweight_forward_lunge_knee_dominant_bodyweight,bodyweight_forward_lunge_knee_dominant_bodyweight,덤벨 크로스 런지,포워드 런지,대표-Variant 후보로 보관하며 canonical 병합은 하지 않는다.
ERP-20260827-00022,PRIMARY_VARIANT,VARIANT_CANDIDATE,AUTO_RULE,REVIEW_REQUIRED,False,NEX-000027,REX-000013,v1:NEX-000027,gymvisual:0872,bodyweight_reverse_crunch_core_brace_bodyweight,bodyweight_reverse_crunch_core_brace_bodyweight,케이블 턱 리버스 크런치,리버스 크런치,대표-Variant 후보로 보관하며 canonical 병합은 하지 않는다.
ERP-20260827-00023,PRIMARY_VARIANT,VARIANT_CANDIDATE,AUTO_RULE,REVIEW_REQUIRED,False,NEX-000088,REX-000013,v1:NEX-000088,gymvisual:0872,bodyweight_reverse_crunch_core_brace_bodyweight,bodyweight_reverse_crunch_core_brace_bodyweight,서스펜디드 리버스 크런치,리버스 크런치,대표-Variant 후보로 보관하며 canonical 병합은 하지 않는다.
ERP-20260827-00024,PRIMARY_VARIANT,VARIANT_CANDIDATE,AUTO_RULE,REVIEW_REQUIRED,False,NEX-000095,REX-000013,v1:NEX-000095,gymvisual:0872,bodyweight_reverse_crunch_core_brace_bodyweight,bodyweight_reverse_crunch_core_brace_bodyweight,케이블 리버스 크런치,리버스 크런치,대표-Variant 후보로 보관하며 canonical 병합은 하지 않는다.
ERP-20260827-00025,PRIMARY_VARIANT,VARIANT_CANDIDATE,AUTO_RULE,REVIEW_REQUIRED,False,NEX-000146,REX-000013,v1:NEX-000146,gymvisual:0872,bodyweight_reverse_crunch_core_brace_bodyweight,bodyweight_reverse_crunch_core_brace_bodyweight,폼롤러 리버스 크런치,리버스 크런치,대표-Variant 후보로 보관하며 canonical 병합은 하지 않는다.
ERP-20260827-00026,PRIMARY_VARIANT,VARIANT_CANDIDATE,AUTO_RULE,REVIEW_REQUIRED,False,NEX-000091,REX-000014,v1:NEX-000091,gymvisual:0687,bodyweight_russian_twist_core_brace_bodyweight,bodyweight_russian_twist_core_brace_bodyweight,중량 러시안 트위스트(바닥 터치),러시안 트위스트,대표-Variant 후보로 보관하며 canonical 병합은 하지 않는다.
ERP-20260827-00027,PRIMARY_VARIANT,VARIANT_CANDIDATE,AUTO_RULE,REVIEW_REQUIRED,False,NEX-000155,REX-000014,v1:NEX-000155,gymvisual:0687,bodyweight_russian_twist_core_brace_bodyweight,bodyweight_russian_twist_core_brace_bodyweight,중량 러시안 트위스트,러시안 트위스트,대표-Variant 후보로 보관하며 canonical 병합은 하지 않는다.
ERP-20260827-00028,PRIMARY_VARIANT,VARIANT_CANDIDATE,AUTO_RULE,REVIEW_REQUIRED,False,NEX-000058,REX-000016,v1:NEX-000058,gymvisual:1373,bodyweight_standing_calf_raise_isolation_bodyweight,bodyweight_standing_calf_raise_isolation_bodyweight,덤벨 싱글 레그 카프 레이즈,스탠딩 카프 레이즈,대표-Variant 후보로 보관하며 canonical 병합은 하지 않는다.
ERP-20260827-00029,PRIMARY_VARIANT,VARIANT_CANDIDATE,AUTO_RULE,REVIEW_REQUIRED,False,NEX-000102,REX-000016,v1:NEX-000102,gymvisual:1373,bodyweight_standing_calf_raise_isolation_bodyweight,bodyweight_standing_calf_raise_isolation_bodyweight,밴드 싱글 레그 카프 레이즈,스탠딩 카프 레이즈,대표-Variant 후보로 보관하며 canonical 병합은 하지 않는다.
ERP-20260827-00030,PRIMARY_VARIANT,VARIANT_CANDIDATE,AUTO_RULE,REVIEW_REQUIRED,False,NEX-000122,REX-000016,v1:NEX-000122,gymvisual:1373,bodyweight_standing_calf_raise_isolation_bodyweight,bodyweight_standing_calf_raise_isolation_bodyweight,한발 카프 레이즈,스탠딩 카프 레이즈,대표-Variant 후보로 보관하며 canonical 병합은 하지 않는다.
ERP-20260827-00031,PRIMARY_VARIANT,VARIANT_CANDIDATE,AUTO_RULE,REVIEW_REQUIRED,False,REX-000016,REX-000080,gymvisual:1373,gymvisual:0088,bodyweight_standing_calf_raise_isolation_bodyweight,seated_calf_raise_isolation_barbell,스탠딩 카프 레이즈,시티드 카프 레이즈,대표-Variant 후보로 보관하며 canonical 병합은 하지 않는다.
ERP-20260827-00032,PRIMARY_VARIANT,VARIANT_CANDIDATE,AUTO_RULE,REVIEW_REQUIRED,False,NEX-000012,REX-000018,v1:NEX-000012,gymvisual:0227,cable_fly_isolation_cable_machine,cable_fly_isolation_cable_machine,케이블 디클라인 플라이,케이블 플라이,대표-Variant 후보로 보관하며 canonical 병합은 하지 않는다.
ERP-20260827-00033,PRIMARY_VARIANT,VARIANT_CANDIDATE,AUTO_RULE,REVIEW_REQUIRED,False,NEX-000017,REX-000018,v1:NEX-000017,gymvisual:0227,cable_fly_isolation_cable_machine,cable_fly_isolation_cable_machine,케이블 인클라인 플라이,케이블 플라이,대표-Variant 후보로 보관하며 canonical 병합은 하지 않는다.
ERP-20260827-00034,PRIMARY_VARIANT,VARIANT_CANDIDATE,AUTO_RULE,REVIEW_REQUIRED,False,NEX-000019,REX-000018,v1:NEX-000019,gymvisual:0227,cable_fly_isolation_cable_machine,cable_fly_isolation_cable_machine,케이블 라잉 플라이,케이블 플라이,대표-Variant 후보로 보관하며 canonical 병합은 하지 않는다.
ERP-20260827-00035,PRIMARY_VARIANT,VARIANT_CANDIDATE,AUTO_RULE,REVIEW_REQUIRED,False,REX-000059,REX-000060,gymvisual:3224,gymvisual:2612,cardio_jump_plyometric_bodyweight,cardio_jump_plyometric_jump_rope,점핑잭,줄넘기,대표-Variant 후보로 보관하며 canonical 병합은 하지 않는다.
ERP-20260827-00036,PRIMARY_VARIANT,VARIANT_CANDIDATE,AUTO_RULE,REVIEW_REQUIRED,False,NEX-000097,REX-000026,v1:NEX-000097,gymvisual:0334,dumbbell_lateral_raise_isolation_dumbbell,dumbbell_lateral_raise_isolation_dumbbell,밴드 프론트 레터럴 레이즈,레터럴 레이즈,대표-Variant 후보로 보관하며 canonical 병합은 하지 않는다.
ERP-20260827-00037,PRIMARY_VARIANT,VARIANT_CANDIDATE,AUTO_RULE,REVIEW_REQUIRED,False,NEX-000054,REX-000027,v1:NEX-000054,gymvisual:0372,dumbbell_preacher_curl_isolation_dumbbell,dumbbell_preacher_curl_isolation_dumbbell,덤벨 시티드 프리처 컬,프리처 컬,대표-Variant 후보로 보관하며 canonical 병합은 하지 않는다.
ERP-20260827-00038,PRIMARY_VARIANT,VARIANT_CANDIDATE,AUTO_RULE,REVIEW_REQUIRED,False,NEX-000060,REX-000027,v1:NEX-000060,gymvisual:0372,dumbbell_preacher_curl_isolation_dumbbell,dumbbell_preacher_curl_isolation_dumbbell,덤벨 스탠딩 프리처 컬,프리처 컬,대표-Variant 후보로 보관하며 canonical 병합은 하지 않는다.
ERP-20260827-00039,PRIMARY_VARIANT,VARIANT_CANDIDATE,AUTO_RULE,REVIEW_REQUIRED,False,NEX-000141,REX-000027,v1:NEX-000141,gymvisual:0372,dumbbell_preacher_curl_isolation_dumbbell,dumbbell_preacher_curl_isolation_dumbbell,덤벨 프리처 컬,프리처 컬,대표-Variant 후보로 보관하며 canonical 병합은 하지 않는다.
ERP-20260827-00040,PRIMARY_VARIANT,VARIANT_CANDIDATE,AUTO_RULE,REVIEW_REQUIRED,False,NEX-000149,REX-000027,v1:NEX-000149,gymvisual:0372,dumbbell_preacher_curl_isolation_dumbbell,dumbbell_preacher_curl_isolation_dumbbell,덤벨 스탠딩 조트만 프리처 컬,프리처 컬,대표-Variant 후보로 보관하며 canonical 병합은 하지 않는다.
ERP-20260827-00041,PRIMARY_VARIANT,VARIANT_CANDIDATE,AUTO_RULE,REVIEW_REQUIRED,False,NEX-000025,REX-000029,v1:NEX-000025,gymvisual:0406,dumbbell_shrug_isolation_dumbbell,dumbbell_shrug_isolation_dumbbell,케이블 슈러그,슈러그,대표-Variant 후보로 보관하며 canonical 병합은 하지 않는다.
ERP-20260827-00042,PRIMARY_VARIANT,VARIANT_CANDIDATE,AUTO_RULE,REVIEW_REQUIRED,False,NEX-000033,REX-000029,v1:NEX-000033,gymvisual:0406,dumbbell_shrug_isolation_dumbbell,dumbbell_shrug_isolation_dumbbell,덤벨 디클라인 슈러그,슈러그,대표-Variant 후보로 보관하며 canonical 병합은 하지 않는다.
ERP-20260827-00043,PRIMARY_VARIANT,VARIANT_CANDIDATE,AUTO_RULE,REVIEW_REQUIRED,False,NEX-000034,REX-000029,v1:NEX-000034,gymvisual:0406,dumbbell_shrug_isolation_dumbbell,dumbbell_shrug_isolation_dumbbell,덤벨 디클라인 슈러그,슈러그,대표-Variant 후보로 보관하며 canonical 병합은 하지 않는다.
ERP-20260827-00044,PRIMARY_VARIANT,VARIANT_CANDIDATE,AUTO_RULE,REVIEW_REQUIRED,False,NEX-000038,REX-000029,v1:NEX-000038,gymvisual:0406,dumbbell_shrug_isolation_dumbbell,dumbbell_shrug_isolation_dumbbell,덤벨 인클라인 슈러그,슈러그,대표-Variant 후보로 보관하며 canonical 병합은 하지 않는다.
ERP-20260827-00045,PRIMARY_VARIANT,VARIANT_CANDIDATE,AUTO_RULE,REVIEW_REQUIRED,False,NEX-000106,REX-000029,v1:NEX-000106,gymvisual:0406,dumbbell_shrug_isolation_dumbbell,dumbbell_shrug_isolation_dumbbell,밴드 슈러그,슈러그,대표-Variant 후보로 보관하며 canonical 병합은 하지 않는다.
ERP-20260827-00046,PRIMARY_VARIANT,VARIANT_CANDIDATE,AUTO_RULE,REVIEW_REQUIRED,False,NEX-000150,REX-000038,v1:NEX-000150,gymvisual:0499,inverted_row_horizontal_pull_bodyweight,inverted_row_horizontal_pull_bodyweight,인버티드 로우 온 벤치,인버티드 로우,대표-Variant 후보로 보관하며 canonical 병합은 하지 않는다.
ERP-20260827-00047,PRIMARY_VARIANT,VARIANT_CANDIDATE,AUTO_RULE,REVIEW_REQUIRED,False,REX-000038,REX-000079,gymvisual:0499,gymvisual:0861,inverted_row_horizontal_pull_bodyweight,seated_cable_row_horizontal_pull_cable_machine,인버티드 로우,시티드 케이블 로우,대표-Variant 후보로 보관하며 canonical 병합은 하지 않는다.
ERP-20260827-00048,PRIMARY_VARIANT,VARIANT_CANDIDATE,AUTO_RULE,REVIEW_REQUIRED,False,NEX-000189,REX-000040,v1:NEX-000189,gymvisual:0198,lat_pulldown_vertical_pull_cable_machine,lat_pulldown_vertical_pull_cable_machine,하프 니링 원암 랫풀다운,랫풀다운,대표-Variant 후보로 보관하며 canonical 병합은 하지 않는다.
ERP-20260827-00049,PRIMARY_VARIANT,VARIANT_CANDIDATE,AUTO_RULE,REVIEW_REQUIRED,False,NEX-000203,REX-000044,v1:NEX-000203,gymvisual:0585,machine_leg_extension_isolation_machine,machine_leg_extension_isolation_machine,레그 익스텐션,레그 익스텐션,대표-Variant 후보로 보관하며 canonical 병합은 하지 않는다.
ERP-20260827-00050,PRIMARY_VARIANT,VARIANT_CANDIDATE,AUTO_RULE,REVIEW_REQUIRED,False,NEX-000083,REX-000045,v1:NEX-000083,gymvisual:1403,neck_lateral_stretch_mobility_stretch_bodyweight,neck_lateral_stretch_mobility_stretch_bodyweight,사이드 푸시 목 스트레칭,목 옆면 스트레칭,대표-Variant 후보로 보관하며 canonical 병합은 하지 않는다.
ERP-20260827-00051,PRIMARY_VARIANT,VARIANT_CANDIDATE,AUTO_RULE,REVIEW_REQUIRED,False,REX-000048,REX-000096,gymvisual:0643,gymvisual:0817,overhead_triceps_stretch_mobility_stretch_bodyweight,triceps_stretch_mobility_stretch_bodyweight,오버헤드 삼두근 스트레칭,삼두근 스트레칭,대표-Variant 후보로 보관하며 canonical 병합은 하지 않는다.
ERP-20260827-00052,PRIMARY_VARIANT,VARIANT_CANDIDATE,AUTO_RULE,REVIEW_REQUIRED,False,NEX-000194,REX-000049,v1:NEX-000194,gymvisual:1094,pectorals_horizontal_push_horizontal_push_machine,pectorals_horizontal_push_horizontal_push_machine,스탠딩 케이블 체스트 프레스,체스트 프레스,대표-Variant 후보로 보관하며 canonical 병합은 하지 않는다.
ERP-20260827-00053,PRIMARY_VARIANT,VARIANT_CANDIDATE,AUTO_RULE,REVIEW_REQUIRED,False,NEX-000206,REX-000049,v1:NEX-000206,gymvisual:1094,pectorals_horizontal_push_horizontal_push_machine,pectorals_horizontal_push_horizontal_push_machine,인클라인 덤벨 벤치프레스,체스트 프레스,대표-Variant 후보로 보관하며 canonical 병합은 하지 않는다.
ERP-20260827-00054,PRIMARY_VARIANT,VARIANT_CANDIDATE,AUTO_RULE,REVIEW_REQUIRED,False,NEX-000052,REX-000055,v1:NEX-000052,gymvisual:0082,reverse_wrist_curl_isolation_barbell,reverse_wrist_curl_isolation_barbell,덤벨 리버스 리스트 컬,리버스 리스트 컬,대표-Variant 후보로 보관하며 canonical 병합은 하지 않는다.
ERP-20260827-00055,PRIMARY_VARIANT,VARIANT_CANDIDATE,AUTO_RULE,REVIEW_REQUIRED,False,NEX-000100,REX-000055,v1:NEX-000100,gymvisual:0082,reverse_wrist_curl_isolation_barbell,reverse_wrist_curl_isolation_barbell,밴드 리버스 리스트 컬,리버스 리스트 컬,대표-Variant 후보로 보관하며 canonical 병합은 하지 않는다.
ERP-20260827-00056,PRIMARY_VARIANT,VARIANT_CANDIDATE,AUTO_RULE,REVIEW_REQUIRED,False,REX-000055,REX-000102,gymvisual:0082,gymvisual:0126,reverse_wrist_curl_isolation_barbell,wrist_curl_isolation_barbell,리버스 리스트 컬,리스트 컬,대표-Variant 후보로 보관하며 canonical 병합은 하지 않는다.
ERP-20260827-00057,PRIMARY_VARIANT,VARIANT_CANDIDATE,AUTO_RULE,REVIEW_REQUIRED,False,NEX-000196,REX-000076,v1:NEX-000196,gymvisual:1117,row_variant_horizontal_pull_cable_machine,row_variant_horizontal_pull_cable_machine,머신 시티드 로우,로우,대표-Variant 후보로 보관하며 canonical 병합은 하지 않는다.
ERP-20260827-00058,PRIMARY_VARIANT,VARIANT_CANDIDATE,AUTO_RULE,REVIEW_REQUIRED,False,REX-000076,REX-000079,gymvisual:1117,gymvisual:0861,row_variant_horizontal_pull_cable_machine,seated_cable_row_horizontal_pull_cable_machine,로우,시티드 케이블 로우,대표-Variant 후보로 보관하며 canonical 병합은 하지 않는다.
ERP-20260827-00059,PRIMARY_VARIANT,VARIANT_CANDIDATE,AUTO_RULE,REVIEW_REQUIRED,False,NEX-000013,REX-000079,v1:NEX-000013,gymvisual:0861,seated_cable_row_horizontal_pull_cable_machine,seated_cable_row_horizontal_pull_cable_machine,케이블 디클라인 시티드 와이드그립 로우,시티드 케이블 로우,대표-Variant 후보로 보관하며 canonical 병합은 하지 않는다.
ERP-20260827-00060,PRIMARY_VARIANT,VARIANT_CANDIDATE,AUTO_RULE,REVIEW_REQUIRED,False,NEX-000014,REX-000079,v1:NEX-000014,gymvisual:0861,seated_cable_row_horizontal_pull_cable_machine,seated_cable_row_horizontal_pull_cable_machine,케이블 바닥 시티드 와이드그립 로우,시티드 케이블 로우,대표-Variant 후보로 보관하며 canonical 병합은 하지 않는다.
ERP-20260827-00061,PRIMARY_VARIANT,VARIANT_CANDIDATE,AUTO_RULE,REVIEW_REQUIRED,False,NEX-000015,REX-000079,v1:NEX-000015,gymvisual:0861,seated_cable_row_horizontal_pull_cable_machine,seated_cable_row_horizontal_pull_cable_machine,케이블 하이 로우(니링),시티드 케이블 로우,대표-Variant 후보로 보관하며 canonical 병합은 하지 않는다.
ERP-20260827-00062,PRIMARY_VARIANT,VARIANT_CANDIDATE,AUTO_RULE,REVIEW_REQUIRED,False,NEX-000070,REX-000080,v1:NEX-000070,gymvisual:0088,seated_calf_raise_isolation_barbell,seated_calf_raise_isolation_barbell,시티드 카프 레이즈,시티드 카프 레이즈,대표-Variant 후보로 보관하며 canonical 병합은 하지 않는다.
ERP-20260827-00063,PRIMARY_VARIANT,VARIANT_CANDIDATE,AUTO_RULE,REVIEW_REQUIRED,False,NEX-000120,REX-000080,v1:NEX-000120,gymvisual:0088,seated_calf_raise_isolation_barbell,seated_calf_raise_isolation_barbell,덤벨 시티드 카프 레이즈,시티드 카프 레이즈,대표-Variant 후보로 보관하며 canonical 병합은 하지 않는다.
ERP-20260827-00064,PRIMARY_VARIANT,VARIANT_CANDIDATE,AUTO_RULE,REVIEW_REQUIRED,False,NEX-000087,REX-000083,v1:NEX-000087,gymvisual:0599,seated_leg_curl_knee_flexion_machine,seated_leg_curl_knee_flexion_machine,싱글 레그 컬,레그 컬,대표-Variant 후보로 보관하며 canonical 병합은 하지 않는다.
ERP-20260827-00065,PRIMARY_VARIANT,VARIANT_CANDIDATE,AUTO_RULE,REVIEW_REQUIRED,False,NEX-000202,REX-000083,v1:NEX-000202,gymvisual:0599,seated_leg_curl_knee_flexion_machine,seated_leg_curl_knee_flexion_machine,레그컬,레그 컬,대표-Variant 후보로 보관하며 canonical 병합은 하지 않는다.
ERP-20260827-00066,PRIMARY_VARIANT,VARIANT_CANDIDATE,AUTO_RULE,REVIEW_REQUIRED,False,NEX-000055,REX-000086,v1:NEX-000055,gymvisual:0405,seated_shoulder_press_vertical_push_dumbbell,seated_shoulder_press_vertical_push_dumbbell,덤벨 시티드 숄더 프레스,숄더 프레스,대표-Variant 후보로 보관하며 canonical 병합은 하지 않는다.
ERP-20260827-00067,PRIMARY_VARIANT,VARIANT_CANDIDATE,AUTO_RULE,REVIEW_REQUIRED,False,NEX-000101,REX-000086,v1:NEX-000101,gymvisual:0405,seated_shoulder_press_vertical_push_dumbbell,seated_shoulder_press_vertical_push_dumbbell,밴드 숄더 프레스,숄더 프레스,대표-Variant 후보로 보관하며 canonical 병합은 하지 않는다.
ERP-20260827-00068,PRIMARY_VARIANT,VARIANT_CANDIDATE,AUTO_RULE,REVIEW_REQUIRED,False,NEX-000163,REX-000086,v1:NEX-000163,gymvisual:0405,seated_shoulder_press_vertical_push_dumbbell,seated_shoulder_press_vertical_push_dumbbell,밴드 시티드 숄더 프레스,숄더 프레스,대표-Variant 후보로 보관하며 canonical 병합은 하지 않는다.
ERP-20260827-00069,PRIMARY_VARIANT,VARIANT_CANDIDATE,AUTO_RULE,REVIEW_REQUIRED,False,NEX-000198,REX-000086,v1:NEX-000198,gymvisual:0405,seated_shoulder_press_vertical_push_dumbbell,seated_shoulder_press_vertical_push_dumbbell,바벨 오버헤드 프레스,숄더 프레스,대표-Variant 후보로 보관하며 canonical 병합은 하지 않는다.
ERP-20260827-00070,PRIMARY_VARIANT,VARIANT_CANDIDATE,AUTO_RULE,REVIEW_REQUIRED,False,NEX-000200,REX-000086,v1:NEX-000200,gymvisual:0405,seated_shoulder_press_vertical_push_dumbbell,seated_shoulder_press_vertical_push_dumbbell,덤벨 아놀드 프레스,숄더 프레스,대표-Variant 후보로 보관하며 canonical 병합은 하지 않는다.
ERP-20260827-00071,PRIMARY_VARIANT,VARIANT_CANDIDATE,AUTO_RULE,REVIEW_REQUIRED,False,NEX-000207,REX-000086,v1:NEX-000207,gymvisual:0405,seated_shoulder_press_vertical_push_dumbbell,seated_shoulder_press_vertical_push_dumbbell,머신 숄더프레스,숄더 프레스,대표-Variant 후보로 보관하며 canonical 병합은 하지 않는다.
ERP-20260827-00072,PRIMARY_VARIANT,VARIANT_CANDIDATE,AUTO_RULE,REVIEW_REQUIRED,False,REX-000091,REX-000092,gymvisual:1363,gymvisual:2329,spine_stretch_mobility_stretch_bodyweight,spine_twist_mobility_stretch_bodyweight,척추 스트레칭,척추 비틀기,대표-Variant 후보로 보관하며 canonical 병합은 하지 않는다.
