representative_exercise_id,stable_code,name_ko,display_name_ko,name_en,training_type_code,primary_movement_pattern_code,body_focus_code,primary_body_area_codes,secondary_body_area_codes,equipment_codes,location_codes,setup_condition_ko,difficulty_code,timing_mode_code,phase_codes,default_seconds_per_rep,default_work_seconds,default_rest_seconds,default_transition_seconds,instruction_summary_ko,form_cues_ko,instruction_content_version,source_track,source_identity,source_key,legacy_source_track,legacy_source_identity,legacy_source_key,source_system,source_record_id,source_name,source_name_en,source_name_ko,source_url,source_author,source_license,source_license_author,license_id,license_name,license_version,license_url,attribution_text,accessed_at,license_review_status,source_media_reference,source_media_id,source_instruction_en,source_instruction_steps_en,source_provenance_status,source_license_status,instruction_identity_status,timing_phase_review_status,review_status_code,review_required,review_required_codes,canonical_decision_code,canonical_decision_note_ko,canonical_decision_source,canonical_status,catalog_version_code,difficulty_status,production_eligible,recovery_eligible,v1_exercise_ids,allowed_experience_level_codes,fitt_mapping_exception_code,fitt_mapping_note,fitt_template_ids_by_experience,mapping_source_exercise_id,record_type
REX-000001,abs_core_brace_core_brace_mat,누워서 복부 수축하기,누워서 복부 수축하기,,STRENGTH,CORE_BRACE,CORE,"[""ABDOMEN""]","[""LOWER_BACK""]","[""MAT""]","[""HOME""]",,BEGINNER,DURATION,"[""MAIN""]",,30,90,15,복부 브레이싱 운동은 몸통을 유지하며 몸통 주변에 힘을 쓰는 운동입니다.,"[""안내된 시작 자세를 안정적으로 잡는다."",""배 주변에 가볍게 힘을 주고 숨을 쉰다."",""몸통이 흔들리지 않는 범위에서 팔이나 다리를 움직인다."",""천천히 시작 자세로 돌아온다.""]",representative-content-v0.1.0,kspo,9cbed9e85b778b40b4786394c774c081fcfb39e3cf13df612476c9d0bf56c9e7,kspo:9cbed9e85b778b40b4786394c774c081fcfb39e3cf13df612476c9d0bf56c9e7,,,,kspo,9cbed9e85b778b40b4786394c774c081fcfb39e3cf13df612476c9d0bf56c9e7,누워서 배가로근 수축1,,누워서 배가로근 수축1,https://www.data.go.kr/data/15108846/openapi.do,서울올림픽기념국민체육진흥공단,KOGL_TYPE_1,서울올림픽기념국민체육진흥공단 — https://www.data.go.kr/data/15108846/openapi.do,KOGL_TYPE_1,공공누리 제1유형,1,https://www.kogl.or.kr/info/license.do,서울올림픽기념국민체육진흥공단 — https://www.data.go.kr/data/15108846/openapi.do,REVIEW_REQUIRED,REVIEW_REQUIRED,file:0AUDLJ08S_00234.mp4;frames:6,9cbed9e85b778b40b4786394c774c081fcfb39e3cf13df612476c9d0bf56c9e7,,,RESOLVED_INTEGRATED_SOURCE,REVIEW_REQUIRED,CONTENT_PRESENT_REVIEWED_ARTIFACT,APPROVED_FROM_POLICY,DOMAIN_APPROVED,True,"[""SOURCE_LICENSE_REVIEW_REQUIRED""]",RETAINED_CANONICAL,기존 canonical stable code를 재정렬하지 않고 유지한다.,EXISTING_CANONICAL,ACTIVE_CANONICAL_RETAINED,exercise-catalog-v2.0.2-final,APPROVED,False,False,[],,,,,,
REX-000029,dumbbell_shrug_isolation_dumbbell,슈러그,슈러그,dumbbell shrug,STRENGTH,ISOLATION,BACK,"[""UPPER_BACK""]","[""SHOULDER""]","[""DUMBBELL""]","[""HOME"",""GYM""]",,BEGINNER,REPS,"[""MAIN""]",4,,90,15,슈러그 운동은 다른 부위의 움직임을 줄이고 등을 집중해 사용하는 운동입니다.,"[""시작 자세와 기구를 안정적으로 준비한다."",""안내된 부위를 중심으로 천천히 움직인다."",""끝 범위에서 힘을 잠시 유지한다."",""반동 없이 시작 자세로 돌아온다.""]",representative-content-v0.1.0,gymvisual,0406,gymvisual:0406,,,,gymvisual,0406,dumbbell shrug,dumbbell shrug,,https://github.com/hasaneyldrm/exercises-dataset,Aliaksandr Makatserchyk / Gym visual,MIT,© Gym visual — https://gymvisual.com/,MIT,MIT License,REVIEW_REQUIRED,https://opensource.org/license/mit/,© Aliaksandr Makatserchyk - Gym visual - https://gymvisual.com/,2026-08-20T00:00:00+09:00,PARTIALLY_REVIEWED,image:images/0406-NJzBsGJ.jpg;gif:videos/0406-NJzBsGJ.gif,NJzBsGJ,"Stand with your feet shoulder-width apart and hold a dumbbell in each hand with your palms facing your body. Keep your arms straight and let the dumbbells hang by your sides. Raise your shoulders as high as possible, as if you are trying to touch your ears with your shoulders. Hold the contraction for a second, then slowly lower your shoulders back down to the starting position. Repeat for the desired number of repetitions.","[""Stand with your feet shoulder-width apart and hold a dumbbell in each hand with your palms facing your body."", ""Keep your arms straight and let the dumbbells hang by your sides."", ""Raise your shoulders as high as possible, as if you are trying to touch your ears with your shoulders."", ""Hold the contraction for a second, then slowly lower your shoulders back down to the starting position."", ""Repeat for the desired number of repetitions.""]",RESOLVED_INTEGRATED_SOURCE,REVIEW_REQUIRED,CONTENT_PRESENT_REVIEWED_ARTIFACT,APPROVED_FROM_POLICY,DOMAIN_APPROVED,True,"[""SOURCE_LICENSE_REVIEW_REQUIRED""]",RETAINED_CANONICAL,기존 canonical stable code를 재정렬하지 않고 유지한다.,EXISTING_CANONICAL,ACTIVE_CANONICAL_RETAINED,exercise-catalog-v2.0.2-final,APPROVED,False,False,[],,,,,,
REX-000030,dumbbell_standing_curl_isolation_dumbbell,덤벨 바이셉스 컬,덤벨 바이셉스 컬,dumbbell standing biceps curl,STRENGTH,ISOLATION,BICEPS,"[""ELBOW""]","[""WRIST_HAND""]","[""DUMBBELL""]","[""HOME"",""GYM""]",,BEGINNER,REPS,"[""MAIN""]",4,,90,15,덤벨 바이셉스 컬 운동은 다른 부위의 움직임을 줄이고 팔 앞쪽을 집중해 사용하는 운동입니다.,"[""시작 자세와 기구를 안정적으로 준비한다."",""안내된 부위를 중심으로 천천히 움직인다."",""끝 범위에서 힘을 잠시 유지한다."",""반동 없이 시작 자세로 돌아온다.""]",representative-content-v0.1.0,gymvisual,0416,gymvisual:0416,,,,gymvisual,0416,dumbbell standing biceps curl,dumbbell standing biceps curl,,https://github.com/hasaneyldrm/exercises-dataset,Aliaksandr Makatserchyk / Gym visual,MIT,© Gym visual — https://gymvisual.com/,MIT,MIT License,REVIEW_REQUIRED,https://opensource.org/license/mit/,© Aliaksandr Makatserchyk - Gym visual - https://gymvisual.com/,2026-08-20T00:00:00+09:00,PARTIALLY_REVIEWED,image:images/0416-3s4NnTh.jpg;gif:videos/0416-3s4NnTh.gif,3s4NnTh,"Stand up straight with a dumbbell in each hand, palms facing forward and arms fully extended. Keeping your upper arms stationary, exhale and curl the weights while contracting your biceps. Continue to raise the dumbbells until your biceps are fully contracted and the dumbbells are at shoulder level. Hold the contracted position for a brief pause as you squeeze your biceps. Inhale and slowly begin to lower the dumbbells back to the starting position. Repeat for the desired number of repetitions.","[""Stand up straight with a dumbbell in each hand, palms facing forward and arms fully extended."", ""Keeping your upper arms stationary, exhale and curl the weights while contracting your biceps."", ""Continue to raise the dumbbells until your biceps are fully contracted and the dumbbells are at shoulder level."", ""Hold the contracted position for a brief pause as you squeeze your biceps."", ""Inhale and slowly begin to lower the dumbbells back to the starting position."", ""Repeat for the desired number of repetitions.""]",RESOLVED_INTEGRATED_SOURCE,REVIEW_REQUIRED,CONTENT_PRESENT_REVIEWED_ARTIFACT,APPROVED_FROM_POLICY,DOMAIN_APPROVED,True,"[""SOURCE_LICENSE_REVIEW_REQUIRED""]",RETAINED_CANONICAL,기존 canonical stable code를 재정렬하지 않고 유지한다.,EXISTING_CANONICAL,ACTIVE_CANONICAL_RETAINED,exercise-catalog-v2.0.2-final,APPROVED,False,False,[],,,,,,
REX-000031,dumbbell_step_up_lunge_knee_dominant_dumbbell_step_box,덤벨 스텝업 런지,덤벨 스텝업 런지,dumbbell step-up lunge,STRENGTH,KNEE_DOMINANT,QUADRICEPS,"[""KNEE"",""HIP""]","[""ANKLE_FOOT""]","[""DUMBBELL"",""STEP_BOX""]","[""HOME"",""GYM""]",,INTERMEDIATE,REPS,"[""MAIN""]",4,,90,15,덤벨 스텝업 런지 운동은 다리를 굽혔다 펴며 허벅지 앞쪽을 사용하는 운동입니다.,"[""발을 편하게 벌리고 양발에 무게를 나눈다."",""엉덩이를 뒤로 보내며 무릎을 천천히 굽힌다."",""발바닥을 바닥에 두고 편한 범위까지만 내려간다."",""발로 바닥을 밀며 천천히 시작 자세로 돌아온다.""]",representative-content-v0.1.0,gymvisual,2796,gymvisual:2796,,,,gymvisual,2796,dumbbell step-up lunge,dumbbell step-up lunge,,https://github.com/hasaneyldrm/exercises-dataset,Aliaksandr Makatserchyk / Gym visual,MIT,© Gym visual — https://gymvisual.com/,MIT,MIT License,REVIEW_REQUIRED,https://opensource.org/license/mit/,© Aliaksandr Makatserchyk - Gym visual - https://gymvisual.com/,2026-08-20T00:00:00+09:00,PARTIALLY_REVIEWED,image:images/2796-gFyFj9z.jpg;gif:videos/2796-gFyFj9z.gif,gFyFj9z,"Stand in front of a step or platform with a dumbbell in each hand, palms facing your sides. Place your right foot on the step, ensuring your entire foot is on the surface. Push through your right heel and lift your body up onto the step, bringing your left foot up as well. Once both feet are on the step, lower your left foot back down to the starting position, keeping your right foot on the step. Repeat the movement, alternating which foot you step up with each time. Continue for the desired number of repetitions.","[""Stand in front of a step or platform with a dumbbell in each hand, palms facing your sides."", ""Place your right foot on the step, ensuring your entire foot is on the surface."", ""Push through your right heel and lift your body up onto the step, bringing your left foot up as well."", ""Once both feet are on the step, lower your left foot back down to the starting position, keeping your right foot on the step."", ""Repeat the movement, alternating which foot you step up with each time."", ""Continue for the desired number of repetitions.""]",RESOLVED_INTEGRATED_SOURCE,REVIEW_REQUIRED,CONTENT_PRESENT_REVIEWED_ARTIFACT,APPROVED_FROM_POLICY,DOMAIN_APPROVED,True,"[""SOURCE_LICENSE_REVIEW_REQUIRED""]",RETAINED_CANONICAL,기존 canonical stable code를 재정렬하지 않고 유지한다.,EXISTING_CANONICAL,ACTIVE_CANONICAL_RETAINED,exercise-catalog-v2.0.2-final,APPROVED,False,False,[],,,,,,
REX-000032,dynamic_chest_stretch_mobility_stretch_bodyweight,다이내믹 가슴 스트레칭,다이내믹 가슴 스트레칭,dynamic chest stretch (male),MOBILITY,MOBILITY_STRETCH,MOBILITY,"[""CHEST""]","[""SHOULDER"",""UPPER_BACK""]","[""BODYWEIGHT""]","[""HOME"",""GYM""]",,BEGINNER,DURATION,"[""WARMUP"",""COOLDOWN""]",,30,30,15,다이내믹 가슴 스트레칭 운동은 가슴 주변을 천천히 움직이며 범위를 확인하는 스트레칭입니다.,"[""편안한 시작 자세를 잡고 주변 공간을 확인한다."",""숨을 고르게 쉬며 안내된 방향으로 천천히 움직인다."",""당김이 느껴지는 범위에서 잠시 멈춘다."",""반동 없이 시작 자세로 천천히 돌아온다.""]",representative-content-v0.1.0,gymvisual,1167,gymvisual:1167,,,,gymvisual,1167,dynamic chest stretch (male),dynamic chest stretch (male),,https://github.com/hasaneyldrm/exercises-dataset,Aliaksandr Makatserchyk / Gym visual,MIT,© Gym visual — https://gymvisual.com/,MIT,MIT License,REVIEW_REQUIRED,https://opensource.org/license/mit/,© Aliaksandr Makatserchyk - Gym visual - https://gymvisual.com/,2026-08-20T00:00:00+09:00,PARTIALLY_REVIEWED,image:images/1167-3uj0Ozg.jpg;gif:videos/1167-3uj0Ozg.gif,3uj0Ozg,"Stand tall with your feet shoulder-width apart. Extend your arms straight out to the sides, parallel to the ground. Slowly bring your arms forward, crossing them in front of your body. Feel the stretch in your chest muscles. Hold the stretch for 10-30 seconds. Return to the starting position and repeat for the desired number of repetitions.","[""Stand tall with your feet shoulder-width apart."", ""Extend your arms straight out to the sides, parallel to the ground."", ""Slowly bring your arms forward, crossing them in front of your body."", ""Feel the stretch in your chest muscles."", ""Hold the stretch for 10-30 seconds."", ""Return to the starting position and repeat for the desired number of repetitions.""]",RESOLVED_INTEGRATED_SOURCE,REVIEW_REQUIRED,CONTENT_PRESENT_REVIEWED_ARTIFACT,APPROVED_FROM_POLICY,DOMAIN_APPROVED,True,"[""SOURCE_LICENSE_REVIEW_REQUIRED""]",RETAINED_CANONICAL,기존 canonical stable code를 재정렬하지 않고 유지한다.,EXISTING_CANONICAL,ACTIVE_CANONICAL_RETAINED,exercise-catalog-v2.0.2-final,APPROVED,False,True,[],,,,,,
REX-000033,exercise_ball_hip_flexor_stretch_mobility_stretch_stability_ball,짐볼 고관절 스트레칭,짐볼 고관절 스트레칭,exercise ball hip flexor stretch,MOBILITY,MOBILITY_STRETCH,MOBILITY,"[""HIP""]","[""LOWER_BACK""]","[""STABILITY_BALL""]","[""HOME"",""GYM""]",,INTERMEDIATE,DURATION,"[""WARMUP"",""COOLDOWN""]",,30,30,15,짐볼 고관절 굴근 스트레칭 운동은 고관절 주변을 천천히 움직이며 범위를 확인하는 스트레칭입니다.,"[""편안한 시작 자세를 잡고 주변 공간을 확인한다."",""숨을 고르게 쉬며 안내된 방향으로 천천히 움직인다."",""당김이 느껴지는 범위에서 잠시 멈춘다."",""반동 없이 시작 자세로 천천히 돌아온다.""]",representative-content-v0.1.0,gymvisual,1559,gymvisual:1559,,,,gymvisual,1559,exercise ball hip flexor stretch,exercise ball hip flexor stretch,,https://github.com/hasaneyldrm/exercises-dataset,Aliaksandr Makatserchyk / Gym visual,MIT,© Gym visual — https://gymvisual.com/,MIT,MIT License,REVIEW_REQUIRED,https://opensource.org/license/mit/,© Aliaksandr Makatserchyk - Gym visual - https://gymvisual.com/,2026-08-20T00:00:00+09:00,PARTIALLY_REVIEWED,image:images/1559-2LQkNPW.jpg;gif:videos/1559-2LQkNPW.gif,2LQkNPW,"Place the stability ball on the ground and kneel in front of it. Place your right foot on top of the stability ball, with your knee bent at a 90-degree angle. Extend your left leg behind you, keeping it straight. Lean forward, pushing your hips towards the stability ball, until you feel a stretch in your right hip flexor. Hold the stretch for 20-30 seconds, then switch sides and repeat.","[""Place the stability ball on the ground and kneel in front of it."", ""Place your right foot on top of the stability ball, with your knee bent at a 90-degree angle."", ""Extend your left leg behind you, keeping it straight."", ""Lean forward, pushing your hips towards the stability ball, until you feel a stretch in your right hip flexor."", ""Hold the stretch for 20-30 seconds, then switch sides and repeat.""]",RESOLVED_INTEGRATED_SOURCE,REVIEW_REQUIRED,CONTENT_PRESENT_REVIEWED_ARTIFACT,APPROVED_FROM_POLICY,DOMAIN_APPROVED,True,"[""SOURCE_LICENSE_REVIEW_REQUIRED""]",RETAINED_CANONICAL,기존 canonical stable code를 재정렬하지 않고 유지한다.,EXISTING_CANONICAL,ACTIVE_CANONICAL_RETAINED,exercise-catalog-v2.0.2-final,APPROVED,False,True,[],,,,,,
REX-000034,hamstring_stretch_mobility_stretch_bodyweight,햄스트링 스트레칭,햄스트링 스트레칭,hamstring stretch,MOBILITY,MOBILITY_STRETCH,MOBILITY,"[""KNEE""]","[""HIP""]","[""BODYWEIGHT""]","[""HOME"",""GYM""]",,BEGINNER,DURATION,"[""WARMUP"",""COOLDOWN""]",,30,30,15,햄스트링 스트레칭 운동은 무릎 주변을 천천히 움직이며 범위를 확인하는 스트레칭입니다.,"[""편안한 시작 자세를 잡고 주변 공간을 확인한다."",""숨을 고르게 쉬며 안내된 방향으로 천천히 움직인다."",""당김이 느껴지는 범위에서 잠시 멈춘다."",""반동 없이 시작 자세로 천천히 돌아온다.""]",representative-content-v0.1.0,gymvisual,1511,gymvisual:1511,,,,gymvisual,1511,hamstring stretch,hamstring stretch,,https://github.com/hasaneyldrm/exercises-dataset,Aliaksandr Makatserchyk / Gym visual,MIT,© Gym visual — https://gymvisual.com/,MIT,MIT License,REVIEW_REQUIRED,https://opensource.org/license/mit/,© Aliaksandr Makatserchyk - Gym visual - https://gymvisual.com/,2026-08-20T00:00:00+09:00,PARTIALLY_REVIEWED,image:images/1511-99rWm7w.jpg;gif:videos/1511-99rWm7w.gif,99rWm7w,"Stand with your feet shoulder-width apart. Step forward with your right foot and shift your weight onto your right leg. Keeping your back straight, slowly bend forward at the hips, reaching towards your right foot with both hands. Hold the stretch for 20-30 seconds, then return to the starting position. Repeat on the other side.","[""Stand with your feet shoulder-width apart."", ""Step forward with your right foot and shift your weight onto your right leg."", ""Keeping your back straight, slowly bend forward at the hips, reaching towards your right foot with both hands."", ""Hold the stretch for 20-30 seconds, then return to the starting position."", ""Repeat on the other side.""]",RESOLVED_INTEGRATED_SOURCE,REVIEW_REQUIRED,CONTENT_PRESENT_REVIEWED_ARTIFACT,APPROVED_FROM_POLICY,DOMAIN_APPROVED,True,"[""SOURCE_LICENSE_REVIEW_REQUIRED""]",RETAINED_CANONICAL,기존 canonical stable code를 재정렬하지 않고 유지한다.,EXISTING_CANONICAL,ACTIVE_CANONICAL_RETAINED,exercise-catalog-v2.0.2-final,APPROVED,False,True,"[""NEX-000135""]",,,,,,
REX-000035,hand_grip_squeeze_isolation_household_weight,손 악력 쥐기,손 악력 쥐기,weighted standing hand squeeze,STRENGTH,ISOLATION,FOREARMS,"[""WRIST_HAND""]","[""ELBOW""]","[""HOUSEHOLD_WEIGHT""]","[""HOME"",""GYM""]",,BEGINNER,REPS,"[""MAIN""]",4,,90,15,손 악력 쥐기 운동은 다른 부위의 움직임을 줄이고 팔뚝을 집중해 사용하는 운동입니다.,"[""시작 자세와 기구를 안정적으로 준비한다."",""안내된 부위를 중심으로 천천히 움직인다."",""끝 범위에서 힘을 잠시 유지한다."",""반동 없이 시작 자세로 돌아온다.""]",representative-content-v0.1.0,gymvisual,0854,gymvisual:0854,,,,gymvisual,0854,weighted standing hand squeeze,weighted standing hand squeeze,,https://github.com/hasaneyldrm/exercises-dataset,Aliaksandr Makatserchyk / Gym visual,MIT,© Gym visual — https://gymvisual.com/,MIT,MIT License,REVIEW_REQUIRED,https://opensource.org/license/mit/,© Aliaksandr Makatserchyk - Gym visual - https://gymvisual.com/,2026-08-20T00:00:00+09:00,PARTIALLY_REVIEWED,image:images/0854-bjqbauy.jpg;gif:videos/0854-bjqbauy.gif,bjqbauy,"Stand with your feet shoulder-width apart and hold a weight in each hand. Extend your arms straight in front of you, palms facing each other. Squeeze your hands together as hard as you can, engaging your forearms. Hold the squeeze for a few seconds, then release. Repeat for the desired number of repetitions.","[""Stand with your feet shoulder-width apart and hold a weight in each hand."", ""Extend your arms straight in front of you, palms facing each other."", ""Squeeze your hands together as hard as you can, engaging your forearms."", ""Hold the squeeze for a few seconds, then release."", ""Repeat for the desired number of repetitions.""]",RESOLVED_INTEGRATED_SOURCE,REVIEW_REQUIRED,CONTENT_PRESENT_REVIEWED_ARTIFACT,APPROVED_FROM_POLICY,DOMAIN_APPROVED,True,"[""SOURCE_LICENSE_REVIEW_REQUIRED""]",RETAINED_CANONICAL,기존 canonical stable code를 재정렬하지 않고 유지한다.,EXISTING_CANONICAL,ACTIVE_CANONICAL_RETAINED,exercise-catalog-v2.0.2-final,APPROVED,False,False,[],,,,,,
REX-000036,hip_flexor_quadriceps_stretch_mobility_stretch_stretch_strap,고관절 굴근·대퇴사두근 스트레칭,고관절 굴근·대퇴사두근 스트레칭,intermediate hip flexor and quad stretch,MOBILITY,MOBILITY_STRETCH,MOBILITY,"[""KNEE""]","[""HIP""]","[""STRETCH_STRAP""]","[""HOME"",""GYM""]",,INTERMEDIATE,DURATION,"[""WARMUP"",""COOLDOWN""]",,30,30,15,고관절 굴근·대퇴사두근 스트레칭 운동은 무릎 주변을 천천히 움직이며 범위를 확인하는 스트레칭입니다.,"[""편안한 시작 자세를 잡고 주변 공간을 확인한다."",""숨을 고르게 쉬며 안내된 방향으로 천천히 움직인다."",""당김이 느껴지는 범위에서 잠시 멈춘다."",""반동 없이 시작 자세로 천천히 돌아온다.""]",representative-content-v0.1.0,gymvisual,1564,gymvisual:1564,,,,gymvisual,1564,intermediate hip flexor and quad stretch,intermediate hip flexor and quad stretch,,https://github.com/hasaneyldrm/exercises-dataset,Aliaksandr Makatserchyk / Gym visual,MIT,© Gym visual — https://gymvisual.com/,MIT,MIT License,REVIEW_REQUIRED,https://opensource.org/license/mit/,© Aliaksandr Makatserchyk - Gym visual - https://gymvisual.com/,2026-08-20T00:00:00+09:00,PARTIALLY_REVIEWED,image:images/1564-tFGKm99.jpg;gif:videos/1564-tFGKm99.gif,tFGKm99,"Stand upright with your feet shoulder-width apart. Hold onto a stable object for support. Bend your right knee and bring your right foot towards your glutes, grabbing the rope with your right hand. Slowly pull your right foot towards your glutes, feeling a stretch in your right quad. Hold the stretch for 20-30 seconds. Release the stretch and repeat on the left side.","[""Stand upright with your feet shoulder-width apart."", ""Hold onto a stable object for support."", ""Bend your right knee and bring your right foot towards your glutes, grabbing the rope with your right hand."", ""Slowly pull your right foot towards your glutes, feeling a stretch in your right quad."", ""Hold the stretch for 20-30 seconds."", ""Release the stretch and repeat on the left side.""]",RESOLVED_INTEGRATED_SOURCE,REVIEW_REQUIRED,CONTENT_PRESENT_REVIEWED_ARTIFACT,APPROVED_FROM_POLICY,DOMAIN_APPROVED,True,"[""SOURCE_LICENSE_REVIEW_REQUIRED""]",RETAINED_CANONICAL,기존 canonical stable code를 재정렬하지 않고 유지한다.,EXISTING_CANONICAL,ACTIVE_CANONICAL_RETAINED,exercise-catalog-v2.0.2-final,APPROVED,False,True,[],,,,,,
REX-000037,incline_y_raise_isolation_dumbbell,인클라인 Y 레이즈,인클라인 Y 레이즈,dumbbell incline y-raise,STRENGTH,ISOLATION,BACK,"[""UPPER_BACK""]","[""SHOULDER"",""ELBOW""]","[""DUMBBELL""]","[""HOME"",""GYM""]",안정적인 지지물(벤치 또는 의자 등)을 준비한다.,INTERMEDIATE,REPS,"[""MAIN""]",4,,90,15,인클라인 Y 레이즈 운동은 다른 부위의 움직임을 줄이고 등을 집중해 사용하는 운동입니다.,"[""시작 자세와 기구를 안정적으로 준비한다."",""안내된 부위를 중심으로 천천히 움직인다."",""끝 범위에서 힘을 잠시 유지한다."",""반동 없이 시작 자세로 돌아온다.""]",representative-content-v0.1.0,gymvisual,3541,gymvisual:3541,,,,gymvisual,3541,dumbbell incline y-raise,dumbbell incline y-raise,,https://github.com/hasaneyldrm/exercises-dataset,Aliaksandr Makatserchyk / Gym visual,MIT,© Gym visual — https://gymvisual.com/,MIT,MIT License,REVIEW_REQUIRED,https://opensource.org/license/mit/,© Aliaksandr Makatserchyk - Gym visual - https://gymvisual.com/,2026-08-20T00:00:00+09:00,PARTIALLY_REVIEWED,image:images/3541-PbzNu7c.jpg;gif:videos/3541-PbzNu7c.gif,PbzNu7c,"Set an incline bench to a 45-degree angle and sit on it with a dumbbell in each hand, palms facing inwards. Lean forward slightly and let your arms hang straight down, keeping a slight bend in your elbows. Raise your arms out to the sides and up in a Y shape until they are parallel to the ground. Pause for a moment at the top, then slowly lower your arms back down to the starting position. Repeat for the desired number of repetitions.","[""Set an incline bench to a 45-degree angle and sit on it with a dumbbell in each hand, palms facing inwards."", ""Lean forward slightly and let your arms hang straight down, keeping a slight bend in your elbows."", ""Raise your arms out to the sides and up in a Y shape until they are parallel to the ground."", ""Pause for a moment at the top, then slowly lower your arms back down to the starting position."", ""Repeat for the desired number of repetitions.""]",RESOLVED_INTEGRATED_SOURCE,REVIEW_REQUIRED,CONTENT_PRESENT_REVIEWED_ARTIFACT,APPROVED_FROM_POLICY,DOMAIN_APPROVED,True,"[""SOURCE_LICENSE_REVIEW_REQUIRED""]",RETAINED_CANONICAL,기존 canonical stable code를 재정렬하지 않고 유지한다.,EXISTING_CANONICAL,ACTIVE_CANONICAL_RETAINED,exercise-catalog-v2.0.2-final,APPROVED,False,False,[],,,,,,
REX-000038,inverted_row_horizontal_pull_bodyweight,인버티드 로우,인버티드 로우,inverted row,STRENGTH,HORIZONTAL_PULL,BACK,"[""UPPER_BACK""]","[""ELBOW"",""SHOULDER""]","[""BODYWEIGHT""]","[""HOME"",""GYM""]",,INTERMEDIATE,REPS,"[""MAIN""]",4,,90,15,인버티드 로우 운동은 팔꿈치를 뒤로 보내며 등을 사용하는 운동입니다.,"[""가슴을 편안히 열고 손잡이나 기구를 잡는다."",""어깨를 끌어올리지 않고 팔꿈치를 뒤로 보낸다."",""손잡이를 몸 가까이 가져온 뒤 잠시 멈춘다."",""팔을 천천히 펴며 처음 위치로 돌아온다.""]",representative-content-v0.1.0,gymvisual,0499,gymvisual:0499,,,,gymvisual,0499,inverted row,inverted row,,https://github.com/hasaneyldrm/exercises-dataset,Aliaksandr Makatserchyk / Gym visual,MIT,© Gym visual — https://gymvisual.com/,MIT,MIT License,REVIEW_REQUIRED,https://opensource.org/license/mit/,© Aliaksandr Makatserchyk - Gym visual - https://gymvisual.com/,2026-08-20T00:00:00+09:00,PARTIALLY_REVIEWED,image:images/0499-bZGHsAZ.jpg;gif:videos/0499-bZGHsAZ.gif,bZGHsAZ,"Set up a bar at waist height or use a suspension trainer. Stand facing the bar or suspension trainer, with your feet shoulder-width apart. Grab the bar or handles with an overhand grip, slightly wider than shoulder-width apart. Lean back, keeping your body straight and your heels on the ground. Pull your chest towards the bar or handles, squeezing your shoulder blades together. Pause for a moment at the top, then slowly lower yourself back to the starting position. Repeat for the desired number of repetitions.","[""Set up a bar at waist height or use a suspension trainer."", ""Stand facing the bar or suspension trainer, with your feet shoulder-width apart."", ""Grab the bar or handles with an overhand grip, slightly wider than shoulder-width apart."", ""Lean back, keeping your body straight and your heels on the ground."", ""Pull your chest towards the bar or handles, squeezing your shoulder blades together."", ""Pause for a moment at the top, then slowly lower yourself back to the starting position."", ""Repeat for the desired number of repetitions.""]",RESOLVED_INTEGRATED_SOURCE,REVIEW_REQUIRED,CONTENT_PRESENT_REVIEWED_ARTIFACT,APPROVED_FROM_POLICY,DOMAIN_APPROVED,True,"[""SOURCE_LICENSE_REVIEW_REQUIRED""]",RETAINED_CANONICAL,기존 canonical stable code를 재정렬하지 않고 유지한다.,EXISTING_CANONICAL,ACTIVE_CANONICAL_RETAINED,exercise-catalog-v2.0.2-final,APPROVED,False,False,[],,,,,,
