candidate_pair_id,variant_type_code,relation_status_code,review_status_code,final_decision_code,materialization_status_code,variant_source_record_id,representative_exercise_id,decision_source,decision_note_ko,source_relation_candidate,variant_exercise_id,variant_stable_code,representative_stable_code,family_code,relation_finalized,production_eligible,materialization_version,explicit_variant
ERP-20260827-00011,PRIMARY_VARIANT,REVIEW_REQUIRED,REVIEW_REQUIRED,VARIANT_CANDIDATE,MATERIALIZED_DRAFT_REVIEW_REQUIRED,NEX-000062,REX-000007,AUTO_RULE,대표-Variant 후보로 보관하며 canonical 병합은 하지 않는다.,true,VEX-000010,dumbbell_straight_leg_deadlift_hip_dominant_dumbbell,barbell_straight_leg_deadlift_hip_dominant_barbell,BARBELL_STRAIGHT_LEG_DEADLIFT,false,false,v2.0.2-variant-materialization-v1.0.0,
ERP-20260827-00012,PRIMARY_VARIANT,REVIEW_REQUIRED,REVIEW_REQUIRED,VARIANT_CANDIDATE,MATERIALIZED_DRAFT_REVIEW_REQUIRED,NEX-000104,REX-000007,AUTO_RULE,대표-Variant 후보로 보관하며 canonical 병합은 하지 않는다.,true,VEX-000011,band_stiff_leg_deadlift_hip_dominant_resistance_band,barbell_straight_leg_deadlift_hip_dominant_barbell,BARBELL_STRAIGHT_LEG_DEADLIFT,false,false,v2.0.2-variant-materialization-v1.0.0,
ERP-20260827-00013,PRIMARY_VARIANT,REVIEW_REQUIRED,REVIEW_REQUIRED,VARIANT_CANDIDATE,MATERIALIZED_DRAFT_REVIEW_REQUIRED,NEX-000107,REX-000007,AUTO_RULE,대표-Variant 후보로 보관하며 canonical 병합은 하지 않는다.,true,VEX-000012,band_straight_back_stiff_leg_deadlift_hip_dominant_resistance_band,barbell_straight_leg_deadlift_hip_dominant_barbell,BARBELL_STRAIGHT_LEG_DEADLIFT,false,false,v2.0.2-variant-materialization-v1.0.0,
ERP-20260827-00014,PRIMARY_VARIANT,REVIEW_REQUIRED,REVIEW_REQUIRED,VARIANT_CANDIDATE,MATERIALIZED_DRAFT_REVIEW_REQUIRED,NEX-000193,REX-000007,AUTO_RULE,대표-Variant 후보로 보관하며 canonical 병합은 하지 않는다.,true,VEX-000013,dumbbell_romanian_deadlift_hip_dominant_dumbbell,barbell_straight_leg_deadlift_hip_dominant_barbell,BARBELL_STRAIGHT_LEG_DEADLIFT,false,false,v2.0.2-variant-materialization-v1.0.0,
ERP-20260827-00015,PRIMARY_VARIANT,REVIEW_REQUIRED,REVIEW_REQUIRED,VARIANT_CANDIDATE,MATERIALIZED_DRAFT_REVIEW_REQUIRED,NEX-000205,REX-000007,AUTO_RULE,대표-Variant 후보로 보관하며 canonical 병합은 하지 않는다.,true,VEX-000014,romanian_deadlift_hip_dominant_barbell,barbell_straight_leg_deadlift_hip_dominant_barbell,BARBELL_STRAIGHT_LEG_DEADLIFT,false,false,v2.0.2-variant-materialization-v1.0.0,
ERP-20260827-00016,PRIMARY_VARIANT,REVIEW_REQUIRED,REVIEW_REQUIRED,VARIANT_CANDIDATE,MATERIALIZED_DRAFT_REVIEW_REQUIRED,NEX-000031,REX-000009,AUTO_RULE,대표-Variant 후보로 보관하며 canonical 병합은 하지 않는다.,true,VEX-000015,decline_crunch_core_brace_bodyweight,bodyweight_crunch_core_brace_bodyweight,BODYWEIGHT_CRUNCH,false,false,v2.0.2-variant-materialization-v1.0.0,
ERP-20260827-00017,PRIMARY_VARIANT,REVIEW_REQUIRED,REVIEW_REQUIRED,VARIANT_CANDIDATE,NOT_MATERIALIZED_REVIEW_REQUIRED,,,AUTO_RULE,대표-Variant 후보로 보관하며 canonical 병합은 하지 않는다.,true,,,,,false,false,v2.0.2-variant-materialization-v1.0.0,
ERP-20260827-00018,PRIMARY_VARIANT,REVIEW_REQUIRED,REVIEW_REQUIRED,VARIANT_CANDIDATE,MATERIALIZED_DRAFT_REVIEW_REQUIRED,NEX-000041,REX-000010,AUTO_RULE,대표-Variant 후보로 보관하며 canonical 병합은 하지 않는다.,true,VEX-000016,dumbbell_lunge_knee_dominant_dumbbell,bodyweight_forward_lunge_knee_dominant_bodyweight,BODYWEIGHT_FORWARD_LUNGE,false,false,v2.0.2-variant-materialization-v1.0.0,
ERP-20260827-00019,PRIMARY_VARIANT,REVIEW_REQUIRED,REVIEW_REQUIRED,VARIANT_CANDIDATE,MATERIALIZED_DRAFT_REVIEW_REQUIRED,NEX-000051,REX-000010,AUTO_RULE,대표-Variant 후보로 보관하며 canonical 병합은 하지 않는다.,true,VEX-000017,dumbbell_rear_lunge_knee_dominant_dumbbell,bodyweight_forward_lunge_knee_dominant_bodyweight,BODYWEIGHT_FORWARD_LUNGE,false,false,v2.0.2-variant-materialization-v1.0.0,
ERP-20260827-00020,PRIMARY_VARIANT,REVIEW_REQUIRED,REVIEW_REQUIRED,VARIANT_CANDIDATE,MATERIALIZED_DRAFT_REVIEW_REQUIRED,NEX-000128,REX-000010,AUTO_RULE,대표-Variant 후보로 보관하며 canonical 병합은 하지 않는다.,true,VEX-000018,walking_lunge_knee_dominant_bodyweight,bodyweight_forward_lunge_knee_dominant_bodyweight,BODYWEIGHT_FORWARD_LUNGE,false,false,v2.0.2-variant-materialization-v1.0.0,
ERP-20260827-00021,PRIMARY_VARIANT,REVIEW_REQUIRED,REVIEW_REQUIRED,VARIANT_CANDIDATE,MATERIALIZED_DRAFT_REVIEW_REQUIRED,NEX-000167,REX-000010,AUTO_RULE,대표-Variant 후보로 보관하며 canonical 병합은 하지 않는다.,true,VEX-000019,dumbbell_contralateral_forward_lunge_knee_dominant_dumbbell,bodyweight_forward_lunge_knee_dominant_bodyweight,BODYWEIGHT_FORWARD_LUNGE,false,false,v2.0.2-variant-materialization-v1.0.0,
ERP-20260827-00022,PRIMARY_VARIANT,REVIEW_REQUIRED,REVIEW_REQUIRED,VARIANT_CANDIDATE,MATERIALIZED_DRAFT_REVIEW_REQUIRED,NEX-000027,REX-000013,AUTO_RULE,대표-Variant 후보로 보관하며 canonical 병합은 하지 않는다.,true,VEX-000020,cable_tuck_reverse_crunch_core_brace_cable_machine,bodyweight_reverse_crunch_core_brace_bodyweight,BODYWEIGHT_REVERSE_CRUNCH,false,false,v2.0.2-variant-materialization-v1.0.0,
ERP-20260827-00023,PRIMARY_VARIANT,REVIEW_REQUIRED,REVIEW_REQUIRED,VARIANT_CANDIDATE,MATERIALIZED_DRAFT_REVIEW_REQUIRED,NEX-000088,REX-000013,AUTO_RULE,대표-Variant 후보로 보관하며 canonical 병합은 하지 않는다.,true,VEX-000021,suspended_reverse_crunch_core_brace_bodyweight_stretch_strap,bodyweight_reverse_crunch_core_brace_bodyweight,BODYWEIGHT_REVERSE_CRUNCH,false,false,v2.0.2-variant-materialization-v1.0.0,
ERP-20260827-00024,PRIMARY_VARIANT,REVIEW_REQUIRED,REVIEW_REQUIRED,VARIANT_CANDIDATE,MATERIALIZED_DRAFT_REVIEW_REQUIRED,NEX-000095,REX-000013,AUTO_RULE,대표-Variant 후보로 보관하며 canonical 병합은 하지 않는다.,true,VEX-000022,cable_reverse_crunch_core_brace_cable_machine,bodyweight_reverse_crunch_core_brace_bodyweight,BODYWEIGHT_REVERSE_CRUNCH,false,false,v2.0.2-variant-materialization-v1.0.0,
ERP-20260827-00025,PRIMARY_VARIANT,REVIEW_REQUIRED,REVIEW_REQUIRED,VARIANT_CANDIDATE,MATERIALIZED_DRAFT_REVIEW_REQUIRED,NEX-000146,REX-000013,AUTO_RULE,대표-Variant 후보로 보관하며 canonical 병합은 하지 않는다.,true,VEX-000023,roller_reverse_crunch_core_brace_foam_roller,bodyweight_reverse_crunch_core_brace_bodyweight,BODYWEIGHT_REVERSE_CRUNCH,false,false,v2.0.2-variant-materialization-v1.0.0,
ERP-20260827-00026,PRIMARY_VARIANT,REVIEW_REQUIRED,REVIEW_REQUIRED,VARIANT_CANDIDATE,MATERIALIZED_DRAFT_REVIEW_REQUIRED,NEX-000091,REX-000014,AUTO_RULE,대표-Variant 후보로 보관하며 canonical 병합은 하지 않는다.,true,VEX-000024,weighted_russian_twist_core_brace_household_weight,bodyweight_russian_twist_core_brace_bodyweight,BODYWEIGHT_RUSSIAN_TWIST,false,false,v2.0.2-variant-materialization-v1.0.0,
ERP-20260827-00027,PRIMARY_VARIANT,REVIEW_REQUIRED,REVIEW_REQUIRED,VARIANT_CANDIDATE,MATERIALIZED_DRAFT_REVIEW_REQUIRED,NEX-000155,REX-000014,AUTO_RULE,대표-Variant 후보로 보관하며 canonical 병합은 하지 않는다.,true,VEX-000025,weighted_russian_twist_v_2_core_brace_household_weight,bodyweight_russian_twist_core_brace_bodyweight,BODYWEIGHT_RUSSIAN_TWIST,false,false,v2.0.2-variant-materialization-v1.0.0,
ERP-20260827-00028,PRIMARY_VARIANT,REVIEW_REQUIRED,REVIEW_REQUIRED,VARIANT_CANDIDATE,MATERIALIZED_DRAFT_REVIEW_REQUIRED,NEX-000058,REX-000016,AUTO_RULE,대표-Variant 후보로 보관하며 canonical 병합은 하지 않는다.,true,VEX-000026,dumbbell_single_leg_calf_raise_isolation_dumbbell,bodyweight_standing_calf_raise_isolation_bodyweight,BODYWEIGHT_STANDING_CALF_RAISE,false,false,v2.0.2-variant-materialization-v1.0.0,
ERP-20260827-00029,PRIMARY_VARIANT,REVIEW_REQUIRED,REVIEW_REQUIRED,VARIANT_CANDIDATE,MATERIALIZED_DRAFT_REVIEW_REQUIRED,NEX-000102,REX-000016,AUTO_RULE,대표-Variant 후보로 보관하며 canonical 병합은 하지 않는다.,true,VEX-000027,band_single_leg_calf_raise_isolation_resistance_band,bodyweight_standing_calf_raise_isolation_bodyweight,BODYWEIGHT_STANDING_CALF_RAISE,false,false,v2.0.2-variant-materialization-v1.0.0,
ERP-20260827-00030,PRIMARY_VARIANT,REVIEW_REQUIRED,REVIEW_REQUIRED,VARIANT_CANDIDATE,MATERIALIZED_DRAFT_REVIEW_REQUIRED,NEX-000122,REX-000016,AUTO_RULE,대표-Variant 후보로 보관하며 canonical 병합은 하지 않는다.,true,VEX-000028,one_leg_floor_calf_raise_isolation_bodyweight,bodyweight_standing_calf_raise_isolation_bodyweight,BODYWEIGHT_STANDING_CALF_RAISE,false,false,v2.0.2-variant-materialization-v1.0.0,
ERP-20260827-00031,PRIMARY_VARIANT,REVIEW_REQUIRED,REVIEW_REQUIRED,VARIANT_CANDIDATE,NOT_MATERIALIZED_REVIEW_REQUIRED,,,AUTO_RULE,대표-Variant 후보로 보관하며 canonical 병합은 하지 않는다.,true,,,,,false,false,v2.0.2-variant-materialization-v1.0.0,
ERP-20260827-00032,PRIMARY_VARIANT,REVIEW_REQUIRED,REVIEW_REQUIRED,VARIANT_CANDIDATE,MATERIALIZED_DRAFT_REVIEW_REQUIRED,NEX-000012,REX-000018,AUTO_RULE,대표-Variant 후보로 보관하며 canonical 병합은 하지 않는다.,true,VEX-000029,cable_decline_fly_isolation_cable_machine,cable_fly_isolation_cable_machine,CABLE_FLY,false,false,v2.0.2-variant-materialization-v1.0.0,
ERP-20260827-00033,PRIMARY_VARIANT,REVIEW_REQUIRED,REVIEW_REQUIRED,VARIANT_CANDIDATE,MATERIALIZED_DRAFT_REVIEW_REQUIRED,NEX-000017,REX-000018,AUTO_RULE,대표-Variant 후보로 보관하며 canonical 병합은 하지 않는다.,true,VEX-000030,cable_incline_fly_isolation_cable_machine,cable_fly_isolation_cable_machine,CABLE_FLY,false,false,v2.0.2-variant-materialization-v1.0.0,
ERP-20260827-00034,PRIMARY_VARIANT,REVIEW_REQUIRED,REVIEW_REQUIRED,VARIANT_CANDIDATE,MATERIALIZED_DRAFT_REVIEW_REQUIRED,NEX-000019,REX-000018,AUTO_RULE,대표-Variant 후보로 보관하며 canonical 병합은 하지 않는다.,true,VEX-000031,cable_lying_fly_isolation_cable_machine,cable_fly_isolation_cable_machine,CABLE_FLY,false,false,v2.0.2-variant-materialization-v1.0.0,
ERP-20260827-00035,PRIMARY_VARIANT,REVIEW_REQUIRED,REVIEW_REQUIRED,VARIANT_CANDIDATE,NOT_MATERIALIZED_REVIEW_REQUIRED,,,AUTO_RULE,대표-Variant 후보로 보관하며 canonical 병합은 하지 않는다.,true,,,,,false,false,v2.0.2-variant-materialization-v1.0.0,
ERP-20260827-00036,PRIMARY_VARIANT,REVIEW_REQUIRED,REVIEW_REQUIRED,VARIANT_CANDIDATE,MATERIALIZED_DRAFT_REVIEW_REQUIRED,NEX-000097,REX-000026,AUTO_RULE,대표-Variant 후보로 보관하며 canonical 병합은 하지 않는다.,true,VEX-000032,band_front_lateral_raise_isolation_resistance_band,dumbbell_lateral_raise_isolation_dumbbell,DUMBBELL_LATERAL_RAISE,false,false,v2.0.2-variant-materialization-v1.0.0,
ERP-20260827-00037,PRIMARY_VARIANT,REVIEW_REQUIRED,REVIEW_REQUIRED,VARIANT_CANDIDATE,MATERIALIZED_DRAFT_REVIEW_REQUIRED,NEX-000054,REX-000027,AUTO_RULE,대표-Variant 후보로 보관하며 canonical 병합은 하지 않는다.,true,VEX-000033,dumbbell_seated_preacher_curl_isolation_dumbbell,dumbbell_preacher_curl_isolation_dumbbell,DUMBBELL_PREACHER_CURL,false,false,v2.0.2-variant-materialization-v1.0.0,
ERP-20260827-00038,PRIMARY_VARIANT,REVIEW_REQUIRED,REVIEW_REQUIRED,VARIANT_CANDIDATE,MATERIALIZED_DRAFT_REVIEW_REQUIRED,NEX-000060,REX-000027,AUTO_RULE,대표-Variant 후보로 보관하며 canonical 병합은 하지 않는다.,true,VEX-000034,dumbbell_standing_preacher_curl_isolation_dumbbell,dumbbell_preacher_curl_isolation_dumbbell,DUMBBELL_PREACHER_CURL,false,false,v2.0.2-variant-materialization-v1.0.0,
ERP-20260827-00039,PRIMARY_VARIANT,REVIEW_REQUIRED,REVIEW_REQUIRED,VARIANT_CANDIDATE,MATERIALIZED_DRAFT_REVIEW_REQUIRED,NEX-000141,REX-000027,AUTO_RULE,대표-Variant 후보로 보관하며 canonical 병합은 하지 않는다.,true,VEX-000035,dumbbell_alternate_preacher_curl_isolation_dumbbell,dumbbell_preacher_curl_isolation_dumbbell,DUMBBELL_PREACHER_CURL,false,false,v2.0.2-variant-materialization-v1.0.0,
ERP-20260827-00040,PRIMARY_VARIANT,REVIEW_REQUIRED,REVIEW_REQUIRED,VARIANT_CANDIDATE,MATERIALIZED_DRAFT_REVIEW_REQUIRED,NEX-000149,REX-000027,AUTO_RULE,대표-Variant 후보로 보관하며 canonical 병합은 하지 않는다.,true,VEX-000036,dumbbell_standing_zottman_preacher_curl_isolation_dumbbell,dumbbell_preacher_curl_isolation_dumbbell,DUMBBELL_PREACHER_CURL,false,false,v2.0.2-variant-materialization-v1.0.0,
ERP-20260827-00041,PRIMARY_VARIANT,REVIEW_REQUIRED,REVIEW_REQUIRED,VARIANT_CANDIDATE,MATERIALIZED_DRAFT_REVIEW_REQUIRED,NEX-000025,REX-000029,AUTO_RULE,대표-Variant 후보로 보관하며 canonical 병합은 하지 않는다.,true,VEX-000037,cable_shrug_isolation_cable_machine,dumbbell_shrug_isolation_dumbbell,DUMBBELL_SHRUG,false,false,v2.0.2-variant-materialization-v1.0.0,
ERP-20260827-00042,PRIMARY_VARIANT,REVIEW_REQUIRED,REVIEW_REQUIRED,VARIANT_CANDIDATE,MATERIALIZED_DRAFT_REVIEW_REQUIRED,NEX-000033,REX-000029,AUTO_RULE,대표-Variant 후보로 보관하며 canonical 병합은 하지 않는다.,true,VEX-000038,dumbbell_decline_shrug_v_2_isolation_dumbbell,dumbbell_shrug_isolation_dumbbell,DUMBBELL_SHRUG,false,false,v2.0.2-variant-materialization-v1.0.0,
ERP-20260827-00043,PRIMARY_VARIANT,REVIEW_REQUIRED,REVIEW_REQUIRED,VARIANT_CANDIDATE,MATERIALIZED_DRAFT_REVIEW_REQUIRED,NEX-000034,REX-000029,AUTO_RULE,대표-Variant 후보로 보관하며 canonical 병합은 하지 않는다.,true,VEX-000039,dumbbell_decline_shrug_isolation_dumbbell,dumbbell_shrug_isolation_dumbbell,DUMBBELL_SHRUG,false,false,v2.0.2-variant-materialization-v1.0.0,
ERP-20260827-00044,PRIMARY_VARIANT,REVIEW_REQUIRED,REVIEW_REQUIRED,VARIANT_CANDIDATE,MATERIALIZED_DRAFT_REVIEW_REQUIRED,NEX-000038,REX-000029,AUTO_RULE,대표-Variant 후보로 보관하며 canonical 병합은 하지 않는다.,true,VEX-000040,dumbbell_incline_shrug_isolation_dumbbell,dumbbell_shrug_isolation_dumbbell,DUMBBELL_SHRUG,false,false,v2.0.2-variant-materialization-v1.0.0,
ERP-20260827-00045,PRIMARY_VARIANT,REVIEW_REQUIRED,REVIEW_REQUIRED,VARIANT_CANDIDATE,MATERIALIZED_DRAFT_REVIEW_REQUIRED,NEX-000106,REX-000029,AUTO_RULE,대표-Variant 후보로 보관하며 canonical 병합은 하지 않는다.,true,VEX-000041,band_shrug_isolation_resistance_band,dumbbell_shrug_isolation_dumbbell,DUMBBELL_SHRUG,false,false,v2.0.2-variant-materialization-v1.0.0,
ERP-20260827-00046,PRIMARY_VARIANT,REVIEW_REQUIRED,REVIEW_REQUIRED,VARIANT_CANDIDATE,MATERIALIZED_DRAFT_REVIEW_REQUIRED,NEX-000150,REX-000038,AUTO_RULE,대표-Variant 후보로 보관하며 canonical 병합은 하지 않는다.,true,VEX-000042,inverted_row_on_bench_horizontal_pull_bodyweight,inverted_row_horizontal_pull_bodyweight,INVERTED_ROW,false,false,v2.0.2-variant-materialization-v1.0.0,
ERP-20260827-00047,PRIMARY_VARIANT,REVIEW_REQUIRED,REVIEW_REQUIRED,VARIANT_CANDIDATE,NOT_MATERIALIZED_REVIEW_REQUIRED,,,AUTO_RULE,대표-Variant 후보로 보관하며 canonical 병합은 하지 않는다.,true,,,,,false,false,v2.0.2-variant-materialization-v1.0.0,
ERP-20260827-00048,PRIMARY_VARIANT,REVIEW_REQUIRED,REVIEW_REQUIRED,VARIANT_CANDIDATE,MATERIALIZED_DRAFT_REVIEW_REQUIRED,NEX-000189,REX-000040,AUTO_RULE,대표-Variant 후보로 보관하며 canonical 병합은 하지 않는다.,true,VEX-000043,1_arm_half_kneeling_lat_pulldown_vertical_pull_cable_machine,lat_pulldown_vertical_pull_cable_machine,LAT_PULLDOWN,false,false,v2.0.2-variant-materialization-v1.0.0,
ERP-20260827-00049,PRIMARY_VARIANT,REVIEW_REQUIRED,REVIEW_REQUIRED,VARIANT_CANDIDATE,MATERIALIZED_DRAFT_REVIEW_REQUIRED,NEX-000203,REX-000044,AUTO_RULE,대표-Variant 후보로 보관하며 canonical 병합은 하지 않는다.,true,VEX-000044,leg_extension_isolation_machine,machine_leg_extension_isolation_machine,MACHINE_LEG_EXTENSION,false,false,v2.0.2-variant-materialization-v1.0.0,
ERP-20260827-00050,PRIMARY_VARIANT,REVIEW_REQUIRED,REVIEW_REQUIRED,VARIANT_CANDIDATE,MATERIALIZED_DRAFT_REVIEW_REQUIRED,NEX-000083,REX-000045,AUTO_RULE,대표-Variant 후보로 보관하며 canonical 병합은 하지 않는다.,true,VEX-000045,side_push_neck_stretch_mobility_stretch_bodyweight,neck_lateral_stretch_mobility_stretch_bodyweight,NECK_LATERAL_STRETCH,false,false,v2.0.2-variant-materialization-v1.0.0,
ERP-20260827-00051,PRIMARY_VARIANT,REVIEW_REQUIRED,REVIEW_REQUIRED,VARIANT_CANDIDATE,NOT_MATERIALIZED_REVIEW_REQUIRED,,,AUTO_RULE,대표-Variant 후보로 보관하며 canonical 병합은 하지 않는다.,true,,,,,false,false,v2.0.2-variant-materialization-v1.0.0,
ERP-20260827-00052,PRIMARY_VARIANT,REVIEW_REQUIRED,REVIEW_REQUIRED,VARIANT_CANDIDATE,MATERIALIZED_DRAFT_REVIEW_REQUIRED,NEX-000194,REX-000049,AUTO_RULE,대표-Variant 후보로 보관하며 canonical 병합은 하지 않는다.,true,VEX-000046,cable_chest_press_decline_horizontal_push_cable_machine,pectorals_horizontal_push_horizontal_push_machine,PECTORALS_HORIZONTAL_PUSH,false,false,v2.0.2-variant-materialization-v1.0.0,
ERP-20260827-00053,PRIMARY_VARIANT,REVIEW_REQUIRED,REVIEW_REQUIRED,VARIANT_CANDIDATE,MATERIALIZED_DRAFT_REVIEW_REQUIRED,NEX-000206,REX-000049,AUTO_RULE,대표-Variant 후보로 보관하며 canonical 병합은 하지 않는다.,true,VEX-000047,incline_bench_press_dumbbell_horizontal_push_dumbbell,pectorals_horizontal_push_horizontal_push_machine,PECTORALS_HORIZONTAL_PUSH,false,false,v2.0.2-variant-materialization-v1.0.0,
ERP-20260827-00054,PRIMARY_VARIANT,REVIEW_REQUIRED,REVIEW_REQUIRED,VARIANT_CANDIDATE,MATERIALIZED_DRAFT_REVIEW_REQUIRED,NEX-000052,REX-000055,AUTO_RULE,대표-Variant 후보로 보관하며 canonical 병합은 하지 않는다.,true,VEX-000048,dumbbell_reverse_wrist_curl_isolation_dumbbell,reverse_wrist_curl_isolation_barbell,REVERSE_WRIST_CURL,false,false,v2.0.2-variant-materialization-v1.0.0,
ERP-20260827-00055,PRIMARY_VARIANT,REVIEW_REQUIRED,REVIEW_REQUIRED,VARIANT_CANDIDATE,MATERIALIZED_DRAFT_REVIEW_REQUIRED,NEX-000100,REX-000055,AUTO_RULE,대표-Variant 후보로 보관하며 canonical 병합은 하지 않는다.,true,VEX-000049,band_reverse_wrist_curl_isolation_resistance_band,reverse_wrist_curl_isolation_barbell,REVERSE_WRIST_CURL,false,false,v2.0.2-variant-materialization-v1.0.0,
ERP-20260827-00056,PRIMARY_VARIANT,REVIEW_REQUIRED,REVIEW_REQUIRED,VARIANT_CANDIDATE,NOT_MATERIALIZED_REVIEW_REQUIRED,,,AUTO_RULE,대표-Variant 후보로 보관하며 canonical 병합은 하지 않는다.,true,,,,,false,false,v2.0.2-variant-materialization-v1.0.0,
ERP-20260827-00057,PRIMARY_VARIANT,REVIEW_REQUIRED,REVIEW_REQUIRED,VARIANT_CANDIDATE,MATERIALIZED_DRAFT_REVIEW_REQUIRED,NEX-000196,REX-000076,AUTO_RULE,대표-Variant 후보로 보관하며 canonical 병합은 하지 않는다.,true,VEX-000050,seated_row_machine_horizontal_pull_machine,row_variant_horizontal_pull_cable_machine,ROW_VARIANT,false,false,v2.0.2-variant-materialization-v1.0.0,
ERP-20260827-00058,PRIMARY_VARIANT,REVIEW_REQUIRED,REVIEW_REQUIRED,VARIANT_CANDIDATE,NOT_MATERIALIZED_REVIEW_REQUIRED,,,AUTO_RULE,대표-Variant 후보로 보관하며 canonical 병합은 하지 않는다.,true,,,,,false,false,v2.0.2-variant-materialization-v1.0.0,
