exercise_id,stable_code,representative_exercise_id,variant_type_code,safety_mapping_status_code,safety_mapping_source_representative_exercise_id,safety_rule_binding_status_code,fitt_mapping_status_code,fitt_mapping_source_representative_exercise_id,fitt_template_ids_by_experience,review_status_code,production_eligible,binding_source_exercise_id,binding_match_method,fitt_template_resolution_codes,materialization_version
DVAR-249EF7CC8CED25D3,dumbbell_shrug_isolation_dumbbell__lower_back_no_load_safe_v1,,,DOMAIN_APPROVED,,BOUND_INDEPENDENT_SOURCE,DOMAIN_APPROVED,,"{""BEGINNER"": ""FITT-ISOLATION-STRENGTH-V1"", ""INTERMEDIATE"": ""FITT-ISOLATION-STRENGTH-INTERMEDIATE-V1""}",DOMAIN_APPROVED,False,NEX-000057,NAME_MATCH,{},v2.0.2-independent-bindings-source-match-v1.0.0
DVAR-252AEEC08E26C69E,kneeling_lat_stretch_mobility_stretch_bodyweight__hip_no_load_safe_v1,,,DOMAIN_APPROVED,,BOUND_INDEPENDENT_SOURCE,DOMAIN_APPROVED,,"{""BEGINNER"": ""FITT-MOBILITY-V1"", ""INTERMEDIATE"": ""FITT-MOBILITY-INTERMEDIATE-V1""}",DOMAIN_APPROVED,False,NEX-000111,NAME_MATCH,{},v2.0.2-independent-bindings-source-match-v1.0.0
DVAR-26CD8FC4C2FF3AD5,rear_deltoid_stretch_mobility_stretch_bodyweight__hip_no_load_safe_v1,,,DOMAIN_APPROVED,,BOUND_INDEPENDENT_SOURCE,DOMAIN_APPROVED,,"{""BEGINNER"": ""FITT-MOBILITY-V1"", ""INTERMEDIATE"": ""FITT-MOBILITY-INTERMEDIATE-V1""}",DOMAIN_APPROVED,False,NEX-000075,BASE_EXERCISE_NEX_MATCH,{},v2.0.2-independent-bindings-source-match-v1.0.0
DVAR-29EA6DC0FE39837B,seated_piriformis_stretch_mobility_stretch_bodyweight__wrist_hand_no_load_safe_v1,,,DOMAIN_APPROVED,,BOUND_INDEPENDENT_SOURCE,DOMAIN_APPROVED,,"{""BEGINNER"": ""FITT-MOBILITY-V1"", ""INTERMEDIATE"": ""FITT-MOBILITY-INTERMEDIATE-V1""}",DOMAIN_APPROVED,False,NEX-000157,BASE_EXERCISE_NEX_MATCH,{},v2.0.2-independent-bindings-source-match-v1.0.0
DVAR-326B588001E29897,upper_back_stretch_mobility_stretch_bodyweight__lower_back_no_load_safe_v1,,,DOMAIN_APPROVED,,BOUND_INDEPENDENT_SOURCE,DOMAIN_APPROVED,,"{""BEGINNER"": ""FITT-MOBILITY-V1"", ""INTERMEDIATE"": ""FITT-MOBILITY-INTERMEDIATE-V1""}",DOMAIN_APPROVED,False,NEX-000115,BASE_EXERCISE_NEX_MATCH,{},v2.0.2-independent-bindings-source-match-v1.0.0
DVAR-34B834AC8D12D2B5,triceps_stretch_mobility_stretch_bodyweight__knee_no_load_safe_v1,,,DOMAIN_APPROVED,,BOUND_INDEPENDENT_SOURCE,DOMAIN_APPROVED,,"{""BEGINNER"": ""FITT-MOBILITY-V1"", ""INTERMEDIATE"": ""FITT-MOBILITY-INTERMEDIATE-V1""}",DOMAIN_APPROVED,False,NEX-000089,BASE_EXERCISE_NEX_MATCH,{},v2.0.2-independent-bindings-source-match-v1.0.0
DVAR-35717F1E89B0E385,upper_back_stretch_mobility_stretch_bodyweight__hip_no_load_safe_v1,,,DOMAIN_APPROVED,,BOUND_INDEPENDENT_SOURCE,DOMAIN_APPROVED,,"{""BEGINNER"": ""FITT-MOBILITY-V1"", ""INTERMEDIATE"": ""FITT-MOBILITY-INTERMEDIATE-V1""}",DOMAIN_APPROVED,False,NEX-000115,BASE_EXERCISE_NEX_MATCH,{},v2.0.2-independent-bindings-source-match-v1.0.0
DVAR-35756A39565C0E92,dumbbell_standing_curl_isolation_dumbbell__abdomen_no_load_safe_v1,,,DOMAIN_APPROVED,,BOUND_INDEPENDENT_SOURCE,DOMAIN_APPROVED,,"{""BEGINNER"": ""FITT-ISOLATION-STRENGTH-V1"", ""INTERMEDIATE"": ""FITT-ISOLATION-STRENGTH-INTERMEDIATE-V1""}",DOMAIN_APPROVED,False,NEX-000059,BASE_EXERCISE_NEX_MATCH,{},v2.0.2-independent-bindings-source-match-v1.0.0
DVAR-3A73DB20F3349767,chair_leg_extended_stretch_mobility_stretch_bodyweight__neck_no_load_safe_v1,,,DOMAIN_APPROVED,,BOUND_INDEPENDENT_SOURCE,DOMAIN_APPROVED,,"{""BEGINNER"": ""FITT-MOBILITY-V1"", ""INTERMEDIATE"": ""FITT-MOBILITY-INTERMEDIATE-V1""}",DOMAIN_APPROVED,False,NEX-000132,BASE_EXERCISE_NEX_MATCH,{},v2.0.2-independent-bindings-source-match-v1.0.0
DVAR-3B2E8D5E61B19928,barbell_front_raise_isolation_barbell__hip_no_load_safe_v1,,,DOMAIN_APPROVED,,BOUND_INDEPENDENT_SOURCE,DOMAIN_APPROVED,,"{""BEGINNER"": ""FITT-ISOLATION-STRENGTH-V1"", ""INTERMEDIATE"": ""FITT-ISOLATION-STRENGTH-INTERMEDIATE-V1""}",DOMAIN_APPROVED,False,NEX-000004,NAME_MATCH,{},v2.0.2-independent-bindings-source-match-v1.0.0
DVAR-3F9C1C0539D4277E,chest_front_shoulder_stretch_mobility_stretch_bodyweight__hip_no_load_safe_v1,,,DOMAIN_APPROVED,,BOUND_INDEPENDENT_SOURCE,DOMAIN_APPROVED,,"{""BEGINNER"": ""FITT-MOBILITY-V1"", ""INTERMEDIATE"": ""FITT-MOBILITY-INTERMEDIATE-V1""}",DOMAIN_APPROVED,False,NEX-000110,BASE_EXERCISE_NEX_MATCH,{},v2.0.2-independent-bindings-source-match-v1.0.0
DVAR-410ADD7957C17443,upper_back_stretch_mobility_stretch_bodyweight__knee_no_load_safe_v1,,,DOMAIN_APPROVED,,BOUND_INDEPENDENT_SOURCE,DOMAIN_APPROVED,,"{""BEGINNER"": ""FITT-MOBILITY-V1"", ""INTERMEDIATE"": ""FITT-MOBILITY-INTERMEDIATE-V1""}",DOMAIN_APPROVED,False,NEX-000115,BASE_EXERCISE_NEX_MATCH,{},v2.0.2-independent-bindings-source-match-v1.0.0
DVAR-439BA655BC3B7BC0,seated_calf_raise_isolation_barbell__shoulder_no_load_safe_v1,,,DOMAIN_APPROVED,,BOUND_INDEPENDENT_SOURCE,DOMAIN_APPROVED,,"{""BEGINNER"": ""FITT-ISOLATION-STRENGTH-V1"", ""INTERMEDIATE"": ""FITT-ISOLATION-STRENGTH-INTERMEDIATE-V1""}",DOMAIN_APPROVED,False,NEX-000007,BASE_EXERCISE_NEX_MATCH,{},v2.0.2-independent-bindings-source-match-v1.0.0
DVAR-45620004263946C3,side_lying_quadriceps_stretch_mobility_stretch_bodyweight__upper_back_no_load_safe_v1,,,DOMAIN_APPROVED,,BOUND_INDEPENDENT_SOURCE,DOMAIN_APPROVED,,"{""BEGINNER"": ""FITT-MOBILITY-V1"", ""INTERMEDIATE"": ""FITT-MOBILITY-INTERMEDIATE-V1""}",DOMAIN_APPROVED,False,NEX-000072,BASE_EXERCISE_NEX_MATCH,{},v2.0.2-independent-bindings-source-match-v1.0.0
DVAR-487544E110C93537,dumbbell_standing_curl_isolation_dumbbell__hip_no_load_safe_v1,,,DOMAIN_APPROVED,,BOUND_INDEPENDENT_SOURCE,DOMAIN_APPROVED,,"{""BEGINNER"": ""FITT-ISOLATION-STRENGTH-V1"", ""INTERMEDIATE"": ""FITT-ISOLATION-STRENGTH-INTERMEDIATE-V1""}",DOMAIN_APPROVED,False,NEX-000059,BASE_EXERCISE_NEX_MATCH,{},v2.0.2-independent-bindings-source-match-v1.0.0
DVAR-49E0D30E19CCD2DA,side_wrist_pull_stretch_mobility_stretch_bodyweight__hip_no_load_safe_v1,,,DOMAIN_APPROVED,,BOUND_INDEPENDENT_SOURCE,DOMAIN_APPROVED,,"{""BEGINNER"": ""FITT-MOBILITY-V1"", ""INTERMEDIATE"": ""FITT-MOBILITY-INTERMEDIATE-V1""}",DOMAIN_APPROVED,False,NEX-000084,BASE_EXERCISE_NEX_MATCH,{},v2.0.2-independent-bindings-source-match-v1.0.0
DVAR-4AFB61578A427189,butterfly_adductor_stretch_mobility_stretch_bodyweight__shoulder_no_load_safe_v1,,,DOMAIN_APPROVED,,BOUND_INDEPENDENT_SOURCE,DOMAIN_APPROVED,,"{""BEGINNER"": ""FITT-MOBILITY-V1"", ""INTERMEDIATE"": ""FITT-MOBILITY-INTERMEDIATE-V1""}",DOMAIN_APPROVED,False,NEX-000129,BASE_EXERCISE_NEX_MATCH,{},v2.0.2-independent-bindings-source-match-v1.0.0
DVAR-4CEDEDE6230588EC,runners_stretch_mobility_stretch_bodyweight__upper_back_no_load_safe_v1,,,DOMAIN_APPROVED,,BOUND_INDEPENDENT_SOURCE,DOMAIN_APPROVED,,"{""BEGINNER"": ""FITT-MOBILITY-V1"", ""INTERMEDIATE"": ""FITT-MOBILITY-INTERMEDIATE-V1""}",DOMAIN_APPROVED,False,NEX-000136,BASE_EXERCISE_NEX_MATCH,{},v2.0.2-independent-bindings-source-match-v1.0.0
DVAR-4E47895F88158AE5,hamstring_stretch_mobility_stretch_bodyweight__abdomen_no_load_safe_v1,,,DOMAIN_APPROVED,,BOUND_INDEPENDENT_SOURCE,DOMAIN_APPROVED,,"{""BEGINNER"": ""FITT-MOBILITY-V1"", ""INTERMEDIATE"": ""FITT-MOBILITY-INTERMEDIATE-V1""}",DOMAIN_APPROVED,False,NEX-000130,NAME_MATCH,{},v2.0.2-independent-bindings-source-match-v1.0.0
DVAR-51B939268597C1C2,barbell_front_raise_isolation_barbell__abdomen_no_load_safe_v1,,,DOMAIN_APPROVED,,BOUND_INDEPENDENT_SOURCE,DOMAIN_APPROVED,,"{""BEGINNER"": ""FITT-ISOLATION-STRENGTH-V1"", ""INTERMEDIATE"": ""FITT-ISOLATION-STRENGTH-INTERMEDIATE-V1""}",DOMAIN_APPROVED,False,NEX-000004,NAME_MATCH,{},v2.0.2-independent-bindings-source-match-v1.0.0
DVAR-57A865079E6288C0,triceps_stretch_mobility_stretch_bodyweight__ankle_foot_no_load_safe_v1,,,DOMAIN_APPROVED,,BOUND_INDEPENDENT_SOURCE,DOMAIN_APPROVED,,"{""BEGINNER"": ""FITT-MOBILITY-V1"", ""INTERMEDIATE"": ""FITT-MOBILITY-INTERMEDIATE-V1""}",DOMAIN_APPROVED,False,NEX-000089,BASE_EXERCISE_NEX_MATCH,{},v2.0.2-independent-bindings-source-match-v1.0.0
DVAR-57ADC482D0C91C98,barbell_front_raise_isolation_barbell__lower_back_no_load_safe_v1,,,DOMAIN_APPROVED,,BOUND_INDEPENDENT_SOURCE,DOMAIN_APPROVED,,"{""BEGINNER"": ""FITT-ISOLATION-STRENGTH-V1"", ""INTERMEDIATE"": ""FITT-ISOLATION-STRENGTH-INTERMEDIATE-V1""}",DOMAIN_APPROVED,False,NEX-000004,NAME_MATCH,{},v2.0.2-independent-bindings-source-match-v1.0.0
DVAR-5C8E3929479AD7D8,bodyweight_standing_calf_raise_isolation_bodyweight__lower_back_no_load_safe_v1,,,DOMAIN_APPROVED,,BOUND_INDEPENDENT_SOURCE,DOMAIN_APPROVED,,"{""BEGINNER"": ""FITT-ISOLATION-STRENGTH-V1"", ""INTERMEDIATE"": ""FITT-ISOLATION-STRENGTH-INTERMEDIATE-V1""}",DOMAIN_APPROVED,False,NEX-000058,BASE_EXERCISE_NEX_MATCH,{},v2.0.2-independent-bindings-source-match-v1.0.0
DVAR-63AD4E2D01416860,runners_stretch_mobility_stretch_bodyweight__neck_no_load_safe_v1,,,DOMAIN_APPROVED,,BOUND_INDEPENDENT_SOURCE,DOMAIN_APPROVED,,"{""BEGINNER"": ""FITT-MOBILITY-V1"", ""INTERMEDIATE"": ""FITT-MOBILITY-INTERMEDIATE-V1""}",DOMAIN_APPROVED,False,NEX-000136,BASE_EXERCISE_NEX_MATCH,{},v2.0.2-independent-bindings-source-match-v1.0.0
DVAR-6764158E5944E97A,seated_calf_stretch_mobility_stretch_bodyweight__lower_back_no_load_safe_v1,,,DOMAIN_APPROVED,,BOUND_INDEPENDENT_SOURCE,DOMAIN_APPROVED,,"{""BEGINNER"": ""FITT-MOBILITY-V1"", ""INTERMEDIATE"": ""FITT-MOBILITY-INTERMEDIATE-V1""}",DOMAIN_APPROVED,False,NEX-000124,BASE_EXERCISE_NEX_MATCH,{},v2.0.2-independent-bindings-source-match-v1.0.0
DVAR-67F0C6ACF2D0B6BA,seated_piriformis_stretch_mobility_stretch_bodyweight__neck_no_load_safe_v1,,,DOMAIN_APPROVED,,BOUND_INDEPENDENT_SOURCE,DOMAIN_APPROVED,,"{""BEGINNER"": ""FITT-MOBILITY-V1"", ""INTERMEDIATE"": ""FITT-MOBILITY-INTERMEDIATE-V1""}",DOMAIN_APPROVED,False,NEX-000157,BASE_EXERCISE_NEX_MATCH,{},v2.0.2-independent-bindings-source-match-v1.0.0
DVAR-691B90C811748C97,butterfly_adductor_stretch_mobility_stretch_bodyweight__upper_back_no_load_safe_v1,,,DOMAIN_APPROVED,,BOUND_INDEPENDENT_SOURCE,DOMAIN_APPROVED,,"{""BEGINNER"": ""FITT-MOBILITY-V1"", ""INTERMEDIATE"": ""FITT-MOBILITY-INTERMEDIATE-V1""}",DOMAIN_APPROVED,False,NEX-000129,BASE_EXERCISE_NEX_MATCH,{},v2.0.2-independent-bindings-source-match-v1.0.0
DVAR-6B6A6F150F4812B5,one_arm_wall_lats_isolation_bodyweight__hip_no_load_safe_v1,,,DOMAIN_APPROVED,,BOUND_INDEPENDENT_SOURCE,DOMAIN_APPROVED,,"{""BEGINNER"": ""FITT-COMPOUND-PULL-V1"", ""INTERMEDIATE"": ""FITT-COMPOUND-PULL-INTERMEDIATE-V1""}",DOMAIN_APPROVED,False,NEX-000113,BASE_EXERCISE_NEX_MATCH,{},v2.0.2-independent-bindings-source-match-v1.0.0
DVAR-6E70CC6524F991D2,wall_calf_stretch_mobility_stretch_bodyweight__abdomen_no_load_safe_v1,,,DOMAIN_APPROVED,,BOUND_INDEPENDENT_SOURCE,DOMAIN_APPROVED,,"{""BEGINNER"": ""FITT-MOBILITY-V1"", ""INTERMEDIATE"": ""FITT-MOBILITY-INTERMEDIATE-V1""}",DOMAIN_APPROVED,False,NEX-000119,BASE_EXERCISE_NEX_MATCH,{},v2.0.2-independent-bindings-source-match-v1.0.0
DVAR-6F87AC6ADC514415,seated_glute_stretch_mobility_stretch_bodyweight__upper_back_no_load_safe_v1,,,DOMAIN_APPROVED,,BOUND_INDEPENDENT_SOURCE,DOMAIN_APPROVED,,"{""BEGINNER"": ""FITT-MOBILITY-V1"", ""INTERMEDIATE"": ""FITT-MOBILITY-INTERMEDIATE-V1""}",DOMAIN_APPROVED,False,NEX-000126,NAME_MATCH,{},v2.0.2-independent-bindings-source-match-v1.0.0
DVAR-754CFA40B1C65427,butterfly_adductor_stretch_mobility_stretch_bodyweight__elbow_no_load_safe_v1,,,DOMAIN_APPROVED,,BOUND_INDEPENDENT_SOURCE,DOMAIN_APPROVED,,"{""BEGINNER"": ""FITT-MOBILITY-V1"", ""INTERMEDIATE"": ""FITT-MOBILITY-INTERMEDIATE-V1""}",DOMAIN_APPROVED,False,NEX-000129,BASE_EXERCISE_NEX_MATCH,{},v2.0.2-independent-bindings-source-match-v1.0.0
DVAR-78019BC41BCE770A,chair_leg_extended_stretch_mobility_stretch_bodyweight__wrist_hand_no_load_safe_v1,,,DOMAIN_APPROVED,,BOUND_INDEPENDENT_SOURCE,DOMAIN_APPROVED,,"{""BEGINNER"": ""FITT-MOBILITY-V1"", ""INTERMEDIATE"": ""FITT-MOBILITY-INTERMEDIATE-V1""}",DOMAIN_APPROVED,False,NEX-000132,BASE_EXERCISE_NEX_MATCH,{},v2.0.2-independent-bindings-source-match-v1.0.0
DVAR-797356CB391528BF,overhead_triceps_stretch_mobility_stretch_bodyweight__ankle_foot_no_load_safe_v1,,,DOMAIN_APPROVED,,BOUND_INDEPENDENT_SOURCE,DOMAIN_APPROVED,,"{""BEGINNER"": ""FITT-MOBILITY-V1"", ""INTERMEDIATE"": ""FITT-MOBILITY-INTERMEDIATE-V1""}",DOMAIN_APPROVED,False,NEX-000073,BASE_EXERCISE_NEX_MATCH,{},v2.0.2-independent-bindings-source-match-v1.0.0
DVAR-7D30F2A8308533FE,seated_glute_stretch_mobility_stretch_bodyweight__lower_back_no_load_safe_v1,,,DOMAIN_APPROVED,,BOUND_INDEPENDENT_SOURCE,DOMAIN_APPROVED,,"{""BEGINNER"": ""FITT-MOBILITY-V1"", ""INTERMEDIATE"": ""FITT-MOBILITY-INTERMEDIATE-V1""}",DOMAIN_APPROVED,False,NEX-000126,NAME_MATCH,{},v2.0.2-independent-bindings-source-match-v1.0.0
DVAR-82501686CF95380A,neck_lateral_stretch_mobility_stretch_bodyweight__ankle_foot_no_load_safe_v1,,,DOMAIN_APPROVED,,BOUND_INDEPENDENT_SOURCE,DOMAIN_APPROVED,,"{""BEGINNER"": ""FITT-MOBILITY-V1"", ""INTERMEDIATE"": ""FITT-MOBILITY-INTERMEDIATE-V1""}",DOMAIN_APPROVED,False,NEX-000083,BASE_EXERCISE_NEX_MATCH,{},v2.0.2-independent-bindings-source-match-v1.0.0
DVAR-889F35FB54AD157C,dumbbell_standing_curl_isolation_dumbbell__lower_back_no_load_safe_v1,,,DOMAIN_APPROVED,,BOUND_INDEPENDENT_SOURCE,DOMAIN_APPROVED,,"{""BEGINNER"": ""FITT-ISOLATION-STRENGTH-V1"", ""INTERMEDIATE"": ""FITT-ISOLATION-STRENGTH-INTERMEDIATE-V1""}",DOMAIN_APPROVED,False,NEX-000059,BASE_EXERCISE_NEX_MATCH,{},v2.0.2-independent-bindings-source-match-v1.0.0
DVAR-8986420CC1824B81,seated_glute_stretch_mobility_stretch_bodyweight__neck_no_load_safe_v1,,,DOMAIN_APPROVED,,BOUND_INDEPENDENT_SOURCE,DOMAIN_APPROVED,,"{""BEGINNER"": ""FITT-MOBILITY-V1"", ""INTERMEDIATE"": ""FITT-MOBILITY-INTERMEDIATE-V1""}",DOMAIN_APPROVED,False,NEX-000126,NAME_MATCH,{},v2.0.2-independent-bindings-source-match-v1.0.0
DVAR-8C83EA75C5EB2A81,side_lying_quadriceps_stretch_mobility_stretch_bodyweight__abdomen_no_load_safe_v1,,,DOMAIN_APPROVED,,BOUND_INDEPENDENT_SOURCE,DOMAIN_APPROVED,,"{""BEGINNER"": ""FITT-MOBILITY-V1"", ""INTERMEDIATE"": ""FITT-MOBILITY-INTERMEDIATE-V1""}",DOMAIN_APPROVED,False,NEX-000072,BASE_EXERCISE_NEX_MATCH,{},v2.0.2-independent-bindings-source-match-v1.0.0
DVAR-9432BB9760D2677F,butterfly_adductor_stretch_mobility_stretch_bodyweight__abdomen_no_load_safe_v1,,,DOMAIN_APPROVED,,BOUND_INDEPENDENT_SOURCE,DOMAIN_APPROVED,,"{""BEGINNER"": ""FITT-MOBILITY-V1"", ""INTERMEDIATE"": ""FITT-MOBILITY-INTERMEDIATE-V1""}",DOMAIN_APPROVED,False,NEX-000129,BASE_EXERCISE_NEX_MATCH,{},v2.0.2-independent-bindings-source-match-v1.0.0
DVAR-99EA1AE55B52D628,rear_deltoid_stretch_mobility_stretch_bodyweight__ankle_foot_no_load_safe_v1,,,DOMAIN_APPROVED,,BOUND_INDEPENDENT_SOURCE,DOMAIN_APPROVED,,"{""BEGINNER"": ""FITT-MOBILITY-V1"", ""INTERMEDIATE"": ""FITT-MOBILITY-INTERMEDIATE-V1""}",DOMAIN_APPROVED,False,NEX-000075,BASE_EXERCISE_NEX_MATCH,{},v2.0.2-independent-bindings-source-match-v1.0.0
DVAR-9A46CA5E3E420CBB,seated_calf_stretch_mobility_stretch_bodyweight__wrist_hand_no_load_safe_v1,,,DOMAIN_APPROVED,,BOUND_INDEPENDENT_SOURCE,DOMAIN_APPROVED,,"{""BEGINNER"": ""FITT-MOBILITY-V1"", ""INTERMEDIATE"": ""FITT-MOBILITY-INTERMEDIATE-V1""}",DOMAIN_APPROVED,False,NEX-000124,BASE_EXERCISE_NEX_MATCH,{},v2.0.2-independent-bindings-source-match-v1.0.0
DVAR-9D87E310514D2812,wrist_circles_mobility_stretch_bodyweight__hip_no_load_safe_v1,,,DOMAIN_APPROVED,,BOUND_INDEPENDENT_SOURCE,DOMAIN_APPROVED,,"{""BEGINNER"": ""FITT-MOBILITY-V1"", ""INTERMEDIATE"": ""FITT-MOBILITY-INTERMEDIATE-V1""}",DOMAIN_APPROVED,False,NEX-000127,NAME_MATCH,{},v2.0.2-independent-bindings-source-match-v1.0.0
DVAR-9E51F99EBE51B94E,seated_glute_stretch_mobility_stretch_bodyweight__abdomen_no_load_safe_v1,,,DOMAIN_APPROVED,,BOUND_INDEPENDENT_SOURCE,DOMAIN_APPROVED,,"{""BEGINNER"": ""FITT-MOBILITY-V1"", ""INTERMEDIATE"": ""FITT-MOBILITY-INTERMEDIATE-V1""}",DOMAIN_APPROVED,False,NEX-000126,NAME_MATCH,{},v2.0.2-independent-bindings-source-match-v1.0.0
DVAR-A5660508D8559197,butterfly_adductor_stretch_mobility_stretch_bodyweight__lower_back_no_load_safe_v1,,,DOMAIN_APPROVED,,BOUND_INDEPENDENT_SOURCE,DOMAIN_APPROVED,,"{""BEGINNER"": ""FITT-MOBILITY-V1"", ""INTERMEDIATE"": ""FITT-MOBILITY-INTERMEDIATE-V1""}",DOMAIN_APPROVED,False,NEX-000129,BASE_EXERCISE_NEX_MATCH,{},v2.0.2-independent-bindings-source-match-v1.0.0
DVAR-AB7187925CA96B5D,overhead_triceps_stretch_mobility_stretch_bodyweight__hip_no_load_safe_v1,,,DOMAIN_APPROVED,,BOUND_INDEPENDENT_SOURCE,DOMAIN_APPROVED,,"{""BEGINNER"": ""FITT-MOBILITY-V1"", ""INTERMEDIATE"": ""FITT-MOBILITY-INTERMEDIATE-V1""}",DOMAIN_APPROVED,False,NEX-000073,BASE_EXERCISE_NEX_MATCH,{},v2.0.2-independent-bindings-source-match-v1.0.0
