representative_exercise_id,stable_code_before,field_name,old_value,new_value,change_type,decision_code,decision_status,evidence_reference,note_ko
REX-000013,bodyweight_reverse_crunch_core_brace_bodyweight,difficulty_code,BEGINNER,INTERMEDIATE,FIELD_CORRECTION,CRUNCH_VARIANTS_ARE_INTERMEDIATE,APPLIED,integrated_exercise_review_updated.csv:gymvisual:0872,원천·승인 정책과의 정합성을 맞춘 결정적 수정이며 기존 값은 migration에 보존한다.
REX-000018,cable_fly_isolation_cable_machine,difficulty_code,BEGINNER,INTERMEDIATE,FIELD_CORRECTION,CABLE_MACHINE_IS_INTERMEDIATE,APPLIED,integrated_exercise_review_updated.csv:gymvisual:0227,원천·승인 정책과의 정합성을 맞춘 결정적 수정이며 기존 값은 migration에 보존한다.
REX-000019,cable_triceps_pushdown_isolation_cable_machine,difficulty_code,BEGINNER,INTERMEDIATE,FIELD_CORRECTION,CABLE_MACHINE_IS_INTERMEDIATE,APPLIED,integrated_exercise_review_updated.csv:gymvisual:0201,원천·승인 정책과의 정합성을 맞춘 결정적 수정이며 기존 값은 migration에 보존한다.
REX-000020,chair_leg_extended_stretch_mobility_stretch_bodyweight,setup_condition_ko,,안정적인 지지물(벤치 또는 의자 등)을 준비한다.,FIELD_CORRECTION,SUPPORT_CONDITION_PRESERVED,APPLIED,integrated_exercise_review_updated.csv:gymvisual:1548,원천·승인 정책과의 정합성을 맞춘 결정적 수정이며 기존 값은 migration에 보존한다.
REX-000023,crunch_variant_core_brace_bodyweight,difficulty_code,BEGINNER,INTERMEDIATE,FIELD_CORRECTION,CRUNCH_VARIANTS_ARE_INTERMEDIATE,APPLIED,integrated_exercise_review_updated.csv:gymvisual:0691,원천·승인 정책과의 정합성을 맞춘 결정적 수정이며 기존 값은 migration에 보존한다.
REX-000027,dumbbell_preacher_curl_isolation_dumbbell,setup_condition_ko,,안정적인 지지물(벤치 또는 의자 등)을 준비한다.,FIELD_CORRECTION,SUPPORT_CONDITION_PRESERVED,APPLIED,integrated_exercise_review_updated.csv:gymvisual:0372,원천·승인 정책과의 정합성을 맞춘 결정적 수정이며 기존 값은 migration에 보존한다.
REX-000037,incline_y_raise_isolation_dumbbell,setup_condition_ko,,안정적인 지지물(벤치 또는 의자 등)을 준비한다.,FIELD_CORRECTION,SUPPORT_CONDITION_PRESERVED,APPLIED,integrated_exercise_review_updated.csv:gymvisual:3541,원천·승인 정책과의 정합성을 맞춘 결정적 수정이며 기존 값은 migration에 보존한다.
REX-000040,lat_pulldown_vertical_pull_cable_machine,difficulty_code,BEGINNER,INTERMEDIATE,FIELD_CORRECTION,CABLE_MACHINE_IS_INTERMEDIATE,APPLIED,integrated_exercise_review_updated.csv:gymvisual:0198,원천·승인 정책과의 정합성을 맞춘 결정적 수정이며 기존 값은 migration에 보존한다.
REX-000049,pectorals_horizontal_push_horizontal_push_machine,setup_condition_ko,,안정적인 지지물(벤치 또는 의자 등)을 준비한다.,FIELD_CORRECTION,SUPPORT_CONDITION_PRESERVED,APPLIED,integrated_exercise_review_updated.csv:wger:1094,원천·승인 정책과의 정합성을 맞춘 결정적 수정이며 기존 값은 migration에 보존한다.
REX-000057,hip_flexion_isolation_bodyweight,name_en,의자잡고 전방으로 무릎 굽혀 들기,,FIELD_CORRECTION,SOURCE_NAME_EN_NORMALIZED,APPLIED,integrated_exercise_review_updated.csv:kspo:46ea8fdbe34474fac354a051f63b114e0a6d20a21f71226ae0db5da216d14861,원천·승인 정책과의 정합성을 맞춘 결정적 수정이며 기존 값은 migration에 보존한다.
REX-000057,hip_flexion_isolation_bodyweight,setup_condition_ko,,안정적인 지지물(벤치 또는 의자 등)을 준비한다.,FIELD_CORRECTION,SUPPORT_CONDITION_PRESERVED,APPLIED,integrated_exercise_review_updated.csv:kspo:46ea8fdbe34474fac354a051f63b114e0a6d20a21f71226ae0db5da216d14861,원천·승인 정책과의 정합성을 맞춘 결정적 수정이며 기존 값은 migration에 보존한다.
REX-000063,hip_adduction_isolation_stability_ball,name_en,의자에 앉아 다리로 짐볼 쥐기,,FIELD_CORRECTION,SOURCE_NAME_EN_NORMALIZED,APPLIED,integrated_exercise_review_updated.csv:kspo:66e29f752b845bd1bcfa4cb737be1ede40daa81d869ea4b531c882b02ffb3c28,원천·승인 정책과의 정합성을 맞춘 결정적 수정이며 기존 값은 migration에 보존한다.
REX-000064,hip_flexion_isolation_bodyweight_rex_000064,name_en,앉아서 엉덩관절 굽히기,,FIELD_CORRECTION,SOURCE_NAME_EN_NORMALIZED,APPLIED,integrated_exercise_review_updated.csv:kspo:dfd7eaa07d42e118610eb6756d8dcdc351f5b1f3c9a1262fa94aa18d92a87e09,원천·승인 정책과의 정합성을 맞춘 결정적 수정이며 기존 값은 migration에 보존한다.
REX-000064,hip_flexion_isolation_bodyweight_rex_000064,setup_condition_ko,,안정적인 지지물(벤치 또는 의자 등)을 준비한다.,FIELD_CORRECTION,SUPPORT_CONDITION_PRESERVED,APPLIED,integrated_exercise_review_updated.csv:kspo:dfd7eaa07d42e118610eb6756d8dcdc351f5b1f3c9a1262fa94aa18d92a87e09,원천·승인 정책과의 정합성을 맞춘 결정적 수정이며 기존 값은 migration에 보존한다.
REX-000066,mobility_balance_bodyweight,name_en,FITT-CORE-STABILITY-V1,,FIELD_CORRECTION,SOURCE_NAME_EN_NORMALIZED,APPLIED,integrated_exercise_review_updated.csv:kspo:19af0f76cad5e01830e662585e3cea621cf8563f1955f83114bef440606379c4,원천·승인 정책과의 정합성을 맞춘 결정적 수정이며 기존 값은 migration에 보존한다.
REX-000068,cardio_gait_step_box,name_en,스텝박스 오르내리기,,FIELD_CORRECTION,SOURCE_NAME_EN_NORMALIZED,APPLIED,integrated_exercise_review_updated.csv:kspo:00c41c823f6141adb2f3b7da95c1213fea98dac6cb3bfaf453f1a4989133d2d2,원천·승인 정책과의 정합성을 맞춘 결정적 수정이며 기존 값은 migration에 보존한다.
REX-000069,leg_press_knee_dominant_resistance_band,name_en,밴드 잡고 누워서 다리 밀기,,FIELD_CORRECTION,SOURCE_NAME_EN_NORMALIZED,APPLIED,integrated_exercise_review_updated.csv:kspo:72cc612abf8747105b33f64e0661b713012fb3f2ae378cd5c5142215eedc899b,원천·승인 정책과의 정합성을 맞춘 결정적 수정이며 기존 값은 migration에 보존한다.
REX-000076,row_variant_horizontal_pull_cable_machine,difficulty_code,BEGINNER,INTERMEDIATE,FIELD_CORRECTION,CABLE_MACHINE_IS_INTERMEDIATE,APPLIED,integrated_exercise_review_updated.csv:wger:1117,원천·승인 정책과의 정합성을 맞춘 결정적 수정이며 기존 값은 migration에 보존한다.
REX-000079,seated_cable_row_horizontal_pull_cable_machine,difficulty_code,BEGINNER,INTERMEDIATE,FIELD_CORRECTION,CABLE_MACHINE_IS_INTERMEDIATE,APPLIED,integrated_exercise_review_updated.csv:gymvisual:0861,원천·승인 정책과의 정합성을 맞춘 결정적 수정이며 기존 값은 migration에 보존한다.
REX-000080,seated_calf_raise_isolation_barbell,setup_condition_ko,,안정적인 지지물(벤치 또는 의자 등)을 준비한다.,FIELD_CORRECTION,SUPPORT_CONDITION_PRESERVED,APPLIED,integrated_exercise_review_updated.csv:gymvisual:0088,원천·승인 정책과의 정합성을 맞춘 결정적 수정이며 기존 값은 migration에 보존한다.
REX-000090,spine_core_brace_core_brace_mat,name_en,네발기기 자세에서 팔 다리 들기,,FIELD_CORRECTION,SOURCE_NAME_EN_NORMALIZED,APPLIED,integrated_exercise_review_updated.csv:kspo:ce0ab5a88d5e6c4243b2a910aa53ecff3aa783c716fa193711a1a6e44542b3a0,원천·승인 정책과의 정합성을 맞춘 결정적 수정이며 기존 값은 migration에 보존한다.
REX-000097,upper_back_isolation_isolation_resistance_band,name_en,의자에 앉아 밴드 양옆으로 늘이기,,FIELD_CORRECTION,SOURCE_NAME_EN_NORMALIZED,APPLIED,integrated_exercise_review_updated.csv:kspo:ab41f78cd9e548e1217b4460122ca0a1e9824cd570da589f1b37ffe86d6db937,원천·승인 정책과의 정합성을 맞춘 결정적 수정이며 기존 값은 migration에 보존한다.
REX-000103,barbell_decline_bent_arm_pullover_isolation_barbell,source_track,v1,gymvisual,FIELD_CORRECTION,SOURCE_PROVENANCE_RESOLVED,APPLIED,integrated_exercise_review_updated.csv:gymvisual:0034,원천·승인 정책과의 정합성을 맞춘 결정적 수정이며 기존 값은 migration에 보존한다.
REX-000103,barbell_decline_bent_arm_pullover_isolation_barbell,source_identity,v1:NEX-000002,0034,FIELD_CORRECTION,SOURCE_PROVENANCE_RESOLVED,APPLIED,integrated_exercise_review_updated.csv:gymvisual:0034,원천·승인 정책과의 정합성을 맞춘 결정적 수정이며 기존 값은 migration에 보존한다.
REX-000103,barbell_decline_bent_arm_pullover_isolation_barbell,setup_condition_ko,,디클라인 벤치와 바벨을 준비하고 발 고정 상태를 확인한다.,FIELD_CORRECTION,SUPPORT_CONDITION_PRESERVED,APPLIED,integrated_exercise_review_updated.csv:gymvisual:0034,원천·승인 정책과의 정합성을 맞춘 결정적 수정이며 기존 값은 migration에 보존한다.
REX-000103,barbell_decline_bent_arm_pullover_isolation_barbell,instruction_summary_ko,풀오버 운동은 다른 부위의 움직임을 줄이고 등을 집중해 사용하는 운동입니다.,디클라인 벤치에 누워 발을 고정하고 바벨을 가슴 위에서 머리 뒤로 천천히 내렸다가 시작 위치로 돌아옵니다.,FIELD_CORRECTION,SOURCE_INSTRUCTION_ALIGNMENT_REFINED,APPLIED,integrated_exercise_review_updated.csv:gymvisual:0034,원천·승인 정책과의 정합성을 맞춘 결정적 수정이며 기존 값은 migration에 보존한다.
REX-000103,barbell_decline_bent_arm_pullover_isolation_barbell,form_cues_ko,"[""시작 자세와 기구를 안정적으로 준비한다."",""안내된 부위를 중심으로 천천히 움직인다."",""끝 범위에서 힘을 잠시 유지한다."",""반동 없이 시작 자세로 돌아온다.""]","[""머리가 엉덩이보다 낮은 디클라인 벤치에 누워 발을 고정한다."",""바벨을 손바닥이 앞을 향하도록 잡고 가슴 위에서 팔을 편다."",""팔꿈치를 약간 굽힌 채 바벨을 머리 뒤로 천천히 내린다."",""반동 없이 광배근으로 바벨을 시작 위치까지 되돌린다.""]",FIELD_CORRECTION,SOURCE_INSTRUCTION_ALIGNMENT_REFINED,APPLIED,integrated_exercise_review_updated.csv:gymvisual:0034,원천·승인 정책과의 정합성을 맞춘 결정적 수정이며 기존 값은 migration에 보존한다.
REX-000104,cable_incline_fly_on_stability_ball_isolation_stability_ball,source_track,v1,gymvisual,FIELD_CORRECTION,SOURCE_PROVENANCE_RESOLVED,APPLIED,integrated_exercise_review_updated.csv:gymvisual:0170,원천·승인 정책과의 정합성을 맞춘 결정적 수정이며 기존 값은 migration에 보존한다.
REX-000104,cable_incline_fly_on_stability_ball_isolation_stability_ball,source_identity,v1:NEX-000016,0170,FIELD_CORRECTION,SOURCE_PROVENANCE_RESOLVED,APPLIED,integrated_exercise_review_updated.csv:gymvisual:0170,원천·승인 정책과의 정합성을 맞춘 결정적 수정이며 기존 값은 migration에 보존한다.
REX-000104,cable_incline_fly_on_stability_ball_isolation_stability_ball,display_name_ko,케이블 인클라인 플라이(메디신볼),케이블 인클라인 플라이(짐볼),FIELD_CORRECTION,REPRESENTATIVE_IDENTITY_LABEL_REFINED,APPLIED,integrated_exercise_review_updated.csv:gymvisual:0170,원천·승인 정책과의 정합성을 맞춘 결정적 수정이며 기존 값은 migration에 보존한다.
REX-000104,cable_incline_fly_on_stability_ball_isolation_stability_ball,setup_condition_ko,,인클라인으로 고정한 짐볼과 케이블 머신을 준비한다.,FIELD_CORRECTION,SUPPORT_CONDITION_PRESERVED,APPLIED,integrated_exercise_review_updated.csv:gymvisual:0170,원천·승인 정책과의 정합성을 맞춘 결정적 수정이며 기존 값은 migration에 보존한다.
REX-000104,cable_incline_fly_on_stability_ball_isolation_stability_ball,difficulty_code,BEGINNER,INTERMEDIATE,FIELD_CORRECTION,CABLE_MACHINE_IS_INTERMEDIATE,APPLIED,integrated_exercise_review_updated.csv:gymvisual:0170,원천·승인 정책과의 정합성을 맞춘 결정적 수정이며 기존 값은 migration에 보존한다.
REX-000104,cable_incline_fly_on_stability_ball_isolation_stability_ball,instruction_summary_ko,케이블 플라이 운동은 다른 부위의 움직임을 줄이고 가슴을 집중해 사용하는 운동입니다.,인클라인으로 고정한 짐볼에 앉아 케이블 손잡이를 양손으로 잡고 팔을 벌렸다가 통제하며 돌아옵니다.,FIELD_CORRECTION,SOURCE_INSTRUCTION_ALIGNMENT_REFINED,APPLIED,integrated_exercise_review_updated.csv:gymvisual:0170,원천·승인 정책과의 정합성을 맞춘 결정적 수정이며 기존 값은 migration에 보존한다.
REX-000104,cable_incline_fly_on_stability_ball_isolation_stability_ball,form_cues_ko,"[""시작 자세와 기구를 안정적으로 준비한다."",""안내된 부위를 중심으로 천천히 움직인다."",""끝 범위에서 힘을 잠시 유지한다."",""반동 없이 시작 자세로 돌아온다.""]","[""인클라인으로 고정한 짐볼에 발을 바닥에 두고 안정적으로 앉는다."",""케이블 손잡이를 손바닥이 앞을 향하도록 잡고 등을 곧게 편다."",""팔꿈치를 약간 굽힌 채 양팔을 옆으로 벌린다."",""몸통이 흔들리지 않는 범위에서 천천히 시작 위치로 돌아온다.""]",FIELD_CORRECTION,SOURCE_INSTRUCTION_ALIGNMENT_REFINED,APPLIED,integrated_exercise_review_updated.csv:gymvisual:0170,원천·승인 정책과의 정합성을 맞춘 결정적 수정이며 기존 값은 migration에 보존한다.
REX-000105,cable_lying_extension_pullover_with_rope_attachment_isolation_cable_machine,source_track,v1,gymvisual,FIELD_CORRECTION,SOURCE_PROVENANCE_RESOLVED,APPLIED,integrated_exercise_review_updated.csv:gymvisual:0184,원천·승인 정책과의 정합성을 맞춘 결정적 수정이며 기존 값은 migration에 보존한다.
REX-000105,cable_lying_extension_pullover_with_rope_attachment_isolation_cable_machine,source_identity,v1:NEX-000018,0184,FIELD_CORRECTION,SOURCE_PROVENANCE_RESOLVED,APPLIED,integrated_exercise_review_updated.csv:gymvisual:0184,원천·승인 정책과의 정합성을 맞춘 결정적 수정이며 기존 값은 migration에 보존한다.
REX-000105,cable_lying_extension_pullover_with_rope_attachment_isolation_cable_machine,setup_condition_ko,,케이블 머신 상단 풀리에 로프 핸들을 연결하고 벤치를 준비한다.,FIELD_CORRECTION,SUPPORT_CONDITION_PRESERVED,APPLIED,integrated_exercise_review_updated.csv:gymvisual:0184,원천·승인 정책과의 정합성을 맞춘 결정적 수정이며 기존 값은 migration에 보존한다.
REX-000105,cable_lying_extension_pullover_with_rope_attachment_isolation_cable_machine,instruction_summary_ko,풀오버 운동은 다른 부위의 움직임을 줄이고 등을 집중해 사용하는 운동입니다.,"벤치에 누워 케이블 머신의 로프를 가슴 위로 들어 올리고, 팔꿈치를 약간 굽힌 채 로프를 머리 뒤로 천천히 내렸다가 돌아옵니다.",FIELD_CORRECTION,SOURCE_INSTRUCTION_ALIGNMENT_REFINED,APPLIED,integrated_exercise_review_updated.csv:gymvisual:0184,원천·승인 정책과의 정합성을 맞춘 결정적 수정이며 기존 값은 migration에 보존한다.
REX-000105,cable_lying_extension_pullover_with_rope_attachment_isolation_cable_machine,form_cues_ko,"[""시작 자세와 기구를 안정적으로 준비한다."",""안내된 부위를 중심으로 천천히 움직인다."",""끝 범위에서 힘을 잠시 유지한다."",""반동 없이 시작 자세로 돌아온다.""]","[""케이블 머신 상단 풀리에 로프 핸들을 연결하고 벤치에 눕는다."",""로프를 양손으로 잡아 가슴 위에서 팔을 편다."",""팔꿈치 각도를 유지하며 로프를 머리 뒤로 천천히 내린다."",""통제된 속도로 로프를 가슴 위 시작 위치로 되돌린다.""]",FIELD_CORRECTION,SOURCE_INSTRUCTION_ALIGNMENT_REFINED,APPLIED,integrated_exercise_review_updated.csv:gymvisual:0184,원천·승인 정책과의 정합성을 맞춘 결정적 수정이며 기존 값은 migration에 보존한다.
REX-000106,cable_reverse_grip_straight_back_seated_high_row_isolation_cable_machine,source_track,v1,gymvisual,FIELD_CORRECTION,SOURCE_PROVENANCE_RESOLVED,APPLIED,integrated_exercise_review_updated.csv:gymvisual:0208,원천·승인 정책과의 정합성을 맞춘 결정적 수정이며 기존 값은 migration에 보존한다.
REX-000106,cable_reverse_grip_straight_back_seated_high_row_isolation_cable_machine,source_identity,v1:NEX-000022,0208,FIELD_CORRECTION,SOURCE_PROVENANCE_RESOLVED,APPLIED,integrated_exercise_review_updated.csv:gymvisual:0208,원천·승인 정책과의 정합성을 맞춘 결정적 수정이며 기존 값은 migration에 보존한다.
REX-000106,cable_reverse_grip_straight_back_seated_high_row_isolation_cable_machine,setup_condition_ko,,케이블 머신 시트를 안정적으로 조정한다.,FIELD_CORRECTION,SUPPORT_CONDITION_PRESERVED,APPLIED,integrated_exercise_review_updated.csv:gymvisual:0208,원천·승인 정책과의 정합성을 맞춘 결정적 수정이며 기존 값은 migration에 보존한다.
REX-000106,cable_reverse_grip_straight_back_seated_high_row_isolation_cable_machine,difficulty_code,BEGINNER,INTERMEDIATE,FIELD_CORRECTION,CABLE_MACHINE_IS_INTERMEDIATE,APPLIED,integrated_exercise_review_updated.csv:gymvisual:0208,원천·승인 정책과의 정합성을 맞춘 결정적 수정이며 기존 값은 migration에 보존한다.
REX-000106,cable_reverse_grip_straight_back_seated_high_row_isolation_cable_machine,instruction_summary_ko,시티드 케이블 로우 운동은 팔꿈치를 뒤로 보내며 등을 사용하는 운동입니다.,케이블 머신에 앉아 손바닥이 위를 향하도록 손잡이를 잡고 등을 곧게 편 채 팔꿈치를 뒤로 당겼다가 천천히 돌아옵니다.,FIELD_CORRECTION,SOURCE_INSTRUCTION_ALIGNMENT_REFINED,APPLIED,integrated_exercise_review_updated.csv:gymvisual:0208,원천·승인 정책과의 정합성을 맞춘 결정적 수정이며 기존 값은 migration에 보존한다.
REX-000106,cable_reverse_grip_straight_back_seated_high_row_isolation_cable_machine,form_cues_ko,"[""가슴을 편안히 열고 손잡이나 기구를 잡는다."",""어깨를 끌어올리지 않고 팔꿈치를 뒤로 보낸다."",""손잡이를 몸 가까이 가져온 뒤 잠시 멈춘다."",""팔을 천천히 펴며 처음 위치로 돌아온다.""]","[""케이블 머신 시트에 앉아 발바닥을 바닥에 둔다."",""손바닥이 위를 향하는 언더핸드 그립으로 손잡이를 잡는다."",""등을 곧게 유지하며 견갑골을 모아 손잡이를 몸통 쪽으로 당긴다."",""정점에서 잠시 멈춘 뒤 케이블을 천천히 놓는다.""]",FIELD_CORRECTION,SOURCE_INSTRUCTION_ALIGNMENT_REFINED,APPLIED,integrated_exercise_review_updated.csv:gymvisual:0208,원천·승인 정책과의 정합성을 맞춘 결정적 수정이며 기존 값은 migration에 보존한다.
REX-000108,dumbbell_incline_rear_lateral_raise_isolation_dumbbell,source_track,v1,gymvisual,FIELD_CORRECTION,SOURCE_PROVENANCE_RESOLVED,APPLIED,integrated_exercise_review_updated.csv:gymvisual:0326,원천·승인 정책과의 정합성을 맞춘 결정적 수정이며 기존 값은 migration에 보존한다.
REX-000108,dumbbell_incline_rear_lateral_raise_isolation_dumbbell,source_identity,v1:NEX-000037,0326,FIELD_CORRECTION,SOURCE_PROVENANCE_RESOLVED,APPLIED,integrated_exercise_review_updated.csv:gymvisual:0326,원천·승인 정책과의 정합성을 맞춘 결정적 수정이며 기존 값은 migration에 보존한다.
REX-000108,dumbbell_incline_rear_lateral_raise_isolation_dumbbell,setup_condition_ko,,45도로 조절한 인클라인 벤치를 준비한다.,FIELD_CORRECTION,SUPPORT_CONDITION_PRESERVED,APPLIED,integrated_exercise_review_updated.csv:gymvisual:0326,원천·승인 정책과의 정합성을 맞춘 결정적 수정이며 기존 값은 migration에 보존한다.
REX-000108,dumbbell_incline_rear_lateral_raise_isolation_dumbbell,instruction_summary_ko,리어 델트 플라이 운동은 다른 부위의 움직임을 줄이고 어깨를 집중해 사용하는 운동입니다.,45도 인클라인 벤치에 가슴을 대고 덤벨을 양손에 든 뒤 팔을 양옆으로 들어 올렸다가 천천히 내립니다.,FIELD_CORRECTION,SOURCE_INSTRUCTION_ALIGNMENT_REFINED,APPLIED,integrated_exercise_review_updated.csv:gymvisual:0326,원천·승인 정책과의 정합성을 맞춘 결정적 수정이며 기존 값은 migration에 보존한다.
REX-000108,dumbbell_incline_rear_lateral_raise_isolation_dumbbell,form_cues_ko,"[""시작 자세와 기구를 안정적으로 준비한다."",""안내된 부위를 중심으로 천천히 움직인다."",""끝 범위에서 힘을 잠시 유지한다."",""반동 없이 시작 자세로 돌아온다.""]","[""인클라인 벤치를 45도로 조정하고 가슴을 등받이에 댄다."",""덤벨을 손바닥이 서로 마주 보게 잡고 팔을 아래로 늘어뜨린다."",""팔꿈치를 약간 굽힌 채 팔을 바닥과 평행한 높이까지 벌린다."",""정점에서 잠시 멈춘 뒤 덤벨을 천천히 내린다.""]",FIELD_CORRECTION,SOURCE_INSTRUCTION_ALIGNMENT_REFINED,APPLIED,integrated_exercise_review_updated.csv:gymvisual:0326,원천·승인 정책과의 정합성을 맞춘 결정적 수정이며 기존 값은 migration에 보존한다.
REX-000109,dumbbell_lateral_to_front_raise_isolation_dumbbell,source_track,v1,gymvisual,FIELD_CORRECTION,SOURCE_PROVENANCE_RESOLVED,APPLIED,integrated_exercise_review_updated.csv:gymvisual:0335,원천·승인 정책과의 정합성을 맞춘 결정적 수정이며 기존 값은 migration에 보존한다.
REX-000109,dumbbell_lateral_to_front_raise_isolation_dumbbell,source_identity,v1:NEX-000040,0335,FIELD_CORRECTION,SOURCE_PROVENANCE_RESOLVED,APPLIED,integrated_exercise_review_updated.csv:gymvisual:0335,원천·승인 정책과의 정합성을 맞춘 결정적 수정이며 기존 값은 migration에 보존한다.
REX-000109,dumbbell_lateral_to_front_raise_isolation_dumbbell,difficulty_code,BEGINNER,INTERMEDIATE,FIELD_CORRECTION,SOURCE_REVIEWED_DIFFICULTY_REFINED,APPLIED,integrated_exercise_review_updated.csv:gymvisual:0335,원천·승인 정책과의 정합성을 맞춘 결정적 수정이며 기존 값은 migration에 보존한다.
REX-000109,dumbbell_lateral_to_front_raise_isolation_dumbbell,instruction_summary_ko,프론트 레이즈 운동은 다른 부위의 움직임을 줄이고 어깨를 집중해 사용하는 운동입니다.,"덤벨을 양손에 들고 팔을 양옆으로 들어 올렸다가 내린 다음, 같은 방식으로 몸 앞까지 들어 올립니다.",FIELD_CORRECTION,SOURCE_INSTRUCTION_ALIGNMENT_REFINED,APPLIED,integrated_exercise_review_updated.csv:gymvisual:0335,원천·승인 정책과의 정합성을 맞춘 결정적 수정이며 기존 값은 migration에 보존한다.
