stable_code,goal_code,role_eligibility_code,experience_level_code,phase_code,sets,reps,work_seconds_per_set,rest_seconds_per_set,intensity_code,prescription_version,reviewer_role_code,reviewer_reference,evidence_reference,reviewed_at,review_status_code,artifact_status_code,production_eligible
hip_flexor_quadriceps_stretch_mobility_stretch_stretch_strap,GENERAL_FITNESS,SUPPORT,BEGINNER,COOLDOWN,1,,45,0,LOW,v2.0.0-draft,DOMAIN_REVIEWER,V2-PRESCRIPTION-REVIEW-CANDIDATE-2026-08-25,validation/review_results/v2_prescription_review_input.csv,2026-08-25T00:00:00+09:00,DOMAIN_APPROVED,DRAFT,false
incline_y_raise_isolation_dumbbell,GENERAL_FITNESS,SUPPORT,BEGINNER,MAIN,2,8,,45,MODERATE,v2.0.0-draft,DOMAIN_REVIEWER,V2-PRESCRIPTION-REVIEW-CANDIDATE-2026-08-25,validation/review_results/v2_prescription_review_input.csv,2026-08-25T00:00:00+09:00,DOMAIN_APPROVED,DRAFT,false
inverted_row_horizontal_pull_bodyweight,GENERAL_FITNESS,CORE,BEGINNER,MAIN,2,8,,45,MODERATE,v2.0.0-draft,DOMAIN_REVIEWER,V2-PRESCRIPTION-REVIEW-CANDIDATE-2026-08-25,validation/review_results/v2_prescription_review_input.csv,2026-08-25T00:00:00+09:00,DOMAIN_APPROVED,DRAFT,false
kettlebell_swing_hip_dominant_kettlebell,GENERAL_FITNESS,CORE,BEGINNER,MAIN,2,8,,45,MODERATE,v2.0.0-draft,DOMAIN_REVIEWER,V2-PRESCRIPTION-REVIEW-CANDIDATE-2026-08-25,validation/review_results/v2_prescription_review_input.csv,2026-08-25T00:00:00+09:00,DOMAIN_APPROVED,DRAFT,false
kneeling_lat_stretch_mobility_stretch_bodyweight,GENERAL_FITNESS,SUPPORT,BEGINNER,WARMUP,1,,60,0,LOW,v2.0.0-draft,DOMAIN_REVIEWER,V2-PRESCRIPTION-REVIEW-CANDIDATE-2026-08-25,validation/review_results/v2_prescription_review_input.csv,2026-08-25T00:00:00+09:00,DOMAIN_APPROVED,DRAFT,false
kneeling_lat_stretch_mobility_stretch_bodyweight,GENERAL_FITNESS,SUPPORT,BEGINNER,COOLDOWN,1,,45,0,LOW,v2.0.0-draft,DOMAIN_REVIEWER,V2-PRESCRIPTION-REVIEW-CANDIDATE-2026-08-25,validation/review_results/v2_prescription_review_input.csv,2026-08-25T00:00:00+09:00,DOMAIN_APPROVED,DRAFT,false
lat_pulldown_vertical_pull_cable_machine,GENERAL_FITNESS,CORE,BEGINNER,MAIN,2,8,,45,MODERATE,v2.0.0-draft,DOMAIN_REVIEWER,V2-PRESCRIPTION-REVIEW-CANDIDATE-2026-08-25,validation/review_results/v2_prescription_review_input.csv,2026-08-25T00:00:00+09:00,DOMAIN_APPROVED,DRAFT,false
leg_press_knee_dominant_machine,GENERAL_FITNESS,CORE,BEGINNER,MAIN,2,8,,45,MODERATE,v2.0.0-draft,DOMAIN_REVIEWER,V2-PRESCRIPTION-REVIEW-CANDIDATE-2026-08-25,validation/review_results/v2_prescription_review_input.csv,2026-08-25T00:00:00+09:00,DOMAIN_APPROVED,DRAFT,false
leg_press_knee_dominant_resistance_band,GENERAL_FITNESS,CORE,BEGINNER,MAIN,2,8,,45,MODERATE,v2.0.0-draft,DOMAIN_REVIEWER,V2-PRESCRIPTION-REVIEW-CANDIDATE-2026-08-25,validation/review_results/v2_prescription_review_input.csv,2026-08-25T00:00:00+09:00,DOMAIN_APPROVED,DRAFT,false
leg_up_hamstring_stretch_mobility_stretch_bodyweight,GENERAL_FITNESS,SUPPORT,BEGINNER,WARMUP,1,,60,0,LOW,v2.0.0-draft,DOMAIN_REVIEWER,V2-PRESCRIPTION-REVIEW-CANDIDATE-2026-08-25,validation/review_results/v2_prescription_review_input.csv,2026-08-25T00:00:00+09:00,DOMAIN_APPROVED,DRAFT,false
leg_up_hamstring_stretch_mobility_stretch_bodyweight,GENERAL_FITNESS,SUPPORT,BEGINNER,COOLDOWN,1,,45,0,LOW,v2.0.0-draft,DOMAIN_REVIEWER,V2-PRESCRIPTION-REVIEW-CANDIDATE-2026-08-25,validation/review_results/v2_prescription_review_input.csv,2026-08-25T00:00:00+09:00,DOMAIN_APPROVED,DRAFT,false
lower_back_curl_core_brace_bodyweight,GENERAL_FITNESS,CORE,BEGINNER,MAIN,1,,60,0,LOW,v2.0.0-draft,DOMAIN_REVIEWER,V2-PRESCRIPTION-REVIEW-CANDIDATE-2026-08-25,validation/review_results/v2_prescription_review_input.csv,2026-08-25T00:00:00+09:00,DOMAIN_APPROVED,DRAFT,false
machine_leg_extension_isolation_machine,GENERAL_FITNESS,SUPPORT,BEGINNER,MAIN,2,8,,45,MODERATE,v2.0.0-draft,DOMAIN_REVIEWER,V2-PRESCRIPTION-REVIEW-CANDIDATE-2026-08-25,validation/review_results/v2_prescription_review_input.csv,2026-08-25T00:00:00+09:00,DOMAIN_APPROVED,DRAFT,false
mobility_balance_bodyweight,GENERAL_FITNESS,CORE,BEGINNER,WARMUP,1,,60,0,LOW,v2.0.0-draft,DOMAIN_REVIEWER,V2-PRESCRIPTION-REVIEW-CANDIDATE-2026-08-25,validation/review_results/v2_prescription_review_input.csv,2026-08-25T00:00:00+09:00,DOMAIN_APPROVED,DRAFT,false
mobility_balance_bodyweight,GENERAL_FITNESS,CORE,BEGINNER,COOLDOWN,1,,45,0,LOW,v2.0.0-draft,DOMAIN_REVIEWER,V2-PRESCRIPTION-REVIEW-CANDIDATE-2026-08-25,validation/review_results/v2_prescription_review_input.csv,2026-08-25T00:00:00+09:00,DOMAIN_APPROVED,DRAFT,false
neck_lateral_stretch_mobility_stretch_bodyweight,GENERAL_FITNESS,SUPPORT,BEGINNER,WARMUP,1,,60,0,LOW,v2.0.0-draft,DOMAIN_REVIEWER,V2-PRESCRIPTION-REVIEW-CANDIDATE-2026-08-25,validation/review_results/v2_prescription_review_input.csv,2026-08-25T00:00:00+09:00,DOMAIN_APPROVED,DRAFT,false
neck_lateral_stretch_mobility_stretch_bodyweight,GENERAL_FITNESS,SUPPORT,BEGINNER,COOLDOWN,1,,45,0,LOW,v2.0.0-draft,DOMAIN_REVIEWER,V2-PRESCRIPTION-REVIEW-CANDIDATE-2026-08-25,validation/review_results/v2_prescription_review_input.csv,2026-08-25T00:00:00+09:00,DOMAIN_APPROVED,DRAFT,false
