representative_id,representative_name_ko,exercise_family,variant_list,source_ids,source_count,movement_pattern,training_type,target_muscle,equipment,difficulty,beginner_suitable,selection_reason,merge_judgement,merge_basis,removable_review_required_codes,additional_review_required_codes,representative_source_id,representative_source_name,representative_review_status,review_required,review_required_codes,reviewed_family,reviewed_variant_relation,reviewed_movement_pattern,reviewed_equipment,reviewed_cardio_equipment,review_decision,review_reason_code,reviewer,reviewed_at,taxonomy_review_status,setup_condition_ko,target_muscle_status,primary_body_area_codes,secondary_body_area_codes,body_area_status,difficulty_status
REX-000011,글루트 브리지,BODYWEIGHT_GLUTE_BRIDGE,"[{""source_id"":""gymvisual:3013"",""variant"":""BASE"",""source_name"":""low glute bridge on floor""}]",gymvisual:3013,1,HIP_DOMINANT,STRENGTH,GLUTES,BODYWEIGHT,BEGINNER,SUITABLE,family 내 대표 1개를 선택; 초보자 접근성 후보값이 있음; 원천 설명·가이드 연결이 있음; 기존 선정 후보가 RECOMMENDED임; 최종 안전·용량·권리 검수는 별도 유지.,SINGLETON_FAMILY,단일 원본 레코드이며 동일 family 내 병합 대상이 없음.,EXERCISE_FAMILY_BOUNDARY_REVIEW|HUMAN_REPRESENTATIVE_SELECTION_REVIEW,BEGINNER_SUITABILITY_REVIEW|EQUIPMENT_TAXONOMY_CANDIDATE_REVIEW|MOVEMENT_PATTERN_REVIEW,gymvisual:3013,low glute bridge on floor,FAMILY_SELECTION_COMPLETE,true,EXERCISE_FAMILY_BOUNDARY_REVIEW|HUMAN_REPRESENTATIVE_SELECTION_REVIEW|BEGINNER_SUITABILITY_REVIEW,BODYWEIGHT_GLUTE_BRIDGE,NO_VARIANT_SINGLE_SOURCE,HIP_DOMINANT,equipment=BODYWEIGHT;requires_equipment=false;locations=HOME|GYM,NOT_APPLICABLE,APPROVED,DOMAIN_EXPERT_TAXONOMY_APPROVAL_2026_08_21,DOMAIN_EXPERT_REVIEW,2026-08-21T00:00:00+09:00,TAXONOMY_APPROVED,,APPROVED,"[""HIP""]","[""KNEE"",""LOWER_BACK""]",APPROVED,APPROVED
REX-000012,풀업,BODYWEIGHT_PULL_UP_BICEPS,"[{""source_id"":""gymvisual:0140"",""variant"":""BASE"",""source_name"":""biceps pull-up""}]",gymvisual:0140,1,VERTICAL_PULL,STRENGTH,BICEPS,BODYWEIGHT,INTERMEDIATE,NOT_PRIORITY,family 내 대표 1개를 선택; 원천 설명·가이드 연결이 있음; 기존 선정 후보가 RECOMMENDED임; 최종 안전·용량·권리 검수는 별도 유지.,SINGLETON_FAMILY,단일 원본 레코드이며 동일 family 내 병합 대상이 없음.,EXERCISE_FAMILY_BOUNDARY_REVIEW|HUMAN_REPRESENTATIVE_SELECTION_REVIEW,BEGINNER_SUITABILITY_REVIEW|EQUIPMENT_TAXONOMY_CANDIDATE_REVIEW|MOVEMENT_PATTERN_REVIEW,gymvisual:0140,biceps pull-up,FAMILY_SELECTION_COMPLETE,true,EXERCISE_FAMILY_BOUNDARY_REVIEW|HUMAN_REPRESENTATIVE_SELECTION_REVIEW|BEGINNER_SUITABILITY_REVIEW,BODYWEIGHT_PULL_UP_BICEPS,NO_VARIANT_SINGLE_SOURCE,VERTICAL_PULL,equipment=BODYWEIGHT|PULL_UP_BAR;requires_equipment=true;locations=HOME|GYM,NOT_APPLICABLE,APPROVED,DOMAIN_EXPERT_TAXONOMY_APPROVAL_2026_08_21,DOMAIN_EXPERT_REVIEW,2026-08-21T00:00:00+09:00,TAXONOMY_APPROVED,,APPROVED,"[""ELBOW""]","[""UPPER_BACK"",""WRIST_HAND""]",APPROVED,APPROVED
REX-000013,리버스 크런치,BODYWEIGHT_REVERSE_CRUNCH,"[{""source_id"":""gymvisual:0242"",""variant"":""CABLE|REVERSE"",""source_name"":""cable tuck reverse crunch""},{""source_id"":""gymvisual:0807"",""variant"":""REVERSE"",""source_name"":""suspended reverse crunch""},{""source_id"":""gymvisual:0872"",""variant"":""BASE"",""source_name"":""reverse crunch""},{""source_id"":""gymvisual:0873"",""variant"":""CABLE|REVERSE"",""source_name"":""cable reverse crunch""},{""source_id"":""gymvisual:2206"",""variant"":""ROLLER|REVERSE"",""source_name"":""roller reverse crunch""}]",gymvisual:0242|gymvisual:0807|gymvisual:0872|gymvisual:0873|gymvisual:2206,5,CORE_BRACE,STRENGTH,CORE,BODYWEIGHT,BEGINNER,CONDITIONAL,family 내 대표 1개를 선택; 표준 운동명이 명확함; 초보자 접근성 후보값이 있음; 원천 설명·가이드 연결이 있음; 기존 선정 후보가 RECOMMENDED임; 최종 안전·용량·권리 검수는 별도 유지.,MERGE_TO_FAMILY_KEEP_VARIANTS,"동일 목적과 수행 패턴(CORE_BRACE)을 공유하는 후보를 family로 묶고, 장비·자세·그립·편측성·난이도 차이는 variant로 보존했다. 타겟 근육만 같은 후보는 이 family 근거로 사용하지 않았다.",EXERCISE_FAMILY_BOUNDARY_REVIEW|HUMAN_REPRESENTATIVE_SELECTION_REVIEW,BEGINNER_SUITABILITY_REVIEW|EQUIPMENT_TAXONOMY_CANDIDATE_REVIEW|HUMAN_TAXONOMY_REVIEW_REQUIRED|MOVEMENT_PATTERN_REVIEW,gymvisual:0872,reverse crunch,FAMILY_SELECTION_COMPLETE,true,EXERCISE_FAMILY_BOUNDARY_REVIEW|HUMAN_REPRESENTATIVE_SELECTION_REVIEW|BEGINNER_SUITABILITY_REVIEW,BODYWEIGHT_REVERSE_CRUNCH,KEEP_VARIANTS:5,CORE_BRACE,equipment=BODYWEIGHT;requires_equipment=false;locations=HOME|GYM,NOT_APPLICABLE,APPROVED,DOMAIN_EXPERT_TAXONOMY_APPROVAL_2026_08_21,DOMAIN_EXPERT_REVIEW,2026-08-21T00:00:00+09:00,TAXONOMY_APPROVED,,APPROVED,"[""ABDOMEN""]","[""LOWER_BACK""]",APPROVED,APPROVED
REX-000014,러시안 트위스트,BODYWEIGHT_RUSSIAN_TWIST,"[{""source_id"":""gymvisual:0211"",""variant"":""CABLE|STABILITY_BALL|ROTATION"",""source_name"":""cable russian twists (on stability ball)""},{""source_id"":""gymvisual:0687"",""variant"":""BASE"",""source_name"":""russian twist""},{""source_id"":""gymvisual:0845"",""variant"":""WEIGHTED|ROTATION"",""source_name"":""weighted russian twist (legs up)""},{""source_id"":""gymvisual:0846"",""variant"":""WEIGHTED|ROTATION"",""source_name"":""weighted russian twist""},{""source_id"":""gymvisual:2371"",""variant"":""WEIGHTED|ROTATION|SOURCE_VERSION_2"",""source_name"":""weighted russian twist v. 2""}]",gymvisual:0211|gymvisual:0687|gymvisual:0845|gymvisual:0846|gymvisual:2371,5,CORE_BRACE,STRENGTH,CORE,BODYWEIGHT,INTERMEDIATE,CONDITIONAL,family 내 대표 1개를 선택; 표준 운동명이 명확함; 초보자 접근성 후보값이 있음; 원천 설명·가이드 연결이 있음; 기존 선정 후보가 RECOMMENDED임; 최종 안전·용량·권리 검수는 별도 유지.,MERGE_TO_FAMILY_KEEP_VARIANTS,"동일 목적과 수행 패턴(CORE_BRACE)을 공유하는 후보를 family로 묶고, 장비·자세·그립·편측성·난이도 차이는 variant로 보존했다. 타겟 근육만 같은 후보는 이 family 근거로 사용하지 않았다.",EXERCISE_FAMILY_BOUNDARY_REVIEW|HUMAN_REPRESENTATIVE_SELECTION_REVIEW,BEGINNER_SUITABILITY_REVIEW|EQUIPMENT_TAXONOMY_CANDIDATE_REVIEW|HUMAN_TAXONOMY_REVIEW_REQUIRED|MOVEMENT_PATTERN_REVIEW,gymvisual:0687,russian twist,FAMILY_SELECTION_COMPLETE,true,EXERCISE_FAMILY_BOUNDARY_REVIEW|HUMAN_REPRESENTATIVE_SELECTION_REVIEW|BEGINNER_SUITABILITY_REVIEW,BODYWEIGHT_RUSSIAN_TWIST,KEEP_VARIANTS:5,CORE_BRACE,equipment=BODYWEIGHT;requires_equipment=false;locations=HOME|GYM,NOT_APPLICABLE,APPROVED,DOMAIN_EXPERT_TAXONOMY_APPROVAL_2026_08_21,DOMAIN_EXPERT_REVIEW,2026-08-21T00:00:00+09:00,TAXONOMY_APPROVED,,APPROVED,"[""ABDOMEN""]","[""LOWER_BACK""]",APPROVED,APPROVED
REX-000015,스플릿 스쿼트,BODYWEIGHT_SPLIT_SQUAT,"[{""source_id"":""gymvisual:2368"",""variant"":""BASE"",""source_name"":""split squats""},{""source_id"":""wger:1706"",""variant"":""DUMBBELL"",""source_name"":""Bulgarian Squat with Dumbbells""}]",gymvisual:2368|wger:1706,2,KNEE_DOMINANT,STRENGTH,QUADRICEPS,BODYWEIGHT,INTERMEDIATE,CONDITIONAL,family 내 대표 1개를 선택; 초보자 접근성 후보값이 있음; 원천 설명·가이드 연결이 있음; 기존 선정 후보가 RECOMMENDED임; 최종 안전·용량·권리 검수는 별도 유지.,MERGE_TO_FAMILY_KEEP_VARIANTS,"동일 목적과 수행 패턴(KNEE_DOMINANT)을 공유하는 후보를 family로 묶고, 장비·자세·그립·편측성·난이도 차이는 variant로 보존했다. 타겟 근육만 같은 후보는 이 family 근거로 사용하지 않았다.",EXERCISE_FAMILY_BOUNDARY_REVIEW|HUMAN_REPRESENTATIVE_SELECTION_REVIEW,BEGINNER_SUITABILITY_REVIEW|BEGINNER_SUITABILITY_REVIEW_REQUIRED|DOMAIN_SAFETY_REVIEW_REQUIRED|EQUIPMENT_TAXONOMY_CANDIDATE_REVIEW|EXECUTION_DOSAGE_REVIEW_REQUIRED|EXERCISE_TAXONOMY_MAPPING_REQUIRED|INSTRUCTION_CONTENT_REVIEW_REQUIRED|KOREAN_LOCALIZATION_REVIEW_REQUIRED|MEDIA_RIGHTS_REVIEW_REQUIRED|MOVEMENT_PATTERN_REVIEW|SOURCE_LICENSE_REVIEW_REQUIRED,gymvisual:2368,split squats,FAMILY_SELECTION_COMPLETE,true,EXERCISE_FAMILY_BOUNDARY_REVIEW|HUMAN_REPRESENTATIVE_SELECTION_REVIEW|BEGINNER_SUITABILITY_REVIEW|BEGINNER_SUITABILITY_REVIEW_REQUIRED|DOMAIN_SAFETY_REVIEW_REQUIRED|EXECUTION_DOSAGE_REVIEW_REQUIRED|EXERCISE_TAXONOMY_MAPPING_REQUIRED|INSTRUCTION_CONTENT_REVIEW_REQUIRED|KOREAN_LOCALIZATION_REVIEW_REQUIRED|MEDIA_RIGHTS_REVIEW_REQUIRED|SOURCE_LICENSE_REVIEW_REQUIRED,BODYWEIGHT_SPLIT_SQUAT,KEEP_VARIANTS:2,KNEE_DOMINANT,equipment=BODYWEIGHT;requires_equipment=false;locations=HOME|GYM,NOT_APPLICABLE,APPROVED,DOMAIN_EXPERT_TAXONOMY_APPROVAL_2026_08_21,DOMAIN_EXPERT_REVIEW,2026-08-21T00:00:00+09:00,TAXONOMY_APPROVED,,APPROVED,"[""KNEE"",""HIP""]","[""ANKLE_FOOT""]",APPROVED,APPROVED
REX-000016,스탠딩 카프 레이즈,BODYWEIGHT_STANDING_CALF_RAISE,"[{""source_id"":""gymvisual:0409"",""variant"":""DUMBBELL|SINGLE_LEG"",""source_name"":""dumbbell single leg calf raise""},{""source_id"":""gymvisual:0999"",""variant"":""BAND|SINGLE_LEG"",""source_name"":""band single leg calf raise""},{""source_id"":""gymvisual:1369"",""variant"":""BAND|SOURCE_VERSION_2"",""source_name"":""band two legs calf raise - (band under both legs) v. 2""},{""source_id"":""gymvisual:1373"",""variant"":""BASE"",""source_name"":""bodyweight standing calf raise""},{""source_id"":""gymvisual:1386"",""variant"":""SINGLE_LEG"",""source_name"":""one leg donkey calf raise""},{""source_id"":""gymvisual:1387"",""variant"":""SINGLE_LEG"",""source_name"":""one leg floor calf raise""}]",gymvisual:0409|gymvisual:0999|gymvisual:1369|gymvisual:1373|gymvisual:1386|gymvisual:1387,6,ISOLATION,STRENGTH,CALVES,BODYWEIGHT,BEGINNER,SUITABLE,family 내 대표 1개를 선택; 표준 운동명이 명확함; 초보자 접근성 후보값이 있음; 원천 설명·가이드 연결이 있음; 기존 선정 후보가 RECOMMENDED임; 최종 안전·용량·권리 검수는 별도 유지.,MERGE_TO_FAMILY_KEEP_VARIANTS,"동일 목적과 수행 패턴(ISOLATION)을 공유하는 후보를 family로 묶고, 장비·자세·그립·편측성·난이도 차이는 variant로 보존했다. 타겟 근육만 같은 후보는 이 family 근거로 사용하지 않았다.",EXERCISE_FAMILY_BOUNDARY_REVIEW|HUMAN_REPRESENTATIVE_SELECTION_REVIEW,BEGINNER_SUITABILITY_REVIEW|EQUIPMENT_TAXONOMY_CANDIDATE_REVIEW|HUMAN_TAXONOMY_REVIEW_REQUIRED|MOVEMENT_PATTERN_REVIEW,gymvisual:1373,bodyweight standing calf raise,FAMILY_SELECTION_COMPLETE,true,EXERCISE_FAMILY_BOUNDARY_REVIEW|HUMAN_REPRESENTATIVE_SELECTION_REVIEW|BEGINNER_SUITABILITY_REVIEW,BODYWEIGHT_STANDING_CALF_RAISE,KEEP_VARIANTS:6,ISOLATION,equipment=BODYWEIGHT;requires_equipment=false;locations=HOME|GYM,NOT_APPLICABLE,APPROVED,DOMAIN_EXPERT_TAXONOMY_APPROVAL_2026_08_21,DOMAIN_EXPERT_REVIEW,2026-08-21T00:00:00+09:00,TAXONOMY_APPROVED,,APPROVED,"[""ANKLE_FOOT""]","[""KNEE""]",APPROVED,APPROVED
REX-000017,버터플라이 스트레칭,BUTTERFLY_ADDUCTOR_STRETCH,"[{""source_id"":""gymvisual:1494"",""variant"":""BASE"",""source_name"":""butterfly yoga pose""}]",gymvisual:1494,1,MOBILITY_STRETCH,MOBILITY,MOBILITY,BODYWEIGHT,BEGINNER,CONDITIONAL,family 내 대표 1개를 선택; 원천 설명·가이드 연결이 있음; 최종 안전·용량·권리 검수는 별도 유지.,SINGLETON_FAMILY,단일 원본 레코드이며 동일 family 내 병합 대상이 없음.,,ALTERNATIVE_RELATION_REVIEW_REQUIRED|BEGINNER_SUITABILITY_REVIEW_REQUIRED|DOMAIN_SAFETY_REVIEW_REQUIRED|EXECUTION_DOSAGE_REVIEW_REQUIRED|EXERCISE_FAMILY_REVIEW_REQUIRED|LOAD_PROFILE_REVIEW_REQUIRED|MEDIA_RIGHTS_REVIEW_REQUIRED|VARIANT_RELATION_REVIEW_REQUIRED,gymvisual:1494,butterfly yoga pose,FAMILY_SELECTION_COMPLETE,true,ALTERNATIVE_RELATION_REVIEW_REQUIRED|BEGINNER_SUITABILITY_REVIEW_REQUIRED|DOMAIN_SAFETY_REVIEW_REQUIRED|EXECUTION_DOSAGE_REVIEW_REQUIRED|LOAD_PROFILE_REVIEW_REQUIRED|MEDIA_RIGHTS_REVIEW_REQUIRED,BUTTERFLY_ADDUCTOR_STRETCH,NO_VARIANT_SINGLE_SOURCE,MOBILITY_STRETCH,equipment=BODYWEIGHT;requires_equipment=false;locations=HOME|GYM,NOT_APPLICABLE,APPROVED,DOMAIN_EXPERT_TAXONOMY_APPROVAL_2026_08_21,DOMAIN_EXPERT_REVIEW,2026-08-21T00:00:00+09:00,TAXONOMY_APPROVED,,APPROVED,"[""HIP""]","[""KNEE""]",APPROVED,APPROVED
REX-000018,케이블 플라이,CABLE_FLY,"[{""source_id"":""gymvisual:0158"",""variant"":""DECLINE"",""source_name"":""cable decline fly""},{""source_id"":""gymvisual:0170"",""variant"":""INCLINE|STABILITY_BALL"",""source_name"":""cable incline fly (on stability ball)""},{""source_id"":""gymvisual:0171"",""variant"":""INCLINE"",""source_name"":""cable incline fly""},{""source_id"":""gymvisual:0185"",""variant"":""LYING"",""source_name"":""cable lying fly""},{""source_id"":""gymvisual:0227"",""variant"":""BASE"",""source_name"":""cable standing fly""},{""source_id"":""gymvisual:1262"",""variant"":""DECLINE|ONE_ARM"",""source_name"":""cable one arm decline chest fly""}]",gymvisual:0158|gymvisual:0170|gymvisual:0171|gymvisual:0185|gymvisual:0227|gymvisual:1262,6,ISOLATION,STRENGTH,CHEST,CABLE,BEGINNER,CONDITIONAL,family 내 대표 1개를 선택; 표준 운동명이 명확함; 초보자 접근성 후보값이 있음; 원천 설명·가이드 연결이 있음; 기존 선정 후보가 RECOMMENDED임; 최종 안전·용량·권리 검수는 별도 유지.,MERGE_TO_FAMILY_KEEP_VARIANTS,"동일 목적과 수행 패턴(ISOLATION)을 공유하는 후보를 family로 묶고, 장비·자세·그립·편측성·난이도 차이는 variant로 보존했다. 타겟 근육만 같은 후보는 이 family 근거로 사용하지 않았다.",EXERCISE_FAMILY_BOUNDARY_REVIEW|HUMAN_REPRESENTATIVE_SELECTION_REVIEW,BEGINNER_SUITABILITY_REVIEW|EQUIPMENT_TAXONOMY_CANDIDATE_REVIEW|HUMAN_TAXONOMY_REVIEW_REQUIRED|MOVEMENT_PATTERN_REVIEW,gymvisual:0227,cable standing fly,FAMILY_SELECTION_COMPLETE,true,EXERCISE_FAMILY_BOUNDARY_REVIEW|HUMAN_REPRESENTATIVE_SELECTION_REVIEW|BEGINNER_SUITABILITY_REVIEW,CABLE_FLY,KEEP_VARIANTS:6,ISOLATION,equipment=CABLE|MACHINE;requires_equipment=true;locations=GYM,NOT_APPLICABLE,APPROVED,DOMAIN_EXPERT_TAXONOMY_APPROVAL_2026_08_21,DOMAIN_EXPERT_REVIEW,2026-08-21T00:00:00+09:00,TAXONOMY_APPROVED,,APPROVED,"[""CHEST""]","[""SHOULDER""]",APPROVED,APPROVED
REX-000019,케이블 트라이셉스 푸시다운,CABLE_TRICEPS_PUSHDOWN,"[{""source_id"":""gymvisual:0201"",""variant"":""BASE"",""source_name"":""cable pushdown""}]",gymvisual:0201,1,ISOLATION,STRENGTH,TRICEPS,CABLE,BEGINNER,SUITABLE,family 내 대표 1개를 선택; 초보자 접근성 후보값이 있음; 원천 설명·가이드 연결이 있음; 기존 선정 후보가 RECOMMENDED임; 최종 안전·용량·권리 검수는 별도 유지.,SINGLETON_FAMILY,단일 원본 레코드이며 동일 family 내 병합 대상이 없음.,EXERCISE_FAMILY_BOUNDARY_REVIEW|HUMAN_REPRESENTATIVE_SELECTION_REVIEW,BEGINNER_SUITABILITY_REVIEW|EQUIPMENT_TAXONOMY_CANDIDATE_REVIEW|MOVEMENT_PATTERN_REVIEW,gymvisual:0201,cable pushdown,FAMILY_SELECTION_COMPLETE,true,EXERCISE_FAMILY_BOUNDARY_REVIEW|HUMAN_REPRESENTATIVE_SELECTION_REVIEW|BEGINNER_SUITABILITY_REVIEW,CABLE_TRICEPS_PUSHDOWN,NO_VARIANT_SINGLE_SOURCE,ISOLATION,equipment=CABLE|MACHINE;requires_equipment=true;locations=GYM,NOT_APPLICABLE,APPROVED,DOMAIN_EXPERT_TAXONOMY_APPROVAL_2026_08_21,DOMAIN_EXPERT_REVIEW,2026-08-21T00:00:00+09:00,TAXONOMY_APPROVED,,APPROVED,"[""ELBOW""]","[""SHOULDER""]",APPROVED,APPROVED
REX-000020,시티드 레그 익스텐션 스트레칭,CHAIR_LEG_EXTENDED_STRETCH,"[{""source_id"":""gymvisual:1548"",""variant"":""BASE"",""source_name"":""chair leg extended stretch""}]",gymvisual:1548,1,MOBILITY_STRETCH,MOBILITY,MOBILITY,BODYWEIGHT,BEGINNER,SUITABLE,family 내 대표 1개를 선택; 원천 설명·가이드 연결이 있음; 최종 안전·용량·권리 검수는 별도 유지.,SINGLETON_FAMILY,단일 원본 레코드이며 동일 family 내 병합 대상이 없음.,,ALTERNATIVE_RELATION_REVIEW_REQUIRED|BEGINNER_SUITABILITY_REVIEW_REQUIRED|DOMAIN_SAFETY_REVIEW_REQUIRED|EXECUTION_DOSAGE_REVIEW_REQUIRED|EXERCISE_FAMILY_REVIEW_REQUIRED|LOAD_PROFILE_REVIEW_REQUIRED|MEDIA_RIGHTS_REVIEW_REQUIRED|VARIANT_RELATION_REVIEW_REQUIRED,gymvisual:1548,chair leg extended stretch,FAMILY_SELECTION_COMPLETE,true,ALTERNATIVE_RELATION_REVIEW_REQUIRED|BEGINNER_SUITABILITY_REVIEW_REQUIRED|DOMAIN_SAFETY_REVIEW_REQUIRED|EXECUTION_DOSAGE_REVIEW_REQUIRED|LOAD_PROFILE_REVIEW_REQUIRED|MEDIA_RIGHTS_REVIEW_REQUIRED,CHAIR_LEG_EXTENDED_STRETCH,NO_VARIANT_SINGLE_SOURCE,MOBILITY_STRETCH,equipment=BODYWEIGHT;requires_equipment=true;locations=HOME|GYM,NOT_APPLICABLE,APPROVED,DOMAIN_EXPERT_TAXONOMY_APPROVAL_2026_08_21,DOMAIN_EXPERT_REVIEW,2026-08-21T00:00:00+09:00,TAXONOMY_APPROVED,안정적인 지지물(벤치 또는 의자 등)을 준비한다.,APPROVED,"[""KNEE""]","[""HIP""]",APPROVED,APPROVED
REX-000021,가슴·어깨 앞면 스트레칭,CHEST_FRONT_SHOULDER_STRETCH,"[{""source_id"":""gymvisual:1271"",""variant"":""BASE"",""source_name"":""chest and front of shoulder stretch""}]",gymvisual:1271,1,MOBILITY_STRETCH,MOBILITY,MOBILITY,BODYWEIGHT,BEGINNER,SUITABLE,family 내 대표 1개를 선택; 원천 설명·가이드 연결이 있음; 최종 안전·용량·권리 검수는 별도 유지.,SINGLETON_FAMILY,단일 원본 레코드이며 동일 family 내 병합 대상이 없음.,,ALTERNATIVE_RELATION_REVIEW_REQUIRED|BEGINNER_SUITABILITY_REVIEW_REQUIRED|DOMAIN_SAFETY_REVIEW_REQUIRED|EXECUTION_DOSAGE_REVIEW_REQUIRED|EXERCISE_FAMILY_REVIEW_REQUIRED|LOAD_PROFILE_REVIEW_REQUIRED|MEDIA_RIGHTS_REVIEW_REQUIRED|VARIANT_RELATION_REVIEW_REQUIRED,gymvisual:1271,chest and front of shoulder stretch,FAMILY_SELECTION_COMPLETE,true,ALTERNATIVE_RELATION_REVIEW_REQUIRED|BEGINNER_SUITABILITY_REVIEW_REQUIRED|DOMAIN_SAFETY_REVIEW_REQUIRED|EXECUTION_DOSAGE_REVIEW_REQUIRED|LOAD_PROFILE_REVIEW_REQUIRED|MEDIA_RIGHTS_REVIEW_REQUIRED,CHEST_FRONT_SHOULDER_STRETCH,NO_VARIANT_SINGLE_SOURCE,MOBILITY_STRETCH,equipment=BODYWEIGHT;requires_equipment=false;locations=HOME|GYM,NOT_APPLICABLE,APPROVED,DOMAIN_EXPERT_TAXONOMY_APPROVAL_2026_08_21,DOMAIN_EXPERT_REVIEW,2026-08-21T00:00:00+09:00,TAXONOMY_APPROVED,,APPROVED,"[""CHEST"",""SHOULDER""]","[""UPPER_BACK""]",APPROVED,APPROVED
REX-000022,클로즈 그립 푸시업,CLOSE_GRIP_PUSH_UP,"[{""source_id"":""gymvisual:0259"",""variant"":""BASE"",""source_name"":""close-grip push-up""}]",gymvisual:0259,1,HORIZONTAL_PUSH,STRENGTH,TRICEPS,BODYWEIGHT,BEGINNER,CONDITIONAL,family 내 대표 1개를 선택; 초보자 접근성 후보값이 있음; 원천 설명·가이드 연결이 있음; 기존 선정 후보가 RECOMMENDED임; 최종 안전·용량·권리 검수는 별도 유지.,SINGLETON_FAMILY,단일 원본 레코드이며 동일 family 내 병합 대상이 없음.,EXERCISE_FAMILY_BOUNDARY_REVIEW|HUMAN_REPRESENTATIVE_SELECTION_REVIEW,BEGINNER_SUITABILITY_REVIEW|EQUIPMENT_TAXONOMY_CANDIDATE_REVIEW|MOVEMENT_PATTERN_REVIEW,gymvisual:0259,close-grip push-up,FAMILY_SELECTION_COMPLETE,true,EXERCISE_FAMILY_BOUNDARY_REVIEW|HUMAN_REPRESENTATIVE_SELECTION_REVIEW|BEGINNER_SUITABILITY_REVIEW,CLOSE_GRIP_PUSH_UP,NO_VARIANT_SINGLE_SOURCE,HORIZONTAL_PUSH,equipment=BODYWEIGHT;requires_equipment=false;locations=HOME|GYM,NOT_APPLICABLE,APPROVED,DOMAIN_EXPERT_TAXONOMY_APPROVAL_2026_08_21,DOMAIN_EXPERT_REVIEW,2026-08-21T00:00:00+09:00,TAXONOMY_APPROVED,,APPROVED,"[""ELBOW"",""CHEST""]","[""SHOULDER"",""ABDOMEN""]",APPROVED,APPROVED
REX-000023,사이드 크런치,CRUNCH_VARIANT,"[{""source_id"":""gymvisual:0691"",""variant"":""BASE"",""source_name"":""seated side crunch (wall)""}]",gymvisual:0691,1,CORE_BRACE,STRENGTH,CORE,BODYWEIGHT,BEGINNER,REVIEW_REQUIRED,family 내 대표 1개를 선택; 원천 설명·가이드 연결이 있음; 최종 안전·용량·권리 검수는 별도 유지.,SINGLETON_FAMILY,단일 원본 레코드이며 동일 family 내 병합 대상이 없음.,,HUMAN_TAXONOMY_REVIEW_REQUIRED,gymvisual:0691,seated side crunch (wall),FAMILY_SELECTION_COMPLETE,false,,CRUNCH_VARIANT,NO_VARIANT_SINGLE_SOURCE,CORE_BRACE,equipment=BODYWEIGHT;requires_equipment=false;locations=HOME|GYM,NOT_APPLICABLE,APPROVED,DOMAIN_EXPERT_TAXONOMY_APPROVAL_2026_08_21,DOMAIN_EXPERT_REVIEW,2026-08-21T00:00:00+09:00,TAXONOMY_APPROVED,,APPROVED,"[""ABDOMEN""]","[""LOWER_BACK""]",APPROVED,APPROVED
REX-000024,데드버그,DEAD_BUG,"[{""source_id"":""gymvisual:0276"",""variant"":""BASE"",""source_name"":""dead bug""}]",gymvisual:0276,1,CORE_BRACE,STRENGTH,CORE,BODYWEIGHT,BEGINNER,SUITABLE,family 내 대표 1개를 선택; 초보자 접근성 후보값이 있음; 원천 설명·가이드 연결이 있음; 기존 선정 후보가 RECOMMENDED임; 최종 안전·용량·권리 검수는 별도 유지.,SINGLETON_FAMILY,단일 원본 레코드이며 동일 family 내 병합 대상이 없음.,EXERCISE_FAMILY_BOUNDARY_REVIEW|HUMAN_REPRESENTATIVE_SELECTION_REVIEW,BEGINNER_SUITABILITY_REVIEW|EQUIPMENT_TAXONOMY_CANDIDATE_REVIEW|MOVEMENT_PATTERN_REVIEW,gymvisual:0276,dead bug,FAMILY_SELECTION_COMPLETE,true,EXERCISE_FAMILY_BOUNDARY_REVIEW|HUMAN_REPRESENTATIVE_SELECTION_REVIEW|BEGINNER_SUITABILITY_REVIEW,DEAD_BUG,NO_VARIANT_SINGLE_SOURCE,CORE_BRACE,equipment=BODYWEIGHT;requires_equipment=false;locations=HOME|GYM,NOT_APPLICABLE,APPROVED,DOMAIN_EXPERT_TAXONOMY_APPROVAL_2026_08_21,DOMAIN_EXPERT_REVIEW,2026-08-21T00:00:00+09:00,TAXONOMY_APPROVED,,APPROVED,"[""ABDOMEN""]","[""LOWER_BACK""]",APPROVED,APPROVED
