map_relation_id,pain_discomfort_area_code,condition_code,pain_score_min,pain_score_max,severity_code,service_action_code,target_strategy_code,source_exercise_stable_code,source_exercise_id,source_record_type,source_exercise_name_ko,source_primary_movement_pattern_code,source_primary_body_area_codes,source_secondary_body_area_codes,source_difficulty_code,source_training_type_code,target_exercise_stable_code,target_exercise_id,target_record_type,target_exercise_name_ko,target_primary_movement_pattern_code,target_primary_body_area_codes,target_secondary_body_area_codes,target_difficulty_code,target_training_type_code,source_load_to_avoid_code,source_load_to_avoid_roles,target_area_exclusion_check_code,target_pain_area_overlap,target_difficulty_not_higher,target_recovery_eligible,selection_rank,selection_score,selection_basis_codes,direction_code,evidence_source,evidence_reviewer,evidence_reviewed_at,review_status_code,production_eligible,target_equipment_codes,target_location_codes,target_body_focus_code,target_timing_mode_code,target_default_dosage_present,review_decision,review_stage_code,review_reason_code,review_reason_ko,movement_load_impact_check_code,nrs_recovery_check_code,context_equipment_check_code
ALT-MAP-f19746978eb63a85,ANKLE_FOOT,NRS_1_3,1,3,MILD,LOAD_REDUCED,AREA_AVOIDING_CROSS_TRAINING_WITH_REDUCED_LOAD,peroneal_stretch_mobility_stretch_stretch_strap,REX-000050,REPRESENTATIVE,종아리 바깥쪽 스트레칭,MOBILITY_STRETCH,"[""ANKLE_FOOT""]","[""KNEE""]",INTERMEDIATE,MOBILITY,dynamic_chest_stretch_mobility_stretch_bodyweight,REX-000032,REPRESENTATIVE,다이내믹 가슴 스트레칭,MOBILITY_STRETCH,"[""CHEST""]","[""SHOULDER"",""UPPER_BACK""]",BEGINNER,MOBILITY,PAIN_AREA_IN_SOURCE_PRIMARY_OR_SECONDARY_TARGET,"[""PRIMARY""]",TARGET_PRIMARY_AND_SECONDARY_EXCLUDE_PAIN_AREA,false,true,true,2,88,"[""SAME_TRAINING_TYPE"",""SAME_MOVEMENT_PATTERN"",""CROSS_BODY_AREA_TARGET"",""LOWER_DIFFICULTY"",""BODYWEIGHT_TARGET"",""REPRESENTATIVE_TARGET""]",A_TO_B,data/generated/exercise-catalog-v2.0.2-final/catalog/exercises.jsonl,DATA_REVIEW_PIPELINE,2026-08-28T00:00:00+09:00,DOMAIN_APPROVED,false,"[""BODYWEIGHT""]","[""HOME"",""GYM""]",MOBILITY,DURATION,true,KEEP,REMAINING_CANDIDATE_KEEP,,통증 부위 비중복·movement/load/impact·NRS·context/equipment 조건을 모두 통과했다.,PASS,PASS,PASS
ALT-MAP-51f3ab799fde2680,ANKLE_FOOT,NRS_1_3,1,3,MILD,LOAD_REDUCED,AREA_AVOIDING_CROSS_TRAINING_WITH_REDUCED_LOAD,peroneal_stretch_mobility_stretch_stretch_strap,REX-000050,REPRESENTATIVE,종아리 바깥쪽 스트레칭,MOBILITY_STRETCH,"[""ANKLE_FOOT""]","[""KNEE""]",INTERMEDIATE,MOBILITY,kneeling_lat_stretch_mobility_stretch_bodyweight,REX-000039,REPRESENTATIVE,무릎 꿇고 광배근 스트레칭,MOBILITY_STRETCH,"[""UPPER_BACK""]","[""SHOULDER"",""CHEST""]",BEGINNER,MOBILITY,PAIN_AREA_IN_SOURCE_PRIMARY_OR_SECONDARY_TARGET,"[""PRIMARY""]",TARGET_PRIMARY_AND_SECONDARY_EXCLUDE_PAIN_AREA,false,true,true,3,88,"[""SAME_TRAINING_TYPE"",""SAME_MOVEMENT_PATTERN"",""CROSS_BODY_AREA_TARGET"",""LOWER_DIFFICULTY"",""BODYWEIGHT_TARGET"",""REPRESENTATIVE_TARGET""]",A_TO_B,data/generated/exercise-catalog-v2.0.2-final/catalog/exercises.jsonl,DATA_REVIEW_PIPELINE,2026-08-28T00:00:00+09:00,DOMAIN_APPROVED,false,"[""BODYWEIGHT""]","[""HOME"",""GYM""]",MOBILITY,DURATION,true,KEEP,REMAINING_CANDIDATE_KEEP,,통증 부위 비중복·movement/load/impact·NRS·context/equipment 조건을 모두 통과했다.,PASS,PASS,PASS
ALT-MAP-9cb9b0786e08502f,ANKLE_FOOT,NRS_1_3,1,3,MILD,LOAD_REDUCED,AREA_AVOIDING_CROSS_TRAINING_WITH_REDUCED_LOAD,peroneal_stretch_mobility_stretch_stretch_strap,REX-000050,REPRESENTATIVE,종아리 바깥쪽 스트레칭,MOBILITY_STRETCH,"[""ANKLE_FOOT""]","[""KNEE""]",INTERMEDIATE,MOBILITY,neck_lateral_stretch_mobility_stretch_bodyweight,REX-000045,REPRESENTATIVE,목 옆면 스트레칭,MOBILITY_STRETCH,"[""NECK""]","[""SHOULDER""]",BEGINNER,MOBILITY,PAIN_AREA_IN_SOURCE_PRIMARY_OR_SECONDARY_TARGET,"[""PRIMARY""]",TARGET_PRIMARY_AND_SECONDARY_EXCLUDE_PAIN_AREA,false,true,true,4,88,"[""SAME_TRAINING_TYPE"",""SAME_MOVEMENT_PATTERN"",""CROSS_BODY_AREA_TARGET"",""LOWER_DIFFICULTY"",""BODYWEIGHT_TARGET"",""REPRESENTATIVE_TARGET""]",A_TO_B,data/generated/exercise-catalog-v2.0.2-final/catalog/exercises.jsonl,DATA_REVIEW_PIPELINE,2026-08-28T00:00:00+09:00,DOMAIN_APPROVED,false,"[""BODYWEIGHT""]","[""HOME"",""GYM""]",MOBILITY,DURATION,true,KEEP,REMAINING_CANDIDATE_KEEP,,통증 부위 비중복·movement/load/impact·NRS·context/equipment 조건을 모두 통과했다.,PASS,PASS,PASS
ALT-MAP-43387ac51c4483c6,ANKLE_FOOT,NRS_1_3,1,3,MILD,LOAD_REDUCED,AREA_AVOIDING_CROSS_TRAINING_WITH_REDUCED_LOAD,peroneal_stretch_mobility_stretch_stretch_strap,REX-000050,REPRESENTATIVE,종아리 바깥쪽 스트레칭,MOBILITY_STRETCH,"[""ANKLE_FOOT""]","[""KNEE""]",INTERMEDIATE,MOBILITY,overhead_triceps_stretch_mobility_stretch_bodyweight,REX-000048,REPRESENTATIVE,오버헤드 삼두근 스트레칭,MOBILITY_STRETCH,"[""ELBOW""]","[""SHOULDER"",""WRIST_HAND""]",BEGINNER,MOBILITY,PAIN_AREA_IN_SOURCE_PRIMARY_OR_SECONDARY_TARGET,"[""PRIMARY""]",TARGET_PRIMARY_AND_SECONDARY_EXCLUDE_PAIN_AREA,false,true,true,5,88,"[""SAME_TRAINING_TYPE"",""SAME_MOVEMENT_PATTERN"",""CROSS_BODY_AREA_TARGET"",""LOWER_DIFFICULTY"",""BODYWEIGHT_TARGET"",""REPRESENTATIVE_TARGET""]",A_TO_B,data/generated/exercise-catalog-v2.0.2-final/catalog/exercises.jsonl,DATA_REVIEW_PIPELINE,2026-08-28T00:00:00+09:00,DOMAIN_APPROVED,false,"[""BODYWEIGHT""]","[""HOME"",""GYM""]",MOBILITY,DURATION,true,KEEP,REMAINING_CANDIDATE_KEEP,,통증 부위 비중복·movement/load/impact·NRS·context/equipment 조건을 모두 통과했다.,PASS,PASS,PASS
ALT-MAP-622db48531171980,ANKLE_FOOT,NRS_1_3,1,3,MILD,LOAD_REDUCED,AREA_AVOIDING_CROSS_TRAINING_WITH_REDUCED_LOAD,peroneal_stretch_mobility_stretch_stretch_strap,REX-000050,REPRESENTATIVE,종아리 바깥쪽 스트레칭,MOBILITY_STRETCH,"[""ANKLE_FOOT""]","[""KNEE""]",INTERMEDIATE,MOBILITY,rear_deltoid_stretch_mobility_stretch_bodyweight,REX-000053,REPRESENTATIVE,후면 어깨 스트레칭,MOBILITY_STRETCH,"[""SHOULDER""]","[""UPPER_BACK""]",BEGINNER,MOBILITY,PAIN_AREA_IN_SOURCE_PRIMARY_OR_SECONDARY_TARGET,"[""PRIMARY""]",TARGET_PRIMARY_AND_SECONDARY_EXCLUDE_PAIN_AREA,false,true,true,6,88,"[""SAME_TRAINING_TYPE"",""SAME_MOVEMENT_PATTERN"",""CROSS_BODY_AREA_TARGET"",""LOWER_DIFFICULTY"",""BODYWEIGHT_TARGET"",""REPRESENTATIVE_TARGET""]",A_TO_B,data/generated/exercise-catalog-v2.0.2-final/catalog/exercises.jsonl,DATA_REVIEW_PIPELINE,2026-08-28T00:00:00+09:00,DOMAIN_APPROVED,false,"[""BODYWEIGHT""]","[""HOME"",""GYM""]",MOBILITY,DURATION,true,KEEP,REMAINING_CANDIDATE_KEEP,,통증 부위 비중복·movement/load/impact·NRS·context/equipment 조건을 모두 통과했다.,PASS,PASS,PASS
ALT-MAP-1c6c08120448b8f4,ANKLE_FOOT,NRS_1_3,1,3,MILD,LOAD_REDUCED,AREA_AVOIDING_CROSS_TRAINING_WITH_REDUCED_LOAD,peroneal_stretch_mobility_stretch_stretch_strap,REX-000050,REPRESENTATIVE,종아리 바깥쪽 스트레칭,MOBILITY_STRETCH,"[""ANKLE_FOOT""]","[""KNEE""]",INTERMEDIATE,MOBILITY,side_wrist_pull_stretch_mobility_stretch_bodyweight,REX-000089,REPRESENTATIVE,손목 당기기 스트레칭,MOBILITY_STRETCH,"[""WRIST_HAND""]","[""ELBOW""]",BEGINNER,MOBILITY,PAIN_AREA_IN_SOURCE_PRIMARY_OR_SECONDARY_TARGET,"[""PRIMARY""]",TARGET_PRIMARY_AND_SECONDARY_EXCLUDE_PAIN_AREA,false,true,true,8,88,"[""SAME_TRAINING_TYPE"",""SAME_MOVEMENT_PATTERN"",""CROSS_BODY_AREA_TARGET"",""LOWER_DIFFICULTY"",""BODYWEIGHT_TARGET"",""REPRESENTATIVE_TARGET""]",A_TO_B,data/generated/exercise-catalog-v2.0.2-final/catalog/exercises.jsonl,DATA_REVIEW_PIPELINE,2026-08-28T00:00:00+09:00,DOMAIN_APPROVED,false,"[""BODYWEIGHT""]","[""HOME"",""GYM""]",MOBILITY,DURATION,true,KEEP,REMAINING_CANDIDATE_KEEP,,통증 부위 비중복·movement/load/impact·NRS·context/equipment 조건을 모두 통과했다.,PASS,PASS,PASS
ALT-MAP-5aa88876a2f7ca73,ANKLE_FOOT,NRS_1_3,1,3,MILD,LOAD_REDUCED,AREA_AVOIDING_CROSS_TRAINING_WITH_REDUCED_LOAD,peroneal_stretch_mobility_stretch_stretch_strap,REX-000050,REPRESENTATIVE,종아리 바깥쪽 스트레칭,MOBILITY_STRETCH,"[""ANKLE_FOOT""]","[""KNEE""]",INTERMEDIATE,MOBILITY,triceps_stretch_mobility_stretch_bodyweight,REX-000096,REPRESENTATIVE,삼두근 스트레칭,MOBILITY_STRETCH,"[""ELBOW""]","[""SHOULDER"",""WRIST_HAND""]",BEGINNER,MOBILITY,PAIN_AREA_IN_SOURCE_PRIMARY_OR_SECONDARY_TARGET,"[""PRIMARY""]",TARGET_PRIMARY_AND_SECONDARY_EXCLUDE_PAIN_AREA,false,true,true,12,88,"[""SAME_TRAINING_TYPE"",""SAME_MOVEMENT_PATTERN"",""CROSS_BODY_AREA_TARGET"",""LOWER_DIFFICULTY"",""BODYWEIGHT_TARGET"",""REPRESENTATIVE_TARGET""]",A_TO_B,data/generated/exercise-catalog-v2.0.2-final/catalog/exercises.jsonl,DATA_REVIEW_PIPELINE,2026-08-28T00:00:00+09:00,DOMAIN_APPROVED,false,"[""BODYWEIGHT""]","[""HOME"",""GYM""]",MOBILITY,DURATION,true,KEEP,REMAINING_CANDIDATE_KEEP,,통증 부위 비중복·movement/load/impact·NRS·context/equipment 조건을 모두 통과했다.,PASS,PASS,PASS
ALT-MAP-2372d0f547b0031f,ANKLE_FOOT,NRS_1_3,1,3,MILD,LOAD_REDUCED,AREA_AVOIDING_CROSS_TRAINING_WITH_REDUCED_LOAD,quadruped_quadriceps_stretch_mobility_stretch_bodyweight,REX-000002,REPRESENTATIVE,네발기기 대퇴사두근 스트레칭,MOBILITY_STRETCH,"[""KNEE"",""HIP""]","[""ANKLE_FOOT""]",INTERMEDIATE,MOBILITY,chest_front_shoulder_stretch_mobility_stretch_bodyweight,REX-000021,REPRESENTATIVE,가슴·어깨 앞면 스트레칭,MOBILITY_STRETCH,"[""CHEST"",""SHOULDER""]","[""UPPER_BACK""]",BEGINNER,MOBILITY,PAIN_AREA_IN_SOURCE_PRIMARY_OR_SECONDARY_TARGET,"[""SECONDARY""]",TARGET_PRIMARY_AND_SECONDARY_EXCLUDE_PAIN_AREA,false,true,true,1,88,"[""SAME_TRAINING_TYPE"",""SAME_MOVEMENT_PATTERN"",""CROSS_BODY_AREA_TARGET"",""LOWER_DIFFICULTY"",""BODYWEIGHT_TARGET"",""REPRESENTATIVE_TARGET""]",A_TO_B,data/generated/exercise-catalog-v2.0.2-final/catalog/exercises.jsonl,DATA_REVIEW_PIPELINE,2026-08-28T00:00:00+09:00,DOMAIN_APPROVED,false,"[""BODYWEIGHT""]","[""HOME"",""GYM""]",MOBILITY,DURATION,true,KEEP,REMAINING_CANDIDATE_KEEP,,통증 부위 비중복·movement/load/impact·NRS·context/equipment 조건을 모두 통과했다.,PASS,PASS,PASS
ALT-MAP-0c9ad5394cdb13dc,ANKLE_FOOT,NRS_1_3,1,3,MILD,LOAD_REDUCED,AREA_AVOIDING_CROSS_TRAINING_WITH_REDUCED_LOAD,quadruped_quadriceps_stretch_mobility_stretch_bodyweight,REX-000002,REPRESENTATIVE,네발기기 대퇴사두근 스트레칭,MOBILITY_STRETCH,"[""KNEE"",""HIP""]","[""ANKLE_FOOT""]",INTERMEDIATE,MOBILITY,dynamic_chest_stretch_mobility_stretch_bodyweight,REX-000032,REPRESENTATIVE,다이내믹 가슴 스트레칭,MOBILITY_STRETCH,"[""CHEST""]","[""SHOULDER"",""UPPER_BACK""]",BEGINNER,MOBILITY,PAIN_AREA_IN_SOURCE_PRIMARY_OR_SECONDARY_TARGET,"[""SECONDARY""]",TARGET_PRIMARY_AND_SECONDARY_EXCLUDE_PAIN_AREA,false,true,true,2,88,"[""SAME_TRAINING_TYPE"",""SAME_MOVEMENT_PATTERN"",""CROSS_BODY_AREA_TARGET"",""LOWER_DIFFICULTY"",""BODYWEIGHT_TARGET"",""REPRESENTATIVE_TARGET""]",A_TO_B,data/generated/exercise-catalog-v2.0.2-final/catalog/exercises.jsonl,DATA_REVIEW_PIPELINE,2026-08-28T00:00:00+09:00,DOMAIN_APPROVED,false,"[""BODYWEIGHT""]","[""HOME"",""GYM""]",MOBILITY,DURATION,true,KEEP,REMAINING_CANDIDATE_KEEP,,통증 부위 비중복·movement/load/impact·NRS·context/equipment 조건을 모두 통과했다.,PASS,PASS,PASS
ALT-MAP-3e84c3145962802e,ANKLE_FOOT,NRS_1_3,1,3,MILD,LOAD_REDUCED,AREA_AVOIDING_CROSS_TRAINING_WITH_REDUCED_LOAD,quadruped_quadriceps_stretch_mobility_stretch_bodyweight,REX-000002,REPRESENTATIVE,네발기기 대퇴사두근 스트레칭,MOBILITY_STRETCH,"[""KNEE"",""HIP""]","[""ANKLE_FOOT""]",INTERMEDIATE,MOBILITY,kneeling_lat_stretch_mobility_stretch_bodyweight,REX-000039,REPRESENTATIVE,무릎 꿇고 광배근 스트레칭,MOBILITY_STRETCH,"[""UPPER_BACK""]","[""SHOULDER"",""CHEST""]",BEGINNER,MOBILITY,PAIN_AREA_IN_SOURCE_PRIMARY_OR_SECONDARY_TARGET,"[""SECONDARY""]",TARGET_PRIMARY_AND_SECONDARY_EXCLUDE_PAIN_AREA,false,true,true,3,88,"[""SAME_TRAINING_TYPE"",""SAME_MOVEMENT_PATTERN"",""CROSS_BODY_AREA_TARGET"",""LOWER_DIFFICULTY"",""BODYWEIGHT_TARGET"",""REPRESENTATIVE_TARGET""]",A_TO_B,data/generated/exercise-catalog-v2.0.2-final/catalog/exercises.jsonl,DATA_REVIEW_PIPELINE,2026-08-28T00:00:00+09:00,DOMAIN_APPROVED,false,"[""BODYWEIGHT""]","[""HOME"",""GYM""]",MOBILITY,DURATION,true,KEEP,REMAINING_CANDIDATE_KEEP,,통증 부위 비중복·movement/load/impact·NRS·context/equipment 조건을 모두 통과했다.,PASS,PASS,PASS
ALT-MAP-21a19cb772af6b77,ANKLE_FOOT,NRS_1_3,1,3,MILD,LOAD_REDUCED,AREA_AVOIDING_CROSS_TRAINING_WITH_REDUCED_LOAD,quadruped_quadriceps_stretch_mobility_stretch_bodyweight,REX-000002,REPRESENTATIVE,네발기기 대퇴사두근 스트레칭,MOBILITY_STRETCH,"[""KNEE"",""HIP""]","[""ANKLE_FOOT""]",INTERMEDIATE,MOBILITY,neck_lateral_stretch_mobility_stretch_bodyweight,REX-000045,REPRESENTATIVE,목 옆면 스트레칭,MOBILITY_STRETCH,"[""NECK""]","[""SHOULDER""]",BEGINNER,MOBILITY,PAIN_AREA_IN_SOURCE_PRIMARY_OR_SECONDARY_TARGET,"[""SECONDARY""]",TARGET_PRIMARY_AND_SECONDARY_EXCLUDE_PAIN_AREA,false,true,true,4,88,"[""SAME_TRAINING_TYPE"",""SAME_MOVEMENT_PATTERN"",""CROSS_BODY_AREA_TARGET"",""LOWER_DIFFICULTY"",""BODYWEIGHT_TARGET"",""REPRESENTATIVE_TARGET""]",A_TO_B,data/generated/exercise-catalog-v2.0.2-final/catalog/exercises.jsonl,DATA_REVIEW_PIPELINE,2026-08-28T00:00:00+09:00,DOMAIN_APPROVED,false,"[""BODYWEIGHT""]","[""HOME"",""GYM""]",MOBILITY,DURATION,true,KEEP,REMAINING_CANDIDATE_KEEP,,통증 부위 비중복·movement/load/impact·NRS·context/equipment 조건을 모두 통과했다.,PASS,PASS,PASS
ALT-MAP-9f5a434ce195c1e9,ANKLE_FOOT,NRS_1_3,1,3,MILD,LOAD_REDUCED,AREA_AVOIDING_CROSS_TRAINING_WITH_REDUCED_LOAD,quadruped_quadriceps_stretch_mobility_stretch_bodyweight,REX-000002,REPRESENTATIVE,네발기기 대퇴사두근 스트레칭,MOBILITY_STRETCH,"[""KNEE"",""HIP""]","[""ANKLE_FOOT""]",INTERMEDIATE,MOBILITY,overhead_triceps_stretch_mobility_stretch_bodyweight,REX-000048,REPRESENTATIVE,오버헤드 삼두근 스트레칭,MOBILITY_STRETCH,"[""ELBOW""]","[""SHOULDER"",""WRIST_HAND""]",BEGINNER,MOBILITY,PAIN_AREA_IN_SOURCE_PRIMARY_OR_SECONDARY_TARGET,"[""SECONDARY""]",TARGET_PRIMARY_AND_SECONDARY_EXCLUDE_PAIN_AREA,false,true,true,5,88,"[""SAME_TRAINING_TYPE"",""SAME_MOVEMENT_PATTERN"",""CROSS_BODY_AREA_TARGET"",""LOWER_DIFFICULTY"",""BODYWEIGHT_TARGET"",""REPRESENTATIVE_TARGET""]",A_TO_B,data/generated/exercise-catalog-v2.0.2-final/catalog/exercises.jsonl,DATA_REVIEW_PIPELINE,2026-08-28T00:00:00+09:00,DOMAIN_APPROVED,false,"[""BODYWEIGHT""]","[""HOME"",""GYM""]",MOBILITY,DURATION,true,KEEP,REMAINING_CANDIDATE_KEEP,,통증 부위 비중복·movement/load/impact·NRS·context/equipment 조건을 모두 통과했다.,PASS,PASS,PASS
ALT-MAP-310e0f6f72a2a561,ANKLE_FOOT,NRS_1_3,1,3,MILD,LOAD_REDUCED,AREA_AVOIDING_CROSS_TRAINING_WITH_REDUCED_LOAD,quadruped_quadriceps_stretch_mobility_stretch_bodyweight,REX-000002,REPRESENTATIVE,네발기기 대퇴사두근 스트레칭,MOBILITY_STRETCH,"[""KNEE"",""HIP""]","[""ANKLE_FOOT""]",INTERMEDIATE,MOBILITY,rear_deltoid_stretch_mobility_stretch_bodyweight,REX-000053,REPRESENTATIVE,후면 어깨 스트레칭,MOBILITY_STRETCH,"[""SHOULDER""]","[""UPPER_BACK""]",BEGINNER,MOBILITY,PAIN_AREA_IN_SOURCE_PRIMARY_OR_SECONDARY_TARGET,"[""SECONDARY""]",TARGET_PRIMARY_AND_SECONDARY_EXCLUDE_PAIN_AREA,false,true,true,6,88,"[""SAME_TRAINING_TYPE"",""SAME_MOVEMENT_PATTERN"",""CROSS_BODY_AREA_TARGET"",""LOWER_DIFFICULTY"",""BODYWEIGHT_TARGET"",""REPRESENTATIVE_TARGET""]",A_TO_B,data/generated/exercise-catalog-v2.0.2-final/catalog/exercises.jsonl,DATA_REVIEW_PIPELINE,2026-08-28T00:00:00+09:00,DOMAIN_APPROVED,false,"[""BODYWEIGHT""]","[""HOME"",""GYM""]",MOBILITY,DURATION,true,KEEP,REMAINING_CANDIDATE_KEEP,,통증 부위 비중복·movement/load/impact·NRS·context/equipment 조건을 모두 통과했다.,PASS,PASS,PASS
ALT-MAP-e0425e339c55c015,ANKLE_FOOT,NRS_1_3,1,3,MILD,LOAD_REDUCED,AREA_AVOIDING_CROSS_TRAINING_WITH_REDUCED_LOAD,quadruped_quadriceps_stretch_mobility_stretch_bodyweight,REX-000002,REPRESENTATIVE,네발기기 대퇴사두근 스트레칭,MOBILITY_STRETCH,"[""KNEE"",""HIP""]","[""ANKLE_FOOT""]",INTERMEDIATE,MOBILITY,side_wrist_pull_stretch_mobility_stretch_bodyweight,REX-000089,REPRESENTATIVE,손목 당기기 스트레칭,MOBILITY_STRETCH,"[""WRIST_HAND""]","[""ELBOW""]",BEGINNER,MOBILITY,PAIN_AREA_IN_SOURCE_PRIMARY_OR_SECONDARY_TARGET,"[""SECONDARY""]",TARGET_PRIMARY_AND_SECONDARY_EXCLUDE_PAIN_AREA,false,true,true,8,88,"[""SAME_TRAINING_TYPE"",""SAME_MOVEMENT_PATTERN"",""CROSS_BODY_AREA_TARGET"",""LOWER_DIFFICULTY"",""BODYWEIGHT_TARGET"",""REPRESENTATIVE_TARGET""]",A_TO_B,data/generated/exercise-catalog-v2.0.2-final/catalog/exercises.jsonl,DATA_REVIEW_PIPELINE,2026-08-28T00:00:00+09:00,DOMAIN_APPROVED,false,"[""BODYWEIGHT""]","[""HOME"",""GYM""]",MOBILITY,DURATION,true,KEEP,REMAINING_CANDIDATE_KEEP,,통증 부위 비중복·movement/load/impact·NRS·context/equipment 조건을 모두 통과했다.,PASS,PASS,PASS
ALT-MAP-3a3447cb6edcfd88,ANKLE_FOOT,NRS_1_3,1,3,MILD,LOAD_REDUCED,AREA_AVOIDING_CROSS_TRAINING_WITH_REDUCED_LOAD,quadruped_quadriceps_stretch_mobility_stretch_bodyweight,REX-000002,REPRESENTATIVE,네발기기 대퇴사두근 스트레칭,MOBILITY_STRETCH,"[""KNEE"",""HIP""]","[""ANKLE_FOOT""]",INTERMEDIATE,MOBILITY,triceps_stretch_mobility_stretch_bodyweight,REX-000096,REPRESENTATIVE,삼두근 스트레칭,MOBILITY_STRETCH,"[""ELBOW""]","[""SHOULDER"",""WRIST_HAND""]",BEGINNER,MOBILITY,PAIN_AREA_IN_SOURCE_PRIMARY_OR_SECONDARY_TARGET,"[""SECONDARY""]",TARGET_PRIMARY_AND_SECONDARY_EXCLUDE_PAIN_AREA,false,true,true,12,88,"[""SAME_TRAINING_TYPE"",""SAME_MOVEMENT_PATTERN"",""CROSS_BODY_AREA_TARGET"",""LOWER_DIFFICULTY"",""BODYWEIGHT_TARGET"",""REPRESENTATIVE_TARGET""]",A_TO_B,data/generated/exercise-catalog-v2.0.2-final/catalog/exercises.jsonl,DATA_REVIEW_PIPELINE,2026-08-28T00:00:00+09:00,DOMAIN_APPROVED,false,"[""BODYWEIGHT""]","[""HOME"",""GYM""]",MOBILITY,DURATION,true,KEEP,REMAINING_CANDIDATE_KEEP,,통증 부위 비중복·movement/load/impact·NRS·context/equipment 조건을 모두 통과했다.,PASS,PASS,PASS
ALT-MAP-5e08364f48ed9c4c,ANKLE_FOOT,NRS_1_3,1,3,MILD,LOAD_REDUCED,AREA_AVOIDING_CROSS_TRAINING_WITH_REDUCED_LOAD,reverse_calf_raise_isolation_resistance_band,REX-000054,REPRESENTATIVE,리버스 카프 레이즈,ISOLATION,"[""ANKLE_FOOT""]","[""KNEE""]",INTERMEDIATE,STRENGTH,one_arm_wall_lats_isolation_bodyweight,REX-000046,REPRESENTATIVE,벽 짚고 한 팔 광배근 스트레칭,ISOLATION,"[""UPPER_BACK""]","[""SHOULDER"",""ELBOW""]",BEGINNER,STRENGTH,PAIN_AREA_IN_SOURCE_PRIMARY_OR_SECONDARY_TARGET,"[""PRIMARY""]",TARGET_PRIMARY_AND_SECONDARY_EXCLUDE_PAIN_AREA,false,true,false,2,88,"[""SAME_TRAINING_TYPE"",""SAME_MOVEMENT_PATTERN"",""CROSS_BODY_AREA_TARGET"",""LOWER_DIFFICULTY"",""BODYWEIGHT_TARGET"",""REPRESENTATIVE_TARGET""]",A_TO_B,data/generated/exercise-catalog-v2.0.2-final/catalog/exercises.jsonl,DATA_REVIEW_PIPELINE,2026-08-28T00:00:00+09:00,DOMAIN_APPROVED,false,"[""BODYWEIGHT""]","[""HOME"",""GYM""]",BACK,REPS,true,KEEP,REMAINING_CANDIDATE_KEEP,,통증 부위 비중복·movement/load/impact·NRS·context/equipment 조건을 모두 통과했다.,PASS,PASS,PASS
ALT-MAP-e9df2e586a566647,ANKLE_FOOT,NRS_1_3,1,3,MILD,LOAD_REDUCED,AREA_AVOIDING_CROSS_TRAINING_WITH_REDUCED_LOAD,reverse_calf_raise_isolation_resistance_band,REX-000054,REPRESENTATIVE,리버스 카프 레이즈,ISOLATION,"[""ANKLE_FOOT""]","[""KNEE""]",INTERMEDIATE,STRENGTH,barbell_front_raise_isolation_barbell,REX-000005,REPRESENTATIVE,프론트 레이즈,ISOLATION,"[""SHOULDER""]","[""ELBOW""]",BEGINNER,STRENGTH,PAIN_AREA_IN_SOURCE_PRIMARY_OR_SECONDARY_TARGET,"[""PRIMARY""]",TARGET_PRIMARY_AND_SECONDARY_EXCLUDE_PAIN_AREA,false,true,false,3,83,"[""SAME_TRAINING_TYPE"",""SAME_MOVEMENT_PATTERN"",""CROSS_BODY_AREA_TARGET"",""LOWER_DIFFICULTY"",""REPRESENTATIVE_TARGET""]",A_TO_B,data/generated/exercise-catalog-v2.0.2-final/catalog/exercises.jsonl,DATA_REVIEW_PIPELINE,2026-08-28T00:00:00+09:00,DOMAIN_APPROVED,false,"[""BARBELL""]","[""GYM""]",SHOULDERS,REPS,true,KEEP,REMAINING_CANDIDATE_KEEP,,통증 부위 비중복·movement/load/impact·NRS·context/equipment 조건을 모두 통과했다.,PASS,PASS,PASS
ALT-MAP-9eb1790c79fad503,ANKLE_FOOT,NRS_1_3,1,3,MILD,LOAD_REDUCED,AREA_AVOIDING_CROSS_TRAINING_WITH_REDUCED_LOAD,reverse_calf_raise_isolation_resistance_band,REX-000054,REPRESENTATIVE,리버스 카프 레이즈,ISOLATION,"[""ANKLE_FOOT""]","[""KNEE""]",INTERMEDIATE,STRENGTH,dumbbell_shrug_isolation_dumbbell,REX-000029,REPRESENTATIVE,슈러그,ISOLATION,"[""UPPER_BACK""]","[""SHOULDER""]",BEGINNER,STRENGTH,PAIN_AREA_IN_SOURCE_PRIMARY_OR_SECONDARY_TARGET,"[""PRIMARY""]",TARGET_PRIMARY_AND_SECONDARY_EXCLUDE_PAIN_AREA,false,true,false,7,83,"[""SAME_TRAINING_TYPE"",""SAME_MOVEMENT_PATTERN"",""CROSS_BODY_AREA_TARGET"",""LOWER_DIFFICULTY"",""REPRESENTATIVE_TARGET""]",A_TO_B,data/generated/exercise-catalog-v2.0.2-final/catalog/exercises.jsonl,DATA_REVIEW_PIPELINE,2026-08-28T00:00:00+09:00,DOMAIN_APPROVED,false,"[""DUMBBELL""]","[""HOME"",""GYM""]",BACK,REPS,true,KEEP,REMAINING_CANDIDATE_KEEP,,통증 부위 비중복·movement/load/impact·NRS·context/equipment 조건을 모두 통과했다.,PASS,PASS,PASS
