exercise_id,representative_id,existing_status,final_status,existing_production_eligible,final_production_eligible,reviewer,reviewed_at,decision_basis,evidence_reference
NEX-000012,REX-000018,APPROVED,DOMAIN_APPROVED,false,true,DATA_OWNER_APPROVAL,2026-08-24T00:00:00+09:00,USER_ATTESTED_DOMAIN_REVIEW; all 102 MET mappings reviewed by the data owner; existing values retain their row-level Compendium evidence and NEX-000173 uses the explicitly approved 02150 static-balance proxy,https://pacompendium.com/adult-compendium/
NEX-000013,REX-000079,APPROVED,DOMAIN_APPROVED,false,true,DATA_OWNER_APPROVAL,2026-08-24T00:00:00+09:00,USER_ATTESTED_DOMAIN_REVIEW; all 102 MET mappings reviewed by the data owner; existing values retain their row-level Compendium evidence and NEX-000173 uses the explicitly approved 02150 static-balance proxy,https://pacompendium.com/adult-compendium/
NEX-000014,REX-000079,APPROVED,DOMAIN_APPROVED,false,true,DATA_OWNER_APPROVAL,2026-08-24T00:00:00+09:00,USER_ATTESTED_DOMAIN_REVIEW; all 102 MET mappings reviewed by the data owner; existing values retain their row-level Compendium evidence and NEX-000173 uses the explicitly approved 02150 static-balance proxy,https://pacompendium.com/adult-compendium/
NEX-000015,REX-000079,APPROVED,DOMAIN_APPROVED,false,true,DATA_OWNER_APPROVAL,2026-08-24T00:00:00+09:00,USER_ATTESTED_DOMAIN_REVIEW; all 102 MET mappings reviewed by the data owner; existing values retain their row-level Compendium evidence and NEX-000173 uses the explicitly approved 02150 static-balance proxy,https://pacompendium.com/adult-compendium/
NEX-000016,REX-000018,APPROVED,DOMAIN_APPROVED,false,true,DATA_OWNER_APPROVAL,2026-08-24T00:00:00+09:00,USER_ATTESTED_DOMAIN_REVIEW; all 102 MET mappings reviewed by the data owner; existing values retain their row-level Compendium evidence and NEX-000173 uses the explicitly approved 02150 static-balance proxy,https://pacompendium.com/adult-compendium/
NEX-000017,REX-000018,APPROVED,DOMAIN_APPROVED,false,true,DATA_OWNER_APPROVAL,2026-08-24T00:00:00+09:00,USER_ATTESTED_DOMAIN_REVIEW; all 102 MET mappings reviewed by the data owner; existing values retain their row-level Compendium evidence and NEX-000173 uses the explicitly approved 02150 static-balance proxy,https://pacompendium.com/adult-compendium/
NEX-000018,REX-000006,APPROVED,DOMAIN_APPROVED,false,true,DATA_OWNER_APPROVAL,2026-08-24T00:00:00+09:00,USER_ATTESTED_DOMAIN_REVIEW; all 102 MET mappings reviewed by the data owner; existing values retain their row-level Compendium evidence and NEX-000173 uses the explicitly approved 02150 static-balance proxy,https://pacompendium.com/adult-compendium/
NEX-000019,REX-000018,APPROVED,DOMAIN_APPROVED,false,true,DATA_OWNER_APPROVAL,2026-08-24T00:00:00+09:00,USER_ATTESTED_DOMAIN_REVIEW; all 102 MET mappings reviewed by the data owner; existing values retain their row-level Compendium evidence and NEX-000173 uses the explicitly approved 02150 static-balance proxy,https://pacompendium.com/adult-compendium/
NEX-000020,REX-000040,APPROVED,DOMAIN_APPROVED,false,true,DATA_OWNER_APPROVAL,2026-08-24T00:00:00+09:00,USER_ATTESTED_DOMAIN_REVIEW; all 102 MET mappings reviewed by the data owner; existing values retain their row-level Compendium evidence and NEX-000173 uses the explicitly approved 02150 static-balance proxy,https://pacompendium.com/adult-compendium/
NEX-000021,REX-000019,APPROVED,DOMAIN_APPROVED,false,true,DATA_OWNER_APPROVAL,2026-08-24T00:00:00+09:00,USER_ATTESTED_DOMAIN_REVIEW; all 102 MET mappings reviewed by the data owner; existing values retain their row-level Compendium evidence and NEX-000173 uses the explicitly approved 02150 static-balance proxy,https://pacompendium.com/adult-compendium/
NEX-000022,REX-000079,APPROVED,DOMAIN_APPROVED,false,true,DATA_OWNER_APPROVAL,2026-08-24T00:00:00+09:00,USER_ATTESTED_DOMAIN_REVIEW; all 102 MET mappings reviewed by the data owner; existing values retain their row-level Compendium evidence and NEX-000173 uses the explicitly approved 02150 static-balance proxy,https://pacompendium.com/adult-compendium/
NEX-000023,REX-000014,APPROVED,DOMAIN_APPROVED,false,true,DATA_OWNER_APPROVAL,2026-08-24T00:00:00+09:00,USER_ATTESTED_DOMAIN_REVIEW; all 102 MET mappings reviewed by the data owner; existing values retain their row-level Compendium evidence and NEX-000173 uses the explicitly approved 02150 static-balance proxy,https://pacompendium.com/adult-compendium/
NEX-000024,REX-000079,APPROVED,DOMAIN_APPROVED,false,true,DATA_OWNER_APPROVAL,2026-08-24T00:00:00+09:00,USER_ATTESTED_DOMAIN_REVIEW; all 102 MET mappings reviewed by the data owner; existing values retain their row-level Compendium evidence and NEX-000173 uses the explicitly approved 02150 static-balance proxy,https://pacompendium.com/adult-compendium/
NEX-000025,REX-000029,APPROVED,DOMAIN_APPROVED,false,true,DATA_OWNER_APPROVAL,2026-08-24T00:00:00+09:00,USER_ATTESTED_DOMAIN_REVIEW; all 102 MET mappings reviewed by the data owner; existing values retain their row-level Compendium evidence and NEX-000173 uses the explicitly approved 02150 static-balance proxy,https://pacompendium.com/adult-compendium/
NEX-000026,REX-000018,APPROVED,DOMAIN_APPROVED,false,true,DATA_OWNER_APPROVAL,2026-08-24T00:00:00+09:00,USER_ATTESTED_DOMAIN_REVIEW; all 102 MET mappings reviewed by the data owner; existing values retain their row-level Compendium evidence and NEX-000173 uses the explicitly approved 02150 static-balance proxy,https://pacompendium.com/adult-compendium/
NEX-000027,REX-000013,APPROVED,DOMAIN_APPROVED,false,true,DATA_OWNER_APPROVAL,2026-08-24T00:00:00+09:00,USER_ATTESTED_DOMAIN_REVIEW; all 102 MET mappings reviewed by the data owner; existing values retain their row-level Compendium evidence and NEX-000173 uses the explicitly approved 02150 static-balance proxy,https://pacompendium.com/adult-compendium/
NEX-000028,REX-000022,APPROVED,DOMAIN_APPROVED,false,true,DATA_OWNER_APPROVAL,2026-08-24T00:00:00+09:00,USER_ATTESTED_DOMAIN_REVIEW; all 102 MET mappings reviewed by the data owner; existing values retain their row-level Compendium evidence and NEX-000173 uses the explicitly approved 02150 static-balance proxy,https://pacompendium.com/adult-compendium/
NEX-000029,REX-000009,APPROVED,DOMAIN_APPROVED,false,true,DATA_OWNER_APPROVAL,2026-08-24T00:00:00+09:00,USER_ATTESTED_DOMAIN_REVIEW; all 102 MET mappings reviewed by the data owner; existing values retain their row-level Compendium evidence and NEX-000173 uses the explicitly approved 02150 static-balance proxy,https://pacompendium.com/adult-compendium/
NEX-000030,REX-000024,APPROVED,DOMAIN_APPROVED,false,true,DATA_OWNER_APPROVAL,2026-08-24T00:00:00+09:00,USER_ATTESTED_DOMAIN_REVIEW; all 102 MET mappings reviewed by the data owner; existing values retain their row-level Compendium evidence and NEX-000173 uses the explicitly approved 02150 static-balance proxy,https://pacompendium.com/adult-compendium/
NEX-000031,REX-000009,APPROVED,DOMAIN_APPROVED,false,true,DATA_OWNER_APPROVAL,2026-08-24T00:00:00+09:00,USER_ATTESTED_DOMAIN_REVIEW; all 102 MET mappings reviewed by the data owner; existing values retain their row-level Compendium evidence and NEX-000173 uses the explicitly approved 02150 static-balance proxy,https://pacompendium.com/adult-compendium/
NEX-000032,REX-000004,APPROVED,DOMAIN_APPROVED,false,true,DATA_OWNER_APPROVAL,2026-08-24T00:00:00+09:00,USER_ATTESTED_DOMAIN_REVIEW; all 102 MET mappings reviewed by the data owner; existing values retain their row-level Compendium evidence and NEX-000173 uses the explicitly approved 02150 static-balance proxy,https://pacompendium.com/adult-compendium/
NEX-000033,REX-000029,APPROVED,DOMAIN_APPROVED,false,true,DATA_OWNER_APPROVAL,2026-08-24T00:00:00+09:00,USER_ATTESTED_DOMAIN_REVIEW; all 102 MET mappings reviewed by the data owner; existing values retain their row-level Compendium evidence and NEX-000173 uses the explicitly approved 02150 static-balance proxy,https://pacompendium.com/adult-compendium/
NEX-000034,REX-000029,APPROVED,DOMAIN_APPROVED,false,true,DATA_OWNER_APPROVAL,2026-08-24T00:00:00+09:00,USER_ATTESTED_DOMAIN_REVIEW; all 102 MET mappings reviewed by the data owner; existing values retain their row-level Compendium evidence and NEX-000173 uses the explicitly approved 02150 static-balance proxy,https://pacompendium.com/adult-compendium/
NEX-000035,REX-000005,APPROVED,DOMAIN_APPROVED,false,true,DATA_OWNER_APPROVAL,2026-08-24T00:00:00+09:00,USER_ATTESTED_DOMAIN_REVIEW; all 102 MET mappings reviewed by the data owner; existing values retain their row-level Compendium evidence and NEX-000173 uses the explicitly approved 02150 static-balance proxy,https://pacompendium.com/adult-compendium/
NEX-000036,REX-000005,APPROVED,DOMAIN_APPROVED,false,true,DATA_OWNER_APPROVAL,2026-08-24T00:00:00+09:00,USER_ATTESTED_DOMAIN_REVIEW; all 102 MET mappings reviewed by the data owner; existing values retain their row-level Compendium evidence and NEX-000173 uses the explicitly approved 02150 static-balance proxy,https://pacompendium.com/adult-compendium/
NEX-000037,REX-000028,APPROVED,DOMAIN_APPROVED,false,true,DATA_OWNER_APPROVAL,2026-08-24T00:00:00+09:00,USER_ATTESTED_DOMAIN_REVIEW; all 102 MET mappings reviewed by the data owner; existing values retain their row-level Compendium evidence and NEX-000173 uses the explicitly approved 02150 static-balance proxy,https://pacompendium.com/adult-compendium/
NEX-000038,REX-000029,APPROVED,DOMAIN_APPROVED,false,true,DATA_OWNER_APPROVAL,2026-08-24T00:00:00+09:00,USER_ATTESTED_DOMAIN_REVIEW; all 102 MET mappings reviewed by the data owner; existing values retain their row-level Compendium evidence and NEX-000173 uses the explicitly approved 02150 static-balance proxy,https://pacompendium.com/adult-compendium/
NEX-000039,REX-000026,APPROVED,DOMAIN_APPROVED,false,true,DATA_OWNER_APPROVAL,2026-08-24T00:00:00+09:00,USER_ATTESTED_DOMAIN_REVIEW; all 102 MET mappings reviewed by the data owner; existing values retain their row-level Compendium evidence and NEX-000173 uses the explicitly approved 02150 static-balance proxy,https://pacompendium.com/adult-compendium/
NEX-000040,REX-000005,APPROVED,DOMAIN_APPROVED,false,true,DATA_OWNER_APPROVAL,2026-08-24T00:00:00+09:00,USER_ATTESTED_DOMAIN_REVIEW; all 102 MET mappings reviewed by the data owner; existing values retain their row-level Compendium evidence and NEX-000173 uses the explicitly approved 02150 static-balance proxy,https://pacompendium.com/adult-compendium/
NEX-000041,REX-000010,APPROVED,DOMAIN_APPROVED,false,true,DATA_OWNER_APPROVAL,2026-08-24T00:00:00+09:00,USER_ATTESTED_DOMAIN_REVIEW; all 102 MET mappings reviewed by the data owner; existing values retain their row-level Compendium evidence and NEX-000173 uses the explicitly approved 02150 static-balance proxy,https://pacompendium.com/adult-compendium/
NEX-000042,REX-000028,APPROVED,DOMAIN_APPROVED,false,true,DATA_OWNER_APPROVAL,2026-08-24T00:00:00+09:00,USER_ATTESTED_DOMAIN_REVIEW; all 102 MET mappings reviewed by the data owner; existing values retain their row-level Compendium evidence and NEX-000173 uses the explicitly approved 02150 static-balance proxy,https://pacompendium.com/adult-compendium/
NEX-000043,REX-000086,APPROVED,DOMAIN_APPROVED,false,true,DATA_OWNER_APPROVAL,2026-08-24T00:00:00+09:00,USER_ATTESTED_DOMAIN_REVIEW; all 102 MET mappings reviewed by the data owner; existing values retain their row-level Compendium evidence and NEX-000173 uses the explicitly approved 02150 static-balance proxy,https://pacompendium.com/adult-compendium/
NEX-000044,REX-000086,APPROVED,DOMAIN_APPROVED,false,true,DATA_OWNER_APPROVAL,2026-08-24T00:00:00+09:00,USER_ATTESTED_DOMAIN_REVIEW; all 102 MET mappings reviewed by the data owner; existing values retain their row-level Compendium evidence and NEX-000173 uses the explicitly approved 02150 static-balance proxy,https://pacompendium.com/adult-compendium/
NEX-000045,REX-000055,APPROVED,DOMAIN_APPROVED,false,true,DATA_OWNER_APPROVAL,2026-08-24T00:00:00+09:00,USER_ATTESTED_DOMAIN_REVIEW; all 102 MET mappings reviewed by the data owner; existing values retain their row-level Compendium evidence and NEX-000173 uses the explicitly approved 02150 static-balance proxy,https://pacompendium.com/adult-compendium/
NEX-000046,REX-000102,APPROVED,DOMAIN_APPROVED,false,true,DATA_OWNER_APPROVAL,2026-08-24T00:00:00+09:00,USER_ATTESTED_DOMAIN_REVIEW; all 102 MET mappings reviewed by the data owner; existing values retain their row-level Compendium evidence and NEX-000173 uses the explicitly approved 02150 static-balance proxy,https://pacompendium.com/adult-compendium/
NEX-000047,REX-000027,APPROVED,DOMAIN_APPROVED,false,true,DATA_OWNER_APPROVAL,2026-08-24T00:00:00+09:00,USER_ATTESTED_DOMAIN_REVIEW; all 102 MET mappings reviewed by the data owner; existing values retain their row-level Compendium evidence and NEX-000173 uses the explicitly approved 02150 static-balance proxy,https://pacompendium.com/adult-compendium/
NEX-000048,REX-000028,APPROVED,DOMAIN_APPROVED,false,true,DATA_OWNER_APPROVAL,2026-08-24T00:00:00+09:00,USER_ATTESTED_DOMAIN_REVIEW; all 102 MET mappings reviewed by the data owner; existing values retain their row-level Compendium evidence and NEX-000173 uses the explicitly approved 02150 static-balance proxy,https://pacompendium.com/adult-compendium/
NEX-000049,REX-000028,APPROVED,DOMAIN_APPROVED,false,true,DATA_OWNER_APPROVAL,2026-08-24T00:00:00+09:00,USER_ATTESTED_DOMAIN_REVIEW; all 102 MET mappings reviewed by the data owner; existing values retain their row-level Compendium evidence and NEX-000173 uses the explicitly approved 02150 static-balance proxy,https://pacompendium.com/adult-compendium/
NEX-000050,REX-000028,APPROVED,DOMAIN_APPROVED,false,true,DATA_OWNER_APPROVAL,2026-08-24T00:00:00+09:00,USER_ATTESTED_DOMAIN_REVIEW; all 102 MET mappings reviewed by the data owner; existing values retain their row-level Compendium evidence and NEX-000173 uses the explicitly approved 02150 static-balance proxy,https://pacompendium.com/adult-compendium/
NEX-000051,REX-000010,APPROVED,DOMAIN_APPROVED,false,true,DATA_OWNER_APPROVAL,2026-08-24T00:00:00+09:00,USER_ATTESTED_DOMAIN_REVIEW; all 102 MET mappings reviewed by the data owner; existing values retain their row-level Compendium evidence and NEX-000173 uses the explicitly approved 02150 static-balance proxy,https://pacompendium.com/adult-compendium/
NEX-000052,REX-000055,APPROVED,DOMAIN_APPROVED,false,true,DATA_OWNER_APPROVAL,2026-08-24T00:00:00+09:00,USER_ATTESTED_DOMAIN_REVIEW; all 102 MET mappings reviewed by the data owner; existing values retain their row-level Compendium evidence and NEX-000173 uses the explicitly approved 02150 static-balance proxy,https://pacompendium.com/adult-compendium/
NEX-000053,REX-000005,APPROVED,DOMAIN_APPROVED,false,true,DATA_OWNER_APPROVAL,2026-08-24T00:00:00+09:00,USER_ATTESTED_DOMAIN_REVIEW; all 102 MET mappings reviewed by the data owner; existing values retain their row-level Compendium evidence and NEX-000173 uses the explicitly approved 02150 static-balance proxy,https://pacompendium.com/adult-compendium/
NEX-000054,REX-000027,APPROVED,DOMAIN_APPROVED,false,true,DATA_OWNER_APPROVAL,2026-08-24T00:00:00+09:00,USER_ATTESTED_DOMAIN_REVIEW; all 102 MET mappings reviewed by the data owner; existing values retain their row-level Compendium evidence and NEX-000173 uses the explicitly approved 02150 static-balance proxy,https://pacompendium.com/adult-compendium/
NEX-000055,REX-000086,APPROVED,DOMAIN_APPROVED,false,true,DATA_OWNER_APPROVAL,2026-08-24T00:00:00+09:00,USER_ATTESTED_DOMAIN_REVIEW; all 102 MET mappings reviewed by the data owner; existing values retain their row-level Compendium evidence and NEX-000173 uses the explicitly approved 02150 static-balance proxy,https://pacompendium.com/adult-compendium/
NEX-000056,REX-000086,APPROVED,DOMAIN_APPROVED,false,true,DATA_OWNER_APPROVAL,2026-08-24T00:00:00+09:00,USER_ATTESTED_DOMAIN_REVIEW; all 102 MET mappings reviewed by the data owner; existing values retain their row-level Compendium evidence and NEX-000173 uses the explicitly approved 02150 static-balance proxy,https://pacompendium.com/adult-compendium/
NEX-000057,REX-000029,APPROVED,DOMAIN_APPROVED,false,true,DATA_OWNER_APPROVAL,2026-08-24T00:00:00+09:00,USER_ATTESTED_DOMAIN_REVIEW; all 102 MET mappings reviewed by the data owner; existing values retain their row-level Compendium evidence and NEX-000173 uses the explicitly approved 02150 static-balance proxy,https://pacompendium.com/adult-compendium/
NEX-000058,REX-000016,APPROVED,DOMAIN_APPROVED,false,true,DATA_OWNER_APPROVAL,2026-08-24T00:00:00+09:00,USER_ATTESTED_DOMAIN_REVIEW; all 102 MET mappings reviewed by the data owner; existing values retain their row-level Compendium evidence and NEX-000173 uses the explicitly approved 02150 static-balance proxy,https://pacompendium.com/adult-compendium/
NEX-000059,REX-000030,APPROVED,DOMAIN_APPROVED,false,true,DATA_OWNER_APPROVAL,2026-08-24T00:00:00+09:00,USER_ATTESTED_DOMAIN_REVIEW; all 102 MET mappings reviewed by the data owner; existing values retain their row-level Compendium evidence and NEX-000173 uses the explicitly approved 02150 static-balance proxy,https://pacompendium.com/adult-compendium/
NEX-000060,REX-000027,APPROVED,DOMAIN_APPROVED,false,true,DATA_OWNER_APPROVAL,2026-08-24T00:00:00+09:00,USER_ATTESTED_DOMAIN_REVIEW; all 102 MET mappings reviewed by the data owner; existing values retain their row-level Compendium evidence and NEX-000173 uses the explicitly approved 02150 static-balance proxy,https://pacompendium.com/adult-compendium/
NEX-000061,REX-000007,APPROVED,DOMAIN_APPROVED,false,true,DATA_OWNER_APPROVAL,2026-08-24T00:00:00+09:00,USER_ATTESTED_DOMAIN_REVIEW; all 102 MET mappings reviewed by the data owner; existing values retain their row-level Compendium evidence and NEX-000173 uses the explicitly approved 02150 static-balance proxy,https://pacompendium.com/adult-compendium/
NEX-000062,REX-000007,APPROVED,DOMAIN_APPROVED,false,true,DATA_OWNER_APPROVAL,2026-08-24T00:00:00+09:00,USER_ATTESTED_DOMAIN_REVIEW; all 102 MET mappings reviewed by the data owner; existing values retain their row-level Compendium evidence and NEX-000173 uses the explicitly approved 02150 static-balance proxy,https://pacompendium.com/adult-compendium/
NEX-000063,REX-000051,APPROVED,DOMAIN_APPROVED,false,true,DATA_OWNER_APPROVAL,2026-08-24T00:00:00+09:00,USER_ATTESTED_DOMAIN_REVIEW; all 102 MET mappings reviewed by the data owner; existing values retain their row-level Compendium evidence and NEX-000173 uses the explicitly approved 02150 static-balance proxy,https://pacompendium.com/adult-compendium/
NEX-000064,REX-000008,APPROVED,DOMAIN_APPROVED,false,true,DATA_OWNER_APPROVAL,2026-08-24T00:00:00+09:00,USER_ATTESTED_DOMAIN_REVIEW; all 102 MET mappings reviewed by the data owner; existing values retain their row-level Compendium evidence and NEX-000173 uses the explicitly approved 02150 static-balance proxy,https://pacompendium.com/adult-compendium/
NEX-000065,REX-000083,APPROVED,DOMAIN_APPROVED,false,true,DATA_OWNER_APPROVAL,2026-08-24T00:00:00+09:00,USER_ATTESTED_DOMAIN_REVIEW; all 102 MET mappings reviewed by the data owner; existing values retain their row-level Compendium evidence and NEX-000173 uses the explicitly approved 02150 static-balance proxy,https://pacompendium.com/adult-compendium/
NEX-000066,REX-000038,APPROVED,DOMAIN_APPROVED,false,true,DATA_OWNER_APPROVAL,2026-08-24T00:00:00+09:00,USER_ATTESTED_DOMAIN_REVIEW; all 102 MET mappings reviewed by the data owner; existing values retain their row-level Compendium evidence and NEX-000173 uses the explicitly approved 02150 static-balance proxy,https://pacompendium.com/adult-compendium/
NEX-000067,REX-000038,APPROVED,DOMAIN_APPROVED,false,true,DATA_OWNER_APPROVAL,2026-08-24T00:00:00+09:00,USER_ATTESTED_DOMAIN_REVIEW; all 102 MET mappings reviewed by the data owner; existing values retain their row-level Compendium evidence and NEX-000173 uses the explicitly approved 02150 static-balance proxy,https://pacompendium.com/adult-compendium/
NEX-000068,REX-000010,APPROVED,DOMAIN_APPROVED,false,true,DATA_OWNER_APPROVAL,2026-08-24T00:00:00+09:00,USER_ATTESTED_DOMAIN_REVIEW; all 102 MET mappings reviewed by the data owner; existing values retain their row-level Compendium evidence and NEX-000173 uses the explicitly approved 02150 static-balance proxy,https://pacompendium.com/adult-compendium/
NEX-000069,REX-000044,APPROVED,DOMAIN_APPROVED,false,true,DATA_OWNER_APPROVAL,2026-08-24T00:00:00+09:00,USER_ATTESTED_DOMAIN_REVIEW; all 102 MET mappings reviewed by the data owner; existing values retain their row-level Compendium evidence and NEX-000173 uses the explicitly approved 02150 static-balance proxy,https://pacompendium.com/adult-compendium/
NEX-000070,REX-000080,APPROVED,DOMAIN_APPROVED,false,true,DATA_OWNER_APPROVAL,2026-08-24T00:00:00+09:00,USER_ATTESTED_DOMAIN_REVIEW; all 102 MET mappings reviewed by the data owner; existing values retain their row-level Compendium evidence and NEX-000173 uses the explicitly approved 02150 static-balance proxy,https://pacompendium.com/adult-compendium/
NEX-000071,REX-000083,APPROVED,DOMAIN_APPROVED,false,true,DATA_OWNER_APPROVAL,2026-08-24T00:00:00+09:00,USER_ATTESTED_DOMAIN_REVIEW; all 102 MET mappings reviewed by the data owner; existing values retain their row-level Compendium evidence and NEX-000173 uses the explicitly approved 02150 static-balance proxy,https://pacompendium.com/adult-compendium/
NEX-000072,REX-000088,APPROVED,DOMAIN_APPROVED,false,true,DATA_OWNER_APPROVAL,2026-08-24T00:00:00+09:00,USER_ATTESTED_DOMAIN_REVIEW; all 102 MET mappings reviewed by the data owner; existing values retain their row-level Compendium evidence and NEX-000173 uses the explicitly approved 02150 static-balance proxy,https://pacompendium.com/adult-compendium/
NEX-000073,REX-000048,APPROVED,DOMAIN_APPROVED,false,true,DATA_OWNER_APPROVAL,2026-08-24T00:00:00+09:00,USER_ATTESTED_DOMAIN_REVIEW; all 102 MET mappings reviewed by the data owner; existing values retain their row-level Compendium evidence and NEX-000173 uses the explicitly approved 02150 static-balance proxy,https://pacompendium.com/adult-compendium/
NEX-000074,REX-000052,APPROVED,DOMAIN_APPROVED,false,true,DATA_OWNER_APPROVAL,2026-08-24T00:00:00+09:00,USER_ATTESTED_DOMAIN_REVIEW; all 102 MET mappings reviewed by the data owner; existing values retain their row-level Compendium evidence and NEX-000173 uses the explicitly approved 02150 static-balance proxy,https://pacompendium.com/adult-compendium/
NEX-000075,REX-000053,APPROVED,DOMAIN_APPROVED,false,true,DATA_OWNER_APPROVAL,2026-08-24T00:00:00+09:00,USER_ATTESTED_DOMAIN_REVIEW; all 102 MET mappings reviewed by the data owner; existing values retain their row-level Compendium evidence and NEX-000173 uses the explicitly approved 02150 static-balance proxy,https://pacompendium.com/adult-compendium/
NEX-000076,REX-000062,APPROVED,DOMAIN_APPROVED,false,true,DATA_OWNER_APPROVAL,2026-08-24T00:00:00+09:00,USER_ATTESTED_DOMAIN_REVIEW; all 102 MET mappings reviewed by the data owner; existing values retain their row-level Compendium evidence and NEX-000173 uses the explicitly approved 02150 static-balance proxy,https://pacompendium.com/adult-compendium/
NEX-000077,REX-000014,APPROVED,DOMAIN_APPROVED,false,true,DATA_OWNER_APPROVAL,2026-08-24T00:00:00+09:00,USER_ATTESTED_DOMAIN_REVIEW; all 102 MET mappings reviewed by the data owner; existing values retain their row-level Compendium evidence and NEX-000173 uses the explicitly approved 02150 static-balance proxy,https://pacompendium.com/adult-compendium/
NEX-000078,REX-000078,APPROVED,DOMAIN_APPROVED,false,true,DATA_OWNER_APPROVAL,2026-08-24T00:00:00+09:00,USER_ATTESTED_DOMAIN_REVIEW; all 102 MET mappings reviewed by the data owner; existing values retain their row-level Compendium evidence and NEX-000173 uses the explicitly approved 02150 static-balance proxy,https://pacompendium.com/adult-compendium/
NEX-000079,REX-000084,APPROVED,DOMAIN_APPROVED,false,true,DATA_OWNER_APPROVAL,2026-08-24T00:00:00+09:00,USER_ATTESTED_DOMAIN_REVIEW; all 102 MET mappings reviewed by the data owner; existing values retain their row-level Compendium evidence and NEX-000173 uses the explicitly approved 02150 static-balance proxy,https://pacompendium.com/adult-compendium/
