experiment_id,split_type,ablation_id,model_id,method,feature,importance_mean,importance_std
time_A3_logreg,time,A3,logreg,logistic_coefficient,resting_hr_prev_day,0.024762270093255052,
time_A3_logreg,time,A3,logreg,logistic_coefficient,last_workout_duration_min_prev_day,-0.003902436553215263,
time_A3_logreg,time,A3,logreg,logistic_coefficient,last_workout_calories_prev_day,-0.012930765696606434,
time_A3_logreg,time,A3,logreg,logistic_coefficient,last_workout_avg_hr_prev_day,0.028689929104450545,
time_A4_logreg,time,A4,logreg,logistic_coefficient,experience_level_code_ADVANCED,0.6885621584234946,
time_A4_logreg,time,A4,logreg,logistic_coefficient,experience_level_code_BEGINNER,-0.478593412562762,
time_A4_logreg,time,A4,logreg,logistic_coefficient,experience_level_code_INTERMEDIATE,-0.15104476302068964,
time_A4_logreg,time,A4,logreg,logistic_coefficient,resting_hr_trend_code_prev_day_DOWNWARD,0.01595567055852183,
time_A4_logreg,time,A4,logreg,logistic_coefficient,resting_hr_trend_code_prev_day_STABLE,0.010391519032255596,
time_A4_logreg,time,A4,logreg,logistic_coefficient,resting_hr_trend_code_prev_day_UPWARD,0.0069469244854737395,
time_A4_logreg,time,A4,logreg,logistic_coefficient,resting_hr_trend_code_prev_day___MISSING__,0.025629868763790795,
time_A4_logreg,time,A4,logreg,logistic_coefficient,last_workout_type_code_prev_day_CrossFit,0.02527220895021544,
time_A4_logreg,time,A4,logreg,logistic_coefficient,last_workout_type_code_prev_day_Cycling,-0.08024164647428446,
time_A4_logreg,time,A4,logreg,logistic_coefficient,last_workout_type_code_prev_day_HIIT,0.048247741503510626,
time_A4_logreg,time,A4,logreg,logistic_coefficient,last_workout_type_code_prev_day_NONE,0.013067529721498937,
time_A4_logreg,time,A4,logreg,logistic_coefficient,last_workout_type_code_prev_day_Running,-0.011958983028374679,
time_A4_logreg,time,A4,logreg,logistic_coefficient,last_workout_type_code_prev_day_Swimming,-0.010000918231421834,
time_A4_logreg,time,A4,logreg,logistic_coefficient,last_workout_type_code_prev_day_Walking,0.07957315181599944,
time_A4_logreg,time,A4,logreg,logistic_coefficient,last_workout_type_code_prev_day_Weight Training,-0.026916278922737253,
time_A4_logreg,time,A4,logreg,logistic_coefficient,last_workout_type_code_prev_day_Yoga,-0.003748691258157194,
time_A4_logreg,time,A4,logreg,logistic_coefficient,last_workout_type_code_prev_day___MISSING__,0.025629868763790795,
time_A4_logreg,time,A4,logreg,logistic_coefficient,day_of_week,-0.0045648344057525585,
time_A4_logreg,time,A4,logreg,logistic_coefficient,is_weekend,-0.3629575275100529,
time_A4_logreg,time,A4,logreg,logistic_coefficient,workout_completed_prev_day,-0.023069437287805087,
time_A4_logreg,time,A4,logreg,logistic_coefficient,workout_count_7d,0.11086901601085553,
time_A4_logreg,time,A4,logreg,logistic_coefficient,workout_count_28d,0.03607070864618102,
time_A4_logreg,time,A4,logreg,logistic_coefficient,completion_rate_7d,-0.14283831995941662,
time_A4_logreg,time,A4,logreg,logistic_coefficient,completion_rate_28d,0.33939866070895897,
time_A4_logreg,time,A4,logreg,logistic_coefficient,days_since_last_workout,-0.21417057360390498,
time_A4_logreg,time,A4,logreg,logistic_coefficient,consecutive_workout_days,0.0708010351164102,
time_A4_logreg,time,A4,logreg,logistic_coefficient,consecutive_non_workout_days,0.19970689371450026,
time_A4_logreg,time,A4,logreg,logistic_coefficient,is_return_mode_candidate,0.025721525034184286,
time_A4_logreg,time,A4,logreg,logistic_coefficient,sleep_minutes_prev_day,-0.0034802197809934605,
time_A4_logreg,time,A4,logreg,logistic_coefficient,resting_hr_prev_day,0.025025339071453736,
time_A4_logreg,time,A4,logreg,logistic_coefficient,last_workout_duration_min_prev_day,-0.0038630899973099188,
time_A4_logreg,time,A4,logreg,logistic_coefficient,last_workout_calories_prev_day,-0.013008625805824212,
time_A4_logreg,time,A4,logreg,logistic_coefficient,last_workout_avg_hr_prev_day,0.029156130596096303,
time_A4_logreg,time,A4,logreg,logistic_coefficient,sleep_minutes_delta_28d,0.0060119050487424395,
time_A4_logreg,time,A4,logreg,logistic_coefficient,resting_hr_delta_28d,-0.0075095007763321675,
time_A5_logreg,time,A5,logreg,logistic_coefficient,experience_level_code_ADVANCED,0.6902479329391425,
time_A5_logreg,time,A5,logreg,logistic_coefficient,experience_level_code_BEGINNER,-0.4774532501674892,
time_A5_logreg,time,A5,logreg,logistic_coefficient,experience_level_code_INTERMEDIATE,-0.1522503966169354,
time_A5_logreg,time,A5,logreg,logistic_coefficient,resting_hr_trend_code_prev_day_DOWNWARD,0.015334798722506777,
time_A5_logreg,time,A5,logreg,logistic_coefficient,resting_hr_trend_code_prev_day_STABLE,0.009898408891387685,
time_A5_logreg,time,A5,logreg,logistic_coefficient,resting_hr_trend_code_prev_day_UPWARD,0.006845055830169521,
time_A5_logreg,time,A5,logreg,logistic_coefficient,resting_hr_trend_code_prev_day___MISSING__,0.028466022710653266,
time_A5_logreg,time,A5,logreg,logistic_coefficient,last_workout_type_code_prev_day_CrossFit,0.028000731849995675,
time_A5_logreg,time,A5,logreg,logistic_coefficient,last_workout_type_code_prev_day_Cycling,-0.07621153362233538,
time_A5_logreg,time,A5,logreg,logistic_coefficient,last_workout_type_code_prev_day_HIIT,0.04654723452137249,
time_A5_logreg,time,A5,logreg,logistic_coefficient,last_workout_type_code_prev_day_NONE,0.010274408398976899,
time_A5_logreg,time,A5,logreg,logistic_coefficient,last_workout_type_code_prev_day_Running,-0.011624249899334785,
time_A5_logreg,time,A5,logreg,logistic_coefficient,last_workout_type_code_prev_day_Swimming,-0.008496419071877497,
time_A5_logreg,time,A5,logreg,logistic_coefficient,last_workout_type_code_prev_day_Walking,0.07805095006352473,
time_A5_logreg,time,A5,logreg,logistic_coefficient,last_workout_type_code_prev_day_Weight Training,-0.02637631881661248,
time_A5_logreg,time,A5,logreg,logistic_coefficient,last_workout_type_code_prev_day_Yoga,-0.008086539979645075,
time_A5_logreg,time,A5,logreg,logistic_coefficient,last_workout_type_code_prev_day___MISSING__,0.028466022710653266,
time_A5_logreg,time,A5,logreg,logistic_coefficient,day_of_week,-0.003282662375708164,
time_A5_logreg,time,A5,logreg,logistic_coefficient,is_weekend,-0.3645478459296506,
time_A5_logreg,time,A5,logreg,logistic_coefficient,workout_completed_prev_day,-0.021655590374113007,
time_A5_logreg,time,A5,logreg,logistic_coefficient,workout_count_7d,0.11458671060950643,
time_A5_logreg,time,A5,logreg,logistic_coefficient,workout_count_28d,0.035668228994578145,
time_A5_logreg,time,A5,logreg,logistic_coefficient,completion_rate_7d,-0.14622452210430542,
time_A5_logreg,time,A5,logreg,logistic_coefficient,completion_rate_28d,0.3378307964027609,
time_A5_logreg,time,A5,logreg,logistic_coefficient,days_since_last_workout,-0.21783768447988433,
time_A5_logreg,time,A5,logreg,logistic_coefficient,consecutive_workout_days,0.07024816675693864,
time_A5_logreg,time,A5,logreg,logistic_coefficient,consecutive_non_workout_days,0.20334762060547085,
time_A5_logreg,time,A5,logreg,logistic_coefficient,is_return_mode_candidate,0.02581299752113882,
time_A5_logreg,time,A5,logreg,logistic_coefficient,sleep_minutes_prev_day,-0.00210367440499615,
time_A5_logreg,time,A5,logreg,logistic_coefficient,resting_hr_prev_day,0.02569022216013382,
time_A5_logreg,time,A5,logreg,logistic_coefficient,last_workout_duration_min_prev_day,-0.0034218321291804655,
time_A5_logreg,time,A5,logreg,logistic_coefficient,last_workout_calories_prev_day,-0.017276403876218704,
time_A5_logreg,time,A5,logreg,logistic_coefficient,last_workout_avg_hr_prev_day,0.0291478926664101,
time_A5_logreg,time,A5,logreg,logistic_coefficient,sleep_minutes_delta_28d,0.004694911099105235,
time_A5_logreg,time,A5,logreg,logistic_coefficient,resting_hr_delta_28d,-0.0006078520495698669,
time_A5_logreg,time,A5,logreg,logistic_coefficient,hrv_prev_day,-0.021578252160304748,
time_A5_logreg,time,A5,logreg,logistic_coefficient,hrv_delta_28d,0.005622553253806131,
time_A5_logreg,time,A5,logreg,logistic_coefficient,recovery_score_prev_day,0.013993636268348998,
time_A5_logreg,time,A5,logreg,logistic_coefficient,day_strain_prev_day,-0.03655147392802116,
time_A5_logreg,time,A5,logreg,logistic_coefficient,calories_burned_prev_day,0.028141375303971636,
time_A5_logreg,time,A5,logreg,logistic_coefficient,sleep_efficiency_prev_day,0.003288103394343934,
time_A5_logreg,time,A5,logreg,logistic_coefficient,light_sleep_hours_prev_day,-0.00751368327609125,
time_A5_logreg,time,A5,logreg,logistic_coefficient,rem_sleep_hours_prev_day,0.010589222045141053,
time_A5_logreg,time,A5,logreg,logistic_coefficient,deep_sleep_hours_prev_day,-0.002155348419400698,
time_A5_logreg,time,A5,logreg,logistic_coefficient,wake_ups_prev_day,0.022905666072950873,
time_A5_logreg,time,A5,logreg,logistic_coefficient,time_to_fall_asleep_min_prev_day,-0.006822629426294709,
time_A5_logreg,time,A5,logreg,logistic_coefficient,respiratory_rate_prev_day,-0.0031095560555673084,
time_A5_logreg,time,A5,logreg,logistic_coefficient,skin_temp_deviation_prev_day,-0.008173539431905253,
time_A2-lag1_logreg,time,A2-lag1,logreg,logistic_coefficient,workout_completed_prev_day,0.31581434612469217,
time_A2-lag1_logreg,time,A2-lag1,logreg,logistic_coefficient,day_of_week,-0.2518133087418178,
user_A1_logreg,user,A1,logreg,logistic_coefficient,experience_level_code_ADVANCED,1.117820890434204,
user_A1_logreg,user,A1,logreg,logistic_coefficient,experience_level_code_BEGINNER,-0.7959025439283929,
user_A1_logreg,user,A1,logreg,logistic_coefficient,experience_level_code_INTERMEDIATE,-0.2911744474347682,
user_A1_logreg,user,A1,logreg,logistic_coefficient,day_of_week,-0.0025403312923859625,
user_A1_logreg,user,A1,logreg,logistic_coefficient,is_weekend,-0.3599326420514187,
user_A2_logreg,user,A2,logreg,logistic_coefficient,experience_level_code_ADVANCED,0.6639490209069391,
user_A2_logreg,user,A2,logreg,logistic_coefficient,experience_level_code_BEGINNER,-0.4317072289682803,
user_A2_logreg,user,A2,logreg,logistic_coefficient,experience_level_code_INTERMEDIATE,-0.13647401559531144,
user_A2_logreg,user,A2,logreg,logistic_coefficient,day_of_week,-0.008599769159687475,
user_A2_logreg,user,A2,logreg,logistic_coefficient,is_weekend,-0.36206942697508454,
user_A2_logreg,user,A2,logreg,logistic_coefficient,workout_completed_prev_day,-0.009893257927319219,
user_A2_logreg,user,A2,logreg,logistic_coefficient,workout_count_7d,0.13257008059928738,
user_A2_logreg,user,A2,logreg,logistic_coefficient,workout_count_28d,0.029371078824602537,
user_A2_logreg,user,A2,logreg,logistic_coefficient,completion_rate_7d,-0.15935908788239225,
user_A2_logreg,user,A2,logreg,logistic_coefficient,completion_rate_28d,0.405183957688563,
user_A2_logreg,user,A2,logreg,logistic_coefficient,days_since_last_workout,-0.2160060082048418,
user_A2_logreg,user,A2,logreg,logistic_coefficient,consecutive_workout_days,0.061119858095735974,
user_A2_logreg,user,A2,logreg,logistic_coefficient,consecutive_non_workout_days,0.21051076533368984,
user_A2_logreg,user,A2,logreg,logistic_coefficient,is_return_mode_candidate,0.021638140742854098,
user_A3_logreg,user,A3,logreg,logistic_coefficient,experience_level_code_ADVANCED,0.6646547211554394,
user_A3_logreg,user,A3,logreg,logistic_coefficient,experience_level_code_BEGINNER,-0.4425343609018676,
user_A3_logreg,user,A3,logreg,logistic_coefficient,experience_level_code_INTERMEDIATE,-0.14760407559661948,
user_A3_logreg,user,A3,logreg,logistic_coefficient,resting_hr_trend_code_prev_day_DOWNWARD,0.039171008416225075,
user_A3_logreg,user,A3,logreg,logistic_coefficient,resting_hr_trend_code_prev_day_STABLE,0.02364162308560529,
user_A3_logreg,user,A3,logreg,logistic_coefficient,resting_hr_trend_code_prev_day_UPWARD,-0.009223459575743569,
user_A3_logreg,user,A3,logreg,logistic_coefficient,resting_hr_trend_code_prev_day___MISSING__,0.02092711273087025,
user_A3_logreg,user,A3,logreg,logistic_coefficient,last_workout_type_code_prev_day_CrossFit,0.040725790282517965,
user_A3_logreg,user,A3,logreg,logistic_coefficient,last_workout_type_code_prev_day_Cycling,-0.11268592275069642,
user_A3_logreg,user,A3,logreg,logistic_coefficient,last_workout_type_code_prev_day_HIIT,0.09249951208899457,
user_A3_logreg,user,A3,logreg,logistic_coefficient,last_workout_type_code_prev_day_NONE,0.011745521765671276,
user_A3_logreg,user,A3,logreg,logistic_coefficient,last_workout_type_code_prev_day_Running,-0.006834883459494634,
user_A3_logreg,user,A3,logreg,logistic_coefficient,last_workout_type_code_prev_day_Swimming,0.014791508613991785,
user_A3_logreg,user,A3,logreg,logistic_coefficient,last_workout_type_code_prev_day_Walking,0.057313918502267254,
user_A3_logreg,user,A3,logreg,logistic_coefficient,last_workout_type_code_prev_day_Weight Training,-0.03220279346372237,
user_A3_logreg,user,A3,logreg,logistic_coefficient,last_workout_type_code_prev_day_Yoga,-0.011763479653442752,
user_A3_logreg,user,A3,logreg,logistic_coefficient,last_workout_type_code_prev_day___MISSING__,0.02092711273087025,
user_A3_logreg,user,A3,logreg,logistic_coefficient,day_of_week,-0.006555786549005118,
user_A3_logreg,user,A3,logreg,logistic_coefficient,is_weekend,-0.3647302075993016,
user_A3_logreg,user,A3,logreg,logistic_coefficient,workout_completed_prev_day,0.002158903307784564,
user_A3_logreg,user,A3,logreg,logistic_coefficient,workout_count_7d,0.12723090042898286,
user_A3_logreg,user,A3,logreg,logistic_coefficient,workout_count_28d,0.0317855851203495,
user_A3_logreg,user,A3,logreg,logistic_coefficient,completion_rate_7d,-0.1524089965902749,
user_A3_logreg,user,A3,logreg,logistic_coefficient,completion_rate_28d,0.39490484130839854,
user_A3_logreg,user,A3,logreg,logistic_coefficient,days_since_last_workout,-0.22443778073554188,
user_A3_logreg,user,A3,logreg,logistic_coefficient,consecutive_workout_days,0.06085878699833629,
user_A3_logreg,user,A3,logreg,logistic_coefficient,consecutive_non_workout_days,0.2197195029772064,
user_A3_logreg,user,A3,logreg,logistic_coefficient,is_return_mode_candidate,0.020982916171284772,
user_A3_logreg,user,A3,logreg,logistic_coefficient,sleep_minutes_prev_day,-0.0013317087872603123,
user_A3_logreg,user,A3,logreg,logistic_coefficient,resting_hr_prev_day,0.026679674640118146,
user_A3_logreg,user,A3,logreg,logistic_coefficient,last_workout_duration_min_prev_day,0.02131573239865308,
user_A3_logreg,user,A3,logreg,logistic_coefficient,last_workout_calories_prev_day,-0.022720032222008354,
user_A3_logreg,user,A3,logreg,logistic_coefficient,last_workout_avg_hr_prev_day,-0.011497203448621731,
user_A4_logreg,user,A4,logreg,logistic_coefficient,experience_level_code_ADVANCED,0.6649854670399206,
user_A4_logreg,user,A4,logreg,logistic_coefficient,experience_level_code_BEGINNER,-0.44176129248087226,
user_A4_logreg,user,A4,logreg,logistic_coefficient,experience_level_code_INTERMEDIATE,-0.14713169951644067,
user_A4_logreg,user,A4,logreg,logistic_coefficient,resting_hr_trend_code_prev_day_DOWNWARD,0.01100885499253219,
user_A4_logreg,user,A4,logreg,logistic_coefficient,resting_hr_trend_code_prev_day_STABLE,0.02209616089283758,
user_A4_logreg,user,A4,logreg,logistic_coefficient,resting_hr_trend_code_prev_day_UPWARD,0.017120648496385695,
user_A4_logreg,user,A4,logreg,logistic_coefficient,resting_hr_trend_code_prev_day___MISSING__,0.02586681066085567,
user_A4_logreg,user,A4,logreg,logistic_coefficient,last_workout_type_code_prev_day_CrossFit,0.04607352990902686,
user_A4_logreg,user,A4,logreg,logistic_coefficient,last_workout_type_code_prev_day_Cycling,-0.11028020310138294,
user_A4_logreg,user,A4,logreg,logistic_coefficient,last_workout_type_code_prev_day_HIIT,0.08865928021004758,
user_A4_logreg,user,A4,logreg,logistic_coefficient,last_workout_type_code_prev_day_NONE,0.008437539780817665,
user_A4_logreg,user,A4,logreg,logistic_coefficient,last_workout_type_code_prev_day_Running,2.1723380660267815e-05,
user_A4_logreg,user,A4,logreg,logistic_coefficient,last_workout_type_code_prev_day_Swimming,0.008078225236818008,
user_A4_logreg,user,A4,logreg,logistic_coefficient,last_workout_type_code_prev_day_Walking,0.05638393138937582,
user_A4_logreg,user,A4,logreg,logistic_coefficient,last_workout_type_code_prev_day_Weight Training,-0.03518382007084081,
user_A4_logreg,user,A4,logreg,logistic_coefficient,last_workout_type_code_prev_day_Yoga,-0.01196454235276627,
user_A4_logreg,user,A4,logreg,logistic_coefficient,last_workout_type_code_prev_day___MISSING__,0.02586681066085567,
user_A4_logreg,user,A4,logreg,logistic_coefficient,day_of_week,-0.0065812147734230116,
user_A4_logreg,user,A4,logreg,logistic_coefficient,is_weekend,-0.36511153893468407,
user_A4_logreg,user,A4,logreg,logistic_coefficient,workout_completed_prev_day,0.0003149313916606449,
user_A4_logreg,user,A4,logreg,logistic_coefficient,workout_count_7d,0.13765648884138734,
user_A4_logreg,user,A4,logreg,logistic_coefficient,workout_count_28d,0.029491549649683674,
user_A4_logreg,user,A4,logreg,logistic_coefficient,completion_rate_7d,-0.16301797705812154,
user_A4_logreg,user,A4,logreg,logistic_coefficient,completion_rate_28d,0.3968679771790729,
user_A4_logreg,user,A4,logreg,logistic_coefficient,days_since_last_workout,-0.2224150354908504,
user_A4_logreg,user,A4,logreg,logistic_coefficient,consecutive_workout_days,0.06052571780116836,
user_A4_logreg,user,A4,logreg,logistic_coefficient,consecutive_non_workout_days,0.21696263394649867,
user_A4_logreg,user,A4,logreg,logistic_coefficient,is_return_mode_candidate,0.02136520750703773,
user_A4_logreg,user,A4,logreg,logistic_coefficient,sleep_minutes_prev_day,-0.003971552213370793,
user_A4_logreg,user,A4,logreg,logistic_coefficient,resting_hr_prev_day,0.02853685456370055,
user_A4_logreg,user,A4,logreg,logistic_coefficient,last_workout_duration_min_prev_day,0.019194208707838983,
user_A4_logreg,user,A4,logreg,logistic_coefficient,last_workout_calories_prev_day,-0.02221215369598636,
user_A4_logreg,user,A4,logreg,logistic_coefficient,last_workout_avg_hr_prev_day,-0.009948430677124089,
user_A4_logreg,user,A4,logreg,logistic_coefficient,sleep_minutes_delta_28d,0.004116591861012402,
user_A4_logreg,user,A4,logreg,logistic_coefficient,resting_hr_delta_28d,-0.024013822051674526,
user_A5_logreg,user,A5,logreg,logistic_coefficient,experience_level_code_ADVANCED,0.6697773897085937,
user_A5_logreg,user,A5,logreg,logistic_coefficient,experience_level_code_BEGINNER,-0.4414835139668575,
user_A5_logreg,user,A5,logreg,logistic_coefficient,experience_level_code_INTERMEDIATE,-0.15066527342854913,
user_A5_logreg,user,A5,logreg,logistic_coefficient,resting_hr_trend_code_prev_day_DOWNWARD,0.010504667981415715,
user_A5_logreg,user,A5,logreg,logistic_coefficient,resting_hr_trend_code_prev_day_STABLE,0.021651025142437254,
user_A5_logreg,user,A5,logreg,logistic_coefficient,resting_hr_trend_code_prev_day_UPWARD,0.016351640459013564,
user_A5_logreg,user,A5,logreg,logistic_coefficient,resting_hr_trend_code_prev_day___MISSING__,0.029121268730322017,
user_A5_logreg,user,A5,logreg,logistic_coefficient,last_workout_type_code_prev_day_CrossFit,0.05043310602228468,
user_A5_logreg,user,A5,logreg,logistic_coefficient,last_workout_type_code_prev_day_Cycling,-0.09983076453100242,
user_A5_logreg,user,A5,logreg,logistic_coefficient,last_workout_type_code_prev_day_HIIT,0.08470306712123461,
user_A5_logreg,user,A5,logreg,logistic_coefficient,last_workout_type_code_prev_day_NONE,0.005214245988952399,
user_A5_logreg,user,A5,logreg,logistic_coefficient,last_workout_type_code_prev_day_Running,0.000940712946330267,
user_A5_logreg,user,A5,logreg,logistic_coefficient,last_workout_type_code_prev_day_Swimming,0.0124479715767072,
user_A5_logreg,user,A5,logreg,logistic_coefficient,last_workout_type_code_prev_day_Walking,0.049529789879966854,
user_A5_logreg,user,A5,logreg,logistic_coefficient,last_workout_type_code_prev_day_Weight Training,-0.033320758982474795,
user_A5_logreg,user,A5,logreg,logistic_coefficient,last_workout_type_code_prev_day_Yoga,-0.021610036439133184,
user_A5_logreg,user,A5,logreg,logistic_coefficient,last_workout_type_code_prev_day___MISSING__,0.029121268730322017,
user_A5_logreg,user,A5,logreg,logistic_coefficient,day_of_week,-0.0035660440133181348,
user_A5_logreg,user,A5,logreg,logistic_coefficient,is_weekend,-0.36874059072307336,
user_A5_logreg,user,A5,logreg,logistic_coefficient,workout_completed_prev_day,0.0016499199976900017,
user_A5_logreg,user,A5,logreg,logistic_coefficient,workout_count_7d,0.1332300787076343,
user_A5_logreg,user,A5,logreg,logistic_coefficient,workout_count_28d,0.02936689079009254,
user_A5_logreg,user,A5,logreg,logistic_coefficient,completion_rate_7d,-0.1592820637957142,
user_A5_logreg,user,A5,logreg,logistic_coefficient,completion_rate_28d,0.3918118391029537,
user_A5_logreg,user,A5,logreg,logistic_coefficient,days_since_last_workout,-0.2175453996390142,
user_A5_logreg,user,A5,logreg,logistic_coefficient,consecutive_workout_days,0.06030218499487541,
user_A5_logreg,user,A5,logreg,logistic_coefficient,consecutive_non_workout_days,0.21199989604400482,
user_A5_logreg,user,A5,logreg,logistic_coefficient,is_return_mode_candidate,0.021317208050798973,
user_A5_logreg,user,A5,logreg,logistic_coefficient,sleep_minutes_prev_day,0.0015721462503589325,
user_A5_logreg,user,A5,logreg,logistic_coefficient,resting_hr_prev_day,0.029949948188749402,
user_A5_logreg,user,A5,logreg,logistic_coefficient,last_workout_duration_min_prev_day,0.01959948803598828,
user_A5_logreg,user,A5,logreg,logistic_coefficient,last_workout_calories_prev_day,-0.029428865501051036,
user_A5_logreg,user,A5,logreg,logistic_coefficient,last_workout_avg_hr_prev_day,-0.00794285074127165,
user_A5_logreg,user,A5,logreg,logistic_coefficient,sleep_minutes_delta_28d,0.0028614235900233653,
user_A5_logreg,user,A5,logreg,logistic_coefficient,resting_hr_delta_28d,-0.012166807177923131,
user_A5_logreg,user,A5,logreg,logistic_coefficient,hrv_prev_day,-0.014964933501992583,
user_A5_logreg,user,A5,logreg,logistic_coefficient,hrv_delta_28d,-0.0004912769114342829,
user_A5_logreg,user,A5,logreg,logistic_coefficient,recovery_score_prev_day,0.027175069018473597,
user_A5_logreg,user,A5,logreg,logistic_coefficient,day_strain_prev_day,-0.03953295335111228,
user_A5_logreg,user,A5,logreg,logistic_coefficient,calories_burned_prev_day,0.024588265321300477,
user_A5_logreg,user,A5,logreg,logistic_coefficient,sleep_efficiency_prev_day,0.004461911533824261,
user_A5_logreg,user,A5,logreg,logistic_coefficient,light_sleep_hours_prev_day,-0.014998718824692699,
user_A5_logreg,user,A5,logreg,logistic_coefficient,rem_sleep_hours_prev_day,0.001311599909717325,
user_A5_logreg,user,A5,logreg,logistic_coefficient,deep_sleep_hours_prev_day,0.01149353284377215,
user_A5_logreg,user,A5,logreg,logistic_coefficient,wake_ups_prev_day,0.030489650427452848,
user_A5_logreg,user,A5,logreg,logistic_coefficient,time_to_fall_asleep_min_prev_day,-0.00534592063952447,
