alternative_only,alternative_policy_version,alternative_relation_code,alternative_source_base_exercise_id,alternative_source_base_stable_code,body_focus_code,canonical_decision_code,canonical_decision_note_ko,canonical_decision_source,canonical_status,catalog_version_code,default_rest_seconds,default_seconds_per_rep,default_sets,default_transition_seconds,default_work_seconds,difficulty_code,difficulty_policy_rule_code,difficulty_status,display_name_ko,equipment_codes,exercise_id,family_code,fitt_allowed_experience_level_codes,fitt_mapping_source_representative_exercise_id,fitt_mapping_status_code,fitt_template_ids_by_experience,fixed_posture_code,fixed_support_code,form_cues_ko,general_pool_included,general_pool_inclusion_reason_code,instruction_content_version,instruction_identity_status,instruction_summary_ko,is_representative,legacy_exercise_id,location_codes,name_en,name_ko,original_posture_instructions_replaced,pain_area_load_guard_codes,pain_discomfort_area_code,phase_codes,primary_body_area_codes,primary_movement_pattern_code,production_eligible,record_type,recovery_eligible,representative_exercise_id,review_required,review_required_codes,review_status_code,safety_mapping_source_representative_exercise_id,safety_mapping_status_code,safety_rule_binding_status_code,secondary_body_area_codes,setup_condition_ko,source_author,source_identity,source_instruction_en,source_instruction_steps_en,source_key,source_license,source_media_id,source_media_reference,source_name,source_name_en,source_name_ko,source_provenance_status,source_record_id,source_system,source_track,source_url,stable_code,stop_guard_code,support_equipment_codes,timing_mode_code,training_type_code,user_review_decision_code,user_review_status,variant_materialization_status_code,variant_relation_status_code,variant_type_code,accessed_at,attribution_text,legacy_source_identity,legacy_source_key,legacy_source_track,license_id,license_name,license_review_status,license_url,license_version,source_license_author,source_license_status,timing_phase_review_status,v1_exercise_ids,allowed_experience_level_codes,fitt_mapping_exception_code,fitt_mapping_note,mapping_source_exercise_id,raw_source_record_json,representative_source_key,variant_candidate_pair_id,approval_reference,approval_method_code,approved_at
False,discomfort-alternative-concern-resolution-v2.0.2-v1.0.0,PAIN_AREA_NO_LOAD_SAFE_VARIANT,REX-000089,side_wrist_pull_stretch_mobility_stretch_bodyweight,MOBILITY,SEPARATE_EXERCISE_PAIN_SAFE_VARIANT,통증 Alternative target이면서 일반 운동 풀에도 포함한다.,CONCERN_RESOLUTION_POLICY_REVIEW,PAIN_ALTERNATIVE_TARGET_REVIEW_REQUIRED,exercise-catalog-v2.0.2-final,,,,15,30,BEGINNER,NO_POLICY_OVERRIDE,REVIEW_REQUIRED,손목 당기기 스트레칭,"[""BODYWEIGHT""]",DVAR-49E0D30E19CCD2DA,SIDE_WRIST_PULL_STRETCH,"[""BEGINNER"", ""INTERMEDIATE""]",,DOMAIN_APPROVED,"{""BEGINNER"": ""FITT-MOBILITY-V1"", ""INTERMEDIATE"": ""FITT-MOBILITY-INTERMEDIATE-V1""}",SUPPORTED_SUPINE_PELVIS_NEUTRAL,FULL_BODY_MAT_AND_KNEE_BOLSTER_SUPPORT,[],True,INDEPENDENT_SAFE_VARIANT_GENERAL_POOL,user-name-only-v1,USER_REVIEWED_NAME_ONLY,손목 당기기 스트레칭,False,,"[""HOME"", ""GYM""]",,손목 당기기 스트레칭,True,"[""NO_PAIN_AREA_WEIGHT_BEARING"", ""NO_PAIN_AREA_GRIP"", ""NO_PAIN_AREA_BRACING""]",,[],"[""WRIST_HAND""]",MOBILITY_STRETCH,True,SEPARATE_EXERCISE,True,,True,"[""PAIN_ALTERNATIVE_DOMAIN_APPROVAL_REQUIRED"", ""MEDIA_RIGHTS_REVIEW_REQUIRED"", ""ALTERNATIVE_TARGET_AND_GENERAL_POOL""]",DOMAIN_APPROVED,,DOMAIN_APPROVED,BOUND_INDEPENDENT_SOURCE,"[""ELBOW""]",,,DVAR-49E0D30E19CCD2DA,,,pain_alternative_policy:DVAR-49E0D30E19CCD2DA,,,,손목 당기기 스트레칭,,손목 당기기 스트레칭,DERIVED_POLICY_REVIEW_REQUIRED,DVAR-49E0D30E19CCD2DA,pain_alternative_policy,pain_alternative_policy,,side_wrist_pull_stretch_mobility_stretch_bodyweight__hip_no_load_safe_v1,STOP_IF_DISCOMFORT_INCREASES,"[""MAT"", ""SUPPORT_CUSHION""]",DURATION,MOBILITY,USER_DIRECT_REVIEW_2026_08_29,COMPLETED,NOT_APPLICABLE,NOT_APPLICABLE,,,,,,,,,,,,,,,,,,,,,,,USER_DIRECT_REVIEW_2026_08_29,OWNER_BATCH_CONFIRMATION,2026-08-29T00:00:00+09:00
False,discomfort-alternative-concern-resolution-v2.0.2-v1.0.0,PAIN_AREA_NO_LOAD_SAFE_VARIANT,REX-000017,butterfly_adductor_stretch_mobility_stretch_bodyweight,MOBILITY,SEPARATE_EXERCISE_PAIN_SAFE_VARIANT,통증 Alternative target이면서 일반 운동 풀에도 포함한다.,CONCERN_RESOLUTION_POLICY_REVIEW,PAIN_ALTERNATIVE_TARGET_REVIEW_REQUIRED,exercise-catalog-v2.0.2-final,,,,15,30,BEGINNER,NO_POLICY_OVERRIDE,REVIEW_REQUIRED,버터플라이 스트레칭,"[""BODYWEIGHT""]",DVAR-4AFB61578A427189,BUTTERFLY_ADDUCTOR_STRETCH,"[""BEGINNER"", ""INTERMEDIATE""]",,DOMAIN_APPROVED,"{""BEGINNER"": ""FITT-MOBILITY-V1"", ""INTERMEDIATE"": ""FITT-MOBILITY-INTERMEDIATE-V1""}",SUPPORTED_SUPINE_ARMS_RELAXED_NO_HAND_SUPPORT,MAT_AND_LOWER_LIMB_BLOCK_SUPPORT,[],True,INDEPENDENT_SAFE_VARIANT_GENERAL_POOL,user-name-only-v1,USER_REVIEWED_NAME_ONLY,버터플라이 스트레칭,False,,"[""HOME"", ""GYM""]",,버터플라이 스트레칭,True,"[""NO_PAIN_AREA_WEIGHT_BEARING"", ""NO_PAIN_AREA_GRIP"", ""NO_PAIN_AREA_BRACING""]",,[],"[""HIP""]",MOBILITY_STRETCH,True,SEPARATE_EXERCISE,True,,True,"[""PAIN_ALTERNATIVE_DOMAIN_APPROVAL_REQUIRED"", ""MEDIA_RIGHTS_REVIEW_REQUIRED"", ""ALTERNATIVE_TARGET_AND_GENERAL_POOL""]",DOMAIN_APPROVED,,DOMAIN_APPROVED,BOUND_INDEPENDENT_SOURCE,"[""KNEE""]",,,DVAR-4AFB61578A427189,,,pain_alternative_policy:DVAR-4AFB61578A427189,,,,버터플라이 스트레칭,,버터플라이 스트레칭,DERIVED_POLICY_REVIEW_REQUIRED,DVAR-4AFB61578A427189,pain_alternative_policy,pain_alternative_policy,,butterfly_adductor_stretch_mobility_stretch_bodyweight__shoulder_no_load_safe_v1,STOP_IF_DISCOMFORT_INCREASES,"[""MAT"", ""SUPPORT_CUSHION""]",DURATION,MOBILITY,USER_DIRECT_REVIEW_2026_08_29,COMPLETED,NOT_APPLICABLE,NOT_APPLICABLE,,,,,,,,,,,,,,,,,,,,,,,USER_DIRECT_REVIEW_2026_08_29,OWNER_BATCH_CONFIRMATION,2026-08-29T00:00:00+09:00
False,discomfort-alternative-concern-resolution-v2.0.2-v1.0.0,PAIN_AREA_NO_LOAD_SAFE_VARIANT,REX-000077,runners_stretch_mobility_stretch_bodyweight,MOBILITY,SEPARATE_EXERCISE_PAIN_SAFE_VARIANT,통증 Alternative target이면서 일반 운동 풀에도 포함한다.,CONCERN_RESOLUTION_POLICY_REVIEW,PAIN_ALTERNATIVE_TARGET_REVIEW_REQUIRED,exercise-catalog-v2.0.2-final,,,,15,30,BEGINNER,NO_POLICY_OVERRIDE,REVIEW_REQUIRED,러너스 스트레칭,"[""BODYWEIGHT""]",DVAR-4CEDEDE6230588EC,RUNNERS_STRETCH,"[""BEGINNER"", ""INTERMEDIATE""]",,DOMAIN_APPROVED,"{""BEGINNER"": ""FITT-MOBILITY-V1"", ""INTERMEDIATE"": ""FITT-MOBILITY-INTERMEDIATE-V1""}",SUPPORTED_SUPINE_UPPER_BACK_NEUTRAL,MAT_AND_FULL_UPPER_BACK_SUPPORT,[],True,INDEPENDENT_SAFE_VARIANT_GENERAL_POOL,user-name-only-v1,USER_REVIEWED_NAME_ONLY,러너스 스트레칭,False,,"[""HOME"", ""GYM""]",,러너스 스트레칭,True,"[""NO_PAIN_AREA_WEIGHT_BEARING"", ""NO_PAIN_AREA_GRIP"", ""NO_PAIN_AREA_BRACING""]",,[],"[""ANKLE_FOOT"", ""KNEE""]",MOBILITY_STRETCH,True,SEPARATE_EXERCISE,True,,True,"[""PAIN_ALTERNATIVE_DOMAIN_APPROVAL_REQUIRED"", ""MEDIA_RIGHTS_REVIEW_REQUIRED"", ""ALTERNATIVE_TARGET_AND_GENERAL_POOL""]",DOMAIN_APPROVED,,DOMAIN_APPROVED,BOUND_INDEPENDENT_SOURCE,"[""HIP""]",,,DVAR-4CEDEDE6230588EC,,,pain_alternative_policy:DVAR-4CEDEDE6230588EC,,,,러너스 스트레칭,,러너스 스트레칭,DERIVED_POLICY_REVIEW_REQUIRED,DVAR-4CEDEDE6230588EC,pain_alternative_policy,pain_alternative_policy,,runners_stretch_mobility_stretch_bodyweight__upper_back_no_load_safe_v1,STOP_IF_DISCOMFORT_INCREASES,"[""MAT"", ""SUPPORT_CUSHION""]",DURATION,MOBILITY,USER_DIRECT_REVIEW_2026_08_29,COMPLETED,NOT_APPLICABLE,NOT_APPLICABLE,,,,,,,,,,,,,,,,,,,,,,,USER_DIRECT_REVIEW_2026_08_29,OWNER_BATCH_CONFIRMATION,2026-08-29T00:00:00+09:00
False,discomfort-alternative-concern-resolution-v2.0.2-v1.0.0,PAIN_AREA_NO_LOAD_SAFE_VARIANT,REX-000034,hamstring_stretch_mobility_stretch_bodyweight,MOBILITY,SEPARATE_EXERCISE_PAIN_SAFE_VARIANT,통증 Alternative target이면서 일반 운동 풀에도 포함한다.,CONCERN_RESOLUTION_POLICY_REVIEW,PAIN_ALTERNATIVE_TARGET_REVIEW_REQUIRED,exercise-catalog-v2.0.2-final,,,,15,30,BEGINNER,NO_POLICY_OVERRIDE,REVIEW_REQUIRED,햄스트링 스트레칭,"[""BODYWEIGHT""]",DVAR-4E47895F88158AE5,HAMSTRING_STRETCH,"[""BEGINNER"", ""INTERMEDIATE""]",,DOMAIN_APPROVED,"{""BEGINNER"": ""FITT-MOBILITY-V1"", ""INTERMEDIATE"": ""FITT-MOBILITY-INTERMEDIATE-V1""}",SUPPORTED_SUPINE_NO_TRUNK_BRACING,FULL_BACK_AND_PELVIS_MAT_SUPPORT,[],True,INDEPENDENT_SAFE_VARIANT_GENERAL_POOL,user-name-only-v1,USER_REVIEWED_NAME_ONLY,햄스트링 스트레칭,False,,"[""HOME"", ""GYM""]",,햄스트링 스트레칭,True,"[""NO_PAIN_AREA_WEIGHT_BEARING"", ""NO_PAIN_AREA_GRIP"", ""NO_PAIN_AREA_BRACING""]",,[],"[""KNEE""]",MOBILITY_STRETCH,True,SEPARATE_EXERCISE,True,,True,"[""PAIN_ALTERNATIVE_DOMAIN_APPROVAL_REQUIRED"", ""MEDIA_RIGHTS_REVIEW_REQUIRED"", ""ALTERNATIVE_TARGET_AND_GENERAL_POOL""]",DOMAIN_APPROVED,,DOMAIN_APPROVED,BOUND_INDEPENDENT_SOURCE,"[""HIP""]",,,DVAR-4E47895F88158AE5,,,pain_alternative_policy:DVAR-4E47895F88158AE5,,,,햄스트링 스트레칭,,햄스트링 스트레칭,DERIVED_POLICY_REVIEW_REQUIRED,DVAR-4E47895F88158AE5,pain_alternative_policy,pain_alternative_policy,,hamstring_stretch_mobility_stretch_bodyweight__abdomen_no_load_safe_v1,STOP_IF_DISCOMFORT_INCREASES,"[""MAT"", ""SUPPORT_CUSHION""]",DURATION,MOBILITY,USER_DIRECT_REVIEW_2026_08_29,COMPLETED,NOT_APPLICABLE,NOT_APPLICABLE,,,,,,,,,,,,,,,,,,,,,,,USER_DIRECT_REVIEW_2026_08_29,OWNER_BATCH_CONFIRMATION,2026-08-29T00:00:00+09:00
False,discomfort-alternative-concern-resolution-v2.0.2-v1.0.0,PAIN_AREA_NO_LOAD_SAFE_VARIANT,REX-000005,barbell_front_raise_isolation_barbell,SHOULDERS,SEPARATE_EXERCISE_PAIN_SAFE_VARIANT,통증 Alternative target이면서 일반 운동 풀에도 포함한다.,CONCERN_RESOLUTION_POLICY_REVIEW,PAIN_ALTERNATIVE_TARGET_REVIEW_REQUIRED,exercise-catalog-v2.0.2-final,60,,3,,,BEGINNER,NO_POLICY_OVERRIDE,REVIEW_REQUIRED,바벨 프론트 레이즈,"[""BARBELL""]",DVAR-51B939268597C1C2,BARBELL_FRONT_RAISE,"[""BEGINNER"", ""INTERMEDIATE""]",,DOMAIN_APPROVED,"{""BEGINNER"": ""FITT-ISOLATION-STRENGTH-V1"", ""INTERMEDIATE"": ""FITT-ISOLATION-STRENGTH-INTERMEDIATE-V1""}",REVIEWED_NO_LOAD_POSTURE,REVIEWED_NO_LOAD_SUPPORT,[],True,INDEPENDENT_SAFE_VARIANT_GENERAL_POOL,user-name-only-v1,USER_REVIEWED_NAME_ONLY,바벨 프론트 레이즈,False,,"[""GYM""]",,바벨 프론트 레이즈,True,"[""NO_PAIN_AREA_WEIGHT_BEARING"", ""NO_PAIN_AREA_GRIP"", ""NO_PAIN_AREA_BRACING""]",,[],"[""SHOULDER""]",ISOLATION,True,SEPARATE_EXERCISE,False,,True,"[""PAIN_ALTERNATIVE_DOMAIN_APPROVAL_REQUIRED"", ""MEDIA_RIGHTS_REVIEW_REQUIRED"", ""ALTERNATIVE_TARGET_AND_GENERAL_POOL""]",DOMAIN_APPROVED,,DOMAIN_APPROVED,BOUND_INDEPENDENT_SOURCE,"[""ELBOW""]",,,DVAR-51B939268597C1C2,,,pain_alternative_policy:DVAR-51B939268597C1C2,,,,바벨 프론트 레이즈,,바벨 프론트 레이즈,DERIVED_POLICY_REVIEW_REQUIRED,DVAR-51B939268597C1C2,pain_alternative_policy,pain_alternative_policy,,barbell_front_raise_isolation_barbell__abdomen_no_load_safe_v1,STOP_IF_DISCOMFORT_INCREASES,[],REPS,STRENGTH,USER_DIRECT_REVIEW_2026_08_29,COMPLETED,NOT_APPLICABLE,NOT_APPLICABLE,,,,,,,,,,,,,,,,,,,,,,,USER_DIRECT_REVIEW_2026_08_29,OWNER_BATCH_CONFIRMATION,2026-08-29T00:00:00+09:00
False,discomfort-alternative-concern-resolution-v2.0.2-v1.0.0,PAIN_AREA_NO_LOAD_SAFE_VARIANT,REX-000096,triceps_stretch_mobility_stretch_bodyweight,MOBILITY,SEPARATE_EXERCISE_PAIN_SAFE_VARIANT,통증 Alternative target이면서 일반 운동 풀에도 포함한다.,CONCERN_RESOLUTION_POLICY_REVIEW,PAIN_ALTERNATIVE_TARGET_REVIEW_REQUIRED,exercise-catalog-v2.0.2-final,,,,15,30,BEGINNER,NO_POLICY_OVERRIDE,REVIEW_REQUIRED,삼두근 스트레칭,"[""BODYWEIGHT""]",DVAR-57A865079E6288C0,TRICEPS_STRETCH,"[""BEGINNER"", ""INTERMEDIATE""]",,DOMAIN_APPROVED,"{""BEGINNER"": ""FITT-MOBILITY-V1"", ""INTERMEDIATE"": ""FITT-MOBILITY-INTERMEDIATE-V1""}",SUPPORTED_SEATED_FEET_UNWEIGHTED,BACKREST_AND_LOWER_LEG_SUPPORT,[],True,INDEPENDENT_SAFE_VARIANT_GENERAL_POOL,user-name-only-v1,USER_REVIEWED_NAME_ONLY,삼두근 스트레칭,False,,"[""HOME"", ""GYM""]",,삼두근 스트레칭,True,"[""NO_PAIN_AREA_WEIGHT_BEARING"", ""NO_PAIN_AREA_GRIP"", ""NO_PAIN_AREA_BRACING""]",,[],"[""ELBOW""]",MOBILITY_STRETCH,True,SEPARATE_EXERCISE,True,,True,"[""PAIN_ALTERNATIVE_DOMAIN_APPROVAL_REQUIRED"", ""MEDIA_RIGHTS_REVIEW_REQUIRED"", ""ALTERNATIVE_TARGET_AND_GENERAL_POOL""]",DOMAIN_APPROVED,,DOMAIN_APPROVED,BOUND_INDEPENDENT_SOURCE,"[""SHOULDER"", ""WRIST_HAND""]",,,DVAR-57A865079E6288C0,,,pain_alternative_policy:DVAR-57A865079E6288C0,,,,삼두근 스트레칭,,삼두근 스트레칭,DERIVED_POLICY_REVIEW_REQUIRED,DVAR-57A865079E6288C0,pain_alternative_policy,pain_alternative_policy,,triceps_stretch_mobility_stretch_bodyweight__ankle_foot_no_load_safe_v1,STOP_IF_DISCOMFORT_INCREASES,"[""PADDED_CHAIR"", ""SUPPORT_CUSHION""]",DURATION,MOBILITY,USER_DIRECT_REVIEW_2026_08_29,COMPLETED,NOT_APPLICABLE,NOT_APPLICABLE,,,,,,,,,,,,,,,,,,,,,,,USER_DIRECT_REVIEW_2026_08_29,OWNER_BATCH_CONFIRMATION,2026-08-29T00:00:00+09:00
False,discomfort-alternative-concern-resolution-v2.0.2-v1.0.0,PAIN_AREA_NO_LOAD_SAFE_VARIANT,REX-000005,barbell_front_raise_isolation_barbell,SHOULDERS,SEPARATE_EXERCISE_PAIN_SAFE_VARIANT,통증 Alternative target이면서 일반 운동 풀에도 포함한다.,CONCERN_RESOLUTION_POLICY_REVIEW,PAIN_ALTERNATIVE_TARGET_REVIEW_REQUIRED,exercise-catalog-v2.0.2-final,60,,3,,,BEGINNER,NO_POLICY_OVERRIDE,REVIEW_REQUIRED,바벨 프론트 레이즈,"[""BARBELL""]",DVAR-57ADC482D0C91C98,BARBELL_FRONT_RAISE,"[""BEGINNER"", ""INTERMEDIATE""]",,DOMAIN_APPROVED,"{""BEGINNER"": ""FITT-ISOLATION-STRENGTH-V1"", ""INTERMEDIATE"": ""FITT-ISOLATION-STRENGTH-INTERMEDIATE-V1""}",REVIEWED_NO_LOAD_POSTURE,REVIEWED_NO_LOAD_SUPPORT,[],True,INDEPENDENT_SAFE_VARIANT_GENERAL_POOL,user-name-only-v1,USER_REVIEWED_NAME_ONLY,바벨 프론트 레이즈,False,,"[""GYM""]",,바벨 프론트 레이즈,True,"[""NO_PAIN_AREA_WEIGHT_BEARING"", ""NO_PAIN_AREA_GRIP"", ""NO_PAIN_AREA_BRACING""]",,[],"[""SHOULDER""]",ISOLATION,True,SEPARATE_EXERCISE,False,,True,"[""PAIN_ALTERNATIVE_DOMAIN_APPROVAL_REQUIRED"", ""MEDIA_RIGHTS_REVIEW_REQUIRED"", ""ALTERNATIVE_TARGET_AND_GENERAL_POOL""]",DOMAIN_APPROVED,,DOMAIN_APPROVED,BOUND_INDEPENDENT_SOURCE,"[""ELBOW""]",,,DVAR-57ADC482D0C91C98,,,pain_alternative_policy:DVAR-57ADC482D0C91C98,,,,바벨 프론트 레이즈,,바벨 프론트 레이즈,DERIVED_POLICY_REVIEW_REQUIRED,DVAR-57ADC482D0C91C98,pain_alternative_policy,pain_alternative_policy,,barbell_front_raise_isolation_barbell__lower_back_no_load_safe_v1,STOP_IF_DISCOMFORT_INCREASES,[],REPS,STRENGTH,USER_DIRECT_REVIEW_2026_08_29,COMPLETED,NOT_APPLICABLE,NOT_APPLICABLE,,,,,,,,,,,,,,,,,,,,,,,USER_DIRECT_REVIEW_2026_08_29,OWNER_BATCH_CONFIRMATION,2026-08-29T00:00:00+09:00
False,discomfort-alternative-concern-resolution-v2.0.2-v1.0.0,PAIN_AREA_NO_LOAD_SAFE_VARIANT,REX-000016,bodyweight_standing_calf_raise_isolation_bodyweight,CALVES,SEPARATE_EXERCISE_PAIN_SAFE_VARIANT,통증 Alternative target이면서 일반 운동 풀에도 포함한다.,CONCERN_RESOLUTION_POLICY_REVIEW,PAIN_ALTERNATIVE_TARGET_REVIEW_REQUIRED,exercise-catalog-v2.0.2-final,60,,3,,,BEGINNER,NO_POLICY_OVERRIDE,REVIEW_REQUIRED,카프 레이즈,"[""BODYWEIGHT""]",DVAR-5C8E3929479AD7D8,BODYWEIGHT_STANDING_CALF_RAISE,"[""BEGINNER"", ""INTERMEDIATE""]",,DOMAIN_APPROVED,"{""BEGINNER"": ""FITT-ISOLATION-STRENGTH-V1"", ""INTERMEDIATE"": ""FITT-ISOLATION-STRENGTH-INTERMEDIATE-V1""}",REVIEWED_NO_LOAD_POSTURE,REVIEWED_NO_LOAD_SUPPORT,[],True,INDEPENDENT_SAFE_VARIANT_GENERAL_POOL,user-name-only-v1,USER_REVIEWED_NAME_ONLY,카프 레이즈,False,,"[""HOME"", ""GYM""]",,카프 레이즈,True,"[""NO_PAIN_AREA_WEIGHT_BEARING"", ""NO_PAIN_AREA_GRIP"", ""NO_PAIN_AREA_BRACING""]",,[],"[""ANKLE_FOOT""]",ISOLATION,True,SEPARATE_EXERCISE,False,,True,"[""PAIN_ALTERNATIVE_DOMAIN_APPROVAL_REQUIRED"", ""MEDIA_RIGHTS_REVIEW_REQUIRED"", ""ALTERNATIVE_TARGET_AND_GENERAL_POOL""]",DOMAIN_APPROVED,,DOMAIN_APPROVED,BOUND_INDEPENDENT_SOURCE,"[""KNEE""]",,,DVAR-5C8E3929479AD7D8,,,pain_alternative_policy:DVAR-5C8E3929479AD7D8,,,,카프 레이즈,,카프 레이즈,DERIVED_POLICY_REVIEW_REQUIRED,DVAR-5C8E3929479AD7D8,pain_alternative_policy,pain_alternative_policy,,bodyweight_standing_calf_raise_isolation_bodyweight__lower_back_no_load_safe_v1,STOP_IF_DISCOMFORT_INCREASES,[],REPS,STRENGTH,USER_DIRECT_REVIEW_2026_08_29,COMPLETED,NOT_APPLICABLE,NOT_APPLICABLE,,,,,,,,,,,,,,,,,,,,,,,USER_DIRECT_REVIEW_2026_08_29,OWNER_BATCH_CONFIRMATION,2026-08-29T00:00:00+09:00
False,discomfort-alternative-concern-resolution-v2.0.2-v1.0.0,PAIN_AREA_NO_LOAD_SAFE_VARIANT,REX-000077,runners_stretch_mobility_stretch_bodyweight,MOBILITY,SEPARATE_EXERCISE_PAIN_SAFE_VARIANT,통증 Alternative target이면서 일반 운동 풀에도 포함한다.,CONCERN_RESOLUTION_POLICY_REVIEW,PAIN_ALTERNATIVE_TARGET_REVIEW_REQUIRED,exercise-catalog-v2.0.2-final,,,,15,30,BEGINNER,NO_POLICY_OVERRIDE,REVIEW_REQUIRED,러너스 스트레칭,"[""BODYWEIGHT""]",DVAR-63AD4E2D01416860,RUNNERS_STRETCH,"[""BEGINNER"", ""INTERMEDIATE""]",,DOMAIN_APPROVED,"{""BEGINNER"": ""FITT-MOBILITY-V1"", ""INTERMEDIATE"": ""FITT-MOBILITY-INTERMEDIATE-V1""}",SUPPORTED_SUPINE_HEAD_NECK_NEUTRAL,MAT_AND_HEAD_CUSHION_SUPPORT,[],True,INDEPENDENT_SAFE_VARIANT_GENERAL_POOL,user-name-only-v1,USER_REVIEWED_NAME_ONLY,러너스 스트레칭,False,,"[""HOME"", ""GYM""]",,러너스 스트레칭,True,"[""NO_PAIN_AREA_WEIGHT_BEARING"", ""NO_PAIN_AREA_GRIP"", ""NO_PAIN_AREA_BRACING""]",,[],"[""ANKLE_FOOT"", ""KNEE""]",MOBILITY_STRETCH,True,SEPARATE_EXERCISE,True,,True,"[""PAIN_ALTERNATIVE_DOMAIN_APPROVAL_REQUIRED"", ""MEDIA_RIGHTS_REVIEW_REQUIRED"", ""ALTERNATIVE_TARGET_AND_GENERAL_POOL""]",DOMAIN_APPROVED,,DOMAIN_APPROVED,BOUND_INDEPENDENT_SOURCE,"[""HIP""]",,,DVAR-63AD4E2D01416860,,,pain_alternative_policy:DVAR-63AD4E2D01416860,,,,러너스 스트레칭,,러너스 스트레칭,DERIVED_POLICY_REVIEW_REQUIRED,DVAR-63AD4E2D01416860,pain_alternative_policy,pain_alternative_policy,,runners_stretch_mobility_stretch_bodyweight__neck_no_load_safe_v1,STOP_IF_DISCOMFORT_INCREASES,"[""MAT"", ""SUPPORT_CUSHION""]",DURATION,MOBILITY,USER_DIRECT_REVIEW_2026_08_29,COMPLETED,NOT_APPLICABLE,NOT_APPLICABLE,,,,,,,,,,,,,,,,,,,,,,,USER_DIRECT_REVIEW_2026_08_29,OWNER_BATCH_CONFIRMATION,2026-08-29T00:00:00+09:00
False,discomfort-alternative-concern-resolution-v2.0.2-v1.0.0,PAIN_AREA_NO_LOAD_SAFE_VARIANT,REX-000081,seated_calf_stretch_mobility_stretch_bodyweight,MOBILITY,SEPARATE_EXERCISE_PAIN_SAFE_VARIANT,통증 Alternative target이면서 일반 운동 풀에도 포함한다.,CONCERN_RESOLUTION_POLICY_REVIEW,PAIN_ALTERNATIVE_TARGET_REVIEW_REQUIRED,exercise-catalog-v2.0.2-final,,,,15,30,BEGINNER,NO_POLICY_OVERRIDE,REVIEW_REQUIRED,종아리 스트레칭,"[""BODYWEIGHT""]",DVAR-6764158E5944E97A,SEATED_CALF_STRETCH,"[""BEGINNER"", ""INTERMEDIATE""]",,DOMAIN_APPROVED,"{""BEGINNER"": ""FITT-MOBILITY-V1"", ""INTERMEDIATE"": ""FITT-MOBILITY-INTERMEDIATE-V1""}",SUPPORTED_SUPINE_NEUTRAL_SPINE,FULL_BACK_AND_PELVIS_MAT_SUPPORT,[],True,INDEPENDENT_SAFE_VARIANT_GENERAL_POOL,user-name-only-v1,USER_REVIEWED_NAME_ONLY,종아리 스트레칭,False,,"[""HOME"", ""GYM""]",,종아리 스트레칭,True,"[""NO_PAIN_AREA_WEIGHT_BEARING"", ""NO_PAIN_AREA_GRIP"", ""NO_PAIN_AREA_BRACING""]",,[],"[""ANKLE_FOOT""]",MOBILITY_STRETCH,True,SEPARATE_EXERCISE,True,,True,"[""PAIN_ALTERNATIVE_DOMAIN_APPROVAL_REQUIRED"", ""MEDIA_RIGHTS_REVIEW_REQUIRED"", ""ALTERNATIVE_TARGET_AND_GENERAL_POOL""]",DOMAIN_APPROVED,,DOMAIN_APPROVED,BOUND_INDEPENDENT_SOURCE,"[""KNEE""]",,,DVAR-6764158E5944E97A,,,pain_alternative_policy:DVAR-6764158E5944E97A,,,,종아리 스트레칭,,종아리 스트레칭,DERIVED_POLICY_REVIEW_REQUIRED,DVAR-6764158E5944E97A,pain_alternative_policy,pain_alternative_policy,,seated_calf_stretch_mobility_stretch_bodyweight__lower_back_no_load_safe_v1,STOP_IF_DISCOMFORT_INCREASES,"[""MAT"", ""SUPPORT_CUSHION""]",DURATION,MOBILITY,USER_DIRECT_REVIEW_2026_08_29,COMPLETED,NOT_APPLICABLE,NOT_APPLICABLE,,,,,,,,,,,,,,,,,,,,,,,USER_DIRECT_REVIEW_2026_08_29,OWNER_BATCH_CONFIRMATION,2026-08-29T00:00:00+09:00
